!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	730.01486	52.13090276990356	255505.2	44.25217141496115		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	921.11592	65.77757124742675	322390.57	55.836369538494836					
YAL003W	17683.181	1262.769074828978	3678101.6	637.0280623832425	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	6840.7151	488.50054059818876	4391739.1	760.6263647980047	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	3150.8258	225.002808058871	1102789.0	190.9973177161701		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	1377.8787	98.39534025159585	482257.54	83.52449706008912					
YAL009W	633.49617	45.23843150723849	221723.66	38.401384430033374					
YAL010C	635.05637	45.34984654679207	222269.73	38.495960913191325		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1165.4145	83.22311409679492	728384.06	126.15232989013666	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	11632.391	830.6776716880821	4583162.1	793.7798325503876	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1702.2631	121.55987092494887	595792.08	103.18808874275844					
YAL014C	1416.6382	101.1631849032925	361242.74	62.565363260279014	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	514.64966	36.75151405277411	205345.21	35.56472209630643	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	2929.3082	209.18407189311353	1860110.7	322.1614963108515	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	2080.9462	148.60191205094137	728331.17	126.14316961728844		PSK1	K08286	Other enzymes	Psk1p
YAL018C	151.58372	10.824705909165035	53054.302	9.188729099858303					
YAL019W	891.29677	63.64816362231187	311953.87	54.028787393761476		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	682.87108	48.764330462888154	239004.88	41.39440183124343		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	2063.1572	147.3315863628125	1726862.6	299.08361859283286	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	1050.6629	75.02861720355241	367732.02	63.689272796835134		FUN26	K15014	Alcoholism	Fun26p
YAL023C	6276.198	448.187955657044	4763634.3	825.0366787125603	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	1131.1931	80.7793385330345	1623262.1	281.14055095790536	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	857.99184	61.26983386120475	300297.14	52.00990240003955		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	1492.0223	106.5464194137471	2021690.2	350.14622511928167	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	331.73179	23.689213244475688	116106.13	20.10897769238263		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	237.87852	16.98708160155611	83257.482	14.419762748633069					
YAL029C	2495.5231	178.20715606549203	873433.08	151.2740655597517		MYO4	K10357	Messenger RNA Biogenesis	myosin 4
YAL030W	1572.1436	112.2679408908555	185512.94	32.129876106527	118.0	SNC1	K08513	SNARE interactions in vesicular transport	SNAP receptor SNC1
YAL031C	1087.2225	77.63936536408515	380527.88	65.90544918041498					
YAL032C	818.70565	58.464377885842886	315201.68	54.59129118954812	385.0	PRP45	K06063	Spliceosome	Prp45p
YAL033W	2118.5595	151.28790571024194	366510.79	63.47776211408937	173.0	POP5	K03537	Ribosome biogenesis in eukaryotes	Pop5p
YAL034C	1312.4872	93.72568472091508	459370.52	79.5605842621592					
YAL034W-A	465.01751	33.20724539787129	134390.06	23.275659249153886	289.0	MTW1	K11559	Chromosome-related	Mtw1p
YAL035W	8131.178	580.653453715694	8163702.7	1413.9108372791675	1004.0	FUN12	K03243	RNA transport	translation initiation factor eIF5B
YAL036C	2203.2574	157.33624558885077	771140.09	133.557451854712					
YAL037C-A	102.04217	7.286907067480749	35714.76	6.185610631659151					
YAL037W	224.1129	16.004068464279094	78439.515	13.585315928937712					
YAL038W	18970.205	1354.6764135460726	9485102.5	1642.7704082675284	500.0	Pyk1	K00873	Glycolysis	pyruvate kinase CDC19
YAL039C	2309.9881	164.95796406217573	621386.8	107.62096109431111	269.0	CYC3	K01764	Cofactor biosynthesis	holocytochrome c synthase CYC3
YAL040C	3006.5833	214.70234411655096	1743818.3	302.02025762350877	580.0	CLN3	K06646	Cell cycle	Cln3p
YAL041W	1343.2685	95.92380019137445	1147151.3	198.68063728838206	854.0	CDC24	K11236	MAPK signaling pathway	Cdc24p
YAL042W	2580.751	184.2933436373218	903262.85	156.44042653913243					
YAL043C	1533.8608	109.53413773983516	536851.28	92.97984881286683		Pta1	K06100	mRNA surveillance pathway	Pta1p
YAL044C	8551.5551	610.6728943155663	2993044.3	518.3797019245494		Gcv3		Amino acid metabolism	glycine decarboxylase subunit H
YAL044W-A	3229.2848	230.60562345967512	1130249.7	195.75336809625952					
YAL046C	2401.7859	171.51331306738783	840625.06	145.59188717424146					
YAL047C	324.31109	23.159295551862385	113508.88	19.659147504161382		Spc72		Cytoskeleton proteins	
YAL048C	651.41716	46.51818269919424	227996.01	39.48772281913321		GEM1	K07870	Mitochondrial biogenesis	ERMES complex Ca(2+)-binding regulatory GTPase GEM1
YAL049C	3742.2875	267.2395268769261	1309800.6	226.85064989134844					
YAL051W	1007.4852	71.94526561187651	352619.82	61.071918375644586					
YAL053W	2207.9072	157.66829125666018	772767.52	133.8393142642671					
YAL054C	3103.4465	221.6194170939171	2212757.4	383.23807016265715	713.0	ACS1	K01895	Glycolysis	acetate--CoA ligase 1
YAL055W	798.92769	57.05201908845205	279624.69	48.42954160516253					
YAL056W	1189.6431	84.95329639863311	416375.09	72.11399946302413					
YAL058W	593.38791	42.37427090326118	297880.73	51.59139275902705	502.0	CNE1	K08054	Protein processing in endoplasmic reticulum	Cne1p
YAL059W	1429.1286	102.05513363425011	500195.01	86.63117354726324					
YAL060W	1842.0876	131.54484220943803	703677.46	121.87327530228139	382.0	BDH1	K00004	Butanoate metabolism	(R,R)-butanediol dehydrogenase
YAL061W	454.73325	32.4728387611072	189623.77	32.84185047658978	417.0	BDH2	K00004	Butanoate metabolism	putative dehydrogenase BDH2
YAL062W	6485.705	463.14900596582015	2963967.2	513.3436994735231	457.0	GDH3	K00262	Amino acid metabolism	glutamate dehydrogenase (NADP(+)) GDH3
YAL063C-A	159.73265	11.406627046371407	55906.428	9.682702485327827					
YAL064C-A	145.4805	10.388870440824936	50918.175	8.818763016318217					
YAL064W	154.82748	11.056345217396242	54189.618	9.385359924757946					
YAL064W-B	236.16299	16.864574331459096	82657.046	14.315770357105563					
YAL065C	195.29445	13.946121568609975	68353.058	11.83839404972103					
YAL067C	2551.3057	182.19063291807612	892956.99	154.65550520172485					
YAL067W-A	112.72181	8.049548083387704	39452.634	6.832990962766019					
YAR002C-A	4963.8041	354.4689335583506	1737331.4	300.8967602905711					
YAR002W	1799.0594	128.47216652368013	629670.79	109.0557050661748		NUP60	K18718	Messenger RNA Biogenesis	Nup60p
YAR003W	950.20574	67.85489687613244	332572.01	57.599741979177615		SWD1	K14961	Chromosome-related	Swd1p
YAR007C	2464.8097	176.01388938440945	1530646.8	265.10006281422744	621.0	RFA1	K07466	DNA replication	Rfa1p
YAR008W	966.5845	69.02451627956702	265810.74	46.03703733003348	275.0	SEN34	K15323	Transfer RNA biogenesis	Sen34p
YAR014C	1655.893	118.24854768074708	579562.55	100.37721857829895					
YAR015W	10927.071	780.3102471925473	3343683.7	579.1086218590132	306.0	ADE1	K01923	Purine metabolism	phosphoribosylaminoimidazolesuccinocarboxamide synthase
YAR018C	1101.807	78.68085532971087	881445.6	152.66179233989476	800.0	KIN3	K08857	Chromosome-related	Kin3p
YAR019C	786.64524	56.17492022127803	766192.46	132.70054807796774	974.0	CDC15	K06683	Cell cycle	Cdc15p
YAR023C	423.97118	30.276096519215073	148389.91	25.70036043716784					
YAR027W	114.40327	8.169622389507282	40041.145	6.934918006331435					
YAR028W	120.34284	8.593771489931123	42119.994	7.294963838251178					
YAR029W	1173.2759	83.7845025033752	410646.57	71.12184960073549					
YAR031W	355.82946	25.410045737873453	124540.31	21.5697337909068					
YAR033W	187.58953	13.395907514926348	65656.336	11.371335828586988					
YAR035C-A	308.86966	22.056611579157675	108104.38	18.723116220210382					
YAR035W	10631.38	759.1947335015856	7303758.1	1264.9729062837505	687.0	YAT1	K00624	Peroxisome	carnitine O-acetyltransferase YAT1
YAR042W	1398.0351	99.83472373016131	489312.29	84.74634305887778					
YAR050W	339.76606	24.26294642601278	118918.12	20.59599973145329		Flo1		Cell wall	
YAR068W	922.4703	65.87428852807703	322864.6	55.91846906842939					
YBL001C	4969.2767	354.8597359846171	1739246.8	301.2284976060082					
YBL002W	8359.3952	596.9506132880617	1095080.8	189.66229757685082	131.0	HTB2	K11252	Chromosome-related	histone H2B
YBL003C	9433.2573	673.6359025757132	1245190.0	215.66043009768674	132.0	HTA2	K11251	Chromosome-related	histone H2A
YBL004W	5642.4217	402.9295198586696	1974847.6	342.0333304904347		UTP20	K14772	Ribosome biogenesis	Utp20p
YBL005W	456.3569	32.588784812236014	159724.92	27.663525200586744					
YBL006C	2077.5001	148.35582349318878	373950.02	64.76619804868217	180.0	LDB7	K11764	Transcription machinery	Ldb7p
YBL007C	2403.0269	171.60193379811852	841059.41	145.6671143346049					
YBL008W	822.62122	58.743991644607675	691001.82	119.67792039727617	840.0	HIR1	K11293	Chromosome-related	Hir1p
YBL008W-A	122.60483	8.75530187406124	42911.691	7.432081639973846					
YBL009W	1203.0966	85.91402081514005	421083.81	72.92952527065958		ALK2	K16315	Chromosome-related	Alk2p
YBL010C	672.62937	48.032962353193035	235420.28	40.77356775955303					
YBL011W	2954.1068	210.95495831784976	2242167.1	388.331677203385	759.0	SCT1	K13507	Lipid and steroid metabolism	bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase SCT1
YBL013W	333.70057	23.829805284965563	133813.93	23.175876530378293	401.0	FMT1	K00604	Other central metabolism enzymes	Fmt1p
YBL014C	1180.4716	84.29835277905505	413165.06	71.55803896669308		RRN6	K15218	Transcription machinery	Rrn6p
YBL015W	21059.445	1503.8705920084033	11077268.0	1918.525189880534	526.0	ACH1	K01067	Glycolysis	Ach1p
YBL016W	152.44659	10.886324096051075	53813.646	9.320243530292291	353.0	Fus3	K04371	MAPK signaling pathway	mitogen-activated serine/threonine-protein kinase FUS3
YBL017C	2870.8731	205.01117804756962	1004805.6	174.02710257917602					
YBL018C	2713.1164	193.7456550567077	949590.74	164.46417607367601		Pop8	K14528	Ribosome biogenesis in eukaryotes	Pop8p
YBL019W	605.28084	43.223553858240024	314746.04	54.51237671194252	520.0	APN2	K10772	Base excision repair	DNA-(apurinic or apyrimidinic site) lyase APN2
YBL020W	1642.7038	117.30669712333129	942911.98	163.30744958685935	574.0	RFT1	K06316	Carbohydrate metabolism	Rft1p
YBL021C	1257.3204	89.78618260320927	440062.14	76.21647329492562					
YBL022C	3843.6831	274.4802619009995	4354893.0	754.2448119639615	1133.0	PIM1	K08675	Mitochondrial biogenesis	ATP-dependent Lon protease PIM1
YBL023C	2406.8794	171.87704368139	2089171.3	361.83360057962506	868.0	MCM2	K02540	DNA replication	MCM DNA helicase complex subunit MCM2
YBL024W	3025.2925	216.03838196940052	1058852.4	183.3877271693218		NCL1	K15334	Transfer RNA biogenesis	Ncl1p
YBL025W	504.76526	36.045661715276715	176667.84	30.59795080174857		RRN10	K15221	Transcription machinery	Rrn10p
YBL026W	2731.4649	195.05593505494443	262220.63	45.415248955007975	96.0	LSM2	K12621	RNA degradation	Sm-like protein LSM2
YBL027W	14149.746	1010.4438599302373	2674302.0	463.175193770512	189.0	RPL19B	K02885	Ribosome	ribosomal 60S subunit protein L19B
YBL028C	1149.6911	82.10029443718922	402391.89	69.69218196839121					
YBL029C-A	1871.5563	133.6492239400448	655044.7	113.45033427445625					
YBL029W	1624.6229	116.01552663963409	568618.02	98.48168291947015					
YBL030C	18674.649	1333.570540305271	6536127.2	1132.0232278810374		Pet9	K05863	Transport	ADP/ATP carrier protein PET9
YBL031W	427.33307	30.516171578390047	149566.57	25.90415182778192					
YBL032W	2468.4114	176.2710894536058	863943.99	149.63060453722852		HEK2	K18738	Messenger RNA Biogenesis	Hek2p
YBL033C	2974.2562	212.39384192122174	1026118.4	177.71836866273432	345.0	RIB1	K01497	Cofactor biosynthesis	GTP cyclohydrolase II
YBL034C	1086.8407	77.61210074281765	380394.24	65.88230342765576		Stu1		Cytoskeleton proteins	
YBL035C	1026.4341	73.29842061956583	723636.04	125.32999752695319	705.0	POL12	K02321	DNA replication	DNA-directed DNA polymerase alpha subunit POL12
YBL036C	1698.5447	121.2943372221697	594490.65	102.96268783724038					
YBL037W	1093.4456	78.08376155216739	1120781.7	194.11355975201897	1025.0	APL3	K11824	Endocytosis	Apl3p
YBL038W	2794.0063	199.52206283006072	977902.2	169.36757365982226					
YBL039C	4598.0637	328.351140241889	2662278.9	461.0928553987715	579.0	URA7	K01937	Pyrimidine metabolism	CTP synthase URA7
YBL039W-B	855.12071	61.064804337737584	299292.25	51.835860679819454					
YBL040C	2291.4466	163.63390179074722	802006.31	138.90332058212698					
YBL041W	3313.0421	236.58679439442793	798443.15	138.2861998068984	241.0	PRE7	K02732	Proteasome	proteasome core particle subunit beta 6
YBL042C	4305.4793	307.4574711617958	1506917.8	260.9903234605642					
YBL043W	8788.2378	627.5745815237119	3075883.2	532.7269684483886					
YBL044W	133.82954	9.556866743070024	46840.339	8.112503035409416					
YBL045C	14466.71	1033.0784943341996	6611286.5	1145.0404276367703	457.0	Cor1	K00414	Oxidative phosphorylation	ubiquinol--cytochrome-c reductase subunit COR1
YBL046W	766.9923	54.77148919484283	268447.3	46.49367580575072					
YBL047C	3692.9455	263.71597804879326	1292530.9	223.8596276942074					
YBL049W	746.98074	53.34244884813798	261443.26	45.280612515151375					
YBL050W	2875.8558	205.36699635136634	1006549.5	174.3291369868145					
YBL051C	1356.2917	96.85379656563046	474702.09	82.21593242611232					
YBL052C	631.50584	45.0963005652601	525412.86	90.99877397542195	832.0	SAS3	K11378	Chromosome-related	Sas3p
YBL054W	954.05222	68.12957686673754	333918.28	57.83290893942273					
YBL055C	678.30916	48.438560371079234	237408.21	41.11786689366437					
YBL056W	2101.8612	150.0954677183322	983671.04	170.36670673635254	468.0	PTC3	K14803	Ribosome biogenesis	type 2C protein phosphatase PTC3
YBL057C	1757.7888	125.52500235793207	365620.07	63.32349404391806	208.0	PTH2	K04794	Translation factors	Pth2p
YBL058W	1820.0616	129.97194920776695	769886.06	133.34026038260302	423.0	SHP1	K14012	Protein processing in endoplasmic reticulum	Shp1p
YBL059C-A	2201.8766	157.2376416363988	770656.81	133.4737502728991		CMC2	K18172	Mitochondrial biogenesis	Cmc2p
YBL059W	872.4073	62.29925255501523	305342.55	52.883741164098986					
YBL060W	413.55278	29.532110845528976	144743.47	25.06881599919018					
YBL061C	682.08999	48.708552246476856	238731.5	41.34705383745926					
YBL063W	643.61494	45.96102038032118	715056.2	123.84401387420193	1111.0	Kip1		Cytoskeleton proteins	Kip1p
YBL064C	6161.0881	439.9678722949692	1608044.0	278.50485520764266	261.0	PRX1	K03386	Other enzymes	Prx1p
YBL066C	1522.3472	108.71194302159127	532821.52	92.28191534505031					
YBL067C	1172.4493	83.72547438409882	875819.63	151.6874036041061	747.0	UBP13	K11872	Ubiquitin labeling	Ubp13p
YBL068W	4036.5552	288.25340165890407	1315917.0	227.90997855175326	326.0	PRS4	K00948	Pentose phosphate metabolism	ribose phosphate diphosphokinase subunit PRS4
YBL069W	594.28872	42.43859841369591	208001.05	36.02469976772255					
YBL071C-B	123.96414	8.852371209669228	43387.449	7.514480450518755					
YBL071W-A	808.79453	57.75661745332122	283078.09	49.02765251939999		KTI11	K15455	Transfer RNA biogenesis	Kti11p
YBL072C	16270.577	1161.8939751407652	3254115.4	563.5958582638038	200.0	RPS8A	K02995	Ribosome	ribosomal 40S subunit protein S8A
YBL074C	261.05458	18.64210124108708	92674.376	16.05071979954444	355.0	AAR2	K13205	Spliceosome	Aar2p
YBL075C	731.89128	52.26489931426911	474997.44	82.26708550960106	649.0	SSA3	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA3
YBL076C	8690.8173	620.6177113398702	9316556.1	1613.579048623284	1072.0	ILS1	K01870	tRNA loading	isoleucine--tRNA ligase ILS1
