Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
A0AV56;B7Z2F6;B7ZLP6;F5GZU3;K7ES42;Q15424;Q15424-2	33120335.0	65.0312070433	11592117000.0	50.8974119386	350			
Q9H173	3513634.9	6.89896157924	1644381100.0	7.21997045326	468	Sil1	K14001	Protein processing in endoplasmic reticulum
Q99798	41552918.0	81.5884384536	33450099000.0	146.869072163	805	Aco2	K01681	Citrate cycle
O95816	50802037.0	99.7489242294	10719230000.0	47.0648342295	211	Bag2	K09556	Protein processing in endoplasmic reticulum
P21980	11178197.0	21.948197187	7679421300.0	33.71797139	687	Tgm2	K05625	CAM ligands
P16949	227707450.0	447.099654223	33928410000.0	148.969188302	149	StmN1	K04381	MAPK signaling pathway
Q9P2E9	482593670.0	947.564354997	7.4319425e+11	3263.13682761	1540	RrbP1	K14000	Protein processing in endoplasmic reticulum
A2A3N8;C9JTM0;D6RAH3;D6RF25;D6RJE2;E7ENY0;E7EV99;H0Y9H2;H0YFD8;P35611;P35611-2;P35611-3;P35612;P35612-2;P35612-3;P35612-4;P35612-8;Q86XM2	22448834.0	44.077898721	7857091900.0	34.4980682194	350			
P62753	278165330.0	546.172832114	69263167000.0	304.113212709	249	Rps6	K02991	Ribosome
P45880	294243610.0	577.742257833	86507621000.0	379.828293819	294	VdaC2	K05862	Calcium signaling pathway
O75955	1553100.8	3.04948665779	917882570.0	4.03013938494	591	FloT1	K07192	Insulin signaling pathway
O15212	59724966.0	117.268941561	7704520600.0	33.8281746783	129	PfdN6	K04798	Chaperones and folding catalysts
P04439	7847681.4	15.4087871978	2911489800.0	12.7834541099	371	Hla-a	K06751	Cell adhesion molecules (CAMs)
A2BFH1	4533669400.0	8901.78174277	7.4352178e+11	3264.57491086	164	PpiAl4g	K12738	Chaperones and folding catalysts
Q04917	130133410.0	255.514708078	32012819000.0	140.558418791	246	YwhAh	K06630	Cell cycle
A2T926;G5E972;H0YJH7;P42166;P42167;P42167-2	17883872.0	35.1146744973	6259355200.0	27.4828989463	350			
O95865	40449907.0	79.4226953622	11528223000.0	50.6168730829	285	DdaH2	K01482	Other enzymes
A5PL29;K7EJR2;M0QX30;M0R165;M0R1V5;M0R2S2;M0R330;M0R3I1;Q9UBC2;Q9UBC2-2;Q9UBC2-3	45283223.0	88.9128280406	15849128000.0	69.5886348182	350			
P30044	178106430.0	349.708906177	38114776000.0	167.350230766	214	PrdX5	K11187	Peroxisome
Q9GZQ8	23360409.0	45.8677605252	2920051100.0	12.8210441387	125	Map1lc3b	K10435	Cytoskeleton proteins
A6NCP5;C9IZD3;E7ERK8;F5H6L3;I3L1S9;I3L4P0;I3L4P6;J3KRS3;Q17R89;Q68EM7;Q68EM7-2;Q68EM7-3;Q68EM7-4;Q68EM7-5;Q68EM7-6;Q68EM7-7	1777570.9	3.49022983107	622149820.0	2.73166805304	350			
Q9UKK9	35743554.0	70.1818523465	8292504500.0	36.4098307099	232	NudT5	K13987	Purine metabolism
A6NDF3;Q9BVG4	22480038.0	44.1391672373	7868013300.0	34.5460207198	350			
P08865	1096476100.0	2152.91192789	3.2346045e+11	1420.21511424	295	RpsA	K02998	Ribosome
P61326	10710837.0	21.0305438805	1563782200.0	6.86608553171	146	MagOh	K12877	RNA transport
O95861	10000143.0	19.6351084582	3240046300.0	14.2260444086	324	BpnT1	K01082	Sulfur metabolism
A6NFL3;H0Y2W2;J3QSF3;Q5SV16;Q5T2N8;Q5T9A4;Q5T9A4-2;Q5T9A4-3;Q9NVI7;Q9NVI7-2;Q9NVI7-3	39524322.0	77.6053251644	13833513000.0	60.7386907602	350			
Q9NYB9	11050154.0	21.6967869629	5668729000.0	24.88964139	513	Abi2	K05751	Regulation of actin cytoskeleton
Q9NYB9	12255151.0	24.0627778079	6286892500.0	27.6038067409	513	Abi2	K05751	Regulation of actin cytoskeleton
A6NFQ9;A6NMH6;B7Z277;C9J4G8;C9JV02;F6W7K9;F8W8I8;Q92599;Q92599-2;Q92599-3	4220497.7	8.28687450639	1477174200.0	6.48581650465	350			
A6NG10;B4DFG2;K7EIJ0;K7EIK1;K7EIN1;K7EMC9;K7ENL2;K7ESN4;Q969T9	5982103.4	11.7457569424	2093736200.0	9.19295016278	350			
Q13162	153876410.0	302.133679439	41700507000.0	183.094070119	271	PrdX4	K03386	Other enzymes
Q13813	435175290.0	854.45918298	1.0779292e+12	4732.85479546	2477	SptAn1	K06114	Cytoskeleton proteins
A6NGP5;B4DLH4;B4E1P3;H3BMM8;H3BMT0;H3BMV3;H3BS08;H3BTV5;H3BU16;Q9H910;Q9H910-2	36630163.0	71.92269384	12820557000.0	56.2911132549	350			
P22090	130473290.0	256.182056601	34314475000.0	150.664280694	263	Rps4y1	K02987	Ribosome
P30046	157358290.0	308.970290819	26121476000.0	114.691347958	166	Ddt	K10028	Other enzymes
Q9H7Z7	7706684.2	15.1319416252	2905419900.0	12.7568030503	377	PtgEs2	K05309	Arachidonic acid metabolism
O95825	4867380.7	9.55701812981	1698715900.0	7.45853780883	349	CryZl1	K00540	Other enzymes
P17516	9605521.7	18.8602763357	3102583500.0	13.622487633	323	Akr1c4	K00037	Primary bile acid biosynthesis
A6NIR2;Q9Y547	8269759.0	16.2375292921	2894415600.0	12.7084865616	350			
P32119	328279710.0	644.571553673	64999383000.0	285.392251675	198	PrdX2	K03386	Other enzymes
Q92890	14237730.0	27.9555375106	4883541400.0	21.442124709	343	Ufd1l	K14016	Protein processing in endoplasmic reticulum
A6NJA2	67058315.0	131.667845954	33126808000.0	145.449601051	494	Usp14	K11843	Ubiquitin labeling
A6NJG9	171957810.0	337.63619676	42989452000.0	188.753430237	250	PsmE1	K06696	Proteasome
O14602	51723700.0	101.558593648	7448212800.0	32.7028061473	144	Eif1ay	K03236	RNA transport
A6NKH4;H0YK42;H0YK43;H0YK58;H0YKD5;H0YKL5;H0YKT3;J3KPH4;Q13596;Q13596-2;Q13596-3	188451110.0	370.020507098	65957888000.0	289.600751626	350			
P07437	1405760000.0	2760.18553596	6.2415744e+11	2740.48289352	444	TubB	K07375	Phagosome
A6NL28;A6NL28-2;D6R904;D6RFM2;P06753-2;P06753-3;Q5VU59;Q5VU61;H0YL80;K7EP68;K7EQW8;Q5VU58	1316664900.0	2585.2488424	4.6083272e+11	2023.37440043	350			
P68032	5290792400.0	10388.3797065	1.9946287e+12	8757.79968477	377	ActC1	K12314	Cytoskeleton proteins
P21810	2180209.8	4.28080437295	802317210.0	3.52272751757	368	Bgn	K08118	Proteoglycans
P51571	32352202.0	63.5229911343	5596930900.0	24.574398068	173	Ssr4	K04571	Protein processing in endoplasmic reticulum
A6NLN1	261153540.0	512.770475595	1.4546252e+11	638.681079743	557	PtbP1	K13218	
A6NM69	263814490.0	517.995205067	4.0363617e+11	1772.24198288	1530	Scp2	K08764	Peroxisome
A6NMQ3;C9JUF4;D6RE62;O43768;O43768-2;O43768-3;O43768-4;O43768-5;O43768-6;O43768-7;O43768-8;O43768-9;Q5T5H1;H3BMD8;H3BQ52;H3BTD3;P56211;P56211-2	13735806.0	26.9700183858	4807532100.0	21.1083913061	350			
P11908	5004742.8	9.82672624614	1591508200.0	6.98782184989	318	PrpS2	K00948	Pentose phosphate pathway
Q92783	23441069.0	46.0261350453	12658177000.0	55.5781527361	540	StaM	K04705	Jak-STAT signaling pathway
A6NMY6;H0YKL9;H0YKN4;H0YKS4;H0YKV8;H0YKX9;H0YKZ7;H0YL33;H0YLE2;H0YLV6;H0YM50;H0YMD0;H0YMD9;H0YMM1;H0YMT9;H0YMU9;H0YMW4;H0YN28;H0YN42;H0YN52;H0YNA0;H0YNB8;H0YNP5;P07355;P07355-2	5053565800.0	9922.58936532	1.768748e+12	7766.02716929	350			
A6NN80;E5RFF0;E5RI05;E5RIU8;E5RJF5;E5RJR0;E5RK63;E5RK69;H0YC77;E7EMC6;P08133;P08133-2	37723413.0	74.0692713761	13203195000.0	57.971158747	350			
A6NNR3	50264422.0	98.6933264411	20809471000.0	91.3679716751	414	Ppp1ca	K06269	mRNA surveillance pathway
Q08257	37927172.0	74.4693486615	12478040000.0	54.7872267047	329	CryZ	K00344	Other enzymes
P68104	3638274600.0	7143.6894824	1.6808829e+12	7380.23860368	462	Eef1a1	K03231	Translation factors
A6PWM2;Q6UXH1;Q6UXH1-2;Q6UXH1-3;Q6UXH1-4;Q6UXH1-5;Q6UXH1-6	7472070.0	14.6712806864	2615224500.0	11.4826445151	350			
A7MAP0;A7MAP1;B4E3S0;F8VRE9;F8VSA4;F8VTT6;F8VUX3;F8VV53;F8VVB7;F8W1H8;H0YHL7;Q9ULV4	93574733.0	183.732375767	32751157000.0	143.800233322	350			
P35241	174118630.0	341.878929595	1.0516765e+11	461.758728338	604	Rdx	K05762	Regulation of actin cytoskeleton
P28482	16493407.0	32.3845204303	5937626500.0	26.0702874124	360	MapK1	K04371	Natural killer cell mediated cytotoxicity
A8K0Z3;A8MWX3;C4AMC7;H3BV49;I3L0A4;Q6VEQ5;Q9NQA3	5838028.5	11.4628683589	2043310000.0	8.9715442648	350			
O00506	8985596.6	17.6430640844	3827864200.0	16.8069715853	426	Stk25	K08839	Other enzymes
P11142	5755791800.0	11301.3980156	3.7182415e+12	16325.6521059	646	HspA8	K03283	Spliceosome
A8K854	258988320.0	508.519103437	1.1654474e+11	511.712023011	450	TubB3	K07375	Phagosome
A8K8G0;H3BPQ6;P51858;P51858-2;Q5SZ07	168349960.0	330.552245456	58922486000.0	258.710470433	350			
A8KAH5;F5GXM3;H3BMU1;H3BQF7;H3BUI0;J3KR23;J3QLU7;P53990;P53990-2;P53990-3;P53990-4;H3BPP6;H3BRE2	13876941.0	27.2471345262	4856929400.0	21.3252796213	350			
A8MQB8;B4DXZ6;C9IZ22;C9JAJ4;C9JY20;C9JYQ6;C9JZE0;E7EU85;E9PFF5;F8W871;G3V0J0;G8JL90;H7C4S4;P51114;P51114-2;P51114-3;Q06787;Q06787-2;Q06787-3;Q06787-4;Q06787-5;Q06787-6;Q06787-7;Q06787-8;P51116	41411572.0	81.3109080183	14494050000.0	63.638905086	350			
A8MQC5	1740629100.0	3417.69524335	2.2280052e+11	978.248394713	128	H2aFv	K11251	Chromosome-related
P14209	131258900.0	257.724588298	24282896000.0	106.618710006	185	Cd99	K06520	Cell adhesion molecules (CAMs)
Q00059	3760503.6	7.38368401765	925083890.0	4.06175816092	246	TfaM	K11830	Huntington's disease
P62942	448439590.0	880.50340746	65023741000.0	285.499200143	145	FkbP1a	K09568	Chaperones and folding catalysts
P16152	209212510.0	410.785158238	57951865000.0	254.448772861	277	Cbr1	K00079	Arachidonic acid metabolism
P55854	42533663.0	83.514114361	6252448500.0	27.4525737559	147	SumO3	K12160	RNA transport
P18124	527689970.0	1036.11016295	1.3086711e+11	574.597134146	248	Rpl7	K02937	Ribosome
P18859	146275900.0	287.210209026	17406832000.0	76.4280328476	119	Atp5j	K02131	Oxidative phosphorylation
A8MUM1;C9J0U9;D3YTH5;F8WB12;F8WDS8;F8WDX0;Q53HC9	2538810.2	4.98491007895	888583570.0	3.90149650872	350			
P62750	423793380.0	832.110998828	82215916000.0	360.984740282	194	Rpl23a	K02893	Ribosome
Q9Y6K9	6640319.8	13.0381535014	2782294000.0	12.2161951827	419	IkbKg	K07210	MAPK signaling pathway
O00764	9584475.2	18.8189518956	2990356300.0	13.1297325971	312	PdxK	K00868	Vitamin B6 metabolism
A8MV58;D6R9Q9;D6R9W4;D6RCR4;D6RFI1;F8W9Z3;Q16643;Q16643-2	537244030.0	1054.86939512	1.8803541e+11	825.605514662	350			
A8MVD5;K7EK42;K7EL99;K7ELT5;K7ENS2;K7EP07;Q6FGY5;Q99426	53961994.0	105.953445347	18886698000.0	82.9256682162	350			
P49589	15628613.0	30.6865123134	12987377000.0	57.0235684449	831	CarS	K01883	tRNA loading
P09972	355192590.0	697.414529791	1.292901e+11	567.672969422	364	AldOc	K01623	Glycolysis / Gluconeogenesis
P07195	445238850.0	874.218809625	1.4870978e+11	652.938797284	334	LdhB	K00016	Glycolysis / Gluconeogenesis
P62308	62541890.0	122.799923294	6004021400.0	26.361806949	96	SnrPg	K11099	Spliceosome
P41227	28999961.0	56.9409236965	6814990800.0	29.9225235654	235	Naa10	K00670	Other enzymes
A8MWR6;H7BZ77;Q9Y3Q8	8504593.5	16.6986227862	2976607700.0	13.0693667331	350			
Q9H0B6	6103097.3	11.9833263801	3796126500.0	16.6676211292	622	Klc2	K10407	Cytoskeleton proteins
P49593	13553443.0	26.6119517777	6153263100.0	27.017081243	454	Ppm1f	K01090	Other enzymes
P09211	1089201500.0	2138.62837614	2.2873232e+11	1004.29309976	210	GstP1	K00799	Glutathione metabolism
