!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	634.48263	54.96807883190306	222068.92	46.748112527767226		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	708.28939	61.36228981606719	247901.29	52.186129426390046					
YAL003W	15326.086	1327.7676387019858	3187825.9	671.0747451382698	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	5129.1277	444.3593605588503	3292900.0	693.1940757071485	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	2764.4622	239.4977718104216	967561.77	203.6831020816674		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	1027.3477	89.00374366651187	359571.7	75.69406062496526					
YAL009W	519.06798	44.969189532827215	181673.79	38.24446382801318					
YAL010C	521.94721	45.21863015441709	182681.52	38.45660281368306		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	998.96633	86.54493816143854	624353.96	131.4338322500829	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	8482.5372	734.8802811262939	3342119.7	703.5553999040823	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1371.6052	118.82831648180527	480061.82	101.05864423371239					
YAL014C	1204.1694	104.32260140228804	307063.2	64.64040545041735	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	393.85686	34.12158805508325	157148.89	33.08168470100955	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	2402.9977	208.18247933199012	1525903.5	321.2205855934899	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	1684.3542	145.9231664804551	589523.97	124.1017107994044		PSK1	K08286	Other enzymes	Psk1p
YAL018C	125.86463	10.904217983064896	44052.621	9.273593457612536					
YAL019W	736.9196	63.84265344754114	257921.86	54.295576952646165		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	527.08102	45.66339516364675	184478.36	38.83485871061089		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	1732.147	150.06367131665115	1449807.0	305.20137973177253	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	782.10743	67.75747803727441	273737.6	57.62497574122904		FUN26	K15014	Alcoholism	Fun26p
YAL023C	5322.1528	461.0819915839675	4039514.0	850.3650804871348	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	1047.6831	90.76549066702201	1503425.2	316.48863977309816	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	678.58344	58.788729998714004	237504.2	49.99742002355545		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	1154.7772	100.04353336337086	1564723.1	329.39256674728176	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	262.16387	22.712433078013156	91757.354	19.315999330487905		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	178.27534	15.444793095288235	62396.369	13.135167583721696					
YAL029C	2000.3007	173.29503025971076	700105.24	147.38036525237067		MYO4	K10357	Messenger RNA Biogenesis	myosin 4
YAL030W	1372.0972	118.87094065070536	161907.47	34.08342160913872	118.0	SNC1	K08513	SNARE interactions in vesicular transport	SNAP receptor SNC1
YAL031C	908.63924	78.71949681913354	318023.73	66.94772558240146					
YAL032C	648.14161	56.1514175931287	249534.52	52.52994349917306	385.0	PRP45	K06063	Spliceosome	Prp45p
YAL033W	1757.4004	152.25148673718297	304030.27	64.00193810915752	173.0	POP5	K03537	Ribosome biogenesis in eukaryotes	Pop5p
YAL034C	955.29582	82.76156581551724	334353.54	70.3853421360239					
YAL034W-A	411.46718	35.64724914058064	118914.02	25.03279607109884	289.0	MTW1	K11559	Chromosome-related	Mtw1p
