!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	766.60851	68.5297435343501	268312.98	57.945250270700306		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	890.05636	79.5651669480126	311519.73	67.27624104920675					
YAL003W	9814.0276	877.3093250256686	2041317.7	440.8458547495926	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	6851.9804	612.5218457520041	4398971.4	950.0080790226881	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	2222.7024	198.6949315566357	777945.84	168.00628279649453		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	1791.4045	160.1397445369876	626991.58	135.40598751771836					
YAL009W	659.92426	58.99287537245807	230973.49	49.88136125187494					
YAL010C	582.57723	52.078561143095186	203902.03	44.03497049995063		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	774.95015	69.2754311211679	484343.84	104.59958003474908	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	751.45768	67.17535928125521	296074.33	63.940630641797185	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1243.4019	111.15192722961508	435190.67	93.98439199111333					
YAL014C	1527.5062	136.54897743455746	389514.08	84.12001107647339	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	437.19951	39.082752021163365	174442.6	37.67287037277014	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	3400.8699	304.0153337727635	2159552.4	466.37998762002314	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	3042.4726	271.97697947324815	1064865.4	229.96983637395923		PSK1	K08286	Other enzymes	Psk1p
YAL018C	117.79331	10.529944840244728	41227.659	8.903583489811377					
YAL019W	395.42865	35.348712696437836	138400.03	29.889066029613744		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	687.22023	61.43295502096252	240527.08	51.94456804691579		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	1437.7267	128.52328240327978	1203377.2	259.88304041069716	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	813.35211	72.70831301027759	284673.24	61.478435136351344		FUN26	K15014	Alcoholism	Fun26p
YAL023C	4513.9832	403.52031966663793	3426113.2	739.9082475612992	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	844.57703	75.49961486978943	1211968.0	261.7383217169744	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	225.70737	20.176749903171135	78997.579	17.060428779608127		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	984.19912	87.98090863918674	1333589.8	288.00393748917094	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	391.39409	34.9880496481318	136987.93	29.58410691840244		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	502.59635	44.92879809904597	175908.72	37.98949571950841					
YAL029C	1568.5801	140.22071313307654	549003.03	118.56347006664677		MYO4	K10357	Messenger RNA Biogenesis	myosin 4
YAL030W	1693.1039	151.35231937877646	199786.26	43.146122995418274	118.0	SNC1	K08513	SNARE interactions in vesicular transport	SNAP receptor SNC1
YAL031C	1228.0712	109.78146378510927	429824.92	92.82559703963535					
YAL032C	705.83014	63.096558206762445	271744.6	58.68634777457038	385.0	PRP45	K06063	Spliceosome	Prp45p
YAL033W	1776.8293	158.83681780850415	307391.47	66.38469618662678	173.0	POP5	K03537	Ribosome biogenesis in eukaryotes	Pop5p
YAL034C	1731.5992	154.79354524812908	606059.72	130.88551345667494					
YAL034W-A	487.60436	43.588613094095344	140917.66	30.432776961671607	289.0	MTW1	K11559	Chromosome-related	Mtw1p
YAL035W	3033.8941	271.21011816497827	3046029.7	657.8248778664611	1004.0	FUN12	K03243	RNA transport	translation initiation factor eIF5B
YAL036C	953.70033	85.25451801144898	333795.12	72.08686574737624					
YAL037C-A	80.687177	7.212901336460135	28240.512	6.098860873643591					
YAL037W	209.35654	18.7150935663875	73274.789	15.824526965254377					
YAL038W	13682.177	1223.096363490126	6841088.5	1477.411138501424	500.0	Pyk1	K00873	Glycolysis	pyruvate kinase CDC19
YAL039C	2384.1445	213.1267902750406	641334.87	138.5035846923136	269.0	CYC3	K01764	Cofactor biosynthesis	holocytochrome c synthase CYC3
YAL040C	3229.9112	288.73275379466503	1873348.5	404.57098898734245	580.0	CLN3	K06646	Cell cycle	Cln3p
YAL041W	1065.4088	95.2405182969332	909859.12	196.49446113072557	854.0	CDC24	K11236	MAPK signaling pathway	Cdc24p
YAL042W	2160.3053	193.11704244569015	756106.85	163.28990365893168					
YAL043C	1054.9678	94.30716177543809	369238.73	79.74131784263862		Pta1	K06100	mRNA surveillance pathway	Pta1p
YAL044C	5060.1621	452.3451102248245	1771056.7	382.4799073272587		Gcv3		Amino acid metabolism	glycine decarboxylase subunit H
YAL044W-A	2486.8632	222.30916442737274	870402.12	187.97327166038752					
YAL046C	2048.5473	183.12661450495168	716991.56	154.84251036300904					
YAL047C	313.96766	28.06663758256484	109888.68	23.73171459881255		Spc72		Cytoskeleton proteins	
YAL048C	692.37945	61.8941552539697	242332.81	52.33453604910231		GEM1	K07870	Mitochondrial biogenesis	ERMES complex Ca(2+)-binding regulatory GTPase GEM1
YAL049C	4421.0037	395.20856574552363	1547351.3	334.16817306115223					
YAL051W	933.67586	83.46446249339677	326786.55	70.57328506749364					
YAL053W	1894.2467	169.33315877459935	662986.34	143.17946674572215					
YAL054C	5092.4347	455.23006776486886	3630905.9	784.1355684129123	713.0	ACS1	K01895	Glycolysis	acetate--CoA ligase 1
YAL055W	1029.6494	92.04386383905062	360377.29	77.82758873956357					
YAL056W	1562.0987	139.64131873039307	546734.55	118.0735659206227					
YAL058W	458.78863	41.012676927335235	230311.89	49.738481181074434	502.0	CNE1	K08054	Protein processing in endoplasmic reticulum	Cne1p
YAL059W	351.41854	31.414499193878967	122996.49	26.56249576694981					
YAL060W	2303.9916	205.96164977779463	880124.79	190.07299321112814	382.0	BDH1	K00004	Butanoate metabolism	(R,R)-butanediol dehydrogenase
YAL061W	1002.2811	89.59731836570184	417951.22	90.26133601082037	417.0	BDH2	K00004	Butanoate metabolism	putative dehydrogenase BDH2
YAL062W	6761.9258	604.4715585955407	3090200.1	667.3639798605462	457.0	GDH3	K00262	Amino acid metabolism	glutamate dehydrogenase (NADP(+)) GDH3
YAL063C-A	155.12413	13.867073879585796	54293.446	11.725289311492693					
YAL064C-A	120.59377	10.7802874898172	42207.82	9.115260444279178					
YAL064W	123.77758	11.064899100458073	43322.153	9.355913373443844					
YAL064W-B	231.05641	20.654918791949815	80869.743	17.464743962301842					
YAL065C	216.56686	19.359648608439667	75798.401	16.369529778484445					
YAL067C	268.80006	24.028952109881903	94080.021	20.317654264500142					
YAL067W-A	93.162643	8.328125697133492	32606.925	7.041837594599243					
YAR002C-A	3825.8575	342.0064216009941	1339050.1	289.1831515922423					
YAR002W	1024.9854	91.6269330071137	358744.89	77.47505332908179		NUP60	K18718	Messenger RNA Biogenesis	Nup60p
YAR003W	639.80337	57.19420054248147	223931.18	48.36049403391979		SWD1	K14961	Chromosome-related	Swd1p
YAR007C	1326.3297	118.56512548105097	823650.74	177.8767775787348	621.0	RFA1	K07466	DNA replication	Rfa1p
YAR008W	386.38779	34.540519454322684	106256.64	22.947334108561225	275.0	SEN34	K15323	Transfer RNA biogenesis	Sen34p
YAR014C	1082.2988	96.75037287485223	378804.58	81.8071723246021					
YAR015W	5682.4373	507.9724080013473	1738825.8	375.51927662295986	306.0	ADE1	K01923	Purine metabolism	phosphoribosylaminoimidazolesuccinocarboxamide synthase
YAR018C	903.93465	80.80579451995978	723147.72	156.17200337488822	800.0	KIN3	K08857	Chromosome-related	Kin3p
YAR019C	945.44809	84.51682219486601	920866.44	198.87161751059838	974.0	CDC15	K06683	Cell cycle	Cdc15p
YAR023C	604.87944	54.07223159106506	211707.8	45.72071561822826					
YAR027W	91.172985	8.150263397560183	31910.545	6.891446385856713					
YAR028W	98.576475	8.81208656328414	34501.766	7.451050134254179					
YAR029W	1303.5675	116.53033496160111	456248.63	98.53209878632836					
YAR031W	303.96104	27.172111767496993	106386.36	22.975348623047687					
YAR033W	148.85927	13.307036724403929	52100.745	11.251750505379718					
YAR035C-A	144.75745	12.940361075807141	50665.108	10.941708310392068					
YAR035W	8191.9326	732.30473286643	5627857.7	1215.4001007121901	687.0	YAT1	K00624	Peroxisome	carnitine O-acetyltransferase YAT1
YAR042W	1492.1894	133.39188849687537	522266.29	112.78936591886144					
YAR050W	262.16441	23.435768774774246	91757.543	19.81608863410017		Flo1		Cell wall	
YAR068W	735.5	65.74884796089012	257425.0	55.59386672584766					
YBL001C	3774.6314	337.4271461957876	1321121.0	285.31115782351594					
YBL002W	7392.9515	660.8810933456621	968476.65	209.15358573252564	131.0	HTB2	K11252	Chromosome-related	histone H2B
YBL003C	9058.628	809.7815841009681	1195738.9	258.23346235024445	132.0	HTA2	K11251	Chromosome-related	histone H2A
YBL004W	2392.1478	213.84223249786237	837251.73	180.81406659650534		UTP20	K14772	Ribosome biogenesis	Utp20p
YBL005W	418.58258	37.418521293673855	146503.9	31.639189245088524					
YBL006C	2061.1765	184.2555816710532	371011.77	80.12422606623616	180.0	LDB7	K11764	Transcription machinery	Ldb7p
YBL007C	2660.1883	237.80328495450541	931065.9	201.0743073034142					
YBL008W	669.49566	59.84849539064008	562376.35	121.45159114953348	840.0	HIR1	K11293	Chromosome-related	Hir1p
YBL008W-A	102.01596	9.119553832255944	35705.586	7.711028802378526					
YBL009W	874.73996	78.19598182917076	306158.99	66.1185280644076		ALK2	K16315	Chromosome-related	Alk2p
YBL010C	469.53203	41.97306601391991	164336.21	35.490280108656556					
YBL011W	2820.1535	252.1031185559104	2140496.5	462.26464853119694	759.0	SCT1	K13507	Lipid and steroid metabolism	bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase SCT1
YBL013W	270.92748	24.219129423449484	108641.92	23.4624625476166	401.0	FMT1	K00604	Other central metabolism enzymes	Fmt1p
YBL014C	867.92955	77.58717610294191	303775.34	65.60375164245532		RRN6	K15218	Transcription machinery	Rrn6p
YBL015W	14710.105	1314.986345525125	7737515.2	1671.0047152297582	526.0	ACH1	K01067	Glycolysis	Ach1p
YBL016W	114.14352	10.203677691639456	40292.663	8.70166043255897	353.0	Fus3	K04371	MAPK signaling pathway	mitogen-activated serine/threonine-protein kinase FUS3
YBL017C	2838.0457	253.70256320239014	993315.99	214.51792469540032					
YBL018C	2102.5957	187.9581849116537	735908.49	158.9278372942791		Pop8	K14528	Ribosome biogenesis in eukaryotes	Pop8p
YBL019W	660.40954	59.0362562031018	343412.96	74.16394806319842	520.0	APN2	K10772	Base excision repair	DNA-(apurinic or apyrimidinic site) lyase APN2
YBL020W	1945.3313	173.89978501327084	1116620.2	241.14687610833974	574.0	RFT1	K06316	Carbohydrate metabolism	Rft1p
YBL021C	1066.6001	95.34701265801522	373310.04	80.62056370275171					
YBL022C	4257.8978	380.62797428308426	4824198.2	1041.84065957026	1133.0	PIM1	K08675	Mitochondrial biogenesis	ATP-dependent Lon protease PIM1
YBL023C	1319.7556	117.97744430990252	1145547.9	247.39414307341812	868.0	MCM2	K02540	DNA replication	MCM DNA helicase complex subunit MCM2
YBL024W	1085.3854	97.02629455278029	379884.89	82.04047759861434		NCL1	K15334	Transfer RNA biogenesis	Ncl1p
YBL025W	485.3464	43.38676636569049	169871.24	36.68563300811686		RRN10	K15221	Transcription machinery	Rrn10p
YBL026W	2808.3883	251.05138729006478	269605.28	58.22433720464152	96.0	LSM2	K12621	RNA degradation	Sm-like protein LSM2
YBL027W	8701.843	777.8873587852289	1644648.3	355.18057065588783	189.0	RPL19B	K02885	Ribosome	ribosomal 60S subunit protein L19B
YBL028C	396.69265	35.46170595792331	138842.43	29.984607358698					
YBL029C-A	2744.0292	245.29810832228813	960410.22	207.41154811235128					
YBL029W	1843.138	164.76437815491377	645098.3	139.316340352611					
YBL030C	15130.099	1352.5310384557654	5295534.7	1143.6311560800298		Pet9	K05863	Transport	ADP/ATP carrier protein PET9
YBL031W	416.05628	37.19268673948814	145619.7	31.44823616376777					
YBL032W	2551.7068	228.10575449893872	893097.38	192.87457207700777		HEK2	K18738	Messenger RNA Biogenesis	Hek2p
YBL033C	2856.5481	255.35655570342558	985509.09	212.83193554072605	345.0	RIB1	K01497	Cofactor biosynthesis	GTP cyclohydrolase II
YBL034C	906.90586	81.07140109310713	317417.05	68.54983460896075		Stu1		Cytoskeleton proteins	
YBL035C	458.1016	40.951260977621345	322961.63	69.74724993991462	705.0	POL12	K02321	DNA replication	DNA-directed DNA polymerase alpha subunit POL12
YBL036C	1114.5212	99.63084286606227	390082.42	84.2427505859032					
YBL037W	1002.8204	89.64552822797961	1027890.9	221.9847711112425	1025.0	APL3	K11824	Endocytosis	Apl3p
YBL038W	3089.9636	276.2223615786331	1081487.3	233.55952538369166					
YBL039C	540.25986	48.295667429655715	312810.46	67.55498892372962	579.0	URA7	K01937	Pyrimidine metabolism	CTP synthase URA7
YBL039W-B	1302.6908	116.45196376512618	455941.78	98.465831026768					
YBL040C	2502.7986	223.73368406271737	875979.51	189.17777268529994					
YBL041W	3673.8359	328.4166934362473	885394.45	191.2110364304368	241.0	PRE7	K02732	Proteasome	proteasome core particle subunit beta 6
YBL042C	2066.1434	184.6995897647812	723150.19	156.17253679957818					
YBL043W	1554.4793	138.9601946350114	544067.76	117.49764218421082					
YBL044W	104.54921	9.346009670593027	36592.224	7.902508397624023					
YBL045C	12103.496	1081.9726965319396	5531297.7	1194.5468666787906	457.0	Cor1	K00414	Oxidative phosphorylation	ubiquinol--cytochrome-c reductase subunit COR1
YBL046W	466.26664	41.68116168945627	163193.32	35.24345996942259					
YBL047C	4205.1554	375.91315166079676	1471804.4	317.8529577939834					
YBL049W	1129.3466	100.9561358239948	395271.31	85.36335060188877					
YBL050W	3573.1035	319.41188140044096	1250586.2	270.0783627541391					
YBL051C	981.40907	87.73149657494025	343493.17	74.18127032813027					
YBL052C	660.82554	59.073443858780564	549806.85	118.73706416959547	832.0	SAS3	K11378	Chromosome-related	Sas3p
YBL054W	245.86338	21.9785642294637	86052.183	18.58395102717395					
YBL055C	416.9569	37.2731962261646	145934.92	31.516311520354435					
YBL056W	2010.4328	179.7194296434896	940882.55	203.19432490774284	468.0	PTC3	K14803	Ribosome biogenesis	type 2C protein phosphatase PTC3
YBL057C	1585.8206	141.761900098773	329850.68	71.23501891172273	208.0	PTH2	K04794	Translation factors	Pth2p
YBL058W	1798.577	160.78091872053548	760798.07	164.30302615853984	423.0	SHP1	K14012	Protein processing in endoplasmic reticulum	Shp1p
YBL059C-A	2791.182	249.51325757875347	976913.7	210.97566297156345		CMC2	K18172	Mitochondrial biogenesis	Cmc2p
YBL059W	1259.5274	112.59344055088405	440834.59	95.20326092882857					
YBL060W	300.57095	26.869060085670025	105199.83	22.719103927753057					
YBL061C	484.66404	43.32576788316895	169632.41	36.63405494386461					
YBL063W	664.87618	59.43554435300803	738677.44	159.52582364863682	1111.0	Kip1		Cytoskeleton proteins	Kip1p
YBL064C	6994.7833	625.287482951833	1825638.4	394.2674483798767	261.0	PRX1	K03386	Other enzymes	Prx1p
YBL066C	1175.5621	105.08749664375894	411446.74	88.85661931958626					
YBL067C	1274.0616	113.89270214984145	951724.02	205.53566408727968	747.0	UBP13	K11872	Ubiquitin labeling	Ubp13p
YBL068W	2254.537	201.54073478613367	734979.06	158.72711627825112	326.0	PRS4	K00948	Pentose phosphate metabolism	ribose phosphate diphosphokinase subunit PRS4
YBL069W	364.11748	32.54970065591087	127441.12	27.52236434174132					
YBL071C-B	95.400226	8.52815085616391	33390.079	7.21096863898815					
YBL071W-A	439.67986	39.304478948477836	153887.95	33.23385911630148		KTI11	K15455	Transfer RNA biogenesis	Kti11p
YBL072C	8858.5586	791.8966995840049	1771711.7	382.6213620527338	200.0	RPS8A	K02995	Ribosome	ribosomal 40S subunit protein S8A
YBL074C	168.66297	15.07735686085951	59875.354	12.930766050068756	355.0	AAR2	K13205	Spliceosome	Aar2p
YBL075C	452.3367	40.435916948240326	293566.52	63.399040450814375	649.0	SSA3	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA3
YBL076C	6258.8269	559.49783584178	6709462.4	1448.9849799657609	1072.0	ILS1	K01870	tRNA loading	isoleucine--tRNA ligase ILS1
YBL078C	2072.2313	185.24380786335507	242451.06	52.36007348618236	117.0	ATG8	K08341	FoxO signaling pathway	ubiquitin-like protein ATG8
YBL079W	2178.6304	194.75518549636058	3272302.9	706.6911578487125	1502.0	NUP170	K14312	RNA transport	Nup170p
YBL080C	516.79364	46.19794216657373	279585.36	60.37964938268676	541.0	PET112	K02434	tRNA loading	glutamyl-tRNA(Gln) amidotransferase subunit PET112
YBL081W	349.01923	31.200016707949608	122156.73	26.38114001082007					
YBL082C	895.87426	80.08524882775654	415685.66	89.77206247212207	464.0	ALG3	K03845	Glycan metabolism	dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase
YBL084C	1450.4764	129.6630214744517	1099461.1	237.44117262757646	758.0	CDC27	K03350	Cell cycle	anaphase promoting complex subunit CDC27
YBL085W	1063.2898	95.05109367581952	372151.43	80.37034865010634					
YBL086C	610.96146	54.61592405642889	213836.51	46.180434837565855					
YBL087C	5983.2624	534.8641874204085	1130836.6	244.21706993924715	189.0	RPL23A	K02894	Ribosome	ribosomal 60S subunit protein L23A
YBL088C	893.01443	79.82959889184357	312555.05	67.49983021925085		TEL1	K04728	NF-kappa B signaling pathway	Tel1p
YBL089W	1315.8489	117.62821110211353	460547.11	99.46040460061883					
