Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
P11142	0.0041767998	4196.43038697	2.6982127	7506.15523055	646	HspA8	K03283	Chaperones and folding catalysts
P36578	0.0020222585	2031.7629348	0.86350438	2402.18197718	427	Rpl4	K02930	Ribosome
P06733	0.0055145701	5540.4880882	2.3933234	6657.98398966	434	Eno1	K01689	Glycolysis / Gluconeogenesis
P06733	1.9368396e-11	1.94594257358e-05	8.4058839e-09	2.33843200736e-05	434	Eno1	K01689	Glycolysis / Gluconeogenesis
P39023	0.0022874081	2298.1587143	0.92182546	2564.42533171	403	Rpl3	K02925	Ribosome
P23528	0.005689848	5716.58977872	1.160729	3229.03085239	204	Cfl1	K05765	Regulation of actin cytoskeleton
P68104	0.0094421015	9486.4785359	4.3622509	12135.3414466	462	Eef1a1	K03231	Translation factors
Q53HE2	0.0050111876	5034.7397353	1.4331997	3987.01682213	286	Tpi1	K01803	Glycolysis / Gluconeogenesis
P63244	0.0017181128	1726.1877771	0.60133948	1672.86570222	350			
P68400	0.0002832048	284.535837331	0.11243231	312.775331533	397	CsnK2a1	K03097	Ribosome biogenesis in eukaryotes
Q14152	0.0002635067	264.745158015	0.36416626	1013.07375704	1382	Eif3a	K03254	Translation factors
Q7KZF4;B2R5U1;B3KU67;Q59FF0	0.0003497741	351.41800711	0.12242093	340.562663591	350			
P61978	0.0020708692	2080.60210076	0.96088331	2673.08032584	464	HnrNpk	K12886	Spliceosome
P61978	2.0652502e-05	20.7495669196	0.0095827609	26.6582730311	464	HnrNpk	K12886	Spliceosome
P62241	0.0026275178	2639.86689959	0.5465237	1520.37373828	208	Rps8	K02995	Ribosome
Q6P2Q9	0.0001687896	169.582896083	0.39412372	1096.41238527	2335	PrpF8	K12856	Spliceosome
P23396	0.002508405	2520.19428004	0.60954241	1695.68542505	243	Rps3	K02985	Ribosome
P11940	0.0006082059	611.064413548	0.38681895	1076.09125286	636	PabPc1	K13126	RNA degradation
Q00610	0.0010441903	1049.09790139	1.7490188	4865.59366278	1675	CltC	K04646	Endocytosis
P50991	0.000929644	934.013243982	0.50107812	1393.94872441	539	Cct4	K09496	Chaperones and folding catalysts
P06748	0.0046575193	4679.40922579	1.3693107	3809.28407647	294	Npm1	K11276	Chromosome-related
P62847	0.0015075012	1514.58632134	0.43566785	1211.98395926	289	Rps24	K02974	Ribosome
P54136	0.0003347632	336.336557218	0.22094371	614.643087431	660	RarS	K01887	
P54136	1.9368396e-11	1.94594257358e-05	1.2783141e-08	3.5561407253e-05	660	RarS	K01887	
P14866	0.0010536022	1058.55403648	0.6205717	1726.36779594	589	HnrNpl	K13159	
O43143	0.0003089069	310.358734911	0.24558099	683.181512196	795	Dhx15	K12820	Spliceosome
P15880	0.0020485976	2058.22582622	0.6002391	1669.8045562	293	Rps2	K02981	Ribosome
O43242	0.000263255	264.492275048	0.14057817	391.074271515	534	PsmD3	K03033	Proteasome
P31948	0.0008513177	855.31881735	0.50227744	1397.28511153	590	StiP1	K09553	Chaperones and folding catalysts
O00148	0.0007706686	774.290673765	0.32907549	915.454778828	427	Ddx39	K13182	Other enzymes
P62750	0.0031584039	3173.24811696	0.61273036	1704.55397998	194	Rpl23a	K02893	Ribosome
P14678	0.0005755707	578.275831015	0.16576436	461.139708464	288	SnrPb	K11086	Spliceosome
P62906	0.0017835762	1791.95884925	0.38703604	1076.69517531	217	Rpl10a	K02865	Ribosome
Q08211	0.0005766359	579.34603736	0.73232759	2037.26139535	1270	Dhx9	K13184	Other enzymes
P22626	0.0042771223	4297.22439378	1.5098242	4200.17844258	353	HnrNpa2b1	K13158	
Q16531	0.0002294767	230.555220047	0.26160344	727.754349939	1140	Ddb1	K10610	Nucleotide excision repair
B3KT15	0.0003311415	332.69783555	0.11589952	322.420759589	350			
A8MXP9	0.0006549809	658.059251881	0.22924332	637.731764247	350			
P04843	0.0004665655	468.758316286	0.28320526	787.848431544	607	Rpn1	K12666	N-Glycan biosynthesis
P51148	0.0006323007	635.272456961	0.15744287	437.990163697	249	Rab5c	K07889	GTP-binding signaling proteins
P61247	0.0023960599	2407.32116808	0.63255981	1759.71750725	264	Rps3a	K02984	Ribosome
P62910	0.002135171	2145.20611349	0.32668116	908.793994578	153	Rpl32	K02912	Ribosome
P68371	0.0049069842	4930.0465886	2.183608	6074.57692667	445	TubB2c	K07375	Phagosome
O00232	0.000139648	140.304333159	0.063679488	177.149904427	456	PsmD12	K03035	Proteasome
P19338	0.0011070409	1112.24389361	0.78599904	2186.5699488	710	Ncl	K11294	Ribosome Biogenesis
P62280	0.0028930548	2906.65189983	0.45710266	1271.61343591	158	Rps11	K02949	Ribosome
P07900	0.0020197363	2029.22888068	1.478447	4112.89024106	732	Hsp90aa1	K04079	Protein processing in endoplasmic reticulum
P05388	0.0019554318	1964.62215526	0.61987188	1724.42096738	317	RplP0	K02941	Ribosome
