!!SBtab TableType='Proteomaps' Organism='hsa' ProteinIdentifier='http://identifiers.org/uniprot/'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
P60709	1296213600.0	14225.7040203	4.860801e+11	14159.6535073	375.0	ActB		Cytoskeleton proteins
P68363	471435370.0	5173.9158101	2.1261735e+11	6193.6047282	451.0	TubA1b	K07374	Cytoskeleton proteins
P62805	1874582600.0	20573.1966006	1.9308201e+11	5624.53463966	103.0	HisT2h4a	K11254	Chromosome-related
P00352	1053065600.0	11557.1997852	5.2758587e+11	15368.7285584	501.0	AldH1a1	K07249	Cofactor biosynthesis
P05783	864908310.0	9492.20840047	3.7191057e+11	10833.8621699	430.0	Krt18	K07604	Cytoskeleton proteins
Q71DI3	864555510.0	9488.33648586	1.1757955e+11	3425.12620358	136.0	HisT2h3d	K11253	Chromosome-related
P0C0S8	784920460.0	8614.35657164	1.0203966e+11	2972.44472589	130.0	HisT1h2ag	K11251	Chromosome-related
P07355-2	758409250.0	8323.40095547	2.6544324e+11	7732.43813985	350			
P68104	750221630.0	8233.54334346	3.4660239e+11	10096.6275871	462.0	Eef1a1	K03231	Translation factors
P62807	735093070.0	8067.51020138	92621727000.0	2698.0976213	126.0	HisT1h2bc	K11252	Chromosome-related
P14618	602309340.0	6610.23337472	3.1982626e+11	9316.6311975	531.0	Pkm2	K00873	Glycolysis
P14618	360899.61	3.96080633075	191637690.0	5.58246118149	531.0	Pkm2	K00873	Glycolysis
P04406	562767770.0	6176.27197259	1.885272e+11	5491.85171067	335.0	GapDh	K00134	Glycolysis
P07737	530212110.0	5818.97963794	74229695000.0	2162.33242454	140.0	Pfn1	K05759	Regulation of actin cytoskeleton
P23528	468607370.0	5142.87903424	95595903000.0	2784.73622598	204.0	Cfl1	K05765	Regulation of actin cytoskeleton
P62979	455385730.0	4997.77398573	71040174000.0	2069.4207579	156.0	Rps27a	K02977	Ribosome
P06733	440122330.0	4830.26099964	1.9101309e+11	5564.26640334	434.0	Eno1	K01689	RNA degradation
P06733	506561.08	5.55941396716	219847510.0	6.40422137431	434.0	Eno1	K01689	RNA degradation
Q06830	438493550.0	4812.38544102	87260216000.0	2541.91525951	199.0	PrdX1	K13279	Peroxisome
P15121	437802080.0	4804.79668593	1.3834546e+11	4030.04315114	316.0	Akr1b1	K00011	Carbohydrate metabolism
P62937	430103780.0	4720.30927023	70967124000.0	2067.29279033	165.0	PpiA	K03767	Chaperones and folding catalysts
P08670	424997440.0	4664.26813514	1.9804881e+11	5769.21895617	466.0	Vim	K07606	Cytoskeleton proteins
P68371	416150280.0	4567.17219387	1.8518687e+11	5394.54693436	445.0	TubB2c	K07375	Cytoskeleton proteins
P08238	412007080.0	4521.70134176	2.9829313e+11	8689.36491005	724.0	Hsp90ab1	K04079	Chaperones and folding catalysts
P52895	401214200.0	4403.25148411	1.2959219e+11	3775.05787144	323.0	Akr1c2	K00089	Lipid and steroid metabolism
P04083	399769870.0	4387.40023005	1.3991945e+11	4075.89393381	350			
P00338	399335350.0	4382.63145359	1.4416006e+11	4199.42412618	361.0	LdhA	K00016	Glycolysis
O43707	383109100.0	4204.55136721	3.4901239e+11	10166.8315822	911.0	ActN4	K05699	Focal adhesion
O60218	380071400.0	4171.21317271	1.2010256e+11	3498.62221256	316.0	Akr1b10	K00100	Carbohydrate metabolism
P06703	371448510.0	4076.57855312	1.3000698e+11	3787.14082377	350			
P09382	370596700.0	4067.23009625	50030554000.0	1457.40446774	135.0	LgaLs1	K06830	CAM ligands
P42330	364711580.0	4002.64199499	1.1780184e+11	3431.60157539	323.0	Akr1c3	K00089	Lipid and steroid metabolism
P07195	354725530.0	3893.04694706	1.1847833e+11	3451.3079242	334.0	LdhB	K00016	Glycolysis
P11142	348440420.0	3824.06902969	2.2509251e+11	6557.00973707	646.0	HspA8	K03283	Chaperones and folding catalysts
P60866	337909650.0	3708.4957807	47983170000.0	1397.76358132	142.0	Rps20	K02969	Ribosome
Q53HE2	336703210.0	3695.25532531	96297118000.0	2805.16282118	286.0	Tpi1	K01803	Glycolysis
P62826	333503520.0	3660.13932058	77706320000.0	2263.60751351	233.0	Ran	K07936	RNA transport
P63104	332683210.0	3651.13657037	81840070000.0	2384.02484326	246.0	YwhAz	K06630	Cell cycle
P11413	331939780.0	3642.97756391	1.7094899e+11	4979.79338349	515.0	G6pD	K00036	Pentose phosphate metabolism
P62263	329483530.0	3616.0206754	1.1531924e+11	3359.28272136	350			
P29401	314452740.0	3451.06054095	2.6885709e+11	7831.88457497	855.0	Tkt	K00615	Pentose phosphate metabolism
P05387	309626480.0	3398.09323195	35607045000.0	1037.24349057	115.0	RplP2	K02943	Ribosome
