!!SBtab TableType='Proteomaps' Organism='mmu'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
17196	74000.0	70.1769977659	25900000.0	75.1247645405	350	Mbp		Myelin
69187	3346.2857	3.1734092445	1171200.0	3.39714765366	350			
12954	309183.67	293.210563768	60599999.0	175.774542704	196.0	Cryaa	K09541	Crystallins
11354	4657142.9	4416.54468769	1630000000.0	4727.92919695	350			
14077	334586.47	317.300999428	44500001.0	129.075370547	133.0	Fabp3	K08752	PPAR signaling pathway
12961	113714.29	107.839560477	39800002.0	115.442694168	350	Crybb2		Crystallins
12889	946.65714	0.897750756742	331330.0	0.961045877807	350			
12955	441714.29	418.894361385	77300001.0	224.214068498	175.0	Cryab	K09542	Crystallins
380684	20091.743	19.0537595084	21900000.0	63.5224843026	1090.0	Nefh	K04574	Amyotrophic lateral sclerosis (ALS)
226180	8299.8016	7.87101565326	4183100.0	12.1333746158	504.0	Ina	K07608	Cytoskeleton proteins
18039	16465.009	15.614390538	8940499.9	25.9325463267	543.0	Nefl	K04572	Cytoskeleton proteins
17189	1168571.4	1108.20043956	408999990.0	1186.33312532	350	Mb		Hemoglobin
110187	9171428.6	8697.61249152	3210000000.0	9310.82989093	350			
20617	289285.71	274.340576005	40499999.0	117.473084508	140.0	Snca	K04528	Synaptic vesicle cycle
18823	2139.2286	2.02871136058	748730.01	2.17174384964	350			
12962	2655.5714	2.51837875953	929449.99	2.69593481278	350	Crybb3		Crystallins
19194	66857.143	63.4031564182	23400000.0	67.8733393918	350			
G3UXD0	3209.7143	3.04389342244	1123400.0	3.25850040482	350			
12373	1166.8286	1.10654767642	408390.01	1.1845638356	350			
21956	13419.601	12.7263149918	4039299.9	11.7162723512	301.0	Tnnt2	K12045	Cardiac muscle contraction
70350	6540.8571	6.20294208235	2289300.0	6.64027503716	350			
22349	31076.179	29.4707154629	25700000.0	74.5446505286	827.0	Vil1	K05761	Cytoskeleton proteins
218038	1218.965	1.1559905957	836209.99	2.42548566043	686.0	Amph	K12562	Fc gamma R-mediated phagocytosis
21954	8101.8957	7.68333400593	1709500.0	4.95852451668	211.0	Tnni3	K12044	Cardiac muscle contraction
66473	47908.745	45.4336742005	12600000.0	36.5471827494	263.0	Ctrb1	K01310	Pancreatic secretion
19752	159060.4	150.84299102	23700000.0	68.7435104096	149.0	RnaSe1	K01168	Other enzymes
11723	574285.71	544.616851185	201000000.0	583.014581955	350			
21924	52096.894	49.4054542412	8387599.9	24.3288211408	161.0	Tnnc1	K05865	Calcium signaling pathway
68416	4527.4286	4.29353171281	1584600.0	4.59624331625	350			
16204	120312.5	114.096892483	15400000.0	44.668778916	128.0	Fabp6	K08755	PPAR signaling pathway
19660	31714.286	30.0758564564	11100000.0	32.1963276602	350			
22003	482394.37	457.472819268	137000000.0	397.378098149	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	9612676.1	9116.0641783	2730000000.0	7918.55626238	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	3192.1479	3.02723454117	906570.0	2.62956979882	284.0	Tpm1	K10373	Cardiac muscle contraction
22072	4072.3577	3.86197077318	1001800.0	2.90579108559	246.0	Prss2	K01312	Neuroactive ligand-receptor interaction
282619	5704.8571	5.41013167516	1996700.0	5.79156823776	350			
12716	863636.36	819.019012247	361000000.0	1047.10579147	418.0	Ckmt1	K00933	Amino acid metabolism
19293	7457142.9	7071.8905491	2610000000.0	7570.48785524	350	Pvalb		Blood proteins
17906	231325.3	219.374527855	38400000.0	111.381890284	166.0	Myl2	K10351	Cardiac muscle contraction
17906	2127.3494	2.0174458661	353140.0	1.0243073108	166.0	Myl2	K10351	Cardiac muscle contraction
