!!SBtab TableType='Proteomaps' Organism='mmu'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
17196	150285.71	53.9687340452	52599998.0	50.4492058474	350	Mbp		Myelin
69187	10669.429	3.83147257391	3734300.1	3.58160611415	350			
12954	1561224.5	560.647514826	306000000.0	293.487786621	196.0	Cryaa	K09541	Crystallins
11354	9771.4286	3.50899384483	3420000.0	3.28015761518	350			
14077	47443609.0	17037.3584838	6310000000.0	6051.98671105	133.0	Fabp3	K08752	PPAR signaling pathway
12961	221142.86	79.4140720189	77400001.0	74.2351469868	350	Crybb2		Crystallins
12889	82000.0	29.4468196059	28700000.0	27.5264688759	350			
12955	31942857.0	11470.9213143	5590000000.0	5361.42721311	175.0	Cryab	K09542	Crystallins
380684	37981.651	13.6394978699	41400000.0	39.7071711311	1090.0	Nefh	K04574	Amyotrophic lateral sclerosis (ALS)
226180	22222.222	7.98016783507	11200000.0	10.7420366345	504.0	Ina	K07608	Cytoskeleton proteins
18039	441988.95	158.721571688	240000000.0	230.186499311	543.0	Nefl	K04572	Cytoskeleton proteins
17189	118857140.0	42682.4970787	41599999000.0	39898.9922548	350	Mb		Hemoglobin
12960	12470.286	4.47817393019	4364600.1	4.18613340796	350			
110187	1748.6857	0.627966248235	612039.99	0.587013928068	350			
20617	121428.57	43.6059170218	17000000.0	16.3048770345	140.0	Snca	K04528	Synaptic vesicle cycle
18823	2011.0571	0.722185800498	703869.98	0.675089027776	350			
12962	15080.0	5.41534194703	5278000.0	5.06218476401	350	Crybb3		Crystallins
19194	7712.2857	2.76954007021	2699300.0	2.58892673996	350			
G3UXD0	10499.429	3.77042428936	3674800.1	3.52453904452	350			
12373	7457142.9	2677.91636282	2610000000.0	2503.27818	350			
21956	242857.14	87.2118340436	73099999.0	70.1109702893	301.0	Tnnt2	K12045	Cardiac muscle contraction
70350	1831.8571	0.657833726432	641149.98	0.614933622622	350			
22349	74365.175	26.7050962583	61500000.0	58.9852904484	827.0	Vil1	K05761	Cytoskeleton proteins
218038	4447.3761	1.59708636264	3050900.0	2.92614996145	686.0	Amph	K12562	Fc gamma R-mediated phagocytosis
21954	19752.607	7.09331042774	4167800.1	3.99738047853	211.0	Tnni3	K12044	Cardiac muscle contraction
66473	68060.837	24.4411608459	17900000.0	17.1680764069	263.0	Ctrb1	K01310	Pancreatic secretion
19752	70469.799	25.3062373026	10500000.0	10.0706593448	149.0	RnaSe1	K01168	Other enzymes
11723	322857.14	115.940438537	113000000.0	108.379476759	350			
21924	5956521.7	2139.03195096	958999990.0	919.786877238	161.0	Tnnc1	K05865	Calcium signaling pathway
68416	9793.7143	3.51699680809	3427800.0	3.28763867641	350			
16204	274218.75	98.4740251683	35100000.0	33.6647755242	128.0	Fabp6	K08755	PPAR signaling pathway
19660	45714.286	16.4163455275	16000000.0	15.3457666207	350			
22003	10845070.0	3894.54658418	3079999900.0	2954.05997858	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	94366197.0	33887.6143896	26800000000.0	25704.1590897	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	78169.014	28.0710835857	22200000.0	21.2922511862	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	1262.1127	0.453234207307	358440.01	0.343783546312	284.0	Tpm1	K10373	Cardiac muscle contraction
22072	39586.179	14.2156959988	9738200.0	9.34000903162	246.0	Prss2	K01312	Neuroactive ligand-receptor interaction
282619	8570.2857	3.0776543534	2999600.0	2.87694759722	350			
12716	156698.56	56.2716369368	65499998.0	62.8217301853	418.0	Ckmt1	K00933	Amino acid metabolism
19293	2265714.3	813.63512525	793000000.0	760.574558139	350	Pvalb		Blood proteins
17906	38373494.0	13780.211652	6370000000.0	6109.53333587	166.0	Myl2	K10351	Cardiac muscle contraction
12409	210655.74	75.6480679844	51400001.0	49.2982762282	244.0	Cbr2	K00081	Lipid and steroid metabolism
227120	3971428.6	1426.17001905	1390000000.0	1333.16347517	350			
56727	6746.6667	2.42277899092	1922800.0	1.84417750364	285.0	Miox	K00469	Carbohydrate metabolism
109901	9971.8045	3.58095034459	2652500.0	2.54404037259	266.0	CelA1	K01326	Peptidases
12613	28881.469	10.3715537512	17300000.0	16.5926101587	599.0	Cel	K12298	Lipid and steroid metabolism
12307	23507.429	8.44169538001	8227600.2	7.89117703236	350			
12308	32571.429	11.6966462691	11400000.0	10.9338587173	350			
12970	19792.286	7.10755945646	6927300.1	6.64404566539	350	Crygs		Crystallins
22227	6636.1564	2.38309390716	2037300.0	1.95399564602	307.0	Ucp1	K08769	PPAR signaling pathway
59006	1597142.9	573.546083672	559000020.0	536.142740494	350			
109697	34606.205	12.4273497058	14500000.0	13.907101	419.0	Cpa1	K08779	Pancreatic secretion
55948	29151.21	10.4684197825	7229500.1	6.93388883244	248.0	Sfn	K06644	Cell cycle
