!!SBtab TableType='Proteomaps' Organism='eco'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
b2341	2.0	0.522176305519	1428.0	1.27843821805	714.0	FadJ	K01782	Lipid and steroid metabolism
b1511	7.0	1.82761706932	2450.0	2.19339890351	350	LsrK	K11216	Other enzymes
b3933	16.0	4.17741044415	5104.0	4.56943183817	319.0	FtsN	K03591	Chromosome-related
b4170	20.0	5.22176305519	12300.0	11.0117577605	615.0	MutL	K03572	Mismatch repair
b0167	22.0	5.74393936071	19580.0	17.5292859309	890.0	GlnD	K00990	Two-component system
b0948	23.0	6.00502751347	16146.0	14.4549464066	702.0	RlmL	K12297	Ribosome biogenesis
b0346	24.0	6.26611566623	1152.0	1.03134511708	48.0	MhpR	K05818	Transcription factors
b3617	26.0	6.78829197175	10348.0	9.26420075654	398.0	Kbl	K00639	Amino acid metabolism
b3804	26.0	6.78829197175	6396.0	5.72611403545	246.0	HemD	K01719	Cofactor biosynthesis
b0208	27.0	7.04938012451	9450.0	8.46025291354	350			
b2344	27.0	7.04938012451	9450.0	8.46025291354	350			
b1341	29.0	7.57155643003	10150.0	9.08693831454	350			
b3590	30.0	7.83264458279	10500.0	9.40028101504	350			
b4261	30.0	7.83264458279	10500.0	9.40028101504	350	LptF	K07091	Transport
b1280	32.0	8.35482088831	11200.0	10.026966416	350			
b3623	32.0	8.35482088831	11200.0	10.026966416	350	WaaU	K03277	Glycan metabolism
b4266	32.0	8.35482088831	8128.0	7.2767127705	254.0	IdnO	K00046	Other enzymes
b2795	36.0	9.39917349934	12600.0	11.2803372181	350			
b1423	37.0	9.6602616521	12950.0	11.5936799186	350			
b1190	40.0	10.4435261104	14240.0	12.7485715861	356.0	DadX	K01775	Amino acid metabolism
b3813	40.0	10.4435261104	28800.0	25.783627927	720.0	UvrD	K03657	Nucleotide excision repair
b2520	42.0	10.9657024159	14700.0	13.1603934211	350			
b0470	44.0	11.4878787214	28292.0	25.3288333788	643.0	DnaX	K02343	DNA replication complex
b2708	45.0	11.7489668742	15750.0	14.1004215226	350			
b0409	46.0	12.0100550269	14858.0	13.3018452687	323.0	SecF	K03074	Protein export
b4390	46.0	12.0100550269	19182.0	17.1729705172	417.0	NadR	K06211	Transcription factors
b0414	47.0	12.2711431797	17249.0	15.4424235456	367.0	RibD	K11752	Cofactor biosynthesis
b2216	47.0	12.2711431797	41830.0	37.4489290342	890.0	RcsD	K07676	Two-component system
b0676	48.0	12.5322313325	19488.0	17.4469215639	406.0	NagC	K02565	Transcription factors
b1294	48.0	12.5322313325	26256.0	23.5060741268	547.0	SapA	K02035	Transport
b1846	49.0	12.7933194852	17150.0	15.3537923246	350			
b4149	49.0	12.7933194852	17150.0	15.3537923246	350			
b3972	51.0	13.3154957907	17442.0	15.6152096633	342.0	MurB	K00075	Glycan metabolism
b0633	52.0	13.5765839435	18200.0	16.2938204261	350			
b2291	52.0	13.5765839435	10348.0	9.26420075654	199.0	YfbR	K08722	Purine metabolism
b2302	52.0	13.5765839435	11180.0	10.0090611189	215.0	YfcG	K00799	Amino acid metabolism
b2584	52.0	13.5765839435	18200.0	16.2938204261	350			
b3081	52.0	13.5765839435	34944.0	31.2841352181	672.0	FadH	K00219	Other enzymes
b3702	52.0	13.5765839435	24284.0	21.7406118257	467.0	DnaA	K02313	DNA replication control
b2502	54.0	14.098760249	27702.0	24.8006271123	513.0	Ppx	K01514	Purine metabolism
