K01369	Q96CY7
K01369	Q53XC6
K01369	Q99538
K01368	P25774
K01368	B4DWC9
K01365	P07711
K01367	B4DWH5
K01367	P07384
K01367	B2RDI5
K01366	Q96NY6
K01366	P09668
K01363	P07858
K09178	Q7Z6R9
K09170	P08651
K09171	Q14938
K09173	P48378
K09173	P48380
K09173	P22670
K09176	P05549
K09176	Q8N1C6
K09176	Q5TAV5
K09176	Q92481
K09177	Q92754
K08568	Q9UBR2
K05849	Q96QG2
K05849	Q96QG1
K05849	P32418
K05849	Q59GN4
K05849	Q4QQH3
K05849	P57103
K05849	Q9UPR5
K05849	B3KU59
K05849	F6VPY9
K05849	Q5K3P6
K05849	Q5K3P7
K08562	P51843
K08562	F1D8P4
K05843	Q03167
K05843	A8K5N0
K08565	O96009
K05847	-
K00509	P23219
K00502	P17752
K00502	Q8IWU9
K00503	P09172
K00500	P00439
K00501	P07101
K00501	P78428
K00506	P17643
K00507	O00767
K00507	Q86SK9
K00507	Q86UC8
K00504	P19021
K01109	Q96PE3
K01109	O15327
K01108	-
K04461	O75688
K04461	Q658R4
K04461	Q4J6C2
K04461	Q4J6C1
K04460	P53041
K01103	-
K01102	Q6P1N1
K01102	Q9P0J1
K01102	B4DYX8
K01102	Q9P2J9
K04464	Q13164
K04467	O15111
K01106	Q15735
K01106	Q14642
K01106	Q9BT40
K01106	O15357
K01106	Q8N6C1
K14549	Q7Z6K1
K14549	Q86VV8-3
K14549	O95433
K14548	Q70HW3-1
K14548	O00186
K14543	-
K14547	-
K14546	Q5T4L4
K14546	Q9NZC7
K14546	Q9BSB4
K14545	Q9BRQ3-1
K14545	Q9NSR4
K14545	Q32NC0
K14544	B7Z493
K14544	Q9UP95
K12529	-
hsa_B8ZZJ2	B8ZZJ2
K02044	-
K12528	-
K01403	P14780
eco_b4155	-
hsa_Q9C0K3	Q9C0K3
K02105	P35222
K08569	P56202
K02108	-
K02109	-
K03850	Q5I7T1
K03850	Q5BKT4
K03853	P17655
K03853	B4DN77
K03853	B7ZA96
K03853	Q59EF6
K03857	P37287
K03857	B4E0V2
K03859	Q92535
K03858	Q14442
K08131	P20849
K08131	Q14050
K08131	Q14055
K08130	Q8WUA8
K08130	B3KRF9
K05842	Q8IUC6
K12358	P98177
K04883	B2R776
K04883	B0AZR7
K04883	Q13303
K04882	B3KPZ4
K04882	Q14722
K13273	Q6FGV9
K13273	Q15126
K13279	Q06830
mpn_MPN452	-
mpn_MPN453	-
K12275	Q99442
K12272	Q9Y5M8
K12272	Q549N5
K16196	-
K16197	-
K16195	-
K16190	-
K09283	P52926
K09283	Q1M182
K16198	-
K13908	Q9HC84
K06737	P16422
K06736	P19022
K06734	F5H6D3
K06734	Q9NPF0
K06732	Q9H5V8
K06731	Q10589
K06730	Q969P0
K06229	Q9UMX1
K06228	Q9NRP7
K09903	-
K09905	O43286
K09288	Q16204
K09288	Q05CP8
K11500	Q9H3R5
K16221	-
K16222	-
K16223	-
K11504	Q8N0S6
K11505	B1AHQ9
K11505	Q9NSP4
hsa_Q562P9	Q562P9
hsa_Q562P8	Q562P8
K11508	B3KRA5
K11508	Q7Z672
K11508	Q6IPU0
K11509	Q7L2Z9
hsa_Q562P0	Q562P0
K00771	Q9H1B5
K00771	Q86Y38
K00773	Q9H974
K00773	Q9BXR0
K00773	Q71RF8
K00772	Q13126
K01107	P49441
K01107	Q6IBG4
K00778	B2R513
K00778	P15907
K07173	-
K07178	Q9H2L9
K07178	Q9BRS2
K07179	Q9BVS4
K07179	D6RDI3
K10108	-
K10106	P38435
K10106	E9PEE1
K10106	B4DMC5
K10105	Q9Y234
K10103	Q9H4M3
K10101	Q96EF6
K10100	Q9NRD1
K04678	Q96DE7
K04678	Q9HCE7
K04678	B9EGV3
K04678	Q9HAU4
K04678	Q547Q3
K04678	B7ZMB6
K04679	Q7Z3T8
K04679	O95405
K04674	Q5T7S2
K04674	P36897
K01827	Q09GT4
K01827	P40126
K04676	Q15797
K04676	Q68DB7
K04676	O15198
K04676	Q99717
K04677	O15105
K04677	B7Z773
K04677	O43541
K04677	B3KYA8
K01823	Q9BXS1
K01823	Q13907
K01821	-
spo_SPAP8A3.08	-
K15086	-
K00999	A8K3L7
K00999	O14735
K00995	Q32NB8
K00994	Q8WUD6
K00991	-
K00993	Q9C0D9
K00992	Q15646
K00992	B3KN79
hsa_Q13841	Q13841
K15889	-
sce_YJR150C	-
K09349	A6NHT5
K09349	Q9NP08
K09349	A2RU54
K09348	Q99801
K09344	Q9H2Z4
K09341	P28360
K09341	P35548
K14686	Q9BZG8-1
K14686	Q96D70
K02738	Q6IAT9
K02738	P28072
K05108	Q15375
K05105	Q58F15
K05105	P54764
K02732	P20618
K02731	Q8TAA3
K02731	O14818
K02730	P60900
K02737	P28074
K02737	E9PAV2
K05100	Q04912
K02735	P49720
K02734	B7Z478
K02734	P49721
K03469	O60930
K03469	E5KN15
K03469	B3KUD4
K03462	P43490
K01648	P53396
K01648	Q96GU0
K01649	-
sce_YKR102W	-
K01640	P35914
K01640	B4DUP4
K01640	Q6IBC0
K01641	P54868
K01641	Q01581
K01641	B7Z8R3
K01641	Q5XJ04
K01647	O75390
sce_YBL063W	-
K02599	Q9UFD5
K02599	Q9UM47
K02599	Q6IQ50
K02599	Q04721
K02599	Q99466
K02599	P46531
K09754	-
K01580	Q05329
K01580	Q99259
K01580	Q5VZ30
K01580	Q8IVA8
K04469	Q00653
K04469	A8K9D9
hsa_P49773	P49773
hsa_F5H3P5	F5H3P5
K03644	O43766
K03648	P13051
K03648	E5KTA6
K03648	E5KTA5
K03649	Q13569
K03649	B4E127
K06692	Q16401
K06693	O00233
K06694	Q8IZK9
K06694	O75832
K06695	Q9P2W1
K06696	A6NJG9
K06696	Q6IBM2
K06696	Q06323
K06696	Q86SZ9
K06697	Q9UL46
K06697	Q86SZ7
K06698	P61289
K06699	Q14997
K07611	P20700
K07611	B4DZT3
K07611	Q03252
K07610	Q53SB5
K07610	P17661
K07342	P60059
K16507	-
K03635	O96033
K03635	O96007
K06965	Q96A57
K06965	Q8NF64-1
K06965	Q9BZD2-2
K08991	Q53ES5
K08991	Q96NY9
hsa_B2RB53	B2RB53
K05117	Q12866
K05115	P30530
K05929	-
K05925	Q86U44
K10352	Q9UKX2
K10352	P35580
K10352	D2JYH7
K10352	D9YZU2
K10352	Q9Y623
K10352	Q7Z406
K10352	P11055
K10352	Q9UKX3
K10352	P35749
K10352	Q3MNF1
K10352	Q3MNF0
K10352	A7E2Y1
K10352	Q9Y2K3
K10352	Q9BWG0
K10352	P12883
K10352	P12882
K10352	P13533
K10352	P35579
K10352	P13535
K10352	Q60FE2
K10352	Q6PK16
K10352	Q3MIV8
K10352	Q567P6
K10352	B3KWH4
K10352	A1L2Z2
K10350	Q7Z7L7
K10350	B4DK95
K10350	Q9C0D3
K10350	Q6WRX3
K00699	P19224
K00699	P22310
K00699	Q9HAW7
K00699	Q9Y4X1
K00699	B4DPP1
K00699	P16662
K00699	Q53GU2
K00699	Q5DT00
K00699	Q5DT01
K00699	Q5DT02
K00699	Q5DT03
K00699	Q9HAW8
K00699	Q9HAW9
K00699	P35504
K00699	P35503
K00699	P36537
K00699	Q5DSZ5
K00699	P54855
K00699	Q9BY64
K00699	Q5DSZ9
K00699	Q5DSZ8
K00699	P22309
K00699	Q5DSZ7
K00699	Q5DSZ6
K00699	O75310
K00699	A6NKK6
K00699	P06133
K00699	Q6UWM9
K00699	O60656
K00699	O75795
K10356	Q9UBC5
K10356	O94832
K10356	Q4KMR3
K10356	Q12965
K10356	O00159
K10356	B0I1S9
K10356	B0I1T2
K10356	Q4LE34
K10356	O00160
K10356	F5H3C6
K10356	B4DNW6
K10356	O43795
K10357	Q9NQX4
K10357	Q9ULV0
K10357	Q9Y4I1
K10357	Q9UES4
K10357	Q7Z7A5
K10357	A8CDT9
K10357	Q9H6Y6
K00693	P13807
K00693	Q9BTT9
K00693	P54840
K10358	Q9UM54
K10359	F8VUN5
K10359	B9A012
K10359	Q6PIF6
K10359	Q13402
K00696	-
K00695	-
K04199	Q01726
K04199	Q1JUL4
K09113	Q9NP71
K09113	Q9UH92
K09113	Q9HAP2
hsa_P63313	P63313
sce_YJR004C	-
K08502	-
K03028	Q13200
K08501	Q9UNK0
K08507	Q9NZ43
K08504	Q53XK0
K08504	O15155
K08504	Q9NYM9
K08504	Q96F85-1
K08505	-
K08508	P60880
K08508	O00161
K08508	A8K287
K08509	O95721
K08509	Q5SQN1
K00525	-
K00526	-
K00522	Q8N4E7
K00522	P02794
K00528	P22570
K00528	Q6GSK2
K04463	Q13163
K04463	B4DE43
K03984	E9KL23
K03984	P01009
K14217	Q5T7J1
K14217	Q5T764
K14217	P09914
K14216	P00973
K14216	P29728
K14216	Q9Y6K5
K14216	Q7Z6D0
K14216	Q6PJ33
K04462	Q03112
K04462	C7FEN9
K04462	Q13465
K14213	E9PCE8
K14213	A8MX47
K14213	P12955
K14213	B4DDB7
K14210	Q07837
K00794	-
K00793	-
K01346	P08218
K01346	P08217
K01346	Q6ISP9
K01346	B2R5I4
K01345	P09093
K01345	P08861
K01343	P00750
K00790	-
K01349	P09958
K01348	P00749
K01348	Q59GZ8
hsa_B4DHK9	B4DHK9
K00830	P21549
K00831	Q9Y617
K00838	-
K06619	Q59FK4
K06619	P00519
K04443	P49137
K01122	Q13822
K01122	E9PHP7
K04441	Q15759
K04441	Q16539
K04441	P53778
K04441	O15264
K01120	P78505
K01120	Q9NP56
K01120	Q08493
K01120	O95263
K01120	E9PGI1
K01120	Q08499
K01120	Q8IW54
K01120	Q13946
K01120	O00408
K01120	O43849
K01120	F6W5Z0
K01120	Q9ULW9
K01120	P27815
K01120	Q7KYS4
K01120	Q5TEK4
K01120	Q5TEK5
K01120	Q5TEK6
K01120	O60658
K01120	Q59GM8
K01120	Q32MM7
K01120	Q9Y233
K01120	B3KN77
K01120	Q07343
K01120	Q5J793
K01127	P80108
K01126	-
K04445	O75582
K04445	A0PJF8
K04445	O75676
K04445	Q9UG98
K04444	Q16644
K04449	P17535
K04448	P05412
K05310	Q5H8A4
K05310	Q8NCI4
K02471	-
K02472	-
K01265	P50579
K01265	Q6UB28
K01265	P53582
K13073	P01833
K03878	P03886
K03878	Q85KV6
K03873	Q15370
K03873	B7WPD3
K03872	E5RGD9
K03872	Q15369
K03871	P40337
K03870	Q13617
K03877	Q9Y2C3
K03875	B4DJT4
K03875	Q13309
K11447	Q86UB8
K11447	Q59HG3
K11447	O15550
K11447	O14607
K11110	P54274
K13299	Q9Y2Q3
K13299	Q6FII1
K13296	A7E2E5
K13296	Q14432
K13296	Q13370
K13295	Q8IW19
K13291	Q96KX5
K13291	Q5VYS8
K13291	Q5TAX3
K11449	A0T124
K11449	Q7LBC6
K11449	Q15652
K11449	Q9Y4C1
K11448	O15054
K03259	B7Z6V1
K03259	O60573
K03259	P06730
K03259	A6NMX2
K03259	Q32Q75
K03259	C9J8F3
K03259	Q53RG0
K03258	P23588
K03257	C9JJG6
K03257	P60842
K03257	Q14240
K03254	Q14152
K03253	P55884
K03252	Q99613
K03251	O15371
K03250	P60228
sce_YDR055W	-
K06751	P17693
K06751	O19682
K06751	Q6R739
K06751	Q6DU44
K06751	B2R7U3
K06751	P30443
K06751	P13747
K06751	P10321
K06751	P01889
K06751	Q6DU14
K06751	P30511
K06751	O19617
K06751	B1PKY1
K06751	Q5SUL5
K06751	Q8TEA1
K06751	Q95HC2
K06751	A8K8M6
K06751	P04439
K06751	E5FQ95
K06753	E9PD49
K06753	B2RXI1
K06753	Q9Y6N7
K06753	Q1RMC8
K06753	Q1RMC7
K06752	P28068
K06752	P04440
K06752	P01912
K06752	P01911
K06752	Q5Y7D6
K06752	Q5Y7D1
K06752	Q5Y7D3
K06752	P20036
K06752	Q8MH44
K06752	D7RIH8
K06752	Q5STP1
K06752	P79483
K06752	P01920
K06752	P01909
K06752	Q5SU54
K06752	P01906
K06752	Q6ICR9
K06752	P01903
K06752	P06340
K06752	Q29974
K06752	Q5QNS2
K06752	Q31604
K06752	Q30154
K06752	Q5Y7A9
K06752	P13765
K06752	P13762
K06754	Q19AB5
K06754	Q9HCK4
K06757	B4DRH7
K06757	O94856
K06756	Q92823
K06756	E9PDA4
K06756	Q14CA1
K06756	B7Z670
K06756	Q14BM2
K06759	Q12860
K11298	Q9UGU5
K11298	Q7Z641
K11299	P05114
K11299	Q6NSG7
K11290	Q01105
K11290	Q5VXV3
K11291	Q5T626
K11291	B4DQP3
K11291	F5H3J2
K11291	P49321
K16240	-
K16241	-
K11294	P19338
K11294	B3KM80
K11295	P26583
K11296	O15347
K11565	O43482
K00759	P07741
K00758	P19971
K00758	E5KRG5
K00758	B2RBL3
K00750	Q1ZYL7
K00750	O15488
K00750	D3DNH0
K00750	P46976
K00750	B3KUV6
K00757	O95045
K00757	Q16831
K00756	-
K00754	-
K06478	P08575
K06478	Q0VAE8
K07151	Q8TCJ2
K07151	P46977
K07408	A0N0X8
K07408	P04798
K07409	P05177
K07407	-
K07400	-
K10169	B2R933
K10169	Q9Y2C9
K01809	P34949
K01800	-
K01803	Q53HE2
K01803	P60174
K01805	-
K01807	P49247
K00717	B4DFS7
K00717	A8K8P8
K00717	Q546E0
K00717	Q9BYC5
K05127	Q13308
K05126	Q9BTX6
K05126	P07949
K05125	Q16832
K05124	Q96T61
K05124	Q96T62
K05124	B7Z2K0
K05124	Q08345
K05123	Q01974
K05122	Q01973
K05122	Q66K77
K09321	Q14549
K09321	P52951
K09326	B3KTJ4
K09326	P32243
K09326	P32242
K09326	F1T0D1
K08339	A9UGY9
K08339	Q9H1Y0
K08331	-
K08333	Q99570
K08334	Q14457
K08337	O95352
K08337	E9PB95
K08337	B4E170
K08336	O94817
K01664	-
K01661	-
K01662	-
K02863	A8K4C1
K02861	Q13546
K02867	B4DIW9
K02866	Q96L21
K02866	P27635
K02865	P62906
K02864	Q9UN70-3
