!!SBtab TableType='Proteomaps' Organism='eco'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
b2341	2.0	0.465821402677	1428.0	1.16591045752	714.0	FadJ	K01782	Lipid and steroid metabolism
b2344	11.0	2.56201771472	3850.0	3.14338603744	350			
b0346	15.0	3.49366052008	720.0	0.587854012197	48.0	MhpR	K05818	Transcription factors
b2289	15.0	3.49366052008	5250.0	4.28643550561	350			
b3933	15.0	3.49366052008	4785.0	3.9067797894	319.0	FtsN	K03591	Chromosome-related
b4170	15.0	3.49366052008	9225.0	7.53187953128	615.0	MutL	K03572	Mismatch repair
b1423	19.0	4.42530332543	6650.0	5.42948497377	350			
b0167	22.0	5.12403542944	19580.0	15.9863632761	890.0	GlnD	K00990	Two-component system
b0948	23.0	5.35694613078	16146.0	13.1826262235	702.0	RlmL	K12297	Ribosome biogenesis
b1190	23.0	5.35694613078	8188.0	6.68520646093	356.0	DadX	K01775	Amino acid metabolism
b3081	25.0	5.82276753346	16800.0	13.7165936179	672.0	FadH	K00219	Other enzymes
b3804	25.0	5.82276753346	6150.0	5.02125302085	246.0	HemD	K01719	Cofactor biosynthesis
b3617	26.0	6.0556782348	10348.0	8.44876849753	398.0	Kbl	K00639	Amino acid metabolism
b3623	26.0	6.0556782348	9100.0	7.42982154305	350	WaaU	K03277	Glycan metabolism
b1498	27.0	6.28858893614	9450.0	7.71558391009	350			
b2584	27.0	6.28858893614	9450.0	7.71558391009	350			
b1341	28.0	6.52149963747	9800.0	8.00134627713	350			
b1280	33.0	7.68605314417	11550.0	9.43015811233	350			
b0208	34.0	7.9189638455	11900.0	9.71592047937	350			
b3056	35.0	8.15187454684	14420.0	11.7734095221	412.0	Cca	K00974	RNA transport
b4016	35.0	8.15187454684	20090.0	16.4027598681	574.0	AceK	K00906	Other enzymes
b3590	36.0	8.38478524818	12600.0	10.2874452135	350			
b4261	38.0	8.85060665086	13300.0	10.8589699475	350	LptF	K07091	Transport
b1294	41.0	9.54933875487	22427.0	18.310836016	547.0	SapA	K02035	Transport
b1846	41.0	9.54933875487	14350.0	11.7162570487	350			
b2795	41.0	9.54933875487	14350.0	11.7162570487	350			
b0409	43.0	10.0151601576	13889.0	11.3398671881	323.0	SecF	K03074	Protein export
b4323	43.0	10.0151601576	20898.0	17.062462704	486.0	UxuB	K00040	Carbohydrate metabolism
b2520	45.0	10.4809815602	15750.0	12.8593065168	350			
b0676	46.0	10.7138922616	18676.0	15.2482799053	406.0	NagC	K02565	Transcription factors
b4088	46.0	10.7138922616	14398.0	11.7554473161	313.0	AlsB	K10549	Transport
b4390	46.0	10.7138922616	19182.0	15.6614106416	417.0	NadR	K06211	Transcription factors
b2708	47.0	10.9468029629	16450.0	13.4308312509	350			
b3020	47.0	10.9468029629	25145.0	20.5299849121	535.0	YgiS	K02035	Transport
b3813	47.0	10.9468029629	33840.0	27.6291385733	720.0	UvrD	K03657	Nucleotide excision repair
b2302	48.0	11.1797136642	10320.0	8.42590750816	215.0	YfcG	K00799	Amino acid metabolism
b0470	49.0	11.4126243656	31507.0	25.724328281	643.0	DnaX	K02343	DNA replication complex
b4149	49.0	11.4126243656	17150.0	14.002355985	350			
b3972	51.0	11.8784457683	17442.0	14.2407634455	342.0	MurB	K00075	Glycan metabolism
b1400	52.0	12.1113564696	18200.0	14.8596430861	350			
b1490	53.0	12.3442671709	18550.0	15.1454054531	350	DosC	K13069	Other enzymes
b2216	53.0	12.3442671709	47170.0	38.512602438	890.0	RcsD	K07676	Two-component system
b3702	53.0	12.3442671709	24751.0	20.2082981332	467.0	DnaA	K02313	DNA replication control
b0054	54.0	12.5771778723	18900.0	15.4311678202	350			
b2502	55.0	12.8100885736	28215.0	23.036529103	513.0	Ppx	K01514	Purine metabolism
b1426	56.0	13.0429992749	19600.0	16.0026925543	350			
b0030	57.0	13.2759099763	17328.0	14.1476865602	304.0	RihC	K12700	Other enzymes
b2568	59.0	13.741731379	19116.0	15.6075240238	324.0	LepB	K03100	Protein export
b3125	59.0	13.741731379	17346.0	14.1623829105	294.0	GarR	K00042	TCA cycle and anaplerotic enzymes
b3487	59.0	13.741731379	20650.0	16.8599796554	350			
b4350	59.0	13.741731379	61242.0	50.0018825208	1038.0	HsdR	K01153	Other enzymes
b0443	60.0	13.9746420803	21000.0	17.1457420224	350	FadM	K12500	Lipid and steroid metabolism
b2799	60.0	13.9746420803	22980.0	18.762340556	383.0	FucO	K00048	Glycolysis
b3655	62.0	14.440463483	21700.0	17.7172667565	350			
b2379	63.0	14.6733741843	22050.0	18.0030291235	350	AlaC	K14261	Amino acid metabolism
b0381	64.0	14.9062848857	23296.0	19.0203431502	364.0	DdlA	K01921	Amino acid metabolism
b0414	64.0	14.9062848857	23488.0	19.1771042201	367.0	RibD	K11752	Cofactor biosynthesis
b1305	64.0	14.9062848857	22400.0	18.2887914906	350			
b2342	64.0	14.9062848857	27904.0	22.7826088283	436.0	FadI	K00632	Lipid and steroid metabolism
b1049	66.0	15.3721062883	23100.0	18.8603162247	350	OpgH	K03669	Other enzymes
b4036	66.0	15.3721062883	23100.0	18.8603162247	350			
b1188	67.0	15.6050169897	23450.0	19.1460785917	350			
b1748	69.0	16.0708383923	28014.0	22.8724198579	406.0	AstC	K00840	Amino acid metabolism
b2428	69.0	16.0708383923	20562.0	16.7881308317	298.0	MurQ	K07106	Other central metabolism enzymes
b3524	71.0	16.536659795	24850.0	20.2891280599	350			
b1805	72.0	16.7695704964	41184.0	33.6252494977	572.0	FadD	K01897	Other enzymes
b4211	73.0	17.0024811977	25550.0	20.860652794	350			
b0261	74.0	17.235391899	22940.0	18.7296819997	310.0	MmuM	K00547	Amino acid metabolism
b1326	76.0	17.7012133017	26600.0	21.7179398951	350			
b3032	76.0	17.7012133017	26600.0	21.7179398951	350			
b0633	78.0	18.1670347044	27300.0	22.2894646292	350			
b2811	78.0	18.1670347044	27300.0	22.2894646292	350			
b2291	80.0	18.6328561071	15920.0	12.9981053808	199.0	YfbR	K08722	Purine metabolism
b1608	81.0	18.8657668084	19359.0	15.805924753	239.0	RstA	K07661	Two-component system
b1990	82.0	19.0986775097	28700.0	23.4325140973	350			
b2806	82.0	19.0986775097	28700.0	23.4325140973	350			
b1517	83.0	19.3315882111	29050.0	23.7182764644	350	LsrF	K08321	Other enzymes
b0914	84.0	19.5644989124	48888.0	39.9152874282	582.0	MsbA	K11085	Transport
b3163	86.0	20.0303203151	30100.0	24.5755635655	350			
b1378	87.0	20.2632310164	30450.0	24.8613259325	350	YdbK	K03737	Other central metabolism enzymes
b2829	87.0	20.2632310164	65076.0	53.1322051358	748.0	PtsP	K08484	Transport
b3055	87.0	20.2632310164	30450.0	24.8613259325	350			
b1901	88.0	20.4961417178	28952.0	23.6382630016	329.0	AraF	K10537	Transport
b3605	90.0	20.9619631205	35640.0	29.0987736038	396.0	LldD	K00101	Glycolysis
b1114	91.0	21.1948738218	104468.0	85.2943513142	1148.0	Mfd	K03723	Nucleotide excision repair
b1897	95.0	22.1265166271	25270.0	20.6320429003	266.0	OtsB	K01087	Carbohydrate metabolism
b3857	95.0	22.1265166271	33250.0	27.1474248688	350			
