!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	1095.5975	76.71502351258017	383459.12	64.32111191327891		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1289.3875	90.28442688060804	451285.62	75.69827226660682					
YAL003W	12118.286	848.5366162501933	2520603.5	422.8039218691748	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	9994.1067	699.7990872357185	6416216.5	1076.2507866714102	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	2687.8303	188.20503393109735	940740.6	157.79904103979885		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	2573.1294	180.17354221957544	900595.29	151.0651003336728					
YAL009W	861.17355	60.30038324901447	301410.74	50.5583853095063					
YAL010C	681.23436	47.700829862223586	238432.03	39.994389194186525		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1007.2235	70.52697225479548	629514.69	105.59426732774821	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	975.58193	68.31139236662948	384379.28	64.47545878169639	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1854.7787	129.8737826447513	649172.55	108.89166031460837					
YAL014C	2354.1238	164.83851292881243	600301.57	100.6940830242531	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	647.60344	45.345953350959455	258393.77	43.34275475796234	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	4245.5522	297.2785506053879	2695925.6	452.2123042150454	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	4159.6256	291.2618691695905	1455869.0	244.2062478004786		PSK1	K08286	Other enzymes	Psk1p
YAL018C	136.29166	9.543302080799366	47702.081	8.001507150220592					
YAL019W	436.23432	30.545639357331886	152682.01	25.610752594316626		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	1031.767	72.2455369462821	361118.45	60.573706621972676		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	1870.5626	130.97898985782015	1565660.9	262.6226492334958	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	1225.114	85.78392093409408	428789.9	71.9248590180452		FUN26	K15014	Alcoholism	Fun26p
YAL023C	5899.3275	413.0778391433997	4477589.6	751.0671326928767	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	997.34	69.83491797857945	1431182.9	240.0654220436094	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	280.64072	19.650792771421465	98224.252	16.47605383721245		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	1230.1966	86.13981055460256	1666916.4	279.6071620737042	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	466.9537	32.696646418768125	163433.8	27.414248851904848		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	720.86163	50.47557784201486	252301.57	42.32085422786651					
YAL029C	1863.4795	130.48302287812007	652217.82	109.40247135615083		MYO4	K10357	Messenger RNA Biogenesis	myosin 4
YAL030W	2343.9278	164.12457703562697	276583.48	46.39388149235866	118.0	SNC1	K08513	SNARE interactions in vesicular transport	SNAP receptor SNC1
YAL031C	1704.7338	119.3674625486916	596656.83	100.08271738654236					
YAL032C	906.55956	63.47836496610693	349025.43	58.54523356651498	385.0	PRP45	K06063	Spliceosome	Prp45p
YAL033W	1921.5775	134.55111306273062	332432.91	55.76201814620285	173.0	POP5	K03537	Ribosome biogenesis in eukaryotes	Pop5p
YAL034C	2687.4548	188.17874098014687	940609.18	157.77699675897006					
YAL034W-A	672.78479	47.10918104847475	194434.8	32.61433065051629	289.0	MTW1	K11559	Chromosome-related	Mtw1p
YAL035W	4292.9295	300.5959647866566	4310101.2	722.9727686298287	1004.0	FUN12	K03243	RNA transport	translation initiation factor eIF5B
YAL036C	1218.5379	85.32345468976524	426488.27	71.53878552783074					
YAL037C-A	93.176018	6.524294197165102	32611.606	5.470243501309235					
YAL037W	234.41042	16.413692877077388	82043.647	13.76193269431315					
YAL038W	15549.841	1088.8181270328594	7774920.5	1304.1586586787828	500.0	Pyk1	K00873	Glycolysis	pyruvate kinase CDC19
YAL039C	3676.9739	257.46603035662605	989105.98	165.91180940923616	269.0	CYC3	K01764	Cofactor biosynthesis	holocytochrome c synthase CYC3
YAL040C	4427.5609	310.023013512609	2567985.3	430.75170535246394	580.0	CLN3	K06646	Cell cycle	Cln3p
YAL041W	1335.6614	93.5245796981517	1140654.8	191.33248166119708	854.0	CDC24	K11236	MAPK signaling pathway	Cdc24p
YAL042W	3070.4602	214.99722885223963	1074661.1	180.2627536461968					
YAL043C	1478.2003	103.50532085989889	517370.1	86.78322764284313		Pta1	K06100	mRNA surveillance pathway	Pta1p
YAL044C	7784.2708	545.0637825025078	2724494.8	457.00447791656757		Gcv3		Amino acid metabolism	glycine decarboxylase subunit H
YAL044W-A	3725.291	260.849250437504	1303851.9	218.7070266531706					
YAL046C	3142.8799	220.06814128885438	1100008.0	184.51442144211384					
YAL047C	406.85025	28.488132270153155	142397.59	23.88565258943693		Spc72		Cytoskeleton proteins	
YAL048C	880.05565	61.62253006430649	308019.48	51.666929826965585		GEM1	K07870	Mitochondrial biogenesis	ERMES complex Ca(2+)-binding regulatory GTPase GEM1
YAL049C	5843.1782	409.14619922115185	2045112.4	343.0454426423198					
YAL051W	1352.7044	94.71795057178448	473446.54	79.41552644332643					
YAL053W	2542.2438	178.0108962385467	889785.33	149.25184668896077					
YAL054C	7925.3446	554.9419356417848	5650770.7	947.8555486983265	713.0	ACS1	K01895	Glycolysis	acetate--CoA ligase 1
YAL055W	1516.4369	106.18269249322327	530752.91	89.0280489936149					
YAL056W	2200.8235	154.10424590192932	770288.22	129.20750145178553					
YAL058W	533.56174	37.36061959753759	267847.99	44.92859770954674	502.0	CNE1	K08054	Protein processing in endoplasmic reticulum	Cne1p
YAL059W	407.37752	28.525052334727487	142582.13	23.916607174615333					
YAL060W	3321.7602	232.59354995438838	1268912.4	212.84630416026442	382.0	BDH1	K00004	Butanoate metabolism	(R,R)-butanediol dehydrogenase
YAL061W	1624.7678	113.76814932444	677528.17	113.64800828565261	417.0	BDH2	K00004	Butanoate metabolism	putative dehydrogenase BDH2
YAL062W	9028.3378	632.174814753152	4125950.4	692.0834675337436	457.0	GDH3	K00262	Amino acid metabolism	glutamate dehydrogenase (NADP(+)) GDH3
YAL063C-A	177.69115	12.442142986112518	62191.902	10.432017599794404					
YAL064C-A	147.07048	10.298047714791657	51474.668	8.634317736729997					
YAL064W	145.2473	10.17038651022733	50836.555	8.527281196077848					
YAL064W-B	293.91834	20.58050731576015	102871.42	17.25556590881948					
YAL065C	302.6885	21.19460421777854	105940.97	17.77044965724462					
YAL067C	367.25938	25.71593306110649	128540.78	21.56132287530458					
YAL067W-A	109.05723	7.636315310747664	38170.031	6.402609059563703					
YAR002C-A	4626.0831	323.9237710816698	1619129.1	271.5913603597342					
YAR002W	1341.7184	93.94869795090027	469601.44	78.77055258687531		NUP60	K18718	Messenger RNA Biogenesis	Nup60p
