!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	919.15313	63.334220300931406	321703.6	53.22195144970129		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1062.2012	73.19094349895072	371770.42	61.504898433449476					
YAL003W	14602.314	1006.1720311819804	3037281.3	502.4812836651054	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	8726.8713	601.3248189146412	5602651.4	926.8905937030264	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	3242.6319	223.43345891606526	1134921.2	187.75892158383283		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	1720.554	118.55472447300346	602193.9	99.62566321640874					
YAL009W	754.35464	51.97878503094452	264024.12	43.67958237393087					
YAL010C	760.75843	52.420037998903084	266265.45	44.05038318698599		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1318.801	90.87194542555564	824250.62	136.36224922576616	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	2668.8642	183.8980118536604	1051532.5	173.96327446377043	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1856.8235	127.94437049781521	649888.22	107.51610890450958					
YAL014C	2005.7918	138.20902697573553	511476.91	84.61763956531178	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	666.39403	45.91786169867636	265891.22	43.988471380929035	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	3839.8488	264.5846724380595	2438304.0	403.38776783229173	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	2736.0388	188.5266757576031	957613.58	158.4255304023164		PSK1	K08286	Other enzymes	Psk1p
YAL018C	155.87059	10.740258574211847	54554.707	9.025413353492715					
YAL019W	682.14763	47.00336305896956	238751.67	39.498562618743165		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	960.73509	66.19942407299985	336257.28	55.62968095715625		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	1930.0606	132.9907707919657	1615460.7	267.2583425995247	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	1173.8111	80.88142048657184	410833.88	67.96747321215058		FUN26	K15014	Alcoholism	Fun26p
YAL023C	6279.822	432.7109564416494	4766384.9	788.5404631418154	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	1173.8675	80.88530672696899	1684499.9	278.68003931204584	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	469.95064	32.381935493516416	164482.72	27.211667317850377		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	1305.4464	89.95174709208445	1768879.9	292.63968497136017	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	466.92534	32.173477282993424	163423.87	27.036493451929957		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	419.37457	28.896992827504576	146781.1	24.28314938948072					
YAL029C	1914.6729	131.93048176077386	670135.52	110.86577865513574		MYO4	K10357	Messenger RNA Biogenesis	myosin 4
YAL030W	1745.4089	120.2673506511438	205958.25	34.073289767865326	118.0	SNC1	K08513	SNARE interactions in vesicular transport	SNAP receptor SNC1
YAL031C	1567.895	108.03576041647038	548763.25	90.78621143462581					
YAL032C	920.83205	63.44990623581762	354520.34	58.65108231120694	385.0	PRP45	K06063	Spliceosome	Prp45p
YAL033W	1806.4571	124.47387513719468	312517.08	51.70215334538505	173.0	POP5	K03537	Ribosome biogenesis in eukaryotes	Pop5p
YAL034C	2464.7889	169.83620910684425	862676.11	142.7192796202379					
YAL034W-A	661.39513	45.57341263624176	191143.19	31.6223181155605	289.0	MTW1	K11559	Chromosome-related	Mtw1p
YAL035W	5884.2583	405.4546509348057	5907795.3	977.3729440123562	1004.0	FUN12	K03243	RNA transport	translation initiation factor eIF5B
YAL036C	1743.316	120.12313943612261	610160.6	100.94365692432602					
YAL037C-A	108.401	7.469367824315917	37940.35	6.276769876633877					
YAL037W	231.07808	15.922428535315168	80877.328	13.380171139513411					
YAL038W	18514.832	1275.7639727808298	9257416.0	1531.526986025919	500.0	Pyk1	K00873	Glycolysis	pyruvate kinase CDC19
YAL039C	2963.6832	204.21250667010116	797230.78	131.8921450284283	269.0	CYC3	K01764	Cofactor biosynthesis	holocytochrome c synthase CYC3
YAL040C	4168.574	287.23547300190864	2417772.9	399.9911468202516	580.0	CLN3	K06646	Cell cycle	Cln3p
YAL041W	1207.1425	83.17811965631569	1030899.7	170.54982842253435	854.0	CDC24	K11236	MAPK signaling pathway	Cdc24p
YAL042W	2931.6848	202.00765782747433	1026089.7	169.75407237108493					
YAL043C	1663.7196	114.63855175619919	582301.86	96.33476691585284		Pta1	K06100	mRNA surveillance pathway	Pta1p
YAL044C	6546.6531	451.0969458039876	2291328.6	379.0724738688408		Gcv3		Amino acid metabolism	glycine decarboxylase subunit H
YAL044W-A	2771.6395	190.97974097935497	970073.83	160.48692735451448					
YAL046C	2606.5722	179.60578336395747	912300.27	150.92899388595396					
YAL047C	382.06255	26.326009149787286	133721.89	22.122661783524638		Spc72		Cytoskeleton proteins	
YAL048C	902.16402	62.16358615920058	315757.41	52.238226569125814		GEM1	K07870	Mitochondrial biogenesis	ERMES complex Ca(2+)-binding regulatory GTPase GEM1
YAL049C	4819.9599	332.11919992945604	1686986.0	279.0913343472867					
YAL051W	1209.6287	83.34943119665955	423370.04	70.04142855143085					
YAL053W	2429.7726	167.42341195048414	850420.41	140.69172297995752					
YAL054C	7969.4467	549.1344983771429	5682215.5	940.053507227585	713.0	ACS1	K01895	Glycolysis	acetate--CoA ligase 1
YAL055W	1116.0615	76.90218593977693	390621.53	64.62358551433068					
YAL056W	1507.8321	103.89712799891791	527741.23	87.30837367398325					
YAL058W	566.44217	39.030681625941526	284353.97	47.04290901895352	502.0	CNE1	K08054	Protein processing in endoplasmic reticulum	Cne1p
YAL059W	640.0323	44.10140744220914	224011.3	37.05994751934535					
YAL060W	2342.1575	161.3862959749468	894704.16	148.01793130498314	382.0	BDH1	K00004	Butanoate metabolism	(R,R)-butanediol dehydrogenase
YAL061W	979.82542	67.5148427191154	408587.2	67.5957873066058	417.0	BDH2	K00004	Butanoate metabolism	putative dehydrogenase BDH2
YAL062W	7502.2562	516.9427502518852	3428531.1	567.2088088165347	457.0	GDH3	K00262	Amino acid metabolism	glutamate dehydrogenase (NADP(+)) GDH3
YAL063C-A	185.86147	12.80677930829105	65051.514	10.761982520051264					
YAL064C-A	157.5571	10.856467497832357	55144.985	9.123067675849775					
YAL064W	153.83208	10.59979510059494	53841.228	8.907376922758395					
YAL064W-B	330.40217	22.76635213404081	115640.76	19.131358537257768					
YAL065C	269.79505	18.590220252854717	94428.268	15.622009498729208					
YAL067C	790.35918	54.45967683641952	276625.71	45.76436231164074					
YAL067W-A	122.2111	8.420952372342091	42773.885	7.076419507848548					
YAR002C-A	4955.3137	341.44574967179136	1734359.8	286.92875389617535					
YAR002W	1474.9248	101.62965142762143	516223.68	85.40293498159838		NUP60	K18718	Messenger RNA Biogenesis	Nup60p
YAR003W	817.2484	56.31247777634583	286036.94	47.321335954901095		SWD1	K14961	Chromosome-related	Swd1p
YAR007C	2316.3071	159.60507489759792	1438426.7	237.9702185221242	621.0	RFA1	K07466	DNA replication	Rfa1p
YAR008W	672.75986	46.35649903391372	185008.96	30.60748430194666	275.0	SEN34	K15323	Transfer RNA biogenesis	Sen34p
YAR014C	1530.1587	105.43554173741084	535555.54	88.60115630816242					
YAR015W	7254.3198	499.8586996560722	2219821.9	367.2425592650616	306.0	ADE1	K01923	Purine metabolism	phosphoribosylaminoimidazolesuccinocarboxamide synthase
