!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	1170.9329	69.70529060074607	409826.52	58.53375919212091		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1409.3691	83.89932734763191	493279.18	70.45294369092285					
YAL003W	15679.357	933.3875033469826	3261306.3	465.798351985486	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	10729.792	638.7413569518461	6888526.5	983.8586125162019	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	3708.2343	220.7500954983451	1297882.0	185.3709038833999		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	2248.5296	133.85430471069634	786985.36	112.4017341531841					
YAL009W	1102.0337	65.60374152123953	385711.79	55.08955602341671					
YAL010C	941.79485	56.064769984288645	329628.2	47.07937807863744		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1385.043	82.45120178067346	865651.87	123.63733343266598	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	1859.8579	110.71679290554849	732784.01	104.66038845211071	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	2295.9186	136.67535792072977	803571.51	114.77066262083035					
YAL014C	2507.4103	149.26539651999178	639389.63	91.32127084494016	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	782.28056	46.56893129069511	312129.94	44.58017686266655	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	4864.5547	289.58550827867685	3088992.2	441.1874702035871	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	3756.1238	223.60094332594002	1314643.3	187.76484827222788		PSK1	K08286	Other enzymes	Psk1p
YAL018C	162.88727	9.696631199372899	57010.545	8.14257094060573					
YAL019W	750.93082	44.702690503577564	262825.79	37.53827717478834		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	1153.7674	68.6834334424007	403818.59	57.67567239026358		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	2509.03	149.36181678385663	2100058.1	299.94226609557376	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	1424.601	84.80607786758186	498610.35	71.2143717727177		FUN26	K15014	Alcoholism	Fun26p
YAL023C	6893.7448	410.38259716793516	5232352.3	747.314374717722	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	1302.7406	77.55176415351409	1869432.8	267.0030464135223	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	447.94987	26.666323802940735	156782.45	22.392563013859466		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	1581.6682	94.15624201434511	2143160.4	306.09838222204246	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	593.08014	35.305886023213766	207578.05	29.647480090527168		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	779.41926	46.39859894458381	272796.74	38.96238507833905					
YAL029C	2660.8661	158.40057508861	931303.14	133.01402196135592		MYO4	K10357	Messenger RNA Biogenesis	myosin 4
YAL030W	2625.1754	156.27591823146298	309770.7	44.243216760532555	118.0	SNC1	K08513	SNARE interactions in vesicular transport	SNAP receptor SNC1
YAL031C	2093.9404	124.65165517395785	732879.14	104.6739754608576					
YAL032C	1256.5925	74.80458135493332	483788.11	69.0973749838134	385.0	PRP45	K06063	Spliceosome	Prp45p
YAL033W	2706.6314	161.1249699159569	468247.23	66.87773793457205	173.0	POP5	K03537	Ribosome biogenesis in eukaryotes	Pop5p
YAL034C	2910.673	173.27150625688745	1018735.5	145.50160989451072					
YAL034W-A	793.84773	47.25752151331012	229421.99	32.767356090174864	289.0	MTW1	K11559	Chromosome-related	Mtw1p
YAL035W	5765.5958	343.224219530804	5788658.2	826.7691537489962	1004.0	FUN12	K03243	RNA transport	translation initiation factor eIF5B
YAL036C	2033.8095	121.07208041046422	711833.33	101.6680929363613					
YAL037C-A	111.39844	6.631516317177334	38989.454	5.56869602159537					
YAL037W	294.94117	17.557760965614722	103229.41	14.743812641711713					
YAL038W	18520.068	1102.4941923534457	9260034.0	1322.5708289128097	500.0	Pyk1	K00873	Glycolysis	pyruvate kinase CDC19
