Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
b3241	62.0	3.54854637518	21700.0	5.19371581688	350			
b3240	16.0	0.915753903272	5600.0	1.34031375919	350			
b3243	203.0	11.6186276478	71050.0	17.0052308198	350			
b3242	28.0	1.60256933073	9800.0	2.34554907859	350			
b2836	188.0	10.7601083634	135172.0	32.352302046	719.0	Aas	K05939	Lipid and steroid metabolism
b0885	151.0	8.64242746213	35334.0	8.45690113703	234.0	Aat	K00684	Other enzymes
b1338	9.0	0.515111570591	3150.0	0.753926489546	350			
b1337	5.0	0.286173094773	1750.0	0.418848049748	350			
b1339	27.0	1.54533471177	9450.0	2.26177946864	350	AbgR	K14057	Transcription factors
b1336	0.0	0.0	0.0	0.0	350			
b0715	13.0	0.744050046409	4550.0	1.08900492934	350			
b0185	10155.0	581.217555483	3239445.0	775.334411723	319.0	AccA	K01962	Lipid and steroid metabolism
b3255	34495.0	1974.30818084	5381220.0	1287.95057272	156.0	AccB	K02160	Lipid and steroid metabolism
b3256	13890.0	794.988857278	6236610.0	1492.68110602	449.0	AccC	K01961	Lipid and steroid metabolism
b2316	8774.0	502.176546707	2667296.0	638.395272972	304.0	AccD	K01963	Lipid and steroid metabolism
b4015	1483.0	84.8789399095	643622.0	154.045611129	434.0	AceA	K01637	TCA cycle and anaplerotic enzymes
b4014	591.0	33.8256598021	315003.0	75.3933669799	533.0	AceB	K01638	Glycolysis
b0114	66813.0	3824.01659621	59263131.0	14184.1410522	887.0	AceE	K00163	Glycolysis
b0115	60155.0	3442.94850321	37897650.0	9070.48959573	630.0	AceF	K00627	Glycolysis
b4016	9.0	0.515111570591	5166.0	1.23643944286	574.0	AceK	K00906	Other enzymes
b2296	35607.0	2037.95307711	14242800.0	3408.89657312	400.0	AckA	K00925	Other central metabolism enzymes
b1276	238.0	13.6218393112	212058.0	50.7543312763	891.0	AcnA	K01681	TCA cycle and anaplerotic enzymes
b0118	7764.0	444.369581563	6715860.0	1607.38563622	865.0	AcnB	K01682	TCA cycle and anaplerotic enzymes
