!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	886.98903	69.0864077450821	310446.16	58.572849737674524		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1327.9595	103.43301707570764	464785.82	87.6925969870648					
YAL003W	13976.752	1088.6308116165671	2907164.4	548.5038164553773	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	7769.1891	605.1319101559209	4987819.4	941.0675146855026	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	2782.0372	216.68921470335042	973713.02	183.71348644826938		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	1976.5706	153.95248169928502	691799.71	130.52401892294887					
YAL009W	743.87789	57.939669469295836	260357.26	49.12242002958792					
YAL010C	687.86971	53.577266068951694	240754.4	45.42388701114547		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1151.653	89.70073591422775	719783.12	135.80373656892567	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	2985.0155	232.49892725098314	1176096.1	221.89773628498102	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1613.9844	125.71111995894886	564894.54	106.58042286318751					
YAL014C	1688.6924	131.53002771908157	430616.56	81.24577563927447	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	550.57986	42.88394040700844	219681.36	41.44797052554292	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	3355.3408	261.3430773010913	2130641.4	401.99478894204543	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	2765.5768	215.40713581896202	967951.88	182.62651411291273		PSK1	K08286	Other enzymes	Psk1p
YAL018C	117.53781	9.15486527169788	41138.233	7.76167931979717					
