!!SBtab TableType='Proteomaps' Organism='hsa' ProteinIdentifier='http://identifiers.org/uniprot/'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
P60709	1974435900.0	11821.2218914	7.4041346e+11	11669.3289682	375.0	ActB		Cytoskeleton proteins
P68363	1132209900.0	6778.69788306	5.1062666e+11	8047.76087604	451.0	TubA1b	K07374	Cytoskeleton proteins
P62805	3396705500.0	20336.5474743	3.4986067e+11	5513.99923398	103.0	HisT2h4a	K11254	Chromosome-related
P00352	7170256.5	42.9293212836	3592298500.0	56.6166273483	501.0	AldH1a1	K07249	Cofactor biosynthesis
P05783	172733360.0	1034.17861102	74275345000.0	1170.62085153	430.0	Krt18	K07604	Cytoskeleton proteins
Q71DI3	1211646700.0	7254.29703477	1.6478395e+11	2597.08693198	136.0	HisT2h3d	K11253	Chromosome-related
P0C0S8	738087430.0	4419.03192973	95951366000.0	1512.24702858	130.0	HisT1h2ag	K11251	Chromosome-related
P07355-2	1268285300.0	7593.40019746	4.4389986e+11	6996.10930261	350			
P68104	1206924100.0	7226.02217282	5.5759893e+11	8788.07004196	462.0	Eef1a1	K03231	Translation factors
P62807	1347082700.0	8065.17117259	1.6973242e+11	2675.07757834	126.0	HisT1h2bc	K11252	Chromosome-related
P14618	921272960.0	5515.78913386	4.8919594e+11	7710.00077953	531.0	Pkm2	K00873	Glycolysis
P14618	4309706.9	25.8028136299	2288454400.0	36.0673173369	531.0	Pkm2	K00873	Glycolysis
P04406	1192919700.0	7142.17588545	3.996281e+11	6298.36168003	335.0	GapDh	K00134	Glycolysis
P07737	764504570.0	4577.19501503	1.0703064e+11	1686.86256438	140.0	Pfn1	K05759	Regulation of actin cytoskeleton
P23528	750343530.0	4492.41090223	1.5307008e+11	2412.46980938	204.0	Cfl1	K05765	Regulation of actin cytoskeleton
P62979	936838960.0	5608.98493726	1.4614688e+11	2303.35631716	156.0	Rps27a	K02977	Ribosome
P06733	1014774200.0	6075.59404075	4.40412e+11	6941.13868425	434.0	Eno1	K01689	RNA degradation
P06733	2451194.3	14.675640632	1063818300.0	16.7663695702	434.0	Eno1	K01689	RNA degradation
Q06830	880892360.0	5274.02487466	1.7529758e+11	2762.78760296	199.0	PrdX1	K13279	Peroxisome
P15121	88521350.0	529.989613985	27972747000.0	440.866089722	316.0	Akr1b1	K00011	Carbohydrate metabolism
P62937	866722570.0	5189.1883744	1.4300922e+11	2253.90504606	165.0	PpiA	K03767	Chaperones and folding catalysts
P08670	1255149100.0	7514.75194405	5.8489948e+11	9218.34193216	466.0	Vim	K07606	Cytoskeleton proteins
P68371	1012863700.0	6064.15561197	4.5072435e+11	7103.6670702	445.0	TubB2c	K07375	Cytoskeleton proteins
P08238	1032489600.0	6181.65860041	7.4752247e+11	11781.3709296	724.0	Hsp90ab1	K04079	Chaperones and folding catalysts
P52895	945328.43	5.65981257295	305341080.0	4.81234567242	323.0	Akr1c2	K00089	Lipid and steroid metabolism
P04083	441550740.0	2643.62559142	1.5454276e+11	2435.68006732	350			
P00338	563637670.0	3374.57699358	2.034732e+11	3206.85108428	361.0	LdhA	K00016	Glycolysis
O43707	311309720.0	1863.85452021	2.8360315e+11	4469.74377501	911.0	ActN4	K05699	Focal adhesion
O60218	2339071.5	14.0043458597	739146590.0	11.6493623906	316.0	Akr1b10	K00100	Carbohydrate metabolism
P06703	181437420.0	1086.29102683	63503097000.0	1000.84421668	350			
P09382	764132450.0	4574.96708092	1.0315788e+11	1625.82570741	135.0	LgaLs1	K06830	CAM ligands
P42330	12185852.0	72.9583879771	3936030200.0	62.0340305977	323.0	Akr1c3	K00089	Lipid and steroid metabolism
P07195	605904010.0	3627.63144	2.0237194e+11	3189.49461264	334.0	LdhB	K00016	Glycolysis
P11142	762126910.0	4562.95963446	4.9233398e+11	7759.45803963	646.0	HspA8	K03283	Chaperones and folding catalysts
P60866	551030880.0	3299.09839135	78246385000.0	1233.2066561	142.0	Rps20	K02969	Ribosome
Q53HE2	587524210.0	3517.5890253	1.6803192e+11	2648.27675018	286.0	Tpi1	K01803	Glycolysis
P62826	600848070.0	3597.36082519	1.399976e+11	2206.44023565	233.0	Ran	K07936	RNA transport
P63104	757623330.0	4535.99607566	1.8637534e+11	2937.37927728	246.0	YwhAz	K06630	Cell cycle
P11413	192647750.0	1153.40882914	99213591000.0	1563.66151352	515.0	G6pD	K00036	Pentose phosphate metabolism
P62263	376788990.0	2255.88800175	1.3187615e+11	2078.4416553	350			
P29401	195906570.0	1172.91983698	1.6750012e+11	2639.89528566	855.0	Tkt	K00615	Pentose phosphate metabolism
P05387	785968820.0	4705.70446018	90386414000.0	1424.54028216	115.0	RplP2	K02943	Ribosome
B4DNM7	109642730.0	656.446248831	38374956000.0	604.81070361	350			
P06748	567126910.0	3395.46755795	1.6673531e+11	2627.84145362	294.0	Npm1	K11276	Chromosome-related
P09211	535063050.0	3203.49677594	1.1236324e+11	1770.90731372	210.0	GstP1	K00799	Cofactor biosynthesis
P22626	506703800.0	3033.7060084	1.7886644e+11	2819.03482648	353.0			
P10599	220708290.0	1321.41117844	23174370000.0	365.24099273	105.0	Txn	K03671	Chaperones and folding catalysts
P04792	745200250.0	4461.61737071	1.5276605e+11	2407.67812706	205.0	HspB1	K04455	Chaperones and folding catalysts
P16403	774030680.0	4634.22915834	1.6486853e+11	2598.41995994	213.0	HisT1h1c	K11275	Chromosome-related
P63241	425320620.0	2546.45360937	91018613000.0	1434.5040909	214.0	Eif5a	K03263	Translation factors
P62888	309963580.0	1855.79499311	35645812000.0	561.797872458	115.0	Rpl30	K02908	Ribosome
P09429	460130440.0	2754.86483519	99388175000.0	1566.41305471	216.0	HmgB1	K10802	Chromosome-related
P26447	14099722.0	84.4169934154	4934902700.0	77.7768181475	350			
P04075	387409940.0	2319.47710416	1.4101722e+11	2222.51001537	364.0	AldOa	K01623	Glycolysis
Q07020	357484830.0	2140.31131537	67207148000.0	1059.22212574	188.0	Rpl18	K02883	Ribosome
P62857	704055500.0	4215.27803935	85190716000.0	1342.65318467	121.0	Rps28	K02979	Ribosome
