Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
P11142	0.004538235	4562.6216682	2.9316998	7929.47926295	646	HspA8	K03283	Chaperones and folding catalysts
P36578	0.0016551219	1664.01586618	0.70673705	1911.53841274	427	Rpl4	K02930	Ribosome
P06733	0.0070011758	7038.79733156	3.0385103	8218.37365958	434	Eno1	K01689	Glycolysis / Gluconeogenesis
P06733	1.4009834e-05	14.0851172706	0.006080268	16.4455306847	434	Eno1	K01689	Glycolysis / Gluconeogenesis
P39023	0.0020094721	2020.27020309	0.80981726	2190.34335301	403	Rpl3	K02925	Ribosome
P23528	0.0062579196	6291.54716863	1.2766156	3452.91046749	204	Cfl1	K05765	Regulation of actin cytoskeleton
P68104	0.0084076956	8452.87520902	3.8843554	10506.1628732	462	Eef1a1	K03231	Translation factors
Q53HE2	0.004460371	4484.33925807	1.2756661	3450.34231895	286	Tpi1	K01803	Glycolysis / Gluconeogenesis
P63244	0.0013017842	1308.77947005	0.45562447	1232.34472594	350			
P68400	0.000199461	200.532824008	0.079186017	214.177413293	397	CsnK2a1	K03097	Ribosome biogenesis in eukaryotes
Q14152	0.0003397168	341.542302841	0.46948862	1269.84361649	1382	Eif3a	K03254	Translation factors
Q7KZF4;B2R5U1;B3KU67;Q59FF0	0.0003520189	353.910509429	0.12320661	333.241575093	350			
P61978	0.0023356566	2348.20748874	1.0837447	2931.24525403	464	HnrNpk	K12886	Spliceosome
P61978	1.2689689e-05	12.7578783369	0.0058880157	15.925538622	464	HnrNpk	K12886	Spliceosome
P62241	0.0029999152	3016.03555001	0.62398236	1687.7086747	208	Rps8	K02995	Ribosome
Q6P2Q9	0.0001090559	109.641922991	0.25464553	688.749390213	2335	PrpF8	K12856	Spliceosome
P23396	0.0027477738	2762.5392425	0.66770903	1805.97785185	243	Rps3	K02985	Ribosome
P11940	0.0006585231	662.061740979	0.41882069	1132.80015104	636	PabPc1	K13126	RNA degradation
Q00610	0.0009695852	974.79536487	1.6240552	4392.64348631	1675	CltC	K04646	Endocytosis
P50991	0.0011286284	1134.69319971	0.60833071	1645.37506533	539	Cct4	K09496	Chaperones and folding catalysts
P06748	0.0048046746	4830.49300854	1.4125743	3820.64310242	294	Npm1	K11276	Chromosome-related
P62847	0.0012669311	1273.73908336	0.36614309	990.321055187	289	Rps24	K02974	Ribosome
P54136	0.0003780681	380.099687459	0.24952495	674.899563937	660	RarS	K01887	
P54136	1.415722e-11	1.42332952642e-05	9.3437652e-09	2.52724349169e-05	660	RarS	K01887	
P14866	0.0016566775	1665.57982536	0.97578305	2639.23729848	589	HnrNpl	K13159	
O43143	0.0003401128	341.940430787	0.27038968	731.333187823	795	Dhx15	K12820	Spliceosome
P15880	0.0021104156	2121.75613327	0.61835177	1672.4794051	293	Rps2	K02981	Ribosome
O43242	0.0004378264	440.179104773	0.2337993	632.365803976	534	PsmD3	K03033	Proteasome
P31948	0.00125195	1258.67748089	0.7386505	1997.85592724	590	StiP1	K09553	Chaperones and folding catalysts
O00148	0.0005544954	557.475037533	0.23676954	640.399524374	427	Ddx39	K13182	Other enzymes
P62750	0.0035354767	3554.4749443	0.68588248	1855.13226899	194	Rpl23a	K02893	Ribosome
P14678	0.000470104	472.630151746	0.13538995	366.194315304	288	SnrPb	K11086	Spliceosome
P62906	0.0017693713	1778.87919697	0.38395357	1038.49373365	217	Rpl10a	K02865	Ribosome
Q08211	0.000628679	632.057270667	0.79842233	2159.52305513	1270	Dhx9	K13184	Other enzymes
P22626	0.0042727844	4295.74464236	1.5082929	4079.53681786	353	HnrNpa2b1	K13158	
Q16531	0.0003879073	389.991759403	0.44221432	1196.07378635	1140	Ddb1	K10610	Nucleotide excision repair
B3KT15	0.0004203422	422.600951643	0.14711977	397.920402827	350			
A8MXP9	0.000407218	409.406227417	0.1425263	385.496270892	350			
P04843	0.0004938601	496.51390757	0.29977308	810.807580452	607	Rpn1	K12666	N-Glycan biosynthesis
P51148	0.0005244402	527.258332853	0.13058561	353.199835309	249	Rab5c	K07889	GTP-binding signaling proteins
