!!SBtab TableType='Proteomaps' Organism='mmu'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
17196	12657143.0	17974.5496038	4430000000.0	19758.4074003	350	Mbp		Myelin
69187	1934.7143	2.74750930401	677150.01	3.0201818891	350			
12954	435714.29	618.762711199	85400001.0	380.895713712	196.0	Cryaa	K09541	Crystallins
11354	1111.5714	1.57855491303	389049.99	1.73521629831	350			
14077	2308270.7	3278.00090402	307000000.0	1369.26209298	133.0	Fabp3	K08752	PPAR signaling pathway
12961	116857.14	165.950124724	40899999.0	182.419603367	350	Crybb2		Crystallins
12889	1277142.9	1813.6848424	447000010.0	1993.68133308	350			
12955	2548571.4	3619.25460179	446000000.0	1989.22115136	175.0	Cryab	K09542	Crystallins
380684	168807.34	239.725181767	184000000.0	820.665228366	1090.0	Nefh	K04574	Amyotrophic lateral sclerosis (ALS)
226180	2539682.5	3606.631376	1280000000.0	5708.97550167	504.0	Ina	K07608	Cytoskeleton proteins
18039	10644567.0	15116.4680333	5779999900.0	25779.5920537	543.0	Nefl	K04572	Cytoskeleton proteins
17189	402857.14	572.101906899	141000000.0	628.879332606	350	Mb		Hemoglobin
12960	8250.5714	11.716728245	2887700.0	12.8795379345	350			
110187	6589.7143	9.35812659781	2306400.0	10.2868602321	350			
20617	5385714.3	7648.31280151	754000000.0	3362.94338145	140.0	Snca	K04528	Synaptic vesicle cycle
18823	714285.71	1014.36508426	250000000.0	1115.03427767	350			
12962	25466.286	36.1649560989	8913200.1	39.7540945409	350	Crybb3		Crystallins
19194	31428.571	44.6320633667	11000000.0	49.0615082175	350			
G3UXD0	2145.2571	3.04650347689	750839.98	3.34884925898	350			
12373	6329.4286	8.98849197917	2215300.0	9.88054174129	350			
21956	29913.289	42.4801945387	9003900.0	40.1586285309	301.0	Tnnt2	K12045	Cardiac muscle contraction
70350	871428.57	1237.5254082	305000000.0	1360.34181876	350			
22349	29504.232	41.8992881417	24400000.0	108.827345501	827.0	Vil1	K05761	Cytoskeleton proteins
218038	682215.74	968.822163039	468000000.0	2087.3441678	686.0	Amph	K12562	Fc gamma R-mediated phagocytosis
21954	31614.218	44.895702737	6670600.0	29.7517906105	211.0	Tnni3	K12044	Cardiac muscle contraction
66473	14875.285	21.1245577382	3912200.0	17.4489484044	263.0	Ctrb1	K01310	Pancreatic secretion
19752	29349.664	41.6797844051	4373099.9	19.5046251527	149.0	RnaSe1	K01168	Other enzymes
11723	71142.857	101.030762796	24900000.0	111.057414056	350			
21924	20806.211	29.5471317412	3349800.0	14.9405672934	161.0	Tnnc1	K05865	Calcium signaling pathway
16204	110937.5	157.543578095	14200000.0	63.3339469717	128.0	Fabp6	K08755	PPAR signaling pathway
19660	35142.857	49.9067622423	12300000.0	54.8596864614	350			
22003	45422.535	64.5050473468	12900000.0	57.5357687278	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	2739436.6	3890.30439597	777999990.0	3469.98662751	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	260211.27	369.528919765	73900001.0	329.60413694	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	732394.37	1040.08139381	208000000.0	927.708519022	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	4423.5915	6.28199150819	1256300.0	5.60327025215	284.0	Tpm1	K10373	Cardiac muscle contraction
22072	37574.39	53.35980931	9243299.9	41.2263849092	246.0	Prss2	K01312	Neuroactive ligand-receptor interaction
282619	4977.4286	7.06850173616	1742100.0	7.77000486052	350			
12716	423444.98	601.338927553	177000000.0	789.444268591	418.0	Ckmt1	K00933	Amino acid metabolism
19293	288571.43	409.80349853	101000000.0	450.473848179	350	Pvalb		Blood proteins
17906	184939.76	262.635010906	30700000.0	136.926209298	166.0	Myl2	K10351	Cardiac muscle contraction
12409	63114.754	89.6299644009	15400000.0	68.6861115045	244.0	Cbr2	K00081	Lipid and steroid metabolism
