!!SBtab TableType='Proteomaps' Organism='sce' ProteinIdentifier='http://http://identifiers.org/sgd/'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
YAL005C	13425.597	13425.5972148	8619233.3	20934.4099443	642.0	Ssa1	K03283	Chaperones and folding catalysts
YAL007C	278.293	278.293004453	97402.55	236.571495439	350			
YAL012W	761.73	761.730012188	300121.62	728.93595144	394.0	Cys3	K01758	Amino acid metabolism
YAL016W	320.15	320.150005122	203295.25	493.763883061	635.0	Tpd3	K03456	mRNA surveillance pathway
YAL017W	21.758	21.7580003481	7615.3	18.4960548693	350			
YAL019W	35.849	35.8490005736	12547.15	30.4745413646	350			
YAL021C	129.303	129.303002069	108226.61	262.860992592	837.0	Ccr4	K12603	RNA degradation
YAL023C	28.389	28.3890004542	21547.251	52.3340034903	759.0	Pmt2	K00728	Glycan metabolism
YAL026C	88.896	88.8960014223	120454.08	292.559094575	1355.0	Drs2	K01530	Other enzymes
YAL029C	46.417	46.4170007427	16245.95	39.4581937159	350			
YAL031C	24.244	24.2440003879	8485.4	20.6093553751	350			
YAL032C	19.478	19.4780003116	7499.03	18.2136580761	385.0	Prp45	K06063	Spliceosome
YAL033W	122.465	122.465001959	21186.445	51.4576772033	173.0	Pop5	K03537	RNA transport
YAL034W-A	37.299	37.2990005968	10779.411	26.1810535784	289.0	Mtw1	K11559	Chromosome-related
YAL035W	1052.249	1052.24901684	1056458.0	2565.92716441	1004.0	Fun12	K03243	Translation factors
YAL036C	341.287	341.287005461	119450.45	290.121476156	350			
YAL038W	4718.955	4718.9550755	2359477.5	5730.70336073	500.0	Pyk1	K00873	Glycolysis
YAL039C	20.514	20.5140003282	5518.266	13.4027747718	269.0	Cyc3	K01764	Cofactor biosynthesis
YAL041W	47.453	47.4530007592	40524.862	98.4268605472	854.0	Cdc24	K11236	MAPK signaling pathway
YAL043C	41.029	41.0290006565	14360.15	34.8779591522	350	Pta1	K06100	mRNA surveillance pathway
YAL044C	205.352	205.352003286	71873.2	174.565762457	350	Gcv3		Amino acid metabolism
YAL053W	25.819	25.8190004131	9036.65	21.9482324052	350			
YAL059W	83.094	83.0940013295	29082.9	70.636601862	350			
YAL060W	222.344	222.344003558	84935.408	206.291277654	382.0	Bdh1	K00004	Butanoate metabolism
