!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	909.39973	64.0848451442144	318289.91	54.18723577905484		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1271.0589	89.57074660191014	444870.61	75.73695514018007					
YAL003W	17228.713	1214.0969127394767	3583572.3	610.0849290239513	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	7222.9292	508.99542192477276	4637120.5	789.4461432012993	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	2997.2973	211.21771536227743	1049054.1	178.596116545712		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	1889.1505	133.1272852331012	661202.67	112.56638633951854					
YAL009W	681.34515	48.01397777796958	238470.8	40.598438907535055					
YAL010C	634.14612	44.68789087830981	221951.14	37.78605094522164		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1408.2601	99.23923160970797	880162.56	149.84319220994627	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	7990.4423	563.0816026625391	3148234.3	535.9708521762681	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1796.0238	126.5647033987172	628608.33	107.01736599312216					
YAL014C	1705.8263	120.20854050443607	434985.71	74.05410126978128	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	522.48363	36.819103211012624	208470.97	35.49112067196308	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	3010.7837	212.16809375699384	1911847.6	325.4823147702675	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	2789.3639	196.56477529673552	976277.36	166.20624729220353		PSK1	K08286	Other enzymes	Psk1p
YAL018C	153.25118	10.799517323881465	53637.913	9.131581451725664					
YAL019W	882.71997	62.2047387051188	308951.99	52.597502467289		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	713.93847	50.31080918887821	249878.46	42.54053491085257		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	2419.4099	170.49434222053185	2025046.1	344.7537827515659	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	1250.4696	88.1198311698946	437664.36	74.51012778698872		FUN26	K15014	Alcoholism	Fun26p
YAL023C	5824.0468	410.4170311229996	4420451.5	752.5593496833645	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	1309.8606	92.30507877048497	1879650.0	320.00083738784065	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	1188.7267	83.76884660862282	416054.34	70.83113196544322		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	1409.4117	99.32038416037793	1909752.9	325.1257027658644	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	298.87503	21.061541347744225	104606.26	17.80868289096916		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	240.71175	16.96281042786636	84249.113	14.342982315421919					
YAL029C	2845.4808	200.51929906426884	995918.28	169.5500138695278		MYO4	K10357	Messenger RNA Biogenesis	myosin 4
YAL030W	1978.4381	139.41932802851588	233455.7	39.74464367992153	118.0	SNC1	K08513	SNARE interactions in vesicular transport	SNAP receptor SNC1
YAL031C	1097.0086	77.30552795839453	383953.01	65.36604406010797					
YAL032C	852.46057	60.07237721524147	328197.32	55.873921862285584	385.0	PRP45	K06063	Spliceosome	Prp45p
YAL033W	2219.0312	156.37377726314068	383892.4	65.35572551636095	173.0	POP5	K03537	Ribosome biogenesis in eukaryotes	Pop5p
YAL034C	1105.1533	77.87948000723239	386803.65	65.85135099868232					
YAL034W-A	486.3312	34.271463485919405	140549.72	23.927873856636356	289.0	MTW1	K11559	Chromosome-related	Mtw1p
YAL035W	8081.7599	569.5166983216739	8114086.9	1381.3819608106337	1004.0	FUN12	K03243	RNA transport	translation initiation factor eIF5B
YAL036C	3213.2128	226.43314915368137	1124624.5	191.46159218305618					
YAL037C-A	98.12558	6.914849863641615	34343.953	5.846883046954828					
YAL037W	252.89549	17.82139116570908	88513.421	15.068959029639814					
YAL038W	18328.091	1291.5694108728949	9164045.5	1560.1320638737386	500.0	Pyk1	K00873	Glycolysis	pyruvate kinase CDC19
YAL039C	2960.8648	208.6503392748482	796472.63	135.59540795174408	269.0	CYC3	K01764	Cofactor biosynthesis	holocytochrome c synthase CYC3
YAL040C	4293.4893	302.5595762150067	2490223.8	423.9479165180382	580.0	CLN3	K06646	Cell cycle	Cln3p
YAL041W	1454.942	102.52887667320243	1242520.5	211.53278560985206	854.0	CDC24	K11236	MAPK signaling pathway	Cdc24p
YAL042W	2903.6505	204.61848239763688	1016277.7	173.01610141174615					
YAL043C	1483.0769	104.51152594191066	519076.92	88.37020140382579		Pta1	K06100	mRNA surveillance pathway	Pta1p
YAL044C	9927.4906	699.5842166916458	3474621.7	591.5366443784546		Gcv3		Amino acid metabolism	glycine decarboxylase subunit H
YAL044W-A	4014.233	282.8805548224599	1404981.6	239.190960292878					
YAL046C	3455.7785	243.5266063089831	1209522.5	205.91504420473728					
YAL047C	399.92406	28.182404952490486	139973.42	23.82976171736223		Spc72		Cytoskeleton proteins	
YAL048C	705.12307	49.68959331949995	246793.07	42.01526298061658		GEM1	K07870	Mitochondrial biogenesis	ERMES complex Ca(2+)-binding regulatory GTPase GEM1
YAL049C	4477.7138	315.54176453638473	1567199.8	266.8077824882592					
YAL051W	1279.4422	90.16151264743942	447804.77	76.23648093329575					
YAL053W	2346.8265	165.3794342261776	821389.28	139.83734068650838					
YAL054C	1364.8497	96.18012715885399	973137.84	165.67176000521079	713.0	ACS1	K01895	Glycolysis	acetate--CoA ligase 1
YAL055W	937.44821	66.06140444815283	328106.87	55.8585232105463					
YAL056W	1438.1267	101.34391272280241	503344.35	85.69181150450261					
YAL058W	696.12789	49.055708463008585	349456.2	59.49313788757094	502.0	CNE1	K08054	Protein processing in endoplasmic reticulum	Cne1p
YAL059W	1389.5401	97.92004461027958	486339.03	82.79674240118646					
