Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
A0AV56;B7Z2F6;B7ZLP6;F5GZU3;K7ES42;Q15424;Q15424-2	32159686.0	84.8829413795	11255890000.0	65.1178228811	350			
Q9H173	2805506.8	7.40491276079	1312977200.0	7.59586463234	468	Sil1	K14001	Protein processing in endoplasmic reticulum
Q99798	30865033.0	81.4658074341	24846352000.0	143.741663145	805	Aco2	K01681	
O95816	45262094.0	119.465708456	9550301800.0	55.2506164394	211	Bag2	K09556	Protein processing in endoplasmic reticulum
P21980	4495904.6	11.8665837288	3088686500.0	17.8687372071	687	Tgm2	K05625	CAM ligands
P16949	222113220.0	586.250233689	33094870000.0	191.461171256	149	StmN1	K04381	MAPK signaling pathway
Q9P2E9	343501220.0	906.644235303	5.2899188e+11	3060.3354819	1540	RrbP1	K14000	Protein processing in endoplasmic reticulum
A2A3N8;C9JTM0;D6RAH3;D6RF25;D6RJE2;E7ENY0;E7EV99;H0Y9H2;H0YFD8;P35611;P35611-2;P35611-3;P35612;P35612-2;P35612-3;P35612-4;P35612-8;Q86XM2	13420825.0	35.423203502	4697288800.0	27.1748586829	350			
P62753	317068650.0	836.877562525	78950094000.0	456.743823682	249	Rps6	K02991	Ribosome
P45880	245350680.0	647.583666951	72133100000.0	417.305999762	294	VdaC2	K05862	Calcium signaling pathway
O75955	3362004.0	8.87374299767	1986944400.0	11.4949145304	591	FloT1	K07192	Insulin signaling pathway
O15212	30713083.0	81.0647474566	3961987700.0	22.9209785548	129	PfdN6	K04798	Chaperones and folding catalysts
P04439	8620081.0	22.7520203465	3198050100.0	18.501429916	371	Hla-a	K06751	Cell adhesion molecules (CAMs)
A2BFH1	4428589100.0	11688.9098037	7.2628861e+11	4201.74087225	164	PpiAl4g	K12738	Chaperones and folding catalysts
Q04917	169340290.0	446.960269117	41657711000.0	240.999107714	246	YwhAh	K06630	
A2T926;G5E972;H0YJH7;P42166;P42167;P42167-2	6064763.7	16.0074629344	2122667300.0	12.2801016425	350			
O95865	40829824.0	107.767083209	11636500000.0	67.3197362409	285	DdaH2	K01482	Other enzymes
A5PL29;K7EJR2;M0QX30;M0R165;M0R1V5;M0R2S2;M0R330;M0R3I1;Q9UBC2;Q9UBC2-2;Q9UBC2-3	21274472.0	56.1522820732	7446065200.0	43.0771404887	350			
