Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
A0AV56	32159686.0	84.8829413795	11255890000.0	65.1178228811	350			
Q9H173	2805506.8	7.40491276079	1312977200.0	7.59586463234	468.0	Sil1	K14001	Protein processing in endoplasmic reticulum
Q99798	30865033.0	81.4658074341	24846352000.0	143.741663145	805.0	Aco2	K01681	TCA cycle and anaplerotic enzymes
O95816	45262094.0	119.465708456	9550301800.0	55.2506164394	211.0	Bag2	K09556	Chaperones and folding catalysts
P21980	4495904.6	11.8665837288	3088686500.0	17.8687372071	687.0	Tgm2	K05625	CAM ligands
P16949	222113220.0	586.250233689	33094870000.0	191.461171256	149.0	StmN1	K04381	MAPK signaling pathway
Q9P2E9	343501220.0	906.644235303	5.2899188e+11	3060.3354819	1540.0	RrbP1	K14000	Protein processing in endoplasmic reticulum
A2A3N8	13420825.0	35.423203502	4697288800.0	27.1748586829	350			
P62753	317068650.0	836.877562525	78950094000.0	456.743823682	249.0	Rps6	K02991	Ribosome
P45880	245350680.0	647.583666951	72133100000.0	417.305999762	294.0	VdaC2	K05862	Calcium signaling pathway
O75955	3362004.0	8.87374299767	1986944400.0	11.4949145304	591.0	FloT1	K07192	Insulin signaling pathway
O15212	30713083.0	81.0647474566	3961987700.0	22.9209785548	129.0	PfdN6	K04798	Chaperones and folding catalysts
P04439	8620081.0	22.7520203465	3198050100.0	18.501429916	371.0	Hla-a	K06751	Endocytosis
A2BFH1	4428589100.0	11688.9098037	7.2628861e+11	4201.74087225	164.0	PpiAl4g	K12738	Chaperones and folding catalysts
Q04917	169340290.0	446.960269117	41657711000.0	240.999107714	246.0	YwhAh	K06630	Cell cycle
A2T926	6064763.7	16.0074629344	2122667300.0	12.2801016425	350			
O95865	40829824.0	107.767083209	11636500000.0	67.3197362409	285.0	DdaH2	K01482	Other enzymes
A5PL29	21274472.0	56.1522820732	7446065200.0	43.0771404887	350			
P30044	189549580.0	500.301087755	40563610000.0	234.669490498	214.0	PrdX5	K11187	Peroxisome
Q9GZQ8	39948279.0	105.440315076	4993534900.0	28.8887081491	125.0	Map1lc3b	K10435	Cytoskeleton proteins
A6NCP5	870599.7	2.29787888166	304709900.0	1.76281442856	350			
Q9UKK9	22918829.0	60.4924319999	5317168300.0	30.7609992269	232.0	NudT5	K13987	Purine metabolism
A6NDF3	19966941.0	52.7011576678	6988429400.0	40.4296157733	350			
P08865	1132999400.0	2990.46208515	3.3423482e+11	1933.62264641	295.0	RpsA	K02998	Ribosome
P61326	12315996.0	32.5070949542	1798135400.0	10.4026125427	146.0	MagOh	K12877	Spliceosome
O95861	8403215.2	22.1796202619	2722641700.0	15.7510867634	324.0	BpnT1	K01082	Amino acid metabolism
A6NFL3	33800939.0	89.2148985444	11830329000.0	68.4410800432	350			
Q9NYB9	12048582.0	31.8012769034	6180922600.0	35.7580096384	513.0	Abi2	K05751	Regulation of actin cytoskeleton
Q9NYB9	9889183.6	26.101716037	5073151200.0	29.3493061225	513.0	Abi2	K05751	Regulation of actin cytoskeleton
A6NFQ9	11683992.0	30.8389705053	4089397200.0	23.6580708021	350			
A6NG10	6672148.6	17.6106072208	2335252000.0	13.5099513338	350			
Q13162	92410279.0	243.909604566	25043186000.0	144.88039154	271.0	PrdX4	K03386	Other enzymes
Q13813	322852510.0	852.143602415	7.9970567e+11	4626.4748657	2477.0	SptAn1	K06114	Cytoskeleton proteins
A6NGP5	48217717.0	127.266841025	16876201000.0	97.6325699366	350			
P22090	100389980.0	264.971392676	26402565000.0	152.744700888	263.0	Rps4y1	K02987	Ribosome
P30046	61233168.0	161.620091994	10164706000.0	58.8050811572	166.0	Ddt	K10028	Other enzymes
Q9H7Z7	6156504.4	16.2496052383	2321002200.0	13.4275130768	377.0	PtgEs2	K05309	Lipid and steroid metabolism
O95825	3612509.6	9.53493266725	1260765900.0	7.29381066897	349.0	CryZl1	K00540	Other enzymes
P17516	2411902.2	6.36602462648	779044410.0	4.50694488902	323.0	Akr1c4	K00037	Lipid and steroid metabolism
A6NIR2	9044190.8	23.8714245376	3165466800.0	18.3129282907	350	MRPL23	K02892	Ribosome
P32119	290700840.0	767.281818632	57558766000.0	332.990241522	198.0	PrdX2	K03386	Other enzymes
Q92890	14476003.0	38.2082621721	4965269000.0	28.7251836415	343.0	Ufd1l	K14016	Protein processing in endoplasmic reticulum
A6NJA2	48116554.0	126.999829307	23769578000.0	137.512286471	494.0	Usp14	K11843	Ubiquitin labeling
A6NJG9	105403680.0	278.204656309	26350920000.0	152.445923096	250.0	PsmE1	K06696	Proteasome
O14602	35129751.0	92.722192462	5058684100.0	29.2656107367	144.0	Eif1ay	K03236	Translation factors
A6NKH4	126650720.0	334.284533793	44327752000.0	256.445887749	350			
P07437	795700350.0	2100.18798581	3.5329096e+11	2043.86664749	444.0	TubB	K07375	Cytoskeleton proteins
A6NL28	666407780.0	1758.93049841	2.3324272e+11	1349.36092386	350			
P68032	5512157600.0	14548.9029475	2.0780834e+12	12022.1738817	377.0	ActC1	K12314	Cytoskeleton proteins
P21810	2181093.2	5.75682257093	802642300.0	4.64346392229	368.0	Bgn	K08118	Glycan metabolism
P51571	45729760.0	120.700075784	7911248500.0	45.7683291673	173.0	Ssr4	K04571	Protein processing in endoplasmic reticulum
A6NLN1	146239720.0	385.988146157	81455524000.0	471.238292531	557.0			
A6NM69	176585300.0	466.082898583	2.7017551e+11	1563.02531448	1530.0	Scp2	K08764	Peroxisome
A6NMQ3	16044105.0	42.3471430723	5615436800.0	32.4865487263	350			
P11908	2055303.5	5.42481063116	653586510.0	3.78114308115	318.0	PrpS2	K00948	Pentose phosphate metabolism
Q92783	28277672.0	74.6366732165	15269943000.0	88.3400107569	540.0	StaM	K04705	Jak-STAT signaling pathway
A6NMY6	4588800700.0	12111.7756193	1.6060802e+12	9291.53056724	350			
