Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
P11142	0.0047592931	4780.20636666	3.0745033	8431.56154736	646	HspA8	K03283	Spliceosome
P36578	0.0025976907	2609.10546206	1.1092139	3041.92396445	427	Rpl4	K02930	Ribosome
P06733	0.0049488518	4970.59802474	2.1478017	5890.16190846	434	Eno1	K01689	Glycolysis / Gluconeogenesis
P06733	1.2688388e-11	1.27441432637e-05	5.5067604e-09	1.51018179877e-05	434	Eno1	K01689	Glycolysis / Gluconeogenesis
P39023	0.0025282874	2539.39719036	1.0188998	2794.24529299	403	Rpl3	K02925	Ribosome
P23528	0.0042064569	4224.94089605	0.85811721	2353.31283299	204	Cfl1	K05765	Regulation of actin cytoskeleton
P68104	0.010105934	10150.3414547	4.6689415	12804.1715285	462	Eef1a1	K03231	Translation factors
Q53HE2	0.00347687	3492.14804821	0.99438482	2727.01506341	286	Tpi1	K01803	Glycolysis / Gluconeogenesis
P63244	0.0021129998	2122.28473525	0.73954993	2028.15223914	350			
P68400	0.0002910713	292.35032434	0.11555531	316.900524514	397	CsnK2a1	K03097	Ribosome biogenesis in eukaryotes
Q14152	0.0002754396	276.649935586	0.38065753	1043.9206205	1382	Eif3a	K03254	Translation factors
Q7KZF4;B2R5U1;B3KU67;Q59FF0	0.000409378	411.176887166	0.1432823	392.939415969	350			
P61978	0.0029651485	2978.17794365	1.3758289	3773.09272981	464	HnrNpk	K12886	Spliceosome
P61978	4.0955615e-05	41.1355819992	0.019003405	52.1152079645	464	HnrNpk	K12886	Spliceosome
P62241	0.0034287786	3443.84532518	0.71318595	1955.85128568	208	Rps8	K02995	Ribosome
Q6P2Q9	0.0002636905	264.849207738	0.61571732	1688.55192946	2335	PrpF8	K12856	Spliceosome
P23396	0.0025064639	2517.47779362	0.60907073	1670.32422658	243	Rps3	K02985	Ribosome
P11940	0.0007866534	790.110109216	0.50031156	1372.061533	636	PabPc1	K13126	RNA transport
Q00610	0.0009766893	980.981064206	1.6359546	4486.46514661	1675	CltC	K04646	Endocytosis
P50991	0.0011963616	1201.61864735	0.6448389	1768.41536436	539	Cct4	K09496	Chaperones and folding catalysts
P06748	0.0051037859	5126.21293554	1.5005131	4115.028452	294	Npm1	K11276	Chromosome-related
P62847	0.0011695895	1174.72890549	0.33801137	926.967185192	289	Rps24	K02974	Ribosome
P54136	0.0004203407	422.187759419	0.27742486	760.813879061	660	RarS	K01887	
P54136	1.2688388e-11	1.27441432637e-05	8.3743361e-09	2.29658983438e-05	660	RarS	K01887	
P14866	0.0015255254	1532.2288576	0.89853446	2464.15367384	589	HnrNpl	K13159	
O43143	0.0005032473	505.458667268	0.4000816	1097.18946614	795	Dhx15	K12820	Spliceosome
P15880	0.0018282705	1836.3042789	0.53568326	1469.06538581	293	Rps2	K02981	Ribosome
O43242	0.0002354076	236.442027132	0.12570766	344.742473448	534	PsmD3	K03033	Proteasome
P31948	0.0006284178	631.179190977	0.3707665	1016.79531925	590	StiP1	K09553	Chaperones and folding catalysts
O00148	0.0011252304	1130.17488291	0.48047338	1317.65702621	427	Ddx39	K13182	Other enzymes
P62750	0.0037849439	3801.57568531	0.73427912	2013.69749488	194	Rpl23a	K02893	Ribosome
P14678	0.000625372	628.120007135	0.18010714	493.928380571	288	SnrPb	K11086	Spliceosome
P62906	0.0023391035	2349.38197922	0.50758546	1392.00957974	217	Rpl10a	K02865	Ribosome
Q08211	0.0007040921	707.186018683	0.89419697	2452.25847961	1270	Dhx9	K13184	Other enzymes
P22626	0.0044919348	4511.67324189	1.585653	4348.51732384	353	HnrNpa2b1	K13158	
Q16531	0.0003192526	320.655458495	0.36394796	998.096058241	1140	Ddb1	K10610	Nucleotide excision repair
B3KT15	0.0003351641	336.636876745	0.11730744	321.705590729	350			
A8MXP9	0.0008834164	887.298304803	0.30919574	847.942791928	350			
P04843	0.0007469911	750.273525297	0.4534236	1243.47532508	607	Rpn1	K12666	N-Glycan biosynthesis
P51148	0.0005095273	511.766262819	0.1268723	347.936398737	249	Rab5c	K07889	GTP-binding signaling proteins
P61247	0.0019594692	1968.0794917	0.51729987	1418.65051579	264	Rps3a	K02984	Ribosome
P62910	0.0022207233	2230.48159342	0.33977066	931.791887092	153	Rpl32	K02912	Ribosome
P68371	0.0054698378	5493.87333933	2.4340778	6675.24955389	445	TubB2c	K07375	Phagosome
O00232	0.000161942	162.653604887	0.073845552	202.51509136	456	PsmD12	K03035	Proteasome
P19338	0.0018282705	1836.3042789	1.2980721	3559.85137634	710	Ncl	K11294	Ribosome Biogenesis
P62280	0.002723814	2735.78297256	0.43036261	1180.23253834	158	Rps11	K02949	Ribosome
P07900	0.0018735679	1881.80072455	1.3714517	3761.08863431	732	Hsp90aa1	K04079	Protein processing in endoplasmic reticulum
P05388	0.0018098744	1817.82734283	0.57373018	1573.40579997	317	RplP0	K02941	Ribosome
Q8WWY3	7.116926e-05	71.481991677	0.035513461	97.3926201938	499	PrpF31	K12844	Spliceosome
P63104	0.0023417657	2352.05587745	0.57607436	1579.83451252	246	YwhAz	K06630	
P00558	0.0027367583	2748.78415235	1.1412282	3129.72043578	417	Pgk1	K00927	Glycolysis / Gluconeogenesis
P52272	0.0008958895	899.826214049	0.65399934	1793.53708521	730	HnrNpm	K12887	Spliceosome
P18124	0.0031479907	3161.82358811	0.78070169	2141.00741065	248	Rpl7	K02937	Ribosome
Q9Y3I0;B4DNA0	0.0003878461	389.550371778	0.13574613	372.272116251	350			
P04406	0.0082572312	8293.51509223	2.7661725	7585.99077919	335	GapDh	K00134	Glycolysis / Gluconeogenesis
P26196	0.0002066305	207.538474915	0.099802531	273.699879492	483	Ddx6	K12614	RNA degradation
P62937	0.0066417335	6670.91857872	1.095886	3005.37334206	165	PpiA	K03767	Chaperones and folding catalysts
O00571	0.0009405144	944.647204606	0.62262053	1707.48339068	662	Ddx3x	K11594	Chromosome-related
O75533	0.0002943577	295.651165425	0.38384244	1052.65496295	1304	Sf3B1	K12828	Spliceosome
Q12906	0.0010351051	1039.65355468	0.92952438	2549.1408709	898	Ilf3	K13090	
Q12906	3.5197632e-06	3.53522972934	0.0031607474	8.66807859298	898	Ilf3	K13090	
P51665	0.0002625104	263.663922147	0.08505337	233.251570739	324	PsmD7	K03038	Proteasome
P50914	0.001367809	1373.81942082	0.30091798	825.241745253	220	Rpl14	K02875	Ribosome
P46777	0.0023841493	2394.6257193	0.70809234	1941.88249722	297	Rpl5	K02932	Ribosome
Q14204	0.000128419	128.983298255	0.59663467	1636.21939889	4646	DynC1h1	K10413	Chromosome-related
P62701	0.0029959837	3009.14863956	0.78794371	2160.86802923	263	Rps4x	K02987	Ribosome
P40429	0.0014812435	1487.75237425	0.30069243	824.623193727	203	Rpl13a	K02872	Ribosome
P53621	0.0003293779	330.825251048	0.40315855	1105.62773755	1224	CopA	K05236	Neuroactive ligand-receptor interaction
Q9BUQ0	0.0020523454	2061.36380793	1.1431564	3135.00835887	557	PtbP1	K13218	
Q15286	0.0001935488	194.399291361	0.053419469	146.498311028	276	Rab35	K07876	GTP-binding signaling proteins
Q92499	0.0002468905	247.975385245	0.18269897	501.036252	740	Ddx1	K13177	Other enzymes
P60842	0.0033253736	3339.98594334	1.3501017	3702.53809087	406	Eif4a1	K03257	RNA transport
P34932	0.0008405808	844.274476781	0.70608787	1936.38541021	840	HspA4	K09489	Chaperones and folding catalysts
P62917	0.0017776467	1785.458028	0.4568552	1252.88619369	257	Rpl8	K02938	Ribosome
P25788	0.0003757409	377.391979156	0.095813929	262.761480678	255	PsmA3	K02727	Proteasome
A8K4L9	0.0001331265	133.711483933	0.052185588	143.114498237	392	TiaL1	K13201	
Q9UQ80;A8K6Y1;Q6PIN5	0.0018498412	1857.96976478	0.64744442	1775.56077944	350			
P61201	0.0001899833	190.818123855	0.084162602	230.808715915	443	CopS2	K12176	Ubiquitin labeling
P35606;B4DZI8	0.0002959569	297.257392623	0.10358491	284.07272942	350			
Q06830	0.0050646968	5086.95207037	1.0078747	2764.00990205	199	PrdX1	K13279	Peroxisome
Q9UHB9	7.4502432e-05	74.829810288	0.046713025	128.106463685	627	Srp68	K03107	Protein export
P62424	0.0027755845	2787.78096228	0.73830548	2024.73944177	266	Rpl7a	K02936	Ribosome
Q6NUS1	0.0002747416	275.948868437	0.23984942	657.766458351	873	PdcD6ip	K12200	Endocytosis
P62829	0.0014884747	1495.01534956	0.20838646	571.481989669	140	Rpl23	K02894	Ribosome
P35637	0.0013165472	1322.33236643	0.69250383	1899.13234584	526	Fus	K13098	
P60900	0.000651536	654.398976879	0.16418707	450.268954334	252	PsmA6	K02730	Proteasome
P48643	0.0013740276	1380.06534657	0.74334893	2038.57067074	541	Cct5	K09497	Chaperones and folding catalysts
P51149	0.0007552895	758.608390093	0.15634493	428.762558139	207	Rab7a	K07897	Endocytosis
B4DLV7;Q5SX90;P50395;Q6IAT1;B3KVE3;Q5SX88;Q8TB95;Q5SX87	0.0010084084	1012.83954415	0.35294294	967.91573498	350			
P06576	0.0018473043	1855.42171715	0.97722397	2679.95290446	529	Atp5b	K02133	Oxidative phosphorylation
P12956	0.0009954042	999.778201145	0.60620116	1662.45467703	609	XrcC6	K10884	Non-homologous end-joining
Q07020	0.0027546438	2766.74824474	0.51787303	1420.22235792	188	Rpl18	K02883	Ribosome
P62249	0.0023398631	2350.14491705	0.35565919	975.364817586	152	Rps16	K02960	Ribosome
P61313	0.0031026904	3116.32422972	0.63294884	1735.80789482	204	Rpl15	K02877	Ribosome
P61019	0.0003647787	366.381609101	0.077333084	212.079348685	212	Rab2a	K07877	GTP-binding signaling proteins
P25786	0.00066449	667.409899294	0.17476087	479.266693737	263	PsmA1	K02725	Proteasome
P33176	0.0001094424	109.923311355	0.10539303	289.031343407	963	Kif5b	K10396	Cytoskeleton proteins
P49368	0.0011506717	1155.72797697	0.62711608	1719.8120509	545	Cct3	K09495	Chaperones and folding catalysts
Q00839	0.0014081582	1414.34592312	1.1617305	3185.9462347	825	HnrNpu	K12888	Spliceosome
P13639	0.004250602	4269.27997827	3.6470165	10001.6298841	858	Eef2	K03234	Translation factors
P48556	0.0001519562	152.623925325	0.05318467	145.854394914	350	PsmD8	K03031	Proteasome
P07910	0.0024562154	2467.00849186	0.75160191	2061.20376039	306	HnrNpc	K12884	Spliceosome
P62269	0.003130354	3144.109389	0.47581381	1304.87855521	152	Rps18	K02964	Ribosome
P22392	0.0028446081	2857.10786551	0.83062557	2277.91936872	292	Nme1-nme2	K00940	Purine metabolism
P22392	1.2688388e-11	1.27441432637e-05	3.7050093e-09	1.0160670163e-05	292	Nme1-nme2	K00940	Purine metabolism
Q15365	0.0012557941	1261.3123054	0.4470627	1226.03110251	356	PcbP1	K12889	Spliceosome
P55884	0.0005062283	508.452766366	0.44143108	1210.58686778	872	Eif3b	K03253	RNA transport
P05198	0.0005904287	593.023159426	0.18598504	510.048017073	315	Eif2s1	K03237	RNA transport
P53992	5.8487148e-05	58.7441519913	0.06398494	175.473208864	1094	Sec24c	K14007	Protein processing in endoplasmic reticulum
Q8N766-2;Q8N766;Q8N766-1;Q8N766-3;C9JL95;Q5TG59;Q8N766-4;Q5TG60	8.5510894e-05	85.8866456276	0.029928813	82.0772021448	350			
P53618	0.0002237342	224.717331925	0.07830697	214.750147493	350			
P78527	0.000387973	389.677829401	1.6015525	4392.12033862	4128	PrkDc	K06642	DNA replication control
P38646	0.0018296644	1837.70430397	1.2460015	3417.05222283	681	HspA9	K04043	Chaperones and folding catalysts
P62899	0.0018053044	1813.23726136	0.23468957	643.616012375	130	Rpl31	K02910	Ribosome
P61106	0.0003440079	345.519538135	0.073961699	202.833614544	215	Rab14	K07881	GTP-binding signaling proteins
O14980	0.0004744566	476.54145529	0.50814302	1393.53864021	1071	Xpo1	K14290	Ribosome biogenesis in eukaryotes
Q12905	0.0010649873	1069.66706292	0.41534505	1139.04816836	390	Ilf2	K13089	
P40925	0.0006785119	681.493414271	0.23883619	654.987761998	352	Mdh1	K00025	
O60884	0.0002328828	233.906132666	0.095947714	263.128374564	412	DnaJa2	K09503	Protein processing in endoplasmic reticulum
P12268	0.0006186093	621.327590506	0.31796518	871.992228822	514	ImpDh2	K00088	Purine metabolism
Q13435	0.0002260817	227.0751473	0.20234312	554.90864816	895	Sf3B2	K12829	Spliceosome
P46778	0.0009342206	938.325748415	0.1494753	409.92318719	160	Rpl21	K02889	Ribosome
P62495	0.0003789766	380.641897456	0.16561277	454.178814277	437	Etf1	K03265	Translation factors
P36507	0.0001223197	122.857196735	0.04892788	134.180513516	400	Map2k2	K04369	MAPK signaling pathway
P50502	0.0006525134	655.380671766	0.24077744	660.311473589	369	St13	K09560	Chaperones and folding catalysts
Q99460	0.0001172129	117.727956455	0.11170389	306.338335566	953	PsmD1	K03032	Proteasome
P08865	0.0020466352	2055.62851619	0.60375738	1655.75282002	295	RpsA	K02998	Ribosome
P51991	0.0010617773	1066.44295755	0.40135182	1100.67293552	378	HnrNpa3	K12741	Spliceosome
P51991	1.1512309e-05	11.5628963421	0.0043516528	11.9340344881	378	HnrNpa3	K12741	Spliceosome
P62258	0.0021808834	2190.46662909	0.55612527	1525.12584457	255	YwhAe	K06630	
P14314	0.0007507087	754.00746116	0.40162915	1101.43348925	535	PrkCsh	K08288	Protein processing in endoplasmic reticulum
P16403	0.0046297383	4650.08227748	0.98613426	2704.3886104	213	HisT1h1c	K11275	Chromosome-related
Q15029	0.0003262567	327.690335883	0.31712151	869.678536223	972	EftUd2	K12852	Spliceosome
Q9HD45;B4DN13;Q5TB57;Q8NCC4;Q8WUB5;Q96JZ5;Q96K55;Q5TB53	0.0001474265	148.074320935	0.051599275	141.506585133	350			
Q92905	7.9487612e-05	79.836896146	0.026548862	72.8079764837	334	CopS5	K09613	Ubiquitin labeling
Q14697	0.0006709489	673.897180966	0.63337576	1736.9786863	944	GanAb	K05546	N-Glycan biosynthesis
Q14697	3.1247656e-06	3.13849643247	0.0029497787	8.08951503163	944	GanAb	K05546	N-Glycan biosynthesis
O43809;B2R6U8;Q5HYH5	0.0003236812	325.103518631	0.11328842	310.683773159	350			
Q16629	0.0009642296	968.466613843	0.22948664	629.347423194	238	SrsF7	K12896	Spliceosome
P62888	0.0020835621	2092.71768023	0.23960964	657.108882271	115	Rpl30	K02908	Ribosome
Q9BY44-1;Q9BY44;B4DQ14;B4DF96	0.0001810254	181.820861087	0.06335889	173.756320446	350			
P49773	0.0012808948	1286.52330279	0.44831318	1229.46043664	350	HinT1		
P18669	0.0024132007	2423.80477684	0.61295298	1680.97096416	254	PgaM1	K01834	Glycolysis / Gluconeogenesis
P62191	0.0002886606	289.929031251	0.12701066	348.315839167	440	PsmC1	K03062	Proteasome
P13489;Q59GB3;Q8IZK8;Q96FD7;Q9BQ80	0.0002998648	301.182464702	0.10495268	287.823721308	350			
P48444;B0YIW5;B0YIW6;Q6MZV5;B4E1X2	0.0002447842	245.85982975	0.08567447	234.954884206	350			
P62140	0.0001714709	172.224376741	0.056070984	153.76986345	327	Ppp1cb	K06269	mRNA surveillance pathway
P62266	0.001100045	1104.87881333	0.15730643	431.399389404	143	Rps23	K02973	Ribosome
P63010	0.0002354076	236.442027132	0.22340181	612.66029892	949	Ap2B1	K11825	Endocytosis
P31930	0.0004492069	451.180803159	0.21561931	591.317460308	480	UqcRc1	K00414	Oxidative phosphorylation
P62333	0.0003498569	351.394239787	0.13609433	373.22702488	389	PsmC6	K03064	Proteasome
P46781	0.0028489213	2861.44001855	0.55269073	1515.70691326	194	Rps9	K02997	Ribosome
P61088	0.0007687895	772.167711739	0.116856	320.467555256	152	Ube2n	K10580	Ubiquitin mediated proteolysis
P14618	0.0032812132	3295.63149389	1.7423242	4778.17464947	531	Pkm2	K00873	Glycolysis / Gluconeogenesis
P14618	1.609902e-06	1.61697622491	0.00085485796	2.34437461947	531	Pkm2	K00873	Glycolysis / Gluconeogenesis
Q969V3-1;Q969V3;B2RA56;Q969V3-2	9.5400236e-05	95.8194433346	0.033390083	91.5694381873	350			
