Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
4155	32200000.0	69.5781532799	11270000000.0	69.5781532799	350			
121506	30700000.0	66.3369349594	10745000000.0	66.3369349594	350			
12954	110000000.0	237.689343503	38500000000.0	237.689343503	350	CryAa	K09541	Chaperones and folding catalysts
Abpa	7277600.0	15.7255269662	2547160000.0	15.7255269662	350			
14077	67300000.0	145.42266198	23555000000.0	145.42266198	350	FabP3	K08752	PPAR signaling pathway
1415	56300000.0	121.653727629	19705000000.0	121.653727629	350			
10815	12700000.0	27.4423151135	4445000000.0	27.4423151135	350			
12955	100000000.0	216.081221366	35000000000.0	216.081221366	350	CryAb	K09542	Chaperones and folding catalysts
380684	152000000.0	328.443456477	53200000000.0	328.443456477	350	NefH	K04574	Cytoskeleton proteins
226180	18200000.0	39.3267822887	6370000000.0	39.3267822887	350	Ina	K07608	Cytoskeleton proteins
18039	73800000.0	159.467941368	25830000000.0	159.467941368	350	NefL	K04572	Cytoskeleton proteins
4151	247000000.0	533.720616775	86450000000.0	533.720616775	350			
1414	60240.0	0.130167327751	21084000.0	0.130167327751	350			
Abpg	6417800.0	13.8676606248	2246230000.0	13.8676606248	350			
20617	15700000.0	33.9247517545	5495000000.0	33.9247517545	350	SncA	K04528	Alzheimer's disease
5354	2224100.0	4.80586244441	778435000.0	4.80586244441	350			
1417	6126700.0	13.2386481894	2144345000.0	13.2386481894	350			
Bpifa2	2838900.0	6.13432979337	993615000.0	6.13432979337	350			
Try5	1498200.0	3.23732885851	524370000.0	3.23732885851	350			
845	3925800.0	8.4829165884	1374030000.0	8.4829165884	350			
21956	14000000.0	30.2513709913	4900000000.0	30.2513709913	350	TnnT2	K12045	Cytoskeleton proteins
10409	39800000.0	86.0003261038	13930000000.0	86.0003261038	350			
22349	49400000.0	106.744123355	17290000000.0	106.744123355	350	Vil1	K05761	Cytoskeleton proteins
218038	3354400.0	7.24822848951	1174040000.0	7.24822848951	350	AmpH	K12562	Fc gamma R-mediated phagocytosis
21954	10200000.0	22.0402845794	3570000000.0	22.0402845794	350	TnnI3	K12044	Cytoskeleton proteins
66473	37400000.0	80.814376791	13090000000.0	80.814376791	350	CtrB1	K01310	Peptidases
19752	33700000.0	72.8193716004	11795000000.0	72.8193716004	350	RnaSe1	K01168	Other enzymes
Amy2;Amy2a2	495000000.0	1069.60204576	1.7325e+11	1069.60204576	350			
21924	17900000.0	38.6785386246	6265000000.0	38.6785386246	350	TnnC1	K05865	Calcium signaling pathway
342898	4408000.0	9.52486023783	1542800000.0	9.52486023783	350			
16204	48400000.0	104.583311141	16940000000.0	104.583311141	350	FabP6	K08755	PPAR signaling pathway
5948	19300000.0	41.7036757237	6755000000.0	41.7036757237	350			
22003	30700000.0	66.3369349594	10745000000.0	66.3369349594	350	Tpm1	K10373	Cytoskeleton proteins
