!!SBtab TableType='Proteomaps' Organism='mmu'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
17196	45142.857	26.338814828	15800000.0	26.7920318478	350	Mbp		Myelin
69187	9238.2857	5.39012177232	3233400.0	5.48287061878	350			
12954	1392857.1	812.669105962	272999990.0	462.925596616	196.0	Cryaa	K09541	Crystallins
11354	220571.43	128.693450907	77200000.0	130.907902446	350			
14077	759398.5	443.074670089	101000000.0	171.26552004	133.0	Fabp3	K08752	PPAR signaling pathway
12961	540000.0	315.065570775	189000000.0	320.486963243	350	Crybb2		Crystallins
12889	3837.4286	2.2389659855	1343100.0	2.27749227689	350			
12955	1462857.1	853.510939211	255999990.0	434.098726907	175.0	Cryab	K09542	Crystallins
380684	1384.4037	0.807736929488	1509000.0	2.55880861129	1090.0	Nefh	K04574	Amyotrophic lateral sclerosis (ALS)
226180	23015.873	13.4287206734	11600000.0	19.6700993313	504.0	Ina	K07608	Cytoskeleton proteins
18039	75322.284	43.9471451862	40900000.0	69.3540571251	543.0	Nefl	K04572	Cytoskeleton proteins
17189	651428.57	380.079100419	228000000.0	386.619193754	350	Mb		Hemoglobin
12960	956.08571	0.557832759132	334630.0	0.567431494762	350			
110187	637.77143	0.372110777069	223220.0	0.37851375627	350			
20617	132857.14	77.5161308253	18600000.0	31.5399868588	140.0	Snca	K04528	Synaptic vesicle cycle
18823	5735.1429	3.34619642827	2007300.0	3.40377503343	350			
12962	156857.14	91.519045082	54899999.0	93.0938304844	350	Crybb3		Crystallins
19194	11722.571	6.83958985753	4102899.9	6.95728004995	350			
12373	3820.2857	2.22896387888	1337100.0	2.26731808758	350			
21956	84385.382	49.2350528609	25400000.0	43.0707347427	301.0	Tnnt2	K12045	Cardiac muscle contraction
70350	41428.571	24.1716969787	14500000.0	24.5876241642	350			
22349	80894.8	47.1984561754	66900000.0	113.442210799	827.0	Vil1	K05761	Cytoskeleton proteins
218038	225.56851	0.131609021022	154740.0	0.262392342287	686.0	Amph	K12562	Fc gamma R-mediated phagocytosis
21954	52132.701	30.4170725863	11000000.0	18.6526804004	211.0	Tnni3	K12044	Cardiac muscle contraction
66473	110266.16	64.3353159955	29000000.0	49.1752483283	263.0	Ctrb1	K01310	Pancreatic secretion
19752	4510.0671	2.63142012055	672000.0	1.13950920264	149.0	RnaSe1	K01168	Other enzymes
11723	437142.86	255.053082771	153000000.0	259.441827387	350			
21924	104968.94	61.2446277681	16899999.0	28.6572981922	161.0	Tnnc1	K05865	Calcium signaling pathway
68416	17672.857	10.3113125517	6185500.0	10.4887413288	350			
16204	405468.75	236.5726725	51900000.0	88.0067375255	128.0	Fabp6	K08755	PPAR signaling pathway
19660	148000.0	86.3513045828	51800000.0	87.8371677037	350			
22003	94014.085	54.8529654656	26700000.0	45.2751424264	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	5387323.9	3143.25977686	1530000000.0	2594.41827387	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	26300.352	15.3450655823	7469300.0	12.6656787013	284.0	Tpm1	K10373	Cardiac muscle contraction
22072	102032.52	59.5313595397	25100000.0	42.5620252773	246.0	Prss2	K01312	Neuroactive ligand-receptor interaction
282619	15038.571	8.774325844	5263499.8	8.92530723245	350			
12716	93540.67	54.5767492301	39100000.0	66.3018003323	418.0	Ckmt1	K00933	Amino acid metabolism
19293	117142.86	68.3475593484	41000001.0	69.5236286426	350	Pvalb		Blood proteins
17906	492168.67	287.158153576	81699999.0	138.538542733	166.0	Myl2	K10351	Cardiac muscle contraction
17906	298795.18	174.333470244	49600000.0	84.1066316236	166.0	Myl2	K10351	Cardiac muscle contraction
12409	602459.02	351.507583342	147000000.0	249.267638078	244.0	Cbr2	K00081	Lipid and steroid metabolism
227120	69142.857	40.3417290847	24200000.0	41.0358968809	350			
56727	5433.6842	3.1703089146	1548600.0	2.62595826073	285.0	Miox	K00469	Carbohydrate metabolism
109901	53759.398	31.3661766952	14300000.0	24.2484845205	266.0	CelA1	K01326	Peptidases
12613	20367.279	11.8833858949	12200000.0	20.6875182623	599.0	Cel	K12298	Lipid and steroid metabolism
12307	54857.143	32.0066612415	19200000.0	32.5574057898	350			
12308	22135.429	12.9150214301	7747400.2	13.137252715	350			
12970	23398.571	13.6520076434	8189499.8	13.886920219	350	Crygs		Crystallins
22227	34853.42	20.3353938255	10700000.0	18.1439709349	307.0	Ucp1	K08769	PPAR signaling pathway
59006	8240.8571	4.8081673072	2884300.0	4.8909023708	350			
109697	91169.451	53.1932502159	38200000.0	64.7756719359	419.0	Cpa1	K08779	Pancreatic secretion
55948	30496.371	17.7932528439	7563100.0	12.8247351942	248.0	Sfn	K06644	Cell cycle
215384	13657.714	7.96865825351	4780199.9	8.10577645315	350			
13706	45387.454	26.4815261121	12300000.0	20.8570880841	271.0	Cela2a	K01346	Pancreatic secretion
26950	4413.4286	2.57503592766	1544700.0	2.61934503768	350			
16618	1702.3372	0.993236743648	444310.01	0.753415692293	261.0	Klk1b26	K01325	Endocrine and other factor-regulated calcium reabsorption
18378	8284.2857	4.83350593062	2899500.0	4.91667698372	350			
12797	485714.29	283.392314838	170000000.0	288.268697097	350			
12957	144000.0	84.01748554	50400000.0	85.4631901982	350	Cryba1		Crystallins
22287	121428.57	70.8480772509	42500000.0	72.0671742742	350			
16612	66666.667	38.8969842408	17400000.0	29.505148997	261.0	Klk1	K01325	Endocrine and other factor-regulated calcium reabsorption
