!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	781.40236	52.76411837926827	273490.83	44.56443872934364		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1094.9536	73.93663537208404	383233.76	62.446691234715196					
YAL003W	18306.948	1236.1748836221948	3807845.2	620.475955651695	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	7144.1146	482.40564370634706	4586521.6	747.358735296577	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	3588.0373	242.28186979935674	1255813.1	204.63064867826498		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	1566.0946	105.75038558564474	548133.11	89.31650248061177					
YAL009W	594.40683	40.13726339854615	208042.39	33.899828898326184					
YAL010C	628.43842	42.43524320423131	219953.45	35.84069727614907		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1365.4973	92.20507240824202	853435.81	139.06458166868978	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	13529.293	913.5641943029267	5330541.4	868.5943350076112	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	2043.2569	137.97072349622377	715139.92	116.52971745980554					
YAL014C	1751.8011	118.2901989409558	446709.28	72.7898201866191	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	540.50497	36.49754554319857	215661.48	35.14133476336142	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	3133.8154	211.61058016816577	1989972.8	324.2595772540542	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	2329.4428	157.29539856641094	815304.98	132.8512872879092		PSK1	K08286	Other enzymes	Psk1p
YAL018C	162.97871	11.005121545499852	57042.549	9.294897309266574					
YAL019W	964.15916	65.10475352889368	337455.71	54.987307297148334		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	766.995	51.79126279616926	268448.25	43.74276676524958		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	2582.2038	174.36306051417142	2161304.6	352.17753524733735	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	1215.3385	82.065614038947	425368.48	69.3124064318867		FUN26	K15014	Alcoholism	Fun26p
YAL023C	6969.8727	470.6399763512745	5290133.4	862.0099832025605	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	1359.5329	91.80232687819101	1950929.7	317.89763145223833	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	1311.4504	88.55556074099741	459007.64	74.79379783622223		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	1455.3997	98.27572322657372	1972066.6	321.341820367012	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	339.89368	22.951287692406158	118962.79	19.38459862082679		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	232.8246	15.72145847627819	81488.61	13.278303215813045					
YAL029C	3009.3211	203.2041146658807	1053262.4	171.62567275371325		MYO4	K10357	Messenger RNA Biogenesis	myosin 4
YAL030W	1658.2367	111.972271928699	195671.93	31.884102788884793	118.0	SNC1	K08513	SNARE interactions in vesicular transport	SNAP receptor SNC1
YAL031C	1049.4368	70.86311787791436	367302.88	59.85080629895875					
YAL032C	847.51949	57.22867115361293	326295.0	53.168706004479866	385.0	PRP45	K06063	Spliceosome	Prp45p
YAL033W	2291.661	154.7441861951278	396457.35	64.60143209508321	173.0	POP5	K03537	Ribosome biogenesis in eukaryotes	Pop5p
YAL034C	1280.3529	86.45570507726573	448123.52	73.02026598192633					
YAL034W-A	482.34961	32.57061051394045	139399.04	22.714618903344302	289.0	MTW1	K11559	Chromosome-related	Mtw1p
YAL035W	9646.6139	651.386665608093	9685200.4	1578.1718158784865	1004.0	FUN12	K03243	RNA transport	translation initiation factor eIF5B
YAL036C	3252.7814	219.6437477504956	1138473.5	185.51054357373297					
YAL037C-A	117.15566	7.910924549858416	41004.481	6.681546438515087					
YAL037W	233.69078	15.779947196555097	81791.773	13.32770263786498					
YAL038W	18888.99	1275.4772130772865	9444495.0	1538.9496560345087	500.0	Pyk1	K00873	Glycolysis	pyruvate kinase CDC19
YAL039C	2817.5572	190.2552759645615	757922.89	123.50106288014138	269.0	CYC3	K01764	Cofactor biosynthesis	holocytochrome c synthase CYC3
YAL040C	4120.0647	278.20696825262263	2389637.5	389.3836365705274	580.0	CLN3	K06646	Cell cycle	Cln3p
YAL041W	1495.9054	101.01086668049818	1277503.2	208.1649797287186	854.0	CDC24	K11236	MAPK signaling pathway	Cdc24p
YAL042W	3069.994	207.3010463388456	1074497.9	175.08592821689268					
YAL043C	1693.2195	114.33448209714317	592626.82	96.56660740418887		Pta1	K06100	mRNA surveillance pathway	Pta1p
YAL044C	10896.661	735.795974487146	3813831.4	621.451387417073		Gcv3		Amino acid metabolism	glycine decarboxylase subunit H
YAL044W-A	3846.4894	259.7338227212426	1346271.3	219.37051732931522					
YAL046C	3395.4798	229.2794433352033	1188417.9	193.64882065481038					
YAL047C	402.36625	27.169741907129957	140828.19	22.947494234521002		Spc72		Cytoskeleton proteins	
YAL048C	662.97355	44.767224499454706	232040.74	37.81028175767925		GEM1	K07870	Mitochondrial biogenesis	ERMES complex Ca(2+)-binding regulatory GTPase GEM1
YAL049C	3891.442	262.76924266527226	1362004.7	221.9342235431735					
YAL051W	1098.4141	74.17030529810201	384444.93	62.644047435856635					
YAL053W	2423.1997	163.62632412244997	848119.9	138.19837147259034					
YAL054C	2145.6157	144.88249151335623	1529824.0	249.2798311178455	713.0	ACS1	K01895	Glycolysis	acetate--CoA ligase 1
YAL055W	897.77865	60.622416045658795	314222.53	51.20153639361269					
YAL056W	1340.5093	90.51776013795254	469178.26	76.45106719267355					
YAL058W	720.67275	48.66335736906759	361777.72	58.95049949785021	502.0	CNE1	K08054	Protein processing in endoplasmic reticulum	Cne1p
YAL059W	1676.8416	113.22856599214981	586894.56	95.6325543335588					
YAL060W	2433.1512	164.29829819231495	929463.76	151.45308814802075	382.0	BDH1	K00004	Butanoate metabolism	(R,R)-butanediol dehydrogenase
YAL061W	419.12194	28.301168245138868	174773.85	28.478828814174484	417.0	BDH2	K00004	Butanoate metabolism	putative dehydrogenase BDH2
YAL062W	6476.8658	437.3497333663467	2959927.7	482.31056459895575	457.0	GDH3	K00262	Amino acid metabolism	glutamate dehydrogenase (NADP(+)) GDH3
YAL063C-A	179.32388	12.108827560425716	62763.358	10.22708447679529					
YAL064C-A	158.90936	10.730339082433481	55618.276	9.06281666933302					
YAL064W	162.38421	10.964977990806116	56834.474	9.26099216667511					
YAL064W-B	234.33686	15.823573685733448	82017.901	13.364549457924685					
YAL065C	230.55848	15.568438943624582	80695.468	13.149063313829242					
YAL067C	2486.1659	167.87811065492562	870158.06	141.7894177648096					
YAL067W-A	134.90005	9.10911275923099	47215.017	7.693533023397596					
YAR002C-A	4951.1968	334.3290824899149	1732918.9	282.37348265743157					
YAR002W	2114.0373	142.75016312388493	739913.05	120.56641819313201		NUP60	K18718	Messenger RNA Biogenesis	Nup60p
YAR003W	921.84429	62.24744604663403	322645.5	52.57403188270862		SWD1	K14961	Chromosome-related	Swd1p
YAR007C	2399.119	162.0002771964391	1489852.9	242.76667074279942	621.0	RFA1	K07466	DNA replication	Rfa1p
YAR008W	1010.2217	68.21512206349828	277810.97	45.26839145175187	275.0	SEN34	K15323	Transfer RNA biogenesis	Sen34p
YAR014C	2096.2734	141.5506575036594	733695.69	119.55331965970669					
YAR015W	13725.307	926.800020593487	4199943.9	684.3671599454744	306.0	ADE1	K01923	Purine metabolism	phosphoribosylaminoimidazolesuccinocarboxamide synthase
YAR018C	1313.9982	88.72760068826183	1051198.6	171.28938327501442	800.0	KIN3	K08857	Chromosome-related	Kin3p
YAR019C	734.69586	49.610266508279175	715593.77	116.60367083702594	974.0	CDC15	K06683	Cell cycle	Cdc15p
YAR023C	464.91883	31.393598789323978	162721.59	26.51495235689027					
YAR027W	136.60616	9.224317671087224	47812.156	7.790834875815835					
YAR028W	148.3859	10.019743469183101	51935.065	8.462649450063752					
YAR029W	1185.3237	80.0388675874389	414863.29	67.6006199851707					
YAR031W	309.69971	20.912442804069663	108394.9	17.66259541361343					
YAR033W	145.53396	9.827166497991755	50936.886	8.299999437679727					
YAR035C-A	168.72338	11.393029828666327	59053.183	9.622523561671947					
