Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
A0AV56;B7Z2F6;B7ZLP6;F5GZU3;K7ES42;Q15424;Q15424-2	49465866.0	68.5054232694	17313053000.0	57.1782003849	350			
Q9H173	5391592.4	7.46683216782	2523265200.0	8.33335190678	468	Sil1	K14001	Protein processing in endoplasmic reticulum
Q99798	27022541.0	37.4235964861	21753146000.0	71.8420801339	805	Aco2	K01681	
O95816	88965954.0	123.209211284	18771816000.0	61.9959204674	211	Bag2	K09556	Protein processing in endoplasmic reticulum
P21980	10660044.0	14.7631262797	7323450200.0	24.1864738151	687	Tgm2	K05625	CAM ligands
P16949	257067150.0	356.013051897	38303005000.0	126.499751097	149	StmN1	K04381	MAPK signaling pathway
Q9P2E9	815828120.0	1129.84276219	1.2563753e+12	4149.31316054	1540	RrbP1	K14000	Protein processing in endoplasmic reticulum
A2A3N8;C9JTM0;D6RAH3;D6RF25;D6RJE2;E7ENY0;E7EV99;H0Y9H2;H0YFD8;P35611;P35611-2;P35611-3;P35612;P35612-2;P35612-3;P35612-4;P35612-8;Q86XM2	13219278.0	18.3074169712	4626747300.0	15.2803254429	350			
P62753	516380760.0	715.137232854	1.2857881e+11	424.645206332	249	Rps6	K02991	Ribosome
P45880	347050410.0	480.631133252	1.0203282e+11	336.974248724	294	VdaC2	K05862	Calcium signaling pathway
O75955	5187902.7	7.18474170338	3066050500.0	10.1259581357	591	FloT1	K07192	Insulin signaling pathway
O15212	87396974.0	121.036326269	11274210000.0	37.2342785851	129	PfdN6	K04798	Chaperones and folding catalysts
P04439	7422172.0	10.2789878264	2753625800.0	9.09414230854	371	Hla-a	K06751	Cell adhesion molecules (CAMs)
A2BFH1	8339883000.0	11549.9284887	1.3677408e+12	4517.10957836	164	PpiAl4g	K12738	Chaperones and folding catalysts
Q04917	247940720.0	343.373832156	60993417000.0	201.437251961	246	YwhAh	K06630	
A2T926;G5E972;H0YJH7;P42166;P42167;P42167-2	1579142.6	2.18695922994	552699910.0	1.82535028378	350			
O95865	49825467.0	69.0034357516	14200258000.0	46.8978635623	285	DdaH2	K01482	Other enzymes
A5PL29;K7EJR2;M0QX30;M0R165;M0R1V5;M0R2S2;M0R330;M0R3I1;Q9UBC2;Q9UBC2-2;Q9UBC2-3	54726642.0	75.7910874202	19154325000.0	63.2591971553	350			
P30044	548189710.0	759.189541238	1.173126e+11	387.437348599	214	PrdX5	K11187	Peroxisome
Q9GZQ8	45410419.0	62.8890227947	5676302400.0	18.7465928783	125	Map1lc3b	K10435	Cytoskeleton proteins
A6NCP5;C9IZD3;E7ERK8;F5H6L3;I3L1S9;I3L4P0;I3L4P6;J3KRS3;Q17R89;Q68EM7;Q68EM7-2;Q68EM7-3;Q68EM7-4;Q68EM7-5;Q68EM7-6;Q68EM7-7	1066202.5	1.47658697724	373170880.0	1.23243655261	350			
Q9UKK9	32798352.0	45.4225341228	7609217700.0	25.1302514018	232	NudT5	K13987	Purine metabolism
A6NDF3;Q9BVG4	34040998.0	47.143478222	11914349000.0	39.3484057709	350			
P08865	1815991100.0	2514.971414	5.3571737e+11	1769.26363776	295	RpsA	K02998	Ribosome
P61326	13734966.0	19.0215947987	2005305000.0	6.62273321307	146	MagOh	K12877	RNA transport
O95861	13571247.0	18.7948598743	4397084000.0	14.5218379486	324	BpnT1	K01082	Sulfur metabolism
A6NFL3;H0Y2W2;J3QSF3;Q5SV16;Q5T2N8;Q5T9A4;Q5T9A4-2;Q5T9A4-3;Q9NVI7;Q9NVI7-2;Q9NVI7-3	48572958.0	67.2688323548	17000535000.0	56.1460764245	350			
Q9NYB9	34533902.0	47.8261024209	17715892000.0	58.5086190617	513	Abi2	K05751	Regulation of actin cytoskeleton
Q9NYB9	31337570.0	43.3994928358	16076173000.0	53.0932725277	513	Abi2	K05751	Regulation of actin cytoskeleton
A6NFQ9;A6NMH6;B7Z277;C9J4G8;C9JV02;F6W7K9;F8W8I8;Q92599;Q92599-2;Q92599-3	16067031.0	22.2512784743	5623460800.0	18.5720778697	350			
A6NG10;B4DFG2;K7EIJ0;K7EIK1;K7EIN1;K7EMC9;K7ENL2;K7ESN4;Q969T9	11160977.0	15.4568698643	3906342000.0	12.9011102576	350			
Q13162	141510120.0	195.977781275	38349243000.0	126.652457014	271	PrdX4	K03386	Other enzymes
Q13813	363820100.0	503.855526241	9.0118239e+11	2976.25076748	2477	SptAn1	K06114	Cytoskeleton proteins
A6NGP5;B4DLH4;B4E1P3;H3BMM8;H3BMT0;H3BMV3;H3BS08;H3BTV5;H3BU16;Q9H910;Q9H910-2	75867570.0	105.069220769	26553650000.0	87.6962555737	350			
P22090	150830190.0	208.885173622	39668340000.0	131.008915265	263	Rps4y1	K02987	Ribosome
P30046	179732990.0	248.912746325	29835676000.0	98.5354957872	166	Ddt	K10028	Other enzymes
Q9H7Z7	13760027.0	19.0563018513	5187530200.0	17.1323706615	377	PtgEs2	K05309	Arachidonic acid metabolism
O95825	5249978.2	7.27071024585	1832242400.0	6.05117555528	349	CryZl1	K00540	
P17516	1576900.3	2.18385386208	509338800.0	1.68214560252	323	Akr1c4	K00037	Primary bile acid biosynthesis
A6NIR2;Q9Y547	7737413.8	10.7155671222	2708094800.0	8.94377133459	350			
P32119	540402830.0	748.40546823	1.0699976e+11	353.37809677	198	PrdX2	K03386	Other enzymes
Q92890	17108975.0	23.6942697835	5868378400.0	19.3809443135	343	Ufd1l	K14016	Protein processing in endoplasmic reticulum
A6NJA2	49824431.0	69.0020009922	24613269000.0	81.2879407814	494	Usp14	K11843	Ubiquitin labeling
A6NJG9	325012510.0	450.110780743	81253128000.0	268.347104042	250	PsmE1	K06696	Proteasome
O14602	90549918.0	125.402847685	13039188000.0	43.0633062996	144	Eif1ay	K03236	RNA transport
A6NKH4;H0YK42;H0YK43;H0YK58;H0YKD5;H0YKL5;H0YKT3;J3KPH4;Q13596;Q13596-2;Q13596-3	360027030.0	498.602492445	1.2600946e+11	416.159654468	350			
P07437	681420450.0	943.701184806	3.0255068e+11	999.205825086	444	TubB	K07375	Phagosome
A6NL28;A6NL28-2;D6R904;D6RFM2;P06753-2;P06753-3;Q5VU59;Q5VU61;H0YL80;K7EP68;K7EQW8;Q5VU58	2513899800.0	3481.50722472	8.7986493e+11	2905.84758674	350			
P68032	6155120700.0	8524.24475552	2.3204805e+12	7663.63385003	377	ActC1	K12314	Cytoskeleton proteins
P21810	2235846.9	3.09643094594	822791660.0	2.71735703752	368	Bgn	K08118	Proteoglycans
P51571	32736347.0	45.336663216	5663388000.0	18.7039416977	173	Ssr4	K04571	Protein processing in endoplasmic reticulum
A6NLN1	193549860.0	268.047770215	1.0780727e+11	356.044984498	557	PtbP1	K13218	
A6NM69	489654870.0	678.12446921	7.4917195e+11	2474.22010894	1530	Scp2	K08764	Peroxisome
A6NMQ3;C9JUF4;D6RE62;O43768;O43768-2;O43768-3;O43768-4;O43768-5;O43768-6;O43768-7;O43768-8;O43768-9;Q5T5H1;H3BMD8;H3BQ52;H3BTD3;P56211;P56211-2	45660078.0	63.2347762779	15981027000.0	52.7790427351	350			
