!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	896.13044	72.76979509526483	313645.65	61.778994418166015		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1137.5878	92.3772114122952	398155.73	78.42500165786076					
YAL003W	13404.503	1088.5055267890048	2788136.6	549.1811394434591	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	7100.4131	576.5852640590293	4558465.2	897.8839532644691	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	2399.8569	194.87910138501428	839949.92	165.44550010248506		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	1936.4879	157.25146853337523	677770.77	133.50096395925172					
YAL009W	656.70874	53.327683464328636	229848.06	45.27332681249138					
YAL010C	647.82214	52.60605184438994	226737.75	44.660686961982485		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1143.4371	92.85220070341974	714648.19	140.76473415449072	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	3487.9019	283.23321611012886	1374233.3	270.6836564446466	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1518.0557	123.27290459210249	531319.49	104.65435693743183					
YAL014C	1392.8958	113.10936157358407	355188.43	69.96170370724782	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	517.13828	41.99393859616876	206338.17	40.64256798295972	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	2915.7635	236.77302206278387	1851509.8	364.69312933043926	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	2462.5885	199.9731875517537	861905.97	169.7701980231958		PSK1	K08286	Other enzymes	Psk1p
YAL018C	109.9434	8.927895240425869	38480.19	7.579468879035841					
YAL019W	760.51149	61.75693049205487	266179.02	52.429460414365394		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	612.37837	49.72785937912373	214332.43	42.21720274648145		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	1894.3587	153.83038928566276	1585578.2	312.3124033997147	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	1002.2603	81.38801385110706	350791.1	69.09555866259366		FUN26	K15014	Alcoholism	Fun26p
YAL023C	4833.5364	392.5047489888905	3668654.1	722.6172630357918	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	1109.7816	90.11922375105922	1592536.6	313.68300412304484	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	889.7961	72.25541838927576	311428.64	61.34230846886298		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	1389.1004	112.80115813803894	1882231.0	370.74430473593065	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	331.73088	26.938029428363002	116105.81	22.869439406880485		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	279.50887	22.697368920097187	97828.105	19.26926757228981					
YAL029C	2548.2482	206.9291378673371	891886.87	175.67555604028163		MYO4	K10357	Messenger RNA Biogenesis	myosin 4
YAL030W	2000.2848	162.4320618192289	236033.61	46.491698752045735	118.0	SNC1	K08513	SNARE interactions in vesicular transport	SNAP receptor SNC1
YAL031C	1135.7101	92.22473378387049	397498.54	78.29555450199658					
YAL032C	807.89029	65.60430071179603	311037.76	61.26531657263176	385.0	PRP45	K06063	Spliceosome	Prp45p
YAL033W	2209.1322	179.3914037027373	382179.87	75.27822577952352	173.0	POP5	K03537	Ribosome biogenesis in eukaryotes	Pop5p
YAL034C	1172.5443	95.21583537673459	410390.51	80.83489449497644					
YAL034W-A	492.84402	40.021136152150575	142431.92	28.054910982022765	289.0	MTW1	K11559	Chromosome-related	Mtw1p
YAL035W	5875.7142	477.13424216717596	5899217.1	1161.9727558550533	1004.0	FUN12	K03243	RNA transport	translation initiation factor eIF5B
YAL036C	2478.2383	201.24402122556785	867383.41	170.84909306027296					
YAL037C-A	83.025404	6.742033711946646	29058.891	5.723749284860462					
YAL037W	231.05734	18.76288823204905	80870.069	15.929031827311173					
YAL038W	15639.772	1270.0193554151115	7819886.0	1540.2881995803052	500.0	Pyk1	K00873	Glycolysis	pyruvate kinase CDC19
YAL039C	2394.9777	194.48288854770814	644249.0	126.89815839916491	269.0	CYC3	K01764	Cofactor biosynthesis	holocytochrome c synthase CYC3
YAL040C	3515.3344	285.4608576618999	2038894.0	401.60232110737763	580.0	CLN3	K06646	Cell cycle	Cln3p
YAL041W	1332.9749	108.24351680334743	1138360.6	224.22365224341584	854.0	CDC24	K11236	MAPK signaling pathway	Cdc24p
YAL042W	2330.9662	189.2848687831518	815838.17	160.69619250436529					
YAL043C	1274.2184	103.47222651494374	445976.44	87.84427903716679		Pta1	K06100	mRNA surveillance pathway	Pta1p
YAL044C	6414.1225	520.8554014088929	2244942.9	442.18791138407767		Gcv3		Amino acid metabolism	glycine decarboxylase subunit H
YAL044W-A	3350.0759	272.0411291871582	1172526.6	230.95335221945905					
YAL046C	2482.4105	201.58282250442684	868843.67	171.13672145361772					
YAL047C	359.25039	29.172736580841935	125737.64	24.766627433581075		Spc72		Cytoskeleton proteins	
YAL048C	718.89974	58.37787049599516	251614.91	49.56075788207917		GEM1	K07870	Mitochondrial biogenesis	ERMES complex Ca(2+)-binding regulatory GTPase GEM1
YAL049C	4060.0127	329.69116891417383	1421004.4	279.8961914370225					
YAL051W	1025.5346	83.2779909865626	358937.11	70.7000837255758					
YAL053W	1958.7845	159.0620520610602	685574.57	135.0380836886039					
YAL054C	1166.833	94.75205230211034	831951.93	163.87013063835715	713.0	ACS1	K01895	Glycolysis	acetate--CoA ligase 1
YAL055W	872.16102	70.82337111043473	305256.36	60.1265503301247					
YAL056W	1412.0845	114.66756973705691	494229.57	97.34873047441465					
YAL058W	532.59464	43.2490640778103	267362.51	52.66257323484912	502.0	CNE1	K08054	Protein processing in endoplasmic reticulum	Cne1p
YAL059W	1114.3822	90.49281302374958	390033.77	76.82521373953774					
YAL060W	2380.8627	193.33668749044946	909489.55	179.14276774707483	382.0	BDH1	K00004	Butanoate metabolism	(R,R)-butanediol dehydrogenase
YAL061W	410.26026	33.31496590600145	171078.53	33.69745300130273	417.0	BDH2	K00004	Butanoate metabolism	putative dehydrogenase BDH2
YAL062W	7639.2386	620.3403018045428	3491132.0	687.6506157221717	457.0	GDH3	K00262	Amino acid metabolism	glutamate dehydrogenase (NADP(+)) GDH3
YAL063C-A	159.42901	12.946347844116229	55800.154	10.990993825352923					
YAL064C-A	114.56166	9.302918584010378	40096.581	7.897850500354593					
YAL064W	125.85027	10.219604146672838	44047.594	8.676084185639567					
YAL064W-B	220.15841	17.877846426240474	77055.443	15.177662381054256					
YAL065C	192.25746	15.612164641718984	67290.111	13.254178375714034					
YAL067C	268.15846	21.77566492134981	93855.461	18.486773214401023					
YAL067W-A	86.804129	7.048883062997989	30381.445	5.984253634860926					
YAR002C-A	4017.136	326.20938932708475	1405997.6	276.9402919579941					
YAR002W	1732.0377	140.64919893388932	606213.2	119.40622131701352		NUP60	K18718	Messenger RNA Biogenesis	Nup60p
YAR003W	809.07146	65.70021699254715	283175.01	55.77717198422521		SWD1	K14961	Chromosome-related	Swd1p
YAR007C	1651.1833	134.08346044547176	1025384.8	201.97073300928062	621.0	RFA1	K07466	DNA replication	Rfa1p
YAR008W	570.95309	46.363941580098874	157012.1	30.92677883300637	275.0	SEN34	K15323	Transfer RNA biogenesis	Sen34p
YAR014C	1545.1042	125.46936362839442	540786.47	106.51907434887015					
YAR015W	5549.3489	450.6319218049699	1698100.8	334.47605552534606	306.0	ADE1	K01923	Purine metabolism	phosphoribosylaminoimidazolesuccinocarboxamide synthase
YAR018C	1266.4361	102.84026898834763	1013148.9	199.56061956501242	800.0	KIN3	K08857	Chromosome-related	Kin3p
YAR019C	879.01545	71.37998144787048	856161.05	168.63861727079956	974.0	CDC15	K06683	Cell cycle	Cdc15p
YAR023C	432.48062	35.119358405092335	151368.22	29.815099997298624					
YAR027W	91.557685	7.434893046202964	32045.19	6.311962605376703					
YAR028W	105.7698	8.588980275312535	37019.43	7.291742000355138					
YAR029W	1213.3612	98.53035000188662	424676.42	83.64879978634082					
YAR031W	311.11209	25.263691568115455	108889.23	21.447984795479854					
YAR033W	144.51925	11.73560872435195	50581.738	9.963118919593292					
YAR035C-A	183.88017	14.931891269068444	64358.059	12.676650123236204					
YAR035W	5602.6453	454.9598275809586	3849017.3	758.1435237253392	687.0	YAT1	K00624	Peroxisome	carnitine O-acetyltransferase YAT1
YAR042W	1607.5025	130.5363843461516	562625.88	110.8207976104108					
YAR050W	316.91736	25.73510542654067	110921.08	21.848199655174387		Flo1		Cell wall	
YAR068W	1064.4745	86.4400848264171	372566.08	73.38459110374397					
YBL001C	5129.5919	416.54577818529435	1795357.2	353.6327139796588					
YBL002W	8428.7542	684.4524956013689	1104166.8	217.48847648269387	131.0	HTB2	K11252	Chromosome-related	histone H2B
YBL003C	9502.4681	771.6428609838212	1254325.8	247.06539560412085	132.0	HTA2	K11251	Chromosome-related	histone H2A
YBL004W	3824.0232	310.5277672562255	1338408.1	263.62714272979133		UTP20	K14772	Ribosome biogenesis	Utp20p
YBL005W	486.63414	39.51686615417329	170321.95	33.548428930358675					
YBL006C	1690.6779	137.2905984033894	304322.02	59.942512752544175	180.0	LDB7	K11764	Transcription machinery	Ldb7p
YBL007C	2509.2085	203.75893982163672	878222.98	172.9841704462508					
YBL008W	856.95086	69.58823816866547	719838.72	141.78711633609385	840.0	HIR1	K11293	Chromosome-related	Hir1p
YBL008W-A	105.44397	8.562521423701723	36905.389	7.2692792679612985					
YBL009W	1149.3949	93.33600067925649	402288.22	79.23898098976964		ALK2	K16315	Chromosome-related	Alk2p
YBL010C	514.50251	41.7799022971471	180075.88	35.46966707609793					
YBL011W	2973.792	241.48519549892512	2257108.1	444.5840990018427	759.0	SCT1	K13507	Lipid and steroid metabolism	bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase SCT1
YBL013W	262.6671	21.32974195728407	105329.51	20.74682435531359	401.0	FMT1	K00604	Other central metabolism enzymes	Fmt1p
YBL014C	1153.4799	93.66772092855877	403717.97	79.5205998079148		RRN6	K15218	Transcription machinery	Rrn6p
YBL015W	14778.57	1200.085905686931	7773527.8	1531.1569937783559	526.0	ACH1	K01067	Glycolysis	Ach1p
YBL016W	119.87992	9.734785054770308	42317.612	8.33532846872933	353.0	Fus3	K04371	MAPK signaling pathway	mitogen-activated serine/threonine-protein kinase FUS3
YBL017C	3047.3425	247.45782467794763	1066569.9	210.08298982843817					
YBL018C	2590.5163	210.36149641557049	906680.7	178.5895066753161		Pop8	K14528	Ribosome biogenesis in eukaryotes	Pop8p
YBL019W	636.04627	51.649798592945345	330744.06	65.14687972424156	520.0	APN2	K10772	Base excision repair	DNA-(apurinic or apyrimidinic site) lyase APN2
YBL020W	1797.5958	145.97280952771638	1031820.0	203.23827867707413	574.0	RFT1	K06316	Carbohydrate metabolism	Rft1p
YBL021C	1307.1289	106.14470613909613	457495.11	90.11311920643008					
YBL022C	4905.2984	398.33214397797985	5557703.1	1094.7045138127182	1133.0	PIM1	K08675	Mitochondrial biogenesis	ATP-dependent Lon protease PIM1
YBL023C	2017.3817	163.82040647780812	1751087.3	344.91284203183244	868.0	MCM2	K02540	DNA replication	MCM DNA helicase complex subunit MCM2
YBL024W	2688.2371	218.29686193283308	940882.98	185.32635274733576		NCL1	K15334	Transfer RNA biogenesis	Ncl1p
YBL025W	561.55457	45.60073976921212	196544.1	38.71342343445051		RRN10	K15221	Transcription machinery	Rrn10p
YBL026W	2910.2119	236.32220734160236	279380.34	55.029733284696675	96.0	LSM2	K12621	RNA degradation	Sm-like protein LSM2
YBL027W	11199.878	909.4801278617034	2116776.9	416.942968249688	189.0	RPL19B	K02885	Ribosome	ribosomal 60S subunit protein L19B
YBL028C	1041.4951	84.57405488839589	364523.29	71.80039735351507					
YBL029C-A	1667.4241	135.4022859595154	583598.43	114.95177487531056					
YBL029W	2477.6577	201.1968739117992	867180.2	170.80906665003673					
YBL030C	14563.102	1182.5889415065974	5097085.7	1003.9763950471298		Pet9	K05863	Transport	ADP/ATP carrier protein PET9
YBL031W	477.08835	38.7417053613735	166980.92	32.89034400642963					
YBL032W	2601.7898	211.27695497873063	910626.43	179.36669976454144		HEK2	K18738	Messenger RNA Biogenesis	Hek2p
YBL033C	2800.8351	227.44032255240162	966288.11	190.33041827307406	345.0	RIB1	K01497	Cofactor biosynthesis	GTP cyclohydrolase II
YBL034C	991.21004	80.49068337324782	346923.51	68.33375686167037		Stu1		Cytoskeleton proteins	
YBL035C	619.90221	50.33882879907732	437031.06	86.0823015281901	705.0	POL12	K02321	DNA replication	DNA-directed DNA polymerase alpha subunit POL12
YBL036C	1572.0158	127.6547057731002	550205.53	108.37435292571115					
YBL037W	1238.7291	100.59033681027711	1269697.3	250.0931302871902	1025.0	APL3	K11824	Endocytosis	Apl3p
YBL038W	3041.0121	246.94376791756008	1064354.2	209.64656191071535					
YBL039C	3297.6145	267.78102914144307	1909318.8	376.0798069021504	579.0	URA7	K01937	Pyrimidine metabolism	CTP synthase URA7
YBL039W-B	1227.911	99.71185876156794	429768.85	84.6518591450308					
YBL040C	2112.687	171.5596226040818	739440.45	145.64808226454335					
YBL041W	3590.5487	291.56859483377167	865322.24	170.44310302047842	241.0	PRE7	K02732	Proteasome	proteasome core particle subunit beta 6
YBL042C	5889.7585	478.2747020685899	2061415.5	406.03839609451273					
YBL043W	5092.524	413.53569910840037	1782383.4	351.0772558765976					
YBL044W	107.09338	8.696460884265166	37482.683	7.382989255023579					
YBL045C	12601.928	1023.3328513707006	5759081.1	1134.370073778053	457.0	Cor1	K00414	Oxidative phosphorylation	ubiquinol--cytochrome-c reductase subunit COR1
YBL046W	594.25976	48.25654730416395	207990.92	40.96811126093799					
YBL047C	4462.0172	362.3357302264471	1561706.0	307.6102801260479					
YBL049W	1136.326	92.27474761533813	397714.1	78.33801350003075					
YBL050W	3347.8921	271.86379487126436	1171762.2	230.80278783786076					
YBL051C	1305.7436	106.03221359041598	457010.26	90.01761797616068					
YBL052C	925.05944	75.11895913249016	769649.45	151.59836929188893	832.0	SAS3	K11378	Chromosome-related	Sas3p
YBL054W	1112.4828	90.33857325838244	389368.98	76.69426960656715					
YBL055C	530.14663	43.05027472958644	185551.32	36.54816817183129					
YBL056W	1995.2135	162.02024960373646	933759.92	183.92331883317095	468.0	PTC3	K14803	Ribosome biogenesis	type 2C protein phosphatase PTC3
