15275	Hk1	K00844	974
15277	Hk2	K00844	917
212032	Hk3	K00844	922
103988	Gck	K12407	465
14751	Gpi1	K01810	558
18641	PfkL	K00850	780
18642	PfkM	K00850	780
56421	PfkP	K00850	784
14120	Fbp2	K03841	339
14121	Fbp1	K03841	338
11674	AldOa	K01623	364
11676	AldOc	K01623	363
230163	AldOb	K01623	364
21991	Tpi1	K01803	299
14433	GapDh	K00134	333
14447	GapDhs	K10705	440
18655	Pgk1	K00927	417
18663	Pgk2	K00927	417
18648	PgaM1	K01834	254
56012	PgaM2	K01834	253
13806	Eno1	K01689	434
13807	Eno2	K01689	434
13808	Eno3	K01689	434
433182	Gm5506	K01689
18746	Pkm2	K00873	531
18770	PklR	K12406	574
18597	PdhA1	K00161	390
18598	PdhA2	K00161	391
68263	PdhB	K00162	359
235339	DlaT	K00627	642
13382	Dld	K00382	509
27402	PdhX	K13997	501
106557	LdhAl6b	K00016
16828	LdhA	K00016	332
16832	LdhB	K00016	334
16833	LdhC	K00016	332
433229	Gm5514	K00016
11522	Adh1	K13951	375
11529	Adh7	K13951	374
26876	Adh4	K13980	377
11532	Adh5	K00121	374
58810	Akr1a4	K00002	325
11669	AldH2	K00128	519
11671	AldH3a2	K00128	484
72535	AldH1b1	K00128	519
110695	AldH7a1	K14085	539
56752	AldH9a1	K00149	494
11670	AldH3a1	K00129	453
56847	AldH1a3	K00129	512
67689	AldH3b1	K00129	468
60525	AcsS2	K01895	701
68738	AcsS1	K01895	682
319625	GalM	K01785	342
66681	Pgm1	K01835	620
72157	Pgm2	K01835	620
14377	G6pC	K01084	357
72141	AdpGk	K08074	496
12183	BpgM	K01837	259
18534	Pck1	K01596	622
74551	Pck2	K01596	640
12974	Cs	K01647	464
71832	Csl	K01647	85
104112	AclY	K01648	1091
11428	Aco1	K01681	889
11429	Aco2	K01681	780
15926	Idh1	K00031	414
269951	Idh2	K00031	452
15929	Idh3g	K00030	393
170718	Idh3b	K00030
67834	Idh3a	K00030	366
18293	OgdH	K00164	1023
239017	OgdHl	K00164
78920	DlsT	K00658	454
13382	Dld	K00382	509
56451	SucLg1	K01899	346
20916	SucLa2	K01900	463
20917	SucLg2	K01900	433
66945	SdhA	K00234	664
67680	SdhB	K00235	282
66052	SdhC	K00236	169
66925	SdhD	K00237	159
14194	Fh1	K01679	507
17449	Mdh1	K00025	334
17448	Mdh2	K00026	338
18563	Pcx	K01958	1178
18534	Pck1	K01596	622
74551	Pck2	K01596	640
18597	PdhA1	K00161	390
18598	PdhA2	K00161	391
68263	PdhB	K00162	359
235339	DlaT	K00627	642
27402	PdhX	K13997	501
14751	Gpi1	K01810	558
14380	G6pD2	K00036	513
14381	G6pDx	K00036	515
66171	PglS	K01057	257
100198	H6pD	K13937	789
110208	Pgd	K00033	483
66646	Rpe	K01783	228
21881	Tkt	K00615	854
74419	TktL2	K00615	627
83553	TktL1	K00615	595
21351	TalDo1	K00616	337
19895	RpiA	K01807	303
232449	DerA	K01619	318
71336	RbkS	K00852	323
66681	Pgm1	K01835	620
72157	Pgm2	K01835	620
110639	PrpS2	K00948	318
19139	PrpS1	K00948	318
328099	Gm5081	K00948
75456	PrpS1l1	K00948
11674	AldOa	K01623	364
11676	AldOc	K01623	363
230163	AldOb	K01623	364
18641	PfkL	K00850	780
18642	PfkM	K00850	780
56421	PfkP	K00850	784
14120	Fbp2	K03841	339
14121	Fbp1	K03841	338
110006	GusB	K01195	648
100727	Ugt2b34	K00699
22236	Ugt1a2	K00699	533
22238	Ugt2b5	K00699	530
231396	Ugt2b36	K00699
394430	Ugt1a10	K00699	531
394432	Ugt1a7c	K00699	531
394433	Ugt1a5	K00699
394434	Ugt1a9	K00699	528
394435	Ugt1a6b	K00699
394436	Ugt1a1	K00699	535
552899	Ugt2a2	K00699	528
71773	Ugt2b1	K00699
72094	Ugt2a3	K00699	534
94215	Ugt2a1	K00699	528
94284	Ugt1a6a	K00699	531
22235	UgdH	K00012	493
216558	Ugp2	K00963	508
68631	CryL1	K13247	319
66646	Rpe	K01783	228
102448	XylB	K00854	551
11677	Akr1b3	K00011	316
11997	Akr1b7	K00011	316
14187	Akr1b8	K00011	316
67880	DcxR	K03331	244
71755	DhdH	K00078	333
11669	AldH2	K00128	519
11671	AldH3a2	K00128	484
72535	AldH1b1	K00128	519
110119	Mpi	K01809	423
29858	Pmm1	K01840	262
54128	Pmm2	K01840	242
331026	GmpPb	K00966	360
69080	GmpPa	K00966	420
218138	GmdS	K01711	372
22122	TstA3	K02377	321
75540	FpgT	K00976
234730	Fuk	K05305
15275	Hk1	K00844	974
15277	Hk2	K00844	917
212032	Hk3	K00844	922
18641	PfkL	K00850	780
18642	PfkM	K00850	780
56421	PfkP	K00850	784
14120	Fbp2	K03841	339
14121	Fbp1	K03841	338
170768	PfkFb3	K00900
18639	PfkFb1	K00900	471
18640	PfkFb2	K00900	519
270198	PfkFb4	K00900	469
219135	MtmR6	K01112	617
53332	MtmR1	K01112	669
54384	MtmR7	K01112	660
75454	PhpT1	K01112	124
77116	MtmR2	K01112	643
83702	Akr1c6	K00100	323
16548	Khk	K00846	298
20322	SorD	K00008	357
11677	Akr1b3	K00011	316
11997	Akr1b7	K00011	316
14187	Akr1b8	K00011	316
11674	AldOa	K01623	364
11676	AldOc	K01623	363
230163	AldOb	K01623	364
21991	Tpi1	K01803	299
14635	GalK1	K00849	391
69976	GalK2	K00849	458
74246	GalE	K01784	347
216558	Ugp2	K00963	508
66681	Pgm1	K01835	620
72157	Pgm2	K01835	620
15275	Hk1	K00844	974
15277	Hk2	K00844	917
212032	Hk3	K00844	922
103988	Gck	K12407	465
14377	G6pC	K01084	357
12091	Glb1	K12309	647
226413	Lct	K01229
16770	LalBa	K00704	143
14595	B4gAlt1	K07966	399
53418	B4gAlt2	K07967	369
14430	GalT	K00965	379
11605	Gla	K01189	419
11677	Akr1b3	K00011	316
11997	Akr1b7	K00011	316
14187	Akr1b8	K00011	316
18641	PfkL	K00850	780
18642	PfkM	K00850	780
56421	PfkP	K00850	784
232714	MgaM	K12047
14387	Gaa	K12316	953
76051	GanC	K12317	898
22235	UgdH	K00012	493
100727	Ugt2b34	K00699
22236	Ugt1a2	K00699	533
22238	Ugt2b5	K00699	530
231396	Ugt2b36	K00699
394430	Ugt1a10	K00699	531
394432	Ugt1a7c	K00699	531
394433	Ugt1a5	K00699
394434	Ugt1a9	K00699	528
394435	Ugt1a6b	K00699
394436	Ugt1a1	K00699	535
552899	Ugt2a2	K00699	528
71773	Ugt2b1	K00699
72094	Ugt2a3	K00699	534
94215	Ugt2a1	K00699	528
94284	Ugt1a6a	K00699	531
56727	MioX	K00469	285
268756	GulO	K00103	440
11669	AldH2	K00128	519
11671	AldH3a2	K00128	484
72535	AldH1b1	K00128	519
110695	AldH7a1	K14085	539
56752	AldH9a1	K00149	494
232714	MgaM	K12047
14387	Gaa	K12316	953
76051	GanC	K12317	898
69983	Sis	K01203	241
58866	TreH	K01194	576
22235	UgdH	K00012	493
100727	Ugt2b34	K00699
22236	Ugt1a2	K00699	533
22238	Ugt2b5	K00699	530
231396	Ugt2b36	K00699
394430	Ugt1a10	K00699	531
394432	Ugt1a7c	K00699	531
394433	Ugt1a5	K00699
394434	Ugt1a9	K00699	528
394435	Ugt1a6b	K00699
394436	Ugt1a1	K00699	535
552899	Ugt2a2	K00699	528
71773	Ugt2b1	K00699
72094	Ugt2a3	K00699	534
94215	Ugt2a1	K00699	528
94284	Ugt1a6a	K00699	531
110006	GusB	K01195	648
67883	Uxs1	K08678	420
216558	Ugp2	K00963	508
66681	Pgm1	K01835	620
72157	Pgm2	K01835	620
15275	Hk1	K00844	974
15277	Hk2	K00844	917
212032	Hk3	K00844	922
103988	Gck	K12407	465
14377	G6pC	K01084	357
70974	Pgm2l1	K11809	621
14751	Gpi1	K01810	558
74185	Gbe1	K00700	702
110078	PygB	K00688	843
110095	PygL	K00688	850
19309	PygM	K00688	842
14936	Gys1	K00693	738
232493	Gys2	K00693	704
100043684	Amy2a4	K01176
11722	Amy1	K01176	511
77559	Agl	K01196
18605	EnpP1	K01513	906
209558	EnpP3	K01513	874
71884	ChiT1	K01183	464
81600	ChiA	K01183	473
15211	HexA	K12373	528
15212	HexB	K12373	536
56174	NagK	K00884	343
109785	Pgm3	K01836	542
107652	Uap1	K00972	522
227620	Uap1l1	K00972	507
50798	Gne	K12409	722
19703	RenBp	K01787	430
94181	NanS	K05304
67311	NanP	K01097	248
74091	Npl	K01639	320
12764	CmaS	K00983	432
12763	CmaH	K08080	577
109754	Cyb5r3	K00326	301
320635	Cyb5r2	K00326	276
72017	Cyb5r1	K00326	305
15275	Hk1	K00844	974
15277	Hk2	K00844	917
212032	Hk3	K00844	922
245847	AmdHd2	K01443	409
54342	GnpNat1	K00621	184
26384	GnpDa1	K02564	289
67980	GnpDa2	K02564	276
14583	GfpT1	K00820	697
14584	GfpT2	K00820	682
67883	Uxs1	K08678	420
103988	Gck	K12407	465
14751	Gpi1	K01810	558
66681	Pgm1	K01835	620
72157	Pgm2	K01835	620
216558	Ugp2	K00963	508
14430	GalT	K00965	379
22235	UgdH	K00012	493
14635	GalK1	K00849	391
69976	GalK2	K00849	458
74246	GalE	K01784	347
29858	Pmm1	K01840	262
54128	Pmm2	K01840	242
331026	GmpPb	K00966	360
69080	GmpPa	K00966	420
218138	GmdS	K01711	372
110119	Mpi	K01809	423
234730	Fuk	K05305
75540	FpgT	K00976
