!!SBtab TableType='Proteomaps' Organism='eco'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
b1511	13.0	3.9175683352	4550.0	4.58283818495	350	LsrK	K11216	Other enzymes
b3933	15.0	4.520271156	4785.0	4.81953422307	319.0	FtsN	K03591	Chromosome-related
b4170	18.0	5.4243253872	11070.0	11.1498942214	615.0	MutL	K03572	Mismatch repair
b0948	19.0	5.7256767976	13338.0	13.4342627936	702.0	RlmL	K12297	Ribosome biogenesis
b2341	19.0	5.7256767976	13566.0	13.6639083114	714.0	FadJ	K01782	Lipid and steroid metabolism
b4266	19.0	5.7256767976	4826.0	4.86083012759	254.0	IdnO	K00046	Other enzymes
b0167	22.0	6.6297310288	19580.0	19.721312453	890.0	GlnD	K00990	Two-component system
b2289	24.0	7.2324338496	8400.0	8.46062434144	350			
b3125	26.0	7.8351366704	7644.0	7.69916815071	294.0	GarR	K00042	TCA cycle and anaplerotic enzymes
b3590	26.0	7.8351366704	9100.0	9.16567636989	350			
b0208	31.0	9.3418937224	10850.0	10.928306441	350			
b0381	32.0	9.6432451328	11648.0	11.7320657535	364.0	DdlA	K01921	Amino acid metabolism
b2795	32.0	9.6432451328	11200.0	11.2808324553	350			
b3804	33.0	9.9445965432	8118.0	8.17658909569	246.0	HemD	K01719	Cofactor biosynthesis
b1280	34.0	10.2459479536	11900.0	11.9858844837	350			
b3617	34.0	10.2459479536	13532.0	13.6296629272	398.0	Kbl	K00639	Amino acid metabolism
b1294	40.0	12.054056416	21880.0	22.0379119751	547.0	SapA	K02035	Transport
b2302	40.0	12.054056416	8600.0	8.66206777814	215.0	YfcG	K00799	Amino acid metabolism
b3056	41.0	12.3554078264	16892.0	17.0139126638	412.0	Cca	K00974	RNA transport
b3813	42.0	12.6567592368	30240.0	30.4582476292	720.0	UvrD	K03657	Nucleotide excision repair
b1513	43.0	12.9581106472	15050.0	15.1586186117	350	LsrA	K10558	Transport
b1846	43.0	12.9581106472	15050.0	15.1586186117	350			
b2520	43.0	12.9581106472	15050.0	15.1586186117	350			
b3972	43.0	12.9581106472	14706.0	14.8121359006	342.0	MurB	K00075	Glycan metabolism
b4390	44.0	13.2594620576	18348.0	18.4804208829	417.0	NadR	K06211	Transcription factors
b0346	45.0	13.560813468	2160.0	2.17558911637	48.0	MhpR	K05818	Transcription factors
b0470	46.0	13.8621648784	29578.0	29.7914698537	643.0	DnaX	K02343	DNA replication complex
b1341	47.0	14.1635162888	16450.0	16.5687226687	350			
b0633	48.0	14.4648676992	16800.0	16.9212486829	350			
b2502	48.0	14.4648676992	24624.0	24.8017159266	513.0	Ppx	K01514	Purine metabolism
b0765	49.0	14.7662191096	17248.0	17.3724819811	352.0	ModC	K02017	Transport
b4149	49.0	14.7662191096	17150.0	17.2737746971	350			
b4261	49.0	14.7662191096	17150.0	17.2737746971	350	LptF	K07091	Transport
b2216	50.0	15.06757052	44500.0	44.821164666	890.0	RcsD	K07676	Two-component system
b2344	52.0	15.6702733408	18200.0	18.3313527398	350			
b3655	53.0	15.9716247512	18550.0	18.683878754	350			
b3702	53.0	15.9716247512	24751.0	24.9296325089	467.0	DnaA	K02313	DNA replication control
b4016	53.0	15.9716247512	30422.0	30.6415611566	574.0	AceK	K00906	Other enzymes
b1049	54.0	16.2729761616	18900.0	19.0364047682	350	OpgH	K03669	Other enzymes
b1190	55.0	16.574327572	19580.0	19.721312453	356.0	DadX	K01775	Amino acid metabolism
b0414	59.0	17.7797332136	21653.0	21.8092736744	367.0	RibD	K11752	Cofactor biosynthesis
b0676	59.0	17.7797332136	23954.0	24.1268804137	406.0	NagC	K02565	Transcription factors
b1498	59.0	17.7797332136	20650.0	20.7990348394	350			
b2379	59.0	17.7797332136	20650.0	20.7990348394	350	AlaC	K14261	Amino acid metabolism
b2811	60.0	18.081084624	21000.0	21.1515608536	350			
b3487	61.0	18.3824360344	21350.0	21.5040868678	350			
b1594	62.0	18.6837874448	21700.0	21.8566128821	350			
b4211	62.0	18.6837874448	21700.0	21.8566128821	350			
b2806	63.0	18.9851388552	22050.0	22.2091388963	350			
b1098	65.0	19.587841676	13845.0	13.9449219056	213.0	Tmk	K00943	Pyrimidine metabolism
b1114	65.0	19.587841676	74620.0	75.1585462331	1148.0	Mfd	K03723	Nucleotide excision repair
b4323	65.0	19.587841676	31590.0	31.8179908269	486.0	UxuB	K00040	Carbohydrate metabolism
b3020	67.0	20.1905444968	35845.0	36.1036999427	535.0	YgiS	K02035	Transport
b1305	69.0	20.7932473176	24150.0	24.3242949816	350			
b4350	69.0	20.7932473176	71622.0	72.138909117	1038.0	HsdR	K01153	Other enzymes
b0261	70.0	21.094598728	21700.0	21.8566128821	310.0	MmuM	K00547	Amino acid metabolism
b0604	70.0	21.094598728	18760.0	18.8953943625	268.0	DsbG	K03805	Chaperones and folding catalysts
b1914	71.0	21.3959501384	15478.0	15.5897075663	218.0	UvrY	K07689	Two-component system
b3850	71.0	21.3959501384	12851.0	12.9437480252	181.0	HemG	K00230	Cofactor biosynthesis
b0760	73.0	21.9986529592	35770.0	36.028158654	490.0	ModF	K05776	Transport
b1378	73.0	21.9986529592	25550.0	25.7343990385	350	YdbK	K03737	Other central metabolism enzymes
b2568	73.0	21.9986529592	23652.0	23.8227008243	324.0	LepB	K03100	Protein export
b2794	73.0	21.9986529592	20586.0	20.7345729396	282.0	QueF	K06879	Other enzymes
b3163	73.0	21.9986529592	25550.0	25.7343990385	350			
b0662	74.0	22.3000043696	28934.0	29.1428219875	391.0	UbiF	K03184	Cofactor biosynthesis
b1086	75.0	22.60135578	23925.0	24.0976711153	319.0	RluC	K06179	Ribosome biogenesis
b1188	75.0	22.60135578	26250.0	26.439451067	350			
b3055	75.0	22.60135578	26250.0	26.439451067	350			
b0054	76.0	22.9027071904	26600.0	26.7919770812	350			
b3771	76.0	22.9027071904	46816.0	47.153879663	616.0	IlvD	K01687	Amino acid metabolism
b0914	77.0	23.2040586008	44814.0	45.1374308616	582.0	MsbA	K11085	Transport
b1584	77.0	23.2040586008	14322.0	14.4253645022	186.0	SpeG	K00657	Amino acid metabolism
b1608	77.0	23.2040586008	18403.0	18.535817828	239.0	RstA	K07661	Two-component system
b1853	77.0	23.2040586008	26950.0	27.1445030955	350			
b3195	77.0	23.2040586008	26950.0	27.1445030955	350	MlaF	K02065	Transport
b2472	78.0	23.5054100112	29250.0	29.4611026175	375.0	DapE	K01439	Amino acid metabolism
b1490	79.0	23.8067614216	27650.0	27.8495551239	350	DosC	K13069	Other enzymes
b3857	79.0	23.8067614216	27650.0	27.8495551239	350			
b1326	80.0	24.108112832	28000.0	28.2020811381	350			
b2079	80.0	24.108112832	19200.0	19.3385699233	240.0	BaeR	K07664	Two-component system
b0506	82.0	24.7108156528	22222.0	22.3823802518	271.0	AllR	K10973	Transcription factors
b1990	82.0	24.7108156528	28700.0	28.9071331666	350			
b3791	82.0	24.7108156528	30832.0	31.0545202018	376.0	RffA	K02805	Amino acid metabolism
b0967	84.0	25.3135184736	33264.0	33.5040723921	396.0	RlmI	K06969	Ribosome biogenesis
b1423	84.0	25.3135184736	29400.0	29.612185195	350			
b1192	86.0	25.9162212944	26144.0	26.3326860455	304.0	LdcA	K01297	Peptidases
b2584	86.0	25.9162212944	30100.0	30.3172372235	350			
b3289	86.0	25.9162212944	36894.0	37.1602707682	429.0	RsmB	K03500	Ribosome biogenesis
b3963	86.0	25.9162212944	30100.0	30.3172372235	350			
b1323	87.0	26.2175727048	44631.0	44.953110117	513.0	TyrR	K03721	Transcription factors
b0592	89.0	26.8202755256	28302.0	28.5062607275	318.0	FepB	K02016	Transport
b1264	89.0	26.8202755256	46280.0	46.6140112526	520.0	TrpE	K01657	Amino acid metabolism
b2829	89.0	26.8202755256	66572.0	67.0524623403	748.0	PtsP	K08484	Transport
b3081	89.0	26.8202755256	59808.0	60.239645311	672.0	FadH	K00219	Other enzymes
b0088	90.0	27.121626936	39420.0	39.7045013738	438.0	MurD	K01925	Glycan metabolism
b2615	94.0	28.3270325776	27448.0	27.6460972528	292.0	NadK	K00858	Cofactor biosynthesis
b3524	94.0	28.3270325776	32900.0	33.1374453373	350			
b0772	95.0	28.628383988	40565.0	40.8577650489	427.0	YbhC	K01051	Carbohydrate metabolism
b2501	95.0	28.628383988	65360.0	65.8317151139	688.0	Ppk	K00937	RNA degradation
b4049	95.0	28.628383988	31445.0	31.6719443353	331.0	DusA	K05539	Other enzymes
b4303	95.0	28.628383988	33250.0	33.4899713515	350			
b4206	96.0	28.9297353984	33600.0	33.8424973658	350			
b0779	97.0	29.2310868088	65281.0	65.7521449564	673.0	UvrB	K03702	Nucleotide excision repair
b1272	97.0	29.2310868088	33853.0	34.0973233132	349.0	SohB	K04774	Peptidases
b3706	97.0	29.2310868088	33950.0	34.19502338	350			
b2566	98.0	29.5324382192	34300.0	34.5475493942	350			
b0049	99.0	29.8337896296	27918.0	28.1194893291	282.0	ApaH	K01525	Purine metabolism
b3605	99.0	29.8337896296	39204.0	39.4869424621	396.0	LldD	K00101	Glycolysis
b3290	100.0	30.13514104	35000.0	35.2526014227	350			
b4167	100.0	30.13514104	35000.0	35.2526014227	350			
b2593	101.0	30.4364924504	35350.0	35.6051274369	350			
b3032	101.0	30.4364924504	35350.0	35.6051274369	350			
b3129	102.0	30.7378438608	35700.0	35.9576534511	350			
b0006	103.0	31.0391952712	36050.0	36.3101794653	350			
b2428	104.0	31.3405466816	30992.0	31.2156749512	298.0	MurQ	K07106	Other central metabolism enzymes
b1668	107.0	32.2446009128	37450.0	37.7202835222	350			
b3205	107.0	32.2446009128	37450.0	37.7202835222	350			
b2086	108.0	32.5459523232	37800.0	38.0728095365	350			
b3974	110.0	33.148655144	34760.0	35.0108692986	316.0	CoaA	K00867	Cofactor biosynthesis
b3053	112.0	33.7513579648	105952.0	106.716675027	946.0	GlnE	K00982	Other enzymes
b3197	112.0	33.7513579648	36736.0	37.0011304532	328.0	KdsD	K06041	Other enzymes
b0712	113.0	34.0527093752	39550.0	39.8354396076	350			
b1107	114.0	34.3540607856	38874.0	39.1545607916	341.0	NagZ	K01207	Other central metabolism enzymes
b3094	114.0	34.3540607856	39900.0	40.1879656218	350			
b3838	114.0	34.3540607856	19494.0	19.6346917752	171.0	TatB	K03117	Protein export
b4262	114.0	34.3540607856	39900.0	40.1879656218	350	LptG	K11720	Transport
b3146	115.0	34.655412196	40250.0	40.5404916361	350			
b4129	115.0	34.655412196	58075.0	58.494137932	505.0	LysU	K04567	tRNA loading
b0239	117.0	35.2581150168	40950.0	41.2455436645	350			
b1757	119.0	35.8608178376	51765.0	52.1385975041	435.0	YnjE	K01011	Sulfur relay system
b3037	119.0	35.8608178376	41650.0	41.950595693	350			
b0059	120.0	36.162169248	42000.0	42.3031217072	350			
b2411	120.0	36.162169248	80520.0	81.1011276158	671.0	LigA	K01972	DNA replication complex
b2473	121.0	36.4635206584	42350.0	42.6556477214	350			
