!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	611.10126	53.93237622539004	213885.44	45.70244805150099		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	695.38649	61.370918791320165	243385.27	52.005889969301045					
YAL003W	14958.468	1320.1506472617282	3111361.3	664.8270596759676	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	6026.1219	531.8317842952283	3868770.3	826.6681156928676	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	2789.7369	246.20656167629784	976407.91	208.6361361663966		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	937.925	82.77600993851486	328273.75	70.14462511354874					
YAL009W	528.31492	46.62611729998207	184910.22	39.511103344583056					
YAL010C	555.81032	49.05270738305208	194533.61	41.56740264926847		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	973.5142	85.9169134999977	608446.38	130.01113621419873	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	6599.648	582.4479872470611	2600261.3	555.6166281518668	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1236.96	109.16716502230491	432936.0	92.5085646298534					
YAL014C	1197.1911	105.65738453703818	305283.73	65.23218135509109	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	387.76678	34.222125260661464	154718.95	33.05991644385788	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	2390.2684	210.95170811538023	1517820.4	324.32365654487023	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	2193.1715	193.55703908187493	767610.03	164.02078383589884		PSK1	K08286	Other enzymes	Psk1p
YAL018C	131.14054	11.573729927640487	45899.189	9.80761149930788					
