!!SBtab TableType='Proteomaps' Organism='mpn'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
MPN063	2664.269	2664.26897602	596796.26	1552.54265988	224.0	DeoC	K01619	Pentose phosphate metabolism
MPN141	9921.543	9921.54291071	3472540.0	9033.68008393	350	Cytadhesin P1		Cytoskeleton proteins
MPN004	1732.592	1732.59198441	1453644.7	3781.60112641	839.0	GyrA	K02469	DNA replication control
MPN003	1569.14	1569.13998588	1019941.0	2653.33752771	650.0	GyrB	K02470	DNA replication control
MPN665	37446.878	37446.877663	14754070.0	38382.1491807	394.0	Tuf	K02358	Translation factors
MPN172	392.285	392.284996469	54527.615	141.851506289	139.0	RplP	K02878	Ribosome
MPN171	1879.699	1879.69898308	513157.83	1334.96048103	273.0	RpsC	K02982	Ribosome
MPN446	2304.675	2304.67497926	472458.38	1229.08241745	205.0	RpsD	K02986	Ribosome
MPN595	441.321	441.320996028	154462.35	401.827899725	350	LacA	K01808	Pentose phosphate metabolism
MPN309	1765.283	1765.28298411	617849.05	1607.31068839	350			
MPN197	3808.434	3808.43396572	2326953.2	6053.4798099	611.0	PepF	K08602	Peptidases
MPN153	3072.9	3072.89997234	1075515.0	2797.91116458	350			
MPN079	65.381	65.3809994116	22883.35	59.5301603865	350			
MPN078	49.036	49.0359995587	34030.984	88.530304157	694.0	FruA	K02768	Transport
MPN077	1013.403	1013.40299088	354691.05	922.715209712	350			
MPN076	4658.385	4658.38495807	1630434.8	4241.51381436	350			
MPN073	621.118	621.11799441	203726.7	529.987223287	328.0	Prs	K00948	Pentose phosphate metabolism
MPN071	245.178	245.177997793	85812.3	223.237418566	350			
MPN070	163.452	163.451998529	57208.2	148.82494571	350			
MPN067	4952.599	4952.59895543	1733409.7	4509.39908084	350			
MPN066	1307.617	1307.61698823	724419.82	1884.55047324	554.0	CpsG	K01840	Carbohydrate metabolism
MPN065	343.249	343.248996911	120137.15	312.53220389	350			
MPN064	2435.436	2435.43597808	1025318.6	2667.32714857	421.0	DeoA	K00758	Pyrimidine metabolism
MPN062	6979.405	6979.40493719	1661098.4	4321.28399774	238.0	DeoD	K03784	Purine metabolism
MPN061	2321.02	2321.01997911	1044459.0	2717.12016759	450.0	Ffh	K03106	Protein export
MPN059	196.143	196.142998235	62569.617	162.772467114	319.0	Gcp	K01409	Peptidases
MPN058	179.797	179.796998382	62928.95	163.707258179	350	D09_orf485	K11069	Transport
MPN055	539.392	539.391995145	302059.52	785.796296079	560.0	PotA	K11072	Transport
MPN053	12275.253	12275.2528895	1080222.3	2810.15702561	88.0	PtsH	K11189	Transport
MPN052	6407.323	6407.32294233	2242563.1	5833.94219028	350			
MPN051	1013.403	1013.40299088	354691.05	922.715209712	350	GlpD	K00111	Lipid and steroid metabolism
MPN050	3661.327	3661.32696705	1859954.1	4838.59950071	508.0	GlpK	K00864	Lipid and steroid metabolism
MPN046	49.036	49.0359995587	27313.052	71.0538608292	557.0	AspS	K01876	tRNA loading
MPN045	179.797	179.796998382	74435.958	193.642299675	414.0	HisS	K01892	tRNA loading
MPN044	1209.546	1209.54598911	270938.3	704.835631752	224.0	Tdk	K00857	Pyrimidine metabolism
MPN036	228.833	228.832997941	80091.55	208.355106097	350			
MPN034	1144.165	1144.1649897	1651030.1	4295.09170012	1443.0	PolC	K03763	DNA replication complex
MPN033	212.488	212.487998088	43772.528	113.872558535	206.0	Upp	K00761	Pyrimidine metabolism
MPN030	735.534	735.53399338	257436.9	669.712255697	350			
MPN029	2419.091	2419.09097823	459627.29	1195.70282724	190.0	Efp	K02356	Translation factors
MPN025	19581.563	19581.5628238	5639490.1	14670.9179448	288.0	Tsr	K01624	Glycolysis
MPN024	719.189	719.188993527	103563.22	269.415758477	144.0	RpoE	K03048	RNA polymerase
MPN023	392.285	392.284996469	200849.92	522.503390073	512.0	MetS	K01874	tRNA loading
MPN022	588.428	588.427994704	181824.25	473.008836759	309.0	Pip	K01259	Peptidases
MPN020	719.189	719.188993527	251716.15	654.829943228	350			
MPN019	539.392	539.391995145	188787.2	491.122685049	350	MsbA	K06147	Transport
MPN018	212.488	212.487998088	74370.8	193.472793628	350	Pmd1	K06147	Transport
MPN017	212.488	212.487998088	74370.8	193.472793628	350	Mtd1	K01491	Other central metabolism enzymes
MPN015	702.844	702.843993674	245995.4	639.94763076	350			
MPN007	49.036	49.0359995587	17162.6	44.6478479178	350	HolB	K02341	DNA replication complex
MPN006	310.559	310.558997205	108695.65	282.767578952	350	D12_orf210	K00943	Pyrimidine metabolism
MPN005	1307.617	1307.61698823	549199.14	1428.72057143	420.0	SerS	K01875	tRNA loading
MPN684	1323.962	1323.96198808	463386.7	1205.48278866	350			
MPN683	441.321	441.320996028	154462.35	401.827899725	350			
MPN680	277.869	277.868997499	97254.15	253.002954015	350	K05_orf385	K03217	Protein export
MPN679	1225.891	1225.89098897	322409.33	838.735548991	263.0	KsgA	K02528	Ribosome biogenesis
MPN678	3023.864	3023.86397279	1463550.2	3807.36990605	484.0	GltX	K01885	tRNA loading
MPN677	1634.521	1634.52098529	572082.35	1488.25036762	350			
MPN673	1013.403	1013.40299088	354691.05	922.715209712	350			
MPN671	2942.138	2942.13797352	2085975.8	5426.58631435	709.0	FtsH	K03798	Chaperones and folding catalysts
MPN670	882.641	882.640992056	308924.35	803.654888939	350			
MPN669	147.107	147.106998676	58695.693	152.694601896	399.0	TyrS	K01866	tRNA loading
MPN668	1945.08	1945.07998249	680778.0	1771.01794657	350			
MPN667	65.381	65.3809994116	19025.871	49.4950762071	291.0	GtaB	K00963	Carbohydrate metabolism
MPN664	1013.403	1013.40299088	354691.05	922.715209712	350			
MPN663	245.178	245.177997793	85812.3	223.237418566	350			
MPN662	3269.042	3269.04197058	1144164.7	2976.50073523	350	PilB	K07305	Other enzymes
MPN661	196.143	196.142998235	68650.05	178.59048116	350			
MPN660	817.261	817.260992645	76822.534	199.85088592	94.0	RpsP	K02959	Ribosome
MPN658	424.975	424.974996175	50572.025	131.561190093	119.0	RplS	K02884	Ribosome
MPN140	3530.566	3530.56596822	1235698.1	3214.62137678	350			
MPN653	196.143	196.142998235	28048.449	72.9669680166	143.0	MtlF	K02798	Transport
MPN641	65.381	65.3809994116	22883.35	59.5301603865	350			
MPN638	6292.906	6292.90594336	2202517.1	5729.7640519	350			
MPN636	5737.169	5737.16894837	1061376.3	2761.12987694	185.0	Frr	K02838	Translation factors
MPN632	114.416	114.41599897	26887.76	69.9474799465	235.0	PyrH	K09903	Pyrimidine metabolism
MPN630	277.869	277.868997499	97254.15	253.002954015	350			
MPN628	1274.926	1274.92598853	647662.41	1684.86900491	508.0	Pgm	K01834	Glycolysis
MPN627	1389.343	1389.3429875	794704.2	2067.39260143	572.0	PtsI	K08483	Transport
MPN625	4560.314	4560.31395896	1596109.9	4152.21889896	350			
MPN624	277.869	277.868997499	18061.485	46.9862628885	65.0	RpmB	K02902	Ribosome
MPN623	98.071	98.0709991174	34324.85	89.294785324	350			
MPN622	2321.02	2321.01997911	199607.72	519.271854251	86.0	RpsO	K02956	Ribosome
MPN621	2795.031	2795.03097484	978260.85	2544.90821057	350	C12_orf561	K12574	RNA degradation
MPN620	196.143	196.142998235	68650.05	178.59048116	350			
MPN619	702.844	702.843993674	666296.11	1733.34386325	948.0	UvrA	K03701	Nucleotide excision repair
MPN618	1160.51	1160.50998956	790307.31	2055.95426015	681.0	DnaX	K02343	DNA replication complex
MPN617	130.762	130.761998823	19091.252	49.6651623796	146.0	RplM	K02871	Ribosome
MPN616	3170.971	3170.97097146	418568.17	1088.88909591	132.0	RpsI	K02996	Ribosome
MPN611	506.702	506.70199544	177345.7	461.358060112	350	C12_orf385	K02040	Two-component system
MPN609	343.249	343.248996911	112928.92	293.780269055	329.0	PstB	K02036	Transport
MPN608	179.797	179.796998382	62928.95	163.707258179	350			
MPN607	277.869	277.868997499	43625.433	113.489896515	157.0	PmsR	K07304	Other enzymes
