!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	1161.104	73.46677445612924	406386.4	62.17497859490951		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1570.6775	99.38180355576841	549737.12	84.10688366743376					
YAL003W	17125.341	1083.575256593124	3562070.9	544.9780848006973	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	8734.3378	552.6495690103936	5607444.9	857.9095329706764	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	3149.1708	199.2581378476244	1102209.8	168.63229360554266		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	2745.4756	173.71504764431617	960916.46	147.0151568359478					
YAL009W	876.18418	55.43898353126726	306664.46	46.91804705157329					
YAL010C	798.21007	50.505311480540186	279373.52	42.742676984231075		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1453.7749	91.98500107508185	908609.31	139.01243840932054	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	4416.8032	279.46530587398706	1740220.5	266.2445700395553	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	2076.9401	131.41466215394183	726929.03	111.21631255442686					
YAL014C	2136.1027	135.1580696268626	544706.19	83.33717787742087	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	641.02107	40.559459248539866	255767.41	39.13106649736666	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	3930.222	248.67775258419329	2495691.0	381.82757716426613	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	3649.5035	230.91579265195386	1277326.2	195.42418039510454		PSK1	K08286	Other enzymes	Psk1p
YAL018C	140.62379	8.897718260462527	49218.327	7.5301447777343355					
YAL019W	941.70189	59.58449919864252	329595.66	50.42639986346756		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	957.36424	60.57550632195185	335077.48	51.26508944845649		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	2531.948	160.20447147770355	2119240.5	324.23263358460156	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	1430.6043	90.51892289068735	500711.51	76.60622357557935		FUN26	K15014	Alcoholism	Fun26p
YAL023C	6468.2395	409.26626079552403	4909393.8	751.1113915942598	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	1432.0804	90.6123204724498	2055035.4	314.40959147939327	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	1187.9697	75.16665346998677	415789.4	63.61358806542313		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	1688.9466	106.86506887466267	2288522.6	350.1319032058323	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	386.16852	24.43412094084357	135158.98	20.67861200180371		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	383.74415	24.280723274494814	134310.45	20.54879138136184					
YAL029C	3053.3315	193.19407792092247	1068666.0	163.50026889459778		MYO4	K10357	Messenger RNA Biogenesis	myosin 4
YAL030W	2456.9192	155.45715863810088	289916.47	44.35569280015701	118.0	SNC1	K08513	SNARE interactions in vesicular transport	SNAP receptor SNC1
YAL031C	1444.8445	91.41994602178515	505695.57	77.36875850247588					
YAL032C	1033.706	65.40589435222644	397976.81	60.88835562169494	385.0	PRP45	K06063	Spliceosome	Prp45p
YAL033W	2719.4399	172.0676853927802	470463.1	71.97837617645368	173.0	POP5	K03537	Ribosome biogenesis in eukaryotes	Pop5p
YAL034C	1610.5022	101.90164006712573	563675.77	86.23942369680466					
YAL034W-A	639.87765	40.487111397487226	184924.64	28.292495845508974	289.0	MTW1	K11559	Chromosome-related	Mtw1p
YAL035W	7869.7327	497.9432310119722	7901211.6	1208.8437558536673	1004.0	FUN12	K03243	RNA transport	translation initiation factor eIF5B
YAL036C	3032.6692	191.88670792319198	1061434.2	162.3938415874766					
YAL037C-A	96.082352	6.0794386063594805	33628.823	5.145032782093595					
YAL037W	269.08499	17.025870438702984	94179.747	14.409005207356824					
YAL038W	19157.879	1212.1804554551657	9578939.5	1465.5272872675691	500.0	Pyk1	K00873	Glycolysis	pyruvate kinase CDC19
YAL039C	3365.9403	212.97383942600834	905437.94	138.52723550423676	269.0	CYC3	K01764	Cofactor biosynthesis	holocytochrome c synthase CYC3
YAL040C	4892.7729	309.58143552116036	2837808.3	434.16972199108176	580.0	CLN3	K06646	Cell cycle	Cln3p
YAL041W	1666.7234	105.45893572716386	1423381.8	217.76991785990813	854.0	CDC24	K11236	MAPK signaling pathway	Cdc24p
YAL042W	3324.2907	210.33853563807202	1163501.7	178.0096314557791					
YAL043C	1640.5651	103.80381618037411	574197.79	87.84923733297755		Pta1	K06100	mRNA surveillance pathway	Pta1p
YAL044C	10577.995	669.3036737993003	3702298.3	566.4321383650384		Gcv3		Amino acid metabolism	glycine decarboxylase subunit H
YAL044W-A	4603.5448	291.2810459013892	1611240.7	246.51134002945724					
YAL046C	3710.4499	234.77206687262063	1298657.5	198.68775693433318					
YAL047C	462.92977	29.29105144898113	162025.42	24.78903580516283		Spc72		Cytoskeleton proteins	
YAL048C	864.17877	54.67936273181832	302462.57	46.27518001466417		GEM1	K07870	Mitochondrial biogenesis	ERMES complex Ca(2+)-binding regulatory GTPase GEM1
YAL049C	5746.1433	363.57691801397476	2011150.2	307.69538704087535					
YAL051W	1492.5835	94.44054568018022	522404.22	79.92509394111221					
YAL053W	2621.3039	165.85830589014589	917456.36	140.36599045825253					
