!!SBtab TableType='Proteomaps' Organism='hsa' ProteinIdentifier='http://identifiers.org/uniprot/'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
P60709	1033509200.0	15870.1182343	3.8756595e+11	16705.4780675	375.0	ActB		Cytoskeleton proteins
P68363	578016840.0	8875.77545727	2.6068559e+11	11236.4809299	451.0	TubA1b	K07374	Cytoskeleton proteins
P62805	2314569100.0	35541.5174616	2.3840062e+11	10275.9190499	103.0	HisT2h4a	K11254	Chromosome-related
P00352	2094102.7	32.1561312118	1049145500.0	45.2219219461	501.0	AldH1a1	K07249	Cofactor biosynthesis
P05783	3614961.2	55.5097735525	1554433300.0	67.0016326268	430.0	Krt18	K07604	Cytoskeleton proteins
Q71DI3	878945130.0	13496.6995307	1.1953654e+11	5152.45224003	136.0	HisT2h3d	K11253	Chromosome-related
P0C0S8	1018139400.0	15634.1062634	1.3235812e+11	5705.10817763	130.0	HisT1h2ag	K11251	Chromosome-related
P07355-2	20615771.0	316.5668223	7215519800.0	311.014700246	350			
P68104	358513050.0	5505.17062842	1.6563303e+11	7139.37576281	462.0	Eef1a1	K03231	Translation factors
P62807	1185483900.0	18203.7756973	1.4937097e+11	6438.42283683	126.0	HisT1h2bc	K11252	Chromosome-related
P14618	252095960.0	3871.07603066	1.3386295e+11	5769.97173069	531.0	Pkm2	K00873	Glycolysis
P14618	666239.89	10.2304902818	353773380.0	15.2488974856	531.0	Pkm2	K00873	Glycolysis
P04406	630916130.0	9688.07397073	2.113569e+11	9110.23803141	335.0	GapDh	K00134	Glycolysis
P07737	693707180.0	10652.266053	97119005000.0	4186.17633455	140.0	Pfn1	K05759	Regulation of actin cytoskeleton
P23528	265671040.0	4079.52906102	54196892000.0	2336.07980947	204.0	Cfl1	K05765	Regulation of actin cytoskeleton
P62979	343743190.0	5278.3710755	53623938000.0	2311.38344365	156.0	Rps27a	K02977	Ribosome
P06733	342806830.0	5263.99273817	1.4877816e+11	6412.87060642	434.0	Eno1	K01689	RNA degradation
P06733	31706.666	0.486873787128	13760693.0	0.593135065413	434.0	Eno1	K01689	RNA degradation
Q06830	293896620.0	4512.948804	58485427000.0	2520.93100031	199.0	PrdX1	K13279	Peroxisome
P15121	46319060.0	711.255360573	14636823000.0	630.899400746	316.0	Akr1b1	K00011	Carbohydrate metabolism
P62937	555756550.0	8533.95611572	91699831000.0	3952.59056056	165.0	PpiA	K03767	Chaperones and folding catalysts
P08670	61935371.0	951.052647287	28861883000.0	1244.05034406	466.0	Vim	K07606	Cytoskeleton proteins
P68371	475536870.0	7302.13756363	2.1161391e+11	9121.31608127	445.0	TubB2c	K07375	Cytoskeleton proteins
P08238	400982630.0	6157.31504664	2.9031142e+11	12513.4601209	724.0	Hsp90ab1	K04079	Chaperones and folding catalysts
P52895	814836.9	12.5122814046	263192320.0	11.344529955	323.0	Akr1c2	K00089	Lipid and steroid metabolism
P04083	54567989.0	837.922330288	19098796000.0	823.226389454	350			
P00338	190968220.0	2932.42501411	68939527000.0	2971.54008572	361.0	LdhA	K00016	Glycolysis
O43707	40498024.0	621.870060891	36893700000.0	1590.25037204	911.0	ActN4	K05699	Focal adhesion
O60218	1065236.0	16.3573011904	336614580.0	14.5092918596	316.0	Akr1b10	K00100	Carbohydrate metabolism
P06703	5581800.3	85.7117002164	1953630100.0	84.2084419118	350			
P09382	2353610.5	36.1410202372	317737420.0	13.6956187741	135.0	LgaLs1	K06830	CAM ligands
P42330	1900670.2	29.1858657847	613916470.0	26.461994726	323.0	Akr1c3	K00089	Lipid and steroid metabolism
P07195	223929290.0	3438.56088405	74792383000.0	3223.8191044	334.0	LdhB	K00016	Glycolysis
P11142	230659310.0	3541.9041471	1.4900591e+11	6422.68744567	646.0	HspA8	K03283	Chaperones and folding catalysts
P60866	153539190.0	2357.68109166	21802565000.0	939.768499846	142.0	Rps20	K02969	Ribosome
Q53HE2	138720580.0	2130.13295492	39674086000.0	1710.09494906	286.0	Tpi1	K01803	Glycolysis
P62826	219952840.0	3377.50024554	51249012000.0	2209.01564224	233.0	Ran	K07936	RNA transport
P63104	191354020.0	2938.34919129	47073089000.0	2029.01843121	246.0	YwhAz	K06630	Cell cycle
