!!SBtab TableType='Proteomaps' Organism='mmu'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
17196	52285714.0	4038.9366826	18300000000.0	3901.00032524	350	Mbp		Myelin
69187	50571.429	3.90651258352	17700000.0	3.77309867523	350			
12954	5306122.4	409.884283185	1040000000.0	221.696193347	196.0	Cryaa	K09541	Crystallins
11354	130571.43	10.0863065258	45700000.0	9.74184234227	350			
14077	16390977.0	1266.16073884	2179999900.0	464.709307045	133.0	Fabp3	K08752	PPAR signaling pathway
12961	1397142.9	107.925689025	489000010.0	104.239846888	350	Crybb2		Crystallins
12889	22571429.0	1743.58473075	7900000200.0	1684.0384344	350			
12955	14628571.0	1130.01941651	2559999900.0	545.713685384	175.0	Cryab	K09542	Crystallins
380684	4669724.8	360.724208382	5090000000.0	1085.0323309	1090.0	Nefh	K04574	Amyotrophic lateral sclerosis (ALS)
226180	22023810.0	1701.28257404	11100000000.0	2366.18052515	504.0	Ina	K07608	Cytoskeleton proteins
18039	77900552.0	6017.61691668	42300000000.0	9017.06632556	543.0	Nefl	K04572	Cytoskeleton proteins
17189	2417142.9	186.718060805	846000020.0	180.341330775	350	Mb		Hemoglobin
12960	58571.429	4.52449197003	20500000.0	4.36997304194	350			
110187	90285.714	6.9743387685	31600000.0	6.73615356708	350			
20617	45857143.0	3542.34613726	6420000000.0	1368.54765508	140.0	Snca	K04528	Synaptic vesicle cycle
18823	13971429.0	1079.25689025	4890000200.0	1042.3984902	350			
12962	305714.29	23.6156411726	107000000.0	22.8091275847	350	Crybb3		Crystallins
19194	50571.429	3.90651258352	17700000.0	3.77309867523	350			
G3UXD0	63142.857	4.87762300389	22100000.0	4.71104410863	350			
12373	448571.43	34.6509871395	157000000.0	33.4675984187	350			
21956	355481.73	27.4600476775	107000000.0	22.8091275847	301.0	Tnnt2	K12045	Cardiac muscle contraction
70350	14371429.0	1110.15585958	5030000200.0	1072.24220853	350			
22349	431680.77	33.3462271764	357000000.0	76.1014817547	827.0	Vil1	K05761	Cytoskeleton proteins
218038	6341107.9	489.834246227	4350000000.0	927.286962558	686.0	Amph	K12562	Fc gamma R-mediated phagocytosis
21954	277725.12	21.4535499094	58600000.0	12.4917278174	211.0	Tnni3	K12044	Cardiac muscle contraction
66473	311026.62	24.0260049768	81800001.0	17.4372584976	263.0	Ctrb1	K01310	Pancreatic secretion
19752	338926.17	26.1811733259	50499999.0	10.7650553292	149.0	RnaSe1	K01168	Other enzymes
11723	2134285.7	164.868070939	747000000.0	159.23755426	350			
21924	645962.73	49.8989564489	104000000.0	22.1696193347	161.0	Tnnc1	K05865	Calcium signaling pathway
68416	1791.8857	0.138418553197	627159.99	0.133691329233	350			
16204	1726562.5	133.372504314	221000000.0	47.1104410863	128.0	Fabp6	K08755	PPAR signaling pathway
19660	882857.14	68.1984392188	309000000.0	65.8693497541	350			
22003	707746.48	54.6715919391	201000000.0	42.8470527527	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	26408451.0	2039.98479345	7500000100.0	1598.77064642	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	9225352.1	712.634678883	2620000000.0	558.503871701	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	697183.1	53.8555980526	198000000.0	42.2075445026	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	49647.887	3.8351713437	14100000.0	3.00568877519	284.0	Tpm1	K10373	Cardiac muscle contraction
22072	133333.33	10.2996561843	32799999.0	6.99195665393	246.0	Prss2	K01312	Neuroactive ligand-receptor interaction
282619	42857.143	3.31060386732	15000000.0	3.1975412502	350			
12716	13349282.0	1031.19763758	5579999900.0	1189.48532376	418.0	Ckmt1	K00933	Amino acid metabolism
19293	10885714.0	840.893357426	3809999900.0	812.175456233	350	Pvalb		Blood proteins
17906	2939759.0	227.088807912	487999990.0	104.026673208	166.0	Myl2	K10351	Cardiac muscle contraction
12409	382377.05	29.5376418466	93300000.0	19.8887065762	244.0	Cbr2	K00081	Lipid and steroid metabolism
227120	457142.86	35.3131080211	160000000.0	34.1071066688	350			
56727	43859.649	3.38804487268	12500000.0	2.6646177085	285.0	Miox	K00469	Carbohydrate metabolism
109901	27223.308	2.10293039706	7241399.9	1.54364499263	266.0	CelA1	K01326	Peptidases
12613	91318.865	7.05414702115	54700000.0	11.6603670924	599.0	Cel	K12298	Lipid and steroid metabolism
12307	49142857.0	3796.1590775	17200000000.0	3666.51396689	350			
12308	35714286.0	2758.83656897	12500000000.0	2664.6177085	350			
12970	116285.71	8.98277146566	40699998.0	8.67599483253	350	Crygs		Crystallins
22227	48208.469	3.72398001213	14800000.0	3.15490736686	307.0	Ucp1	K08769	PPAR signaling pathway
59006	37142.857	2.86918999774	13000000.0	2.77120241684	350			
109697	167064.44	12.9052975173	70000000.0	14.9218591676	419.0	Cpa1	K08779	Pancreatic secretion
55948	157258.06	12.1477799302	38999999.0	8.31360703735	248.0	Sfn	K06644	Cell cycle
215384	154571.43	11.9402446854	54100000.0	11.5324654424	350			
13706	11593.358	0.895557033049	3141800.0	0.669735673325	271.0	Cela2a	K01346	Pancreatic secretion
26950	41142857.0	3178.179691	14400000000.0	3069.63960019	350			
16618	613.40996	0.0473843388447	160100.0	0.0341284236104	261.0	Klk1b26	K01325	Endocrine and other factor-regulated calcium reabsorption
18378	86857.143	6.7094904931	30400000.0	6.48035026707	350			
12797	474285.71	36.6373490118	166000000.0	35.3861231689	350			
12957	195714.29	15.1184246081	68500002.0	14.6021054689	350	Cryba1		Crystallins
22287	222285.71	17.1709983369	77799998.0	16.5845801914	350			
16612	204214.56	15.7750485631	53300000.0	11.361929909	261.0	Klk1	K01325	Endocrine and other factor-regulated calcium reabsorption
14120	113864.31	8.79572455485	38600001.0	8.22833969701	339.0	Fbp2	K03841	Glycolysis
17897	1573529.4	121.551091658	321000000.0	68.4273827542	204.0	Myl3	K12749	Cardiac muscle contraction
22074	186571.43	14.4121622314	65300000.0	13.9199629092	350			
29818	1157.929	0.0894470316297	195690.0	0.0417151231501	169.0	HspB7	K09546	Chaperones and folding catalysts
107753	634615.38	49.0224029	82499999.0	17.5864766629	130.0	LgaLs2	K10090	Glycan binding proteins
140781	14728.682	1.1377527333	28500000.0	6.07532837538	1935.0	Myh7	K17751	Cardiac muscle contraction
22004	4190140.8	323.67758012	1190000000.0	253.671605849	284.0	Tpm2	K10374	Cardiac muscle contraction
