Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
4155	4318200.0	13.0597452289	1511370000.0	13.0597452289	350			
121506	946040.0	2.86115542966	331114000.0	2.86115542966	350			
12954	45100000.0	136.398154283	15785000000.0	136.398154283	350	CryAa	K09541	Chaperones and folding catalysts
Abpa	10400000.0	31.4532329166	3640000000.0	31.4532329166	350			
14077	101000000.0	305.45928121	35350000000.0	305.45928121	350	FabP3	K08752	PPAR signaling pathway
1415	39000000.0	117.949623437	13650000000.0	117.949623437	350			
10815	3302900.0	9.98912336542	1156015000.0	9.98912336542	350			
12955	86400000.0	261.303781154	30240000000.0	261.303781154	350	CryAb	K09542	Chaperones and folding catalysts
380684	69100000.0	208.982537936	24185000000.0	208.982537936	350	NefH	K04574	Cytoskeleton proteins
226180	3459400.0	10.4624340338	1210790000.0	10.4624340338	350	Ina	K07608	Cytoskeleton proteins
18039	19800000.0	59.8821165144	6930000000.0	59.8821165144	350	NefL	K04572	Cytoskeleton proteins
4151	71100000.0	215.031236574	24885000000.0	215.031236574	350			
Abpg	2282800.0	6.9039846252	798980000.0	6.9039846252	350			
20617	5950200.0	17.9954833174	2082570000.0	17.9954833174	350	SncA	K04528	Alzheimer's disease
5354	1298900.0	3.92832733033	454615000.0	3.92832733033	350			
1417	5830800.0	17.6343760087	2040780000.0	17.6343760087	350			
Bpifa2	654830.0	1.9804346645	229190500.0	1.9804346645	350			
Try5	1402800.0	4.24255722456	490980000.0	4.24255722456	350			
845	1779800.0	5.38273691779	622930000.0	5.38273691779	350			
21956	29900000.0	90.4280446353	10465000000.0	90.4280446353	350	TnnT2	K12045	Cytoskeleton proteins
10409	9358700.0	28.3039779709	3275545000.0	28.3039779709	350			
22349	22600000.0	68.3502946073	7910000000.0	68.3502946073	350	Vil1	K05761	Cytoskeleton proteins
218038	635540.0	1.92209496614	222439000.0	1.92209496614	350	AmpH	K12562	Fc gamma R-mediated phagocytosis
21954	1577800.0	4.77181835537	552230000.0	4.77181835537	350	TnnI3	K12044	Cytoskeleton proteins
66473	5038800.0	15.2390913481	1763580000.0	15.2390913481	350	CtrB1	K01310	Peptidases
19752	1108900.0	3.35370095974	388115000.0	3.35370095974	350	RnaSe1	K01168	Other enzymes
Amy2;Amy2a2	128000000.0	387.11671282	44800000000.0	387.11671282	350			
21924	2231500.0	6.74883550514	781025000.0	6.74883550514	350	TnnC1	K05865	Calcium signaling pathway
342898	1579600.0	4.77726218415	552860000.0	4.77726218415	350			
16204	18600000.0	56.2528973317	6510000000.0	56.2528973317	350	FabP6	K08755	PPAR signaling pathway
5948	14000000.0	42.3408904647	4900000000.0	42.3408904647	350			
22003	45300000.0	137.003024146	15855000000.0	137.003024146	350	Tpm1	K10373	Cytoskeleton proteins
22003	3890000000.0	11764.7188505	1.3615e+12	11764.7188505	350	Tpm1	K10373	Cytoskeleton proteins
