Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
4155	6570000000.0	9659.6112651	2.2995e+12	9659.6112651	350			
121506	7497100.0	11.0226897436	2623985000.0	11.0226897436	350			
12954	119000000.0	174.960995517	41650000000.0	174.960995517	350	CryAa	K09541	Chaperones and folding catalysts
Abpa	3123800.0	4.59279964535	1093330000.0	4.59279964535	350			
14077	1190000000.0	1749.60995517	4.165e+11	1749.60995517	350	FabP3	K08752	PPAR signaling pathway
1415	82700000.0	121.590540582	28945000000.0	121.590540582	350			
10815	2570000000.0	3778.56939898	8.995e+11	3778.56939898	350			
12955	1440000000.0	2117.1750718	5.04e+11	2117.1750718	350	CryAb	K09542	Chaperones and folding catalysts
380684	582000000.0	855.691591521	2.037e+11	855.691591521	350	NefH	K04574	Cytoskeleton proteins
226180	2900000000.0	4263.75535294	1.015e+12	4263.75535294	350	Ina	K07608	Cytoskeleton proteins
18039	11300000000.0	16613.9432718	3.955e+12	16613.9432718	350	NefL	K04572	Cytoskeleton proteins
4151	260000000.0	382.267721298	91000000000.0	382.267721298	350			
1414	1806000.0	2.65529040255	632100000.0	2.65529040255	350			
Abpg	3219600.0	4.73365059804	1126860000.0	4.73365059804	350			
20617	1830000000.0	2690.57665375	6.405e+11	2690.57665375	350	SncA	K04528	Alzheimer's disease
5354	34000000.0	49.988855862	11900000000.0	49.988855862	350			
1417	12100000.0	17.790151645	4235000000.0	17.790151645	350			
Bpifa2	2095500.0	3.08093080761	733425000.0	3.08093080761	350			
Try5	4613800.0	6.78348774048	1614830000.0	6.78348774048	350			
845	18300000.0	26.9057665375	6405000000.0	26.9057665375	350			
21956	43800000.0	64.397408434	15330000000.0	64.397408434	350	TnnT2	K12045	Cytoskeleton proteins
10409	4100000000.0	6028.06791277	1.435e+12	6028.06791277	350			
22349	62300000.0	91.5972270648	21805000000.0	91.5972270648	350	Vil1	K05761	Cytoskeleton proteins
218038	2440000000.0	3587.43553833	8.54e+11	3587.43553833	350	AmpH	K12562	Fc gamma R-mediated phagocytosis
21954	16000000.0	23.5241674645	5600000000.0	23.5241674645	350	TnnI3	K12044	Cytoskeleton proteins
66473	9602900.0	14.118764234	3361015000.0	14.118764234	350	CtrB1	K01310	Peptidases
19752	7279800.0	10.7032021442	2547930000.0	10.7032021442	350	RnaSe1	K01168	Other enzymes
Amy2	77100000.0	113.357081969	26985000000.0	113.357081969	350			
21924	99400000.0	146.143890373	34790000000.0	146.143890373	350	TnnC1	K05865	Calcium signaling pathway
342898	1790900.0	2.63308946951	626815000.0	2.63308946951	350			
16204	45900000.0	67.4849554137	16065000000.0	67.4849554137	350	FabP6	K08755	PPAR signaling pathway
5948	34800000.0	51.1650642353	12180000000.0	51.1650642353	350			
22003	39400000.0	57.9282623813	13790000000.0	57.9282623813	350	Tpm1	K10373	Cytoskeleton proteins
22003	2780000000.0	4087.32409695	9.73e+11	4087.32409695	350	Tpm1	K10373	Cytoskeleton proteins
22003	499000000.0	733.659972799	1.7465e+11	733.659972799	350	Tpm1	K10373	Cytoskeleton proteins
22003	21600000.0	31.7576260771	7560000000.0	31.7576260771	350	Tpm1	K10373	Cytoskeleton proteins
22072	21600000.0	31.7576260771	7560000000.0	31.7576260771	350	PrsS2	K01312	Peptidases
374897	84900000.0	124.825113608	29715000000.0	124.825113608	350			
12716	464000000.0	682.20085647	1.624e+11	682.20085647	350	CkmT1	K00933	Arginine and proline metabolism
5816	514000000.0	755.713879797	1.799e+11	755.713879797	350			
17906	68100000.0	100.124737771	23835000000.0	100.124737771	350	Myl2	K10351	Regulation of actin cytoskeleton
12409	21000000.0	30.8754697971	7350000000.0	30.8754697971	350	Cbr2	K00079	Arachidonic acid metabolism
5334	9393900.0	13.8114797965	3287865000.0	13.8114797965	350			
56727	3618100.0	5.31954939395	1266335000.0	5.31954939395	350	MioX	K00469	Ascorbate and aldarate metabolism
55268	1015800.0	1.4934905819	355530000.0	1.4934905819	350			
109901	8377400.0	12.3169600323	2932090000.0	12.3169600323	350	CelA1	K01326	Peptidases
12613	8100900.0	11.9104330133	2835315000.0	11.9104330133	350	Cel	K12298	Steroid biosynthesis
793	673000000.0	989.485293975	2.3555e+11	989.485293975	350			
794	548000000.0	805.702735659	1.918e+11	805.702735659	350			
1427	5848200.0	8.59837726036	2046870000.0	8.59837726036	350			
22227	3919200.0	5.76224482043	1371720000.0	5.76224482043	350	Ucp1	K08769	PPAR signaling pathway
51778	4139700.0	6.0864372533	1448895000.0	6.0864372533	350			
109697	31600000.0	46.4602307424	11060000000.0	46.4602307424	350	Cpa1	K08779	Chaperones and folding catalysts
55948	7204600.0	10.5926385572	2521610000.0	10.5926385572	350	Sfn	K06644	Cell cycle
8857	4283800.0	6.29830178652	1499330000.0	6.29830178652	350			
13706	5710500.0	8.39592239412	1998675000.0	8.39592239412	350	CelA2a	K01346	Peptidases
7447	4260000000.0	6263.30958742	1.491e+12	6263.30958742	350			
16618	449600.0	0.661029105752	157360000.0	0.661029105752	350	Klk1b26	K01325	Peptidases
4975	4277800.0	6.28948022372	1497230000.0	6.28948022372	350			
1264	11400000.0	16.7609693184	3990000000.0	16.7609693184	350			
1411	18500000.0	27.1998186308	6475000000.0	27.1998186308	350			
