!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	802.33213	57.95503110678283	280816.25	49.073516163881024		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	890.27764	64.30761824267614	311597.17	54.45257800648852					
YAL003W	16387.232	1183.7024902817577	3408544.3	595.6537550848803	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	8009.7594	578.5706913978955	5142265.5	898.62694603043	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	3303.6215	238.6312097429484	1156267.5	202.06135453706935		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	1475.7342	106.59702917087874	516506.97	90.26120511563063					
YAL009W	669.3439	48.34886338857617	234270.36	40.93947660855889					
YAL010C	670.405	48.42551005547135	234641.75	41.00437817023171		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1176.435	84.97768501444415	735271.88	128.49105594148196	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	8498.6242	613.8829687349768	3348457.9	585.1534691447703	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1535.8137	110.93676475068153	537534.79	93.9358822921159					
YAL014C	1393.4763	100.65527640413035	355336.46	62.09615545192368	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	534.54442	38.611863255503906	213283.22	37.271908389042984	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	3464.6517	250.2629391741647	2200053.8	384.46626830074064	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	2456.9283	177.47183582643643	859924.91	150.27456199777944		PSK1	K08286	Other enzymes	Psk1p
YAL018C	155.33949	11.220671139097696	54368.822	9.50112133905417					
YAL019W	922.95931	66.66832041407193	323035.76	56.45150731081834		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	681.03415	49.193287757317414	238361.95	41.65449473162326		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	1944.146	140.43192051417336	1627250.2	284.3670513810316	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	964.52276	69.6705821303704	337582.97	58.99367766269211		FUN26	K15014	Alcoholism	Fun26p
YAL023C	6323.6832	456.77998283010305	4799675.5	838.7582742474259	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	1149.4265	83.02677416453523	1649427.0	288.2425163986834	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	632.53583	45.69009806924309	221387.54	38.688163604035935		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	1507.8733	108.9185397655548	2043168.3	357.0500375087956	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	339.38174	24.514634978875996	118783.61	20.75780659181632		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	306.46539	22.136981116040225	107262.89	18.74452481364448					
YAL029C	2418.1815	174.67302980169418	846363.53	147.90466851535265		MYO4	K10357	Messenger RNA Biogenesis	myosin 4
YAL030W	1708.483	123.4092238215733	201600.99	35.230402234270336	118.0	SNC1	K08513	SNARE interactions in vesicular transport	SNAP receptor SNC1
YAL031C	1290.1887	93.19448074716851	451566.04	78.91257490618774					
YAL032C	896.04754	64.72439668327408	344978.3	60.2860346623039	385.0	PRP45	K06063	Spliceosome	Prp45p
YAL033W	2261.8623	163.38159105725873	391302.18	68.38127727719419	173.0	POP5	K03537	Ribosome biogenesis in eukaryotes	Pop5p
YAL034C	1453.4455	104.98704466006306	508705.92	88.89794727969613					
YAL034W-A	469.17361	33.88991933057896	135591.17	23.69498016113576	289.0	MTW1	K11559	Chromosome-related	Mtw1p
YAL035W	6767.738	488.855489699205	6794809.0	1187.4140805312522	1004.0	FUN12	K03243	RNA transport	translation initiation factor eIF5B
YAL036C	1867.4227	134.8899497119882	653597.95	114.21828175543438					
YAL037C-A	103.37387	7.467027216619786	36180.855	6.322717337994278					
YAL037W	235.38059	17.00229730969754	82383.207	14.39672255557453					
YAL038W	18469.731	1334.128093111404	9234865.5	1613.8215697471824	500.0	Pyk1	K00873	Glycolysis	pyruvate kinase CDC19
YAL039C	2121.1671	153.2187241001857	570593.95	99.71307368550687	269.0	CYC3	K01764	Cofactor biosynthesis	holocytochrome c synthase CYC3
