!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	871.53287	66.85348290416624	305036.5	56.53518853758968		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	872.00193	66.88946352609165	305200.68	56.565617510037576					
YAL003W	14304.668	1097.2814801440293	2975370.9	551.452546828848	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	8209.6612	629.746121546967	5270602.5	976.8486920227301	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	3151.8167	241.76933667517974	1103135.8	204.4541896971832		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	1464.3328	112.32593879196993	512516.48	94.98934004757402					
YAL009W	716.39083	54.9528580673113	250736.79	46.471329483389795					
YAL010C	752.9459	57.7569218398063	263531.07	48.84260974658031		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1236.4095	94.8424141143394	772755.94	143.2218857790538	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	5377.5207	412.49848463460717	2118743.2	392.6859450417773	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1462.2555	112.16659340774268	511789.42	94.85458740591264					
YAL014C	1346.4831	103.28593218360056	343353.19	63.63676914609515	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	573.81177	44.015913428376344	228950.9	42.4335523694733	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	3122.809	239.54421603682772	1982983.7	367.5244023140417	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	2680.5595	205.6201720846747	938195.82	173.88436324465613		PSK1	K08286	Other enzymes	Psk1p
