!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	1127.6874	71.89279237866506	394690.59	60.847721309170325		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1590.1551	101.37622399095297	556554.29	85.801539710747					
YAL003W	17412.302	1110.0762609572603	3621758.8	558.3507073513841	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	9295.1126	592.585853391741	5967462.3	919.9775524250035	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	3357.6532	214.05849208491676	1175178.6	181.17214282028095		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	2222.6888	141.70177339995482	777941.08	119.9317724569896					
YAL009W	902.28455	57.52281689023681	315799.59	48.685441023233544					
YAL010C	839.06289	53.49228353833933	293672.01	45.27412883287611		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1332.5474	84.9531116184591	832842.12	128.39562557672983	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	4208.9317	268.3295502318123	1658319.1	255.65579974550232	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1834.3553	116.9445758918685	642024.35	98.97808489049923					
YAL014C	1987.7638	126.72473787614041	506879.77	78.14343631100087	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	647.81585	41.29982334081096	258478.52	39.84850246712699	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	3982.3125	253.88202949635033	2528768.4	389.84915971428796	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	3387.9192	215.98802260386435	1185771.7	182.80523469764285		PSK1	K08286	Other enzymes	Psk1p
YAL018C	161.40638	10.290046129744747	56492.233	8.709160382356					
YAL019W	891.79425	56.854034956617696	312127.99	48.11940651615612		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	921.96942	58.77777484393126	322689.3	49.74759746831374		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	2472.687	157.6397617889711	2069639.0	319.06718901656603	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	1291.1695	82.31517066623674	451909.33	69.66888409691725		FUN26	K15014	Alcoholism	Fun26p
YAL023C	6963.63	443.94821276875433	5285395.2	814.8262519722767	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	1430.6599	91.20802019707033	2052997.0	316.50156469289715	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	992.96056	63.3036312902698	347536.2	53.57813532480741		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	1721.8417	109.77156244454598	2333095.5	359.6831248793628	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	426.60248	27.19693730981087	149310.87	23.018603524826272		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	429.23013	27.36445633670946	150230.55	23.16038656640732					
YAL029C	3045.4492	194.15473386983982	1065907.2	164.32624919443373		MYO4	K10357	Messenger RNA Biogenesis	myosin 4
YAL030W	2798.7787	178.42889438414414	330255.89	50.91410554133559	118.0	SNC1	K08513	SNARE interactions in vesicular transport	SNAP receptor SNC1
YAL031C	1586.0778	101.1162862791673	555127.23	85.58153611458458					
YAL032C	1087.3509	69.32124318889667	418630.1	64.5383708196086	385.0	PRP45	K06063	Spliceosome	Prp45p
YAL033W	2906.3112	185.2843506891971	502791.84	77.51321802945684	173.0	POP5	K03537	Ribosome biogenesis in eukaryotes	Pop5p
YAL034C	1686.2469	107.50230806947704	590186.42	90.98645803695737					
