Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
P11142	0.0043204706	4332.27173095	2.791024	7795.0913138	646	HspA8	K03283	Chaperones and folding catalysts
P36578	0.0020187803	2024.29448882	0.86201919	2407.54586858	427	Rpl4	K02930	Ribosome
P06733	0.0052810837	5295.50869349	2.2919903	6401.33287239	434	Eno1	K01689	Glycolysis / Gluconeogenesis
P06733	5.4672389e-07	0.548217236632	0.00023727817	0.662697634245	434	Eno1	K01689	Glycolysis / Gluconeogenesis
P39023	0.0030077245	3015.93993623	1.212113	3385.32793614	403	Rpl3	K02925	Ribosome
P23528	0.0041784485	4189.86170529	0.85240349	2380.69004091	204	Cfl1	K05765	Regulation of actin cytoskeleton
P68104	0.0069441493	6963.11686691	3.208197	8960.21982171	462	Eef1a1	K03231	Translation factors
Q53HE2	0.0055045656	5519.60102217	1.5743058	4396.90144794	286	Tpi1	K01803	Glycolysis / Gluconeogenesis
P63244	0.0017830932	1787.9636223	0.62408262	1743.00937944	350			
P68400	0.0002844841	285.261152879	0.11294019	315.432290818	397	CsnK2a1	K03097	Ribosome biogenesis in eukaryotes
Q14152	0.0002881589	288.945990395	0.3982356	1112.23796944	1382	Eif3a	K03254	Translation factors
Q7KZF4;B2R5U1;B3KU67;Q59FF0	0.0003644174	365.412786349	0.12754609	356.225320265	350			
P61978	0.0030018435	3010.04287259	1.3928554	3890.12600032	464	HnrNpk	K12886	Spliceosome
P61978	3.3246203e-05	33.337013199	0.015426238	43.0841633173	464	HnrNpk	K12886	Spliceosome
P62241	0.0035792007	3588.97709245	0.74447375	2079.2515084	208	Rps8	K02995	Ribosome
Q6P2Q9	0.0002460204	246.69239137	0.57445763	1604.41102683	2335	PrpF8	K12856	Spliceosome
P23396	0.0029844551	2992.60697712	0.72522259	2025.48466508	243	Rps3	K02985	Ribosome
P11940	0.0007762597	778.380011238	0.49370117	1378.86514121	636	PabPc1	K13126	RNA degradation
Q00610	0.0006413558	643.107628558	1.074271	3000.34701986	1675	CltC	K04646	Endocytosis
P50991	0.0011049562	1107.97432789	0.59557139	1663.37995264	539	Cct4	K09496	Chaperones and folding catalysts
P06748	0.0029611817	2969.27000709	0.87058742	2431.47620212	294	Npm1	K11276	Chromosome-related
P62847	0.0016229721	1627.4051602	0.46903894	1309.9856422	289	Rps24	K02974	Ribosome
P54136	0.0003521373	353.099143922	0.23241062	649.10298342	660	RarS	K01887	
P54136	1.1519432e-11	1.15508967033e-05	7.6028251e-09	2.12340402294e-05	660	RarS	K01887	
P14866	0.001981687	1987.09987048	1.1672136	3259.92775222	589	HnrNpl	K13159	
O43143	0.0005215309	522.955433347	0.41461707	1157.99001403	795	Dhx15	K12820	Spliceosome
P15880	0.0024098613	2416.44370534	0.70608936	1972.04719017	293	Rps2	K02981	Ribosome
O43242	0.0004065089	407.619256997	0.21707575	606.274003112	534	PsmD3	K03033	Proteasome
P31948	0.0011962916	1199.55920558	0.70581204	1971.27265913	590	StiP1	K09553	Chaperones and folding catalysts
O00148	0.0008732529	875.6381429	0.37287899	1041.41912647	427	Ddx39	K13182	Other enzymes
P62750	0.0039526654	3963.46189101	0.76681709	2141.65454598	194	Rpl23a	K02893	Ribosome
P14678	0.0005550065	556.522470131	0.15984187	446.424671525	288	SnrPb	K11086	Spliceosome
P62906	0.0020237322	2029.25991466	0.43914989	1226.50808198	217	Rpl10a	K02865	Ribosome
Q08211	0.0009483487	950.939063002	1.2044028	3363.794007	1270	Dhx9	K13184	Other enzymes
P22626	0.0051365208	5150.55092778	1.8131918	5064.08961386	353	HnrNpa2b1	K13158	
Q16531	0.0004058178	406.926269295	0.46263229	1292.09241671	1140	Ddb1	K10610	Nucleotide excision repair
B3KT15	0.0005777914	579.369605849	0.20222699	564.802686457	350			
A8MXP9	0.0008234553	825.704523458	0.28820936	804.944091735	350			
P04843	0.0005002661	501.6325497	0.30366152	848.100652981	607	Rpn1	K12666	N-Glycan biosynthesis
P51148	0.0005484399	549.93793382	0.13656154	381.404701018	249	Rab5c	K07889	GTP-binding signaling proteins
P61247	0.0025902582	2597.33334969	0.68382816	1909.87356259	264	Rps3a	K02984	Ribosome
P62910	0.0023323357	2338.70634838	0.35684736	996.64415508	153	Rpl32	K02912	Ribosome
P68371	0.0061779879	6194.86273863	2.7492046	7678.29330644	445	TubB2c	K07375	Phagosome
O00232	0.0002583926	259.098385362	0.11782703	329.080816963	456	PsmD12	K03035	Proteasome
P19338	0.0017659282	1770.75173703	1.253809	3501.78129785	710	Ncl	K11294	Ribosome Biogenesis
P62280	0.0032051699	3213.92464762	0.50641684	1414.37891994	158	Rps11	K02949	Ribosome
P07900	0.0025969408	2604.03420284	1.9009607	5309.22064462	732	Hsp90aa1	K04079	Protein processing in endoplasmic reticulum
P05388	0.0016046564	1609.03943186	0.50867608	1420.68878403	317	RplP0	K02941	Ribosome
Q8WWY3	0.0001149455	115.259467394	0.057357804	160.19544072	499	PrpF31	K12844	Spliceosome
P63104	0.0030934283	3101.8778315	0.76098336	2125.36143705	246	YwhAz	K06630	
P00558	0.0019109576	1916.17727697	0.79686932	2225.58785398	417	Pgk1	K00927	Glycolysis / Gluconeogenesis
P52272	0.0009785185	981.191270173	0.71431851	1995.03050228	730	HnrNpm	K12887	Spliceosome
P18124	0.0032705971	3279.53055846	0.81110808	2265.35549281	248	Rpl7	K02937	Ribosome
Q9Y3I0;B4DNA0	0.0005838389	585.433624267	0.20434362	570.71425301	350			
P04406	0.0058266382	5842.553346	1.9519238	5451.55622402	335	GapDh	K00134	Glycolysis / Gluconeogenesis
P26196	0.0001549594	155.382663191	0.07484539	209.036772692	483	Ddx6	K12614	RNA degradation
P62937	0.007173367	7192.96066262	1.1836056	3305.7092062	165	PpiA	K03767	Chaperones and folding catalysts
O00571	0.000820875	823.117175509	0.54341925	1517.72348623	662	Ddx3x	K11594	Chromosome-related
O75533	0.0002698423	270.579359597	0.35187436	982.754991424	1304	Sf3B1	K12828	Spliceosome
Q12906	0.0014620461	1466.03959957	1.3129174	3666.86600347	898	Ilf3	K13090	
Q12906	6.3533101e-06	6.37066382171	0.0057052725	15.9343381166	898	Ilf3	K13090	
P51665	0.0001748993	175.377027945	0.056667373	158.26712599	324	PsmD7	K03038	Proteasome
P50914	0.0016998048	1704.44772455	0.37395706	1044.43008378	220	Rpl14	K02875	Ribosome
P46777	0.0025537422	2560.71760821	0.75846143	2118.31790226	297	Rpl5	K02932	Ribosome
Q14204	0.0002847718	285.549638716	1.3230498	3695.16493004	4646	DynC1h1	K10413	Chromosome-related
P62701	0.0025114645	2518.32442897	0.66051516	1844.76234756	263	Rps4x	K02987	Ribosome
P40429	0.0015467141	1550.93886562	0.31398296	876.927552102	203	Rpl13a	K02872	Ribosome
P53621	0.0003120844	312.9368416	0.38199131	1066.86905685	1224	CopA	K05236	Neuroactive ligand-receptor interaction
Q9BUQ0	0.0016043128	1608.69489334	0.89360223	2495.75459798	557	PtbP1	K13218	
Q15286	0.0001330032	133.366491022	0.036708883	102.524770483	276	Rab35	K07876	GTP-binding signaling proteins
Q92499	0.0004162661	417.403108259	0.30803691	860.320743021	740	Ddx1	K13177	Other enzymes
P60842	0.0024094008	2415.98194751	0.97821672	2732.07563141	406	Eif4a1	K03257	RNA transport
P34932	0.0008854296	887.848102895	0.74376086	2077.2604676	840	HspA4	K09489	Chaperones and folding catalysts
P62917	0.002336141	2342.52204235	0.60038824	1676.8330027	257	Rpl8	K02938	Ribosome
P25788	0.0005624126	563.948799492	0.14341521	400.546415129	255	PsmA3	K02727	Proteasome
A8K4L9	0.0001737589	174.233513004	0.068113489	190.235148983	392	TiaL1	K13201	
Q9UQ80;A8K6Y1;Q6PIN5	0.0017116701	1716.34543398	0.59908454	1673.19188011	350			
P61201	0.0001352727	135.642190038	0.059925806	167.367650663	443	CopS2	K12176	Ubiquitin labeling
P35606;B4DZI8	0.000260673	261.385014151	0.09123555	254.813087711	350			
Q06830	0.0064665561	6484.21914701	1.2868447	3594.04718239	199	PrdX1	K13279	Peroxisome
Q9UHB9	0.0001206085	120.937935572	0.07562153	211.204465329	627	Srp68	K03107	Protein export
P62424	0.0021821271	2188.08746174	0.58044581	1621.1355014	266	Rpl7a	K02936	Ribosome
Q6NUS1	0.0002418271	242.487637598	0.21111506	589.626305764	873	PdcD6ip	K12200	Endocytosis
P62829	0.0020187803	2024.29448882	0.28262924	789.359293847	140	Rpl23	K02894	Ribosome
