!!SBtab TableType='Proteomaps' Organism='mmu'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
17196	442857.14	172.74126802	155000000.0	195.862591192	350	Mbp		Myelin
69187	35714.286	13.9307476223	12500000.0	15.7953702574	350			
12954	327551020.0	127764.855583	64200000000.0	81125.021642	196.0	Cryaa	K09541	Crystallins
11354	8594.0	3.35218363503	3007900.0	3.80087153578	350			
14077	8421052.6	3284.72361129	1120000000.0	1415.26517506	133.0	Fabp3	K08752	PPAR signaling pathway
12961	168571430.0	65753.1288084	59000000000.0	74554.147615	350	Crybb2		Crystallins
12889	32571.429	12.704841897	11400000.0	14.4053776748	350			
12955	312571430.0	121921.902772	54700000000.0	69120.5402464	175.0	Cryab	K09542	Crystallins
380684	19174.312	7.47914997664	20900000.0	26.4098590704	1090.0	Nefh	K04574	Amyotrophic lateral sclerosis (ALS)
226180	90476.19	35.2912268417	45600000.0	57.621510699	504.0	Ina	K07608	Cytoskeleton proteins
18039	613259.67	239.208637398	333000000.0	420.788663657	543.0	Nefl	K04572	Cytoskeleton proteins
17189	30000000.0	11701.8279091	10500000000.0	13268.1110162	350	Mb		Hemoglobin
12960	9371428.6	3655.42815799	3280000000.0	4144.70515554	350			
110187	30857.143	12.0361659051	10800000.0	13.6471999024	350			
20617	778571.43	303.690296293	109000000.0	137.735628645	140.0	Snca	K04528	Synaptic vesicle cycle
18823	37142.857	14.4879773555	13000000.0	16.4271850677	350			
12962	32571429.0	12704.841897	11400000000.0	14405.3776748	350	Crybb3		Crystallins
19194	10679.143	4.16551645342	3737700.0	4.72306843289	350			
G3UXD0	23216.0	9.05565455792	8125600.0	10.2677488451	350			
12373	1237142.9	482.561110492	433000010.0	547.151638353	350			
21956	3355481.7	1308.84231352	1010000000.0	1276.2659168	301.0	Tnnt2	K12045	Cardiac muscle contraction
70350	1517142.9	591.778170977	531000010.0	670.987341171	350			
22349	137847.64	53.7689786985	114000000.0	144.053776748	827.0	Vil1	K05761	Cytoskeleton proteins
218038	262390.67	102.348348843	180000000.0	227.453331707	686.0	Amph	K12562	Fc gamma R-mediated phagocytosis
21954	2933649.3	1144.30197514	619000000.0	782.186735147	211.0	Tnni3	K12044	Cardiac muscle contraction
66473	79467.681	30.9972375799	20900000.0	26.4098590704	263.0	Ctrb1	K01310	Pancreatic secretion
19752	83221.477	32.4614467398	12400000.0	15.6690072953	149.0	RnaSe1	K01168	Other enzymes
11723	408571.43	159.367752081	143000000.0	180.699035745	350			
21924	3378882.0	1317.9698563	544000000.0	687.414513602	161.0	Tnnc1	K05865	Calcium signaling pathway
68416	5044.8571	1.96780165367	1765700.0	2.23119082108	350			
16204	687500.0	268.166889583	88000000.0	111.199406612	128.0	Fabp6	K08755	PPAR signaling pathway
19660	194571.43	75.8947129962	68100000.0	86.0531771623	350			
22003	1556338.0	607.066648146	441999990.0	558.524279666	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	25422535.0	9916.33765277	7219999900.0	9123.40573431	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	99647.887	38.868747506	28300000.0	35.7607182628	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	21983.803	8.57502264978	6243400.1	7.88934529957	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	33031.69	12.8843717309	9381000.0	11.8541094708	284.0	Tpm1	K10373	Cardiac muscle contraction
22072	106910.57	41.7016363935	26300000.0	33.2334590216	246.0	Prss2	K01312	Neuroactive ligand-receptor interaction
282619	10587.143	4.12963084783	3705500.0	4.68237955911	350			
