!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	1353.3057	78.43261536001842	473656.99	66.0596626035865		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1715.0592	99.3985162061025	600270.72	83.71813795888866					
YAL003W	14598.32	846.064874671306	3036450.6	423.485573702729	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	11205.599	649.4352578619945	7193994.6	1003.3270195126292	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	3081.9593	178.6190129341298	1078685.8	150.44139853880293		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	3600.3187	208.66121510504354	1260111.5	175.74435148291445					
YAL009W	1006.6293	58.340527714488005	352320.26	49.13715620244066					
YAL010C	794.16997	46.027167244981946	277959.49	38.766260214728334		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1450.7821	84.08198858580126	906738.81	126.46041570753032	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	1588.927	92.08835832594806	626037.24	87.31172499255317	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	2323.9522	134.68771247890894	813383.27	113.44037039039982					
YAL014C	2756.7456	159.77082435271143	702970.13	98.04134761781799	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	736.45802	42.68239512436898	293846.75	40.982013507623805	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	5212.5952	302.1028244757103	3309998.0	461.63649162772015	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	4665.5846	270.4001042494873	1632954.6	227.74377281537545		PSK1	K08286	Other enzymes	Psk1p
YAL018C	164.84456	9.55378372282883	57695.596	8.046649127827365					
YAL019W	638.70743	37.01713085578217	223547.6	31.17758070421702		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	1180.4663	68.41548014861986	413163.21	57.622758301982955		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	2537.5396	147.06645173194423	2123920.6	296.21747634888067	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	1439.1107	83.40555721710686	503688.74	70.24810975897475		FUN26	K15014	Alcoholism	Fun26p
YAL023C	6883.4516	398.9395091531081	5224539.8	728.652471584995	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
