!!SBtab TableType='Proteomaps' Organism='sce' ProteinIdentifier='http://http://identifiers.org/sgd/'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
YJR086W	9.49	9.49000018031	1043.9	2.20720238505	110.0	Ste18	K07973	MAPK signaling pathway
YDR103W	0.016	0.016000000304	14.672	0.0310221988633	917.0	Ste5	K11239	MAPK signaling pathway
YLR452C	17.907	17.9070003402	6267.45	13.2517775536	350			
YIL117C	1.765	1.76500003354	617.75	1.30615889775	350			
YIL015W	13.797	13.7970002621	8098.839	17.1240317625	587.0	Bar1	K01383	Peptidases
YKL209C	0.878	0.878000016682	307.3	0.649749298712	350	Ste6	K05658	Cellular antigens
YFL026W	26.463	26.4630005028	11405.553	24.1156852039	431.0	Ste2	K11213	MAPK signaling pathway
YHR005C	14.836	14.8360002819	7002.592	14.8061478723	472.0	Gpa1	K04640	GTP-binding signaling proteins
YPR122W	0.291	0.291000005529	101.85	0.215349710621	350			
YJL170C	2.799	2.79900005318	979.65	2.07135340216	350			
YDR210W-B	84.22	84.2200016002	29477.0	62.3256104072	350			
YPL156C	0.212	0.212000004028	74.2	0.156887074404	350			
YLR256W-A	1630.375	1630.37503098	570631.25	1206.53190534	350			
YBR072W	94.86	94.8600018023	20300.04	42.9220200255	214.0	Hsp26	K13993	Chaperones and folding catalysts
YGR044C	1.982	1.98200003766	594.6	1.25721097629	300.0	Rme1	K09235	Transcription factors
YGL032C	2.823	2.82300005364	988.05	2.08911420303	350			
YLR327C	0.194	0.194000003686	67.9	0.143566473747	350			
YBR083W	0.737	0.737000014003	358.182	0.757333235637	486.0	Tec1	K09450	Transcription factors
YJL157C	2.928	2.92800005563	2430.24	5.13845341914	830.0	Far1	K06652	MAPK signaling pathway
YGR014W	4.554	4.55400008653	1593.9	3.37011196621	350			
YBL016W	8.879	8.8790001687	3134.287	6.62707705894	353.0	Fus3	K04371	MAPK signaling pathway
YIL067C	2.404	2.40400004568	841.4	1.77904022107	350			
YDR085C	0.065	0.065000001235	22.75	0.048102169039	350			
YDR306C	1.44	1.44000002736	504.0	1.06564805256	350			
YMR011W	4.352	4.35200008269	2354.432	4.97816642	541.0	Hxt2	K08139	Transport
YOR212W	6.357	6.35700012078	2689.011	5.68559391955	423.0	Ste4	K07972	MAPK signaling pathway
YBR073W	12.725	12.7250002418	12190.55	25.7754679903	958.0	Rdh54	K10877	Homologous recombination
YKR042W	75.364	75.3640014319	26377.4	55.771874884	350	Uth1		Cell wall
YGR279C	94.977	94.9770018046	33241.95	70.2861493665	350	Scw4		Cell wall
YAR073W	0.005	0.005000000095	1.75	0.00370016684916	350			
YGR032W	14.33	14.3300002723	27155.35	57.416757627	1895.0	Gsc2	K00706	Carbohydrate metabolism
YIL055C	0.131	0.131000002489	45.85	0.0969443714479	350			
YMR251W-A	1.78	1.78000003382	623.0	1.3172593983	350			
YLR079W	1.199	1.19900002278	341.715	0.722515722777	285.0	Sic1	K03085	Cell cycle
YNL261W	2.266	2.26600004305	1085.414	2.29497880023	479.0	Orc5	K02607	DNA replication control
YIL123W	2.347	2.34700004459	821.45	1.73685831899	350	Sim1		Cell wall
YLR303W	1043.417	1043.41701982	463277.15	979.544429944	444.0	Met17	K01738	Amino acid metabolism
YMR305C	69.68	69.6800013239	24388.0	51.5655252099	350	Scw10		Cell wall
YMR122W-A	0.011	0.011000000209	3.85	0.00814036706815	350			
YDR463W	0.209	0.209000003971	73.15	0.154666974295	350			
YLR332W	0.033	0.033000000627	12.408	0.0262352401511	376.0	Mid2	K11245	MAPK signaling pathway
YOR052C	0.211	0.211000004009	73.85	0.156147041034	350			
YDR003W	0.016	0.016000000304	5.6	0.0118405339173	350			
YKL109W	0.1	0.1000000019	35.0	0.0740033369831	350			
YKL096W	41.122	41.1220007813	14392.7	30.4316522342	350	Cwp1		Cell wall
YLR049C	0.016	0.016000000304	5.6	0.0118405339173	350			
YDR342C	13.937	13.9370002648	7944.09	16.7968334084	570.0	Hxt7	K08139	Transport
YDR406W	0.936	0.936000017784	327.6	0.692671234162	350			
YHR084W	6.197	6.19700011774	4263.536	9.01473975279	688.0	Ste12	K11215	Transcription factors
YOL011W	8.96	8.96000017024	6182.4	13.0719494447	690.0	Plb3	K13333	Lipid and steroid metabolism
YBR162C	174.31	174.310003312	61008.5	128.995216695	350			
YCR065W	0.659	0.659000012521	371.676	0.785864693616	564.0	Hcm1	K09413	Transcription factors
YLR286C	74.169	74.1690014092	41682.978	88.1336990684	562.0	Cts1		Cell wall
YGL028C	13.971	13.9710002654	4889.85	10.3390062099	350	Scw11		Cell wall
YNL036W	3.301	3.30100006272	1155.35	2.44285015381	350			
YDR183W	1.514	1.51400002877	529.9	1.12041052192	350			
YOL109W	872.975	872.975016587	305541.25	646.030631029	350			
YGR243W	0.026	0.026000000494	9.1	0.0192408676156	350			
YDL107W	0.218	0.218000004142	76.3	0.161327274623	350			
YDR034C	2.227	2.22700004231	779.45	1.64805431461	350			
YDR184C	0.125	0.125000002375	43.75	0.0925041712289	350			
YLR094C	1.267	1.26700002407	443.45	0.937622279576	350			
YBR036C	6.389	6.38900012139	2236.15	4.72807319985	350			
YNL058C	0.487	0.487000009253	170.45	0.360396251108	350			
YLR110C	1.783	1.78300003388	624.05	1.31947949841	350	Ccw12		Cell wall
YJL013C	1.195	1.19500002271	615.425	1.3012429618	515.0	Mad3	K06680	Cell cycle
YER103W	94.95	94.9500018041	60957.9	128.888229014	642.0	Ssa4	K03283	Chaperones and folding catalysts
YPL242C	0.442	0.442000008398	154.7	0.327094749465	350			
YDR423C	0.315	0.315000005985	128.835	0.272406283435	409.0	Cad1	K09043	Transcription factors
YHR097C	17.485	17.4850003322	6119.75	12.9394834715	350			
YHR152W	1.157	1.15700002198	200.161	0.423216626682	173.0	Spo12	K12576	Cell cycle
YNL160W	271.012	271.012005149	94854.2	200.557923625	350			
YOR152C	0.003	0.003000000057	1.05	0.00222010010949	350			
YER124C	0.954	0.954000018126	333.9	0.705991834819	350			
YLR084C	0.105	0.105000001995	36.75	0.0777035038323	350			
YBR173C	0.398	0.398000007562	58.904	0.124545501762	148.0	Ump1	K11599	Proteasome
YMR173W	477.991	477.991009082	167296.85	353.729290479	350			
YJL048C	0.572	0.572000010868	200.2	0.423299087544	350			
YOL082W	1.504	1.50400002858	526.4	1.11301018823	350			
YJL159W	30.316	30.316000576	10610.6	22.4348516398	350	Hsp150		Cell wall
YDR309C	1.306	1.30600002481	457.1	0.966483581	350			
YBR071W	1.71	1.71000003249	598.5	1.26545706241	350			
YPR115W	9.935	9.93500018877	3477.25	7.35223152928	350			
YCR069W	3.145	3.14500005976	1000.11	2.11461363858	318.0	Cpr4	K01802	Other enzymes
YIR002C	0.191	0.191000003629	189.663	0.40101985435	993.0	Mph1	K10896	DNA repair and recombination proteins
YMR001C	0.018	0.018000000342	12.69	0.026831495609	705.0	Cdc5	K06660	Cell cycle
YNR034W-A	7.241	7.24100013758	2534.35	5.35858163095	350			
YPR160W	65.966	65.9660012534	59501.332	125.808489227	902.0	Gph1	K00688	Carbohydrate metabolism
YPR075C	0.297	0.297000005643	103.95	0.21978991084	350			
YIL140W	3.019	3.01900005736	1056.65	2.23416074352	350			
YOR153W	249.896	249.896004748	377592.86	798.375190315	1511.0	Pdr5	K08711	Transport
YJR053W	0.025	0.025000000475	14.35	0.0303413681631	574.0	Bfa1	K02181	Cell cycle
YML058W	39.037	39.0370007417	13662.95	28.8886826581	350			
YNL327W	6.863	6.8630001304	2402.05	5.07884901715	350	Egt2		Cell wall
YKR039W	8.698	8.69800016526	3044.3	6.43681025079	350			
YOR372C	0.004	0.004000000076	1.4	0.00296013347933	350			
YLR023C	1.31	1.31000002489	458.5	0.969443714479	350			
YOR226C	0.494	0.494000009386	172.9	0.365576484697	350			
YGR108W	0.54	0.54000001026	254.34	0.537771677951	471.0	Clb1	K02220	Cell cycle
YLR168C	0.813	0.813000015447	284.55	0.601647129673	350			
YKL164C	25.374	25.3740004821	8880.9	18.7776067261	350	Pir1		Cell wall
YOL002C	0.226	0.226000004294	79.1	0.167247541582	350			
YGR043C	1.261	1.26100002396	419.913	0.887856092646	333.0	Nqm1	K00616	Pentose phosphate metabolism
YLR121C	0.002	0.002000000038	0.7	0.00148006673966	350			
YNL339C	1.06	1.06000002014	371.0	0.784435372021	350			
YDR262W	5.077	5.07700009646	1776.95	3.75714941863	350			
YGL219C	0.077	0.077000001463	26.95	0.056982569477	350			
YOR025W	0.032	0.032000000608	11.2	0.0236810678346	350	Hst3	K11121	Cofactor biosynthesis
YPL049C	12.273	12.2730002332	5621.034	11.8850078084	458.0	Dig1	K11241	MAPK signaling pathway
YJL158C	142.362	142.362002705	49826.7	105.352630596	350	Cis3		Cell wall
YJR015W	0.688	0.688000013072	240.8	0.509142958444	350			
YLR256W	5.797	5.79700011014	8707.094	18.4101146122	1502.0	Hap1	K09247	Transcription factors
YBR038W	0.646	0.646000012274	622.098	1.31535222659	963.0	Chs2	K00698	Other central metabolism enzymes
YPL042C	0.627	0.627000011913	347.985	0.735772892002	555.0	Ssn3	K00924	Other enzymes
YMR266W	38.831	38.8310007378	13590.85	28.7362357839	350			
YGL186C	0.796	0.796000015124	278.6	0.589066562386	350			
YJR047C	17.392	17.3920003304	2730.544	5.77341050798	157.0	Anb1	K03263	Translation factors
YDL160C-A	1.805	1.8050000343	631.75	1.33576023255	350			
YDL222C	0.041	0.041000000779	14.35	0.0303413681631	350			
YJR025C	179.302	179.302003407	31736.454	67.1029571432	177.0	Bna1	K00452	Amino acid metabolism
YPR017C	0.173	0.173000003287	60.55	0.128025772981	350			
YHR087W	59.084	59.0840011226	20679.4	43.7241316231	350			
YDL223C	15.131	15.1310002875	5295.85	11.1974449189	350			
YGL021W	0.682	0.682000012958	238.7	0.504702758225	350			
YPL135W	12.815	12.8150002435	4485.25	9.48352763439	350			
YHR006W	0.528	0.528000010032	184.8	0.390737619271	350			
YHR057C	8.933	8.93300016973	1831.265	3.87199202573	205.0	Cpr2	K01802	Other enzymes
YJL156C	0.88	0.88000001672	308.0	0.651229365452	350			
YDR461C-A	0.113	0.113000002147	39.55	0.083623770791	350			
YGR282C	169.73	169.730003225	53125.49	112.327529682	313.0	Bgl2		Cell wall
YDR492W	2.41	2.41000004579	843.5	1.78348042129	350			
YBL009W	1.003	1.00300001906	351.05	0.742253469941	350			
YHR154W	11.492	11.4920002183	4022.2	8.5044634861	350			
YDR040C	0.007	0.007000000133	2.45	0.00518023358882	350			
YDL070W	37.341	37.3410007095	23823.558	50.3720797375	638.0	Bdf2	K11684	Chromosome-related
YDR384C	3.663	3.6630000696	1282.05	2.71074223369	350			
YJL127C	0.214	0.214000004066	74.9	0.158367141144	350			
YDL240W	2.22	2.22000004218	777.0	1.64287408103	350			
YOL122C	0.139	0.139000002641	48.65	0.102864638407	350			
YPR119W	1.627	1.62700003091	798.857	1.68908810778	491.0	Clb2	K02220	Cell cycle
YDR222W	0.93	0.93000001767	325.5	0.688231033943	350			
YOR355W	2.04	2.04000003876	714.0	1.50966807446	350			
YGR055W	2.561	2.56100004866	896.35	1.89522546014	350			
YGL248W	3.79	3.79000007201	1398.51	2.95698305155	369.0	Pde1	K01120	Purine metabolism
YJR085C	12.375	12.3750002351	4331.25	9.15791295166	350			
YEL040W	2.073	2.07300003939	725.55	1.53408917566	350	Utr2		Cell wall
YIL045W	0.724	0.724000013756	253.4	0.535784159758	350			
YPL034W	0.048	0.048000000912	16.8	0.0355216017519	350			
YDL028C	0.179	0.179000003401	136.756	0.289154295785	764.0	Mps1	K08866	Chromosome-related
YOR301W	3.86	3.86000007334	1351.0	2.85652880755	350			
YLR190W	1.289	1.28900002449	451.15	0.953903013713	350			
YMR072W	496.634	496.634009436	173821.9	367.525732593	350			
YNL192W	11.498	11.4980002185	13004.238	27.4959144835	1131.0	Chs1	K00698	Other central metabolism enzymes
YKL185W	1.286	1.28600002443	450.1	0.951682913603	350			
YDR113C	0.867	0.867000016473	324.258	0.685604972671	374.0	Pds1	K02627	Cell cycle
YNL040W	2.512	2.51200004773	879.2	1.85896382502	350			
YHR106W	0.716	0.716000013604	244.872	0.517752718107	342.0	Trr2	K00384	Pyrimidine metabolism
YNL222W	2.155	2.15500004095	754.25	1.59477191199	350	Ssu72	K15544	mRNA surveillance pathway
YGR201C	0.02	0.02000000038	7.0	0.0148006673966	350			
YJR008W	0.886	0.886000016834	310.1	0.655669565671	350			
YFL047W	24.025	24.0250004565	8408.75	17.7793017102	350			
YBR054W	3.215	3.21500006109	1125.25	2.37920728401	350			
YLR350W	10.484	10.4840001992	3669.4	7.75850984931	350			
YOR059C	0.007	0.007000000133	2.45	0.00518023358882	350			
YLL027W	0.329	0.329000006251	115.15	0.243470978675	350			
YGL106W	406.206	406.206007718	142172.1	300.605995026	350			
YNL065W	2.769	2.76900005261	969.15	2.04915240106	350			
YLR082C	3.125	3.12500005938	1093.75	2.31260428072	350			
YJL052W	597.723	597.723011357	198444.04	419.586318983	332.0	Tdh1	K00134	Glycolysis
YEL011W	14.756	14.7560002804	10388.224	21.964664038	704.0	Glc3	K00700	Carbohydrate metabolism
YGL060W	1.08	1.08000002052	378.0	0.799236039418	350			
YOR330C	0.419	0.419000007961	536.32	1.13398484831	1280.0	Mip1	K02332	DNA replication control
YAL061W	1.467	1.46700002787	611.739	1.29344935322	417.0	Bdh2	K00004	Butanoate metabolism
YKL011C	0.018	0.018000000342	6.3	0.013320600657	350			
YEL001C	30.223	30.2230005742	10578.05	22.3660285364	350			
YMR281W	0.442	0.442000008398	134.368	0.284105153821	304.0	Gpi12	K03434	Glycan metabolism
YJR092W	17.808	17.8080003384	6232.8	13.17851425	350			
YPL230W	0.027	0.027000000513	9.45	0.0199809009854	350			
YDR381C-A	1.922	1.92200003652	672.7	1.42234413682	350			
YDR186C	2.023	2.02300003844	708.05	1.49708750717	350			
YOL086W-A	3.913	3.91300007435	1369.55	2.89575057615	350			
YNL155W	10.393	10.3930001975	3637.55	7.69116681266	350			
YDR539W	21.666	21.6660004117	7583.1	16.0335629908	350			
YPL224C	0.02	0.02000000038	7.0	0.0148006673966	350			
YDR038C	47.504	47.5040009026	16626.4	35.1545452005	350			
YOL025W	0.348	0.348000006612	121.8	0.257531612701	350			
YGL010W	0.187	0.187000003553	65.45	0.138386240158	350			
YGR092W	8.363	8.3630001589	4783.636	10.1144293404	572.0	Dbf2	K06684	Cell cycle
YBR092C	48.404	48.4040009197	22604.668	47.7948818113	467.0	Pho3	K01078	Cofactor biosynthesis
YLR353W	0.078	0.078000001482	27.3	0.0577226028469	350			
YGR040W	6.001	6.00100011402	2208.368	4.66933146534	368.0	Kss1	K04371	MAPK signaling pathway
YBR167C	0.733	0.733000013927	256.55	0.542444460086	350	Pop7	K14526	Ribosome biogenesis in eukaryotes
YLR211C	0.642	0.642000012198	224.7	0.475101423432	350			
YPL057C	0.345	0.345000006555	120.75	0.255311512592	350			
YPL184C	3.521	3.5210000669	1232.35	2.60565749518	350			
YNL052W	1.275	1.27500002423	195.075	0.412462884628	153.0	Cox5a	K02263	Oxidative phosphorylation
YDL090C	3.943	3.94300007492	1699.433	3.59324894226	431.0	Ram1	K05954	Cofactor biosynthesis
YLR142W	0.018	0.018000000342	8.568	0.0181160168935	476.0	Put1	K00318	Amino acid metabolism
YKL051W	0.385	0.385000007315	134.75	0.284912847385	350			
YDR503C	0.775	0.775000014725	271.25	0.573525861619	350			
YLL012W	0.67	0.67000001273	234.5	0.495822357787	350			
YPL265W	34.517	34.5170006558	12080.95	25.5437318265	350			
YFR053C	810.75	810.750015404	393213.75	831.403704219	485.0	Hxk1	K00844	Glycolysis
YLR120C	3.658	3.6580000695	2081.402	4.4008769601	569.0	Yps1	K06009	Chaperones and folding catalysts
YLR144C	0.811	0.811000015409	283.85	0.600167062933	350			
YPL119C	0.846	0.846000016074	521.982	1.10366885272	617.0	Dbp1	K11594	Chromosome-related
YOR081C	0.618	0.618000011742	216.3	0.457340622556	350			
YOL019W	4.295	4.29500008161	1503.25	3.17844332343	350			
YOR324C	0.517	0.517000009823	180.95	0.382597252203	350			
YER100W	6.119	6.11900011626	1529.75	3.23447442143	250.0	Ubc6	K04554	Protein processing in endoplasmic reticulum
YLL062C	0.561	0.561000010659	196.35	0.415158720475	350			
YGL035C	3.344	3.34400006354	1685.376	3.56352708775	504.0	Mig1	K09467	Transcription factors
YDL181W	41.751	41.7510007933	14612.85	30.8971332238	350			
YKL090W	0.479	0.479000009101	167.65	0.354475984149	350			
YOL063C	0.572	0.572000010868	200.2	0.423299087544	350			
YLL028W	0.882	0.882000016758	516.852	1.0928220779	586.0	Tpo1	K08157	Transport
YMR032W	0.325	0.325000006175	113.75	0.240510845195	350			
YLR407W	1.064	1.06400002022	372.4	0.787395505501	350			
YJR135C	0.141	0.141000002679	49.35	0.104344705146	350			
YLR433C	18.328	18.3280003482	10135.384	21.4300639316	553.0	Cna1	K04348	MAPK signaling pathway
YBR004C	0.011	0.011000000209	4.763	0.0100707969729	433.0	Gpi18	K07542	Glycan metabolism
YNR032W	0.259	0.259000004921	95.312	0.201525887272	368.0	Ppg1	K01090	Other enzymes
YOR368W	0.482	0.482000009158	193.282	0.408671799394	401.0	Rad17	K02830	DNA repair and recombination proteins
YMR234W	0.457	0.457000008683	159.036	0.336262705727	348.0	Rnh1	K03469	DNA replication complex
YKL189W	1.408	1.40800002675	492.8	1.04196698472	350			
YHL027W	0.888	0.888000016872	310.8	0.65714963241	350			
YHR138C	22.936	22.9360004358	8027.6	16.9734053705	350			
YLR105C	0.604	0.604000011476	227.708	0.48146148165	377.0	Sen2	K01170	Other enzymes
YMR019W	0.402	0.402000007638	140.7	0.297493414672	350			
