!!SBtab TableType='Proteomaps' Organism='hsa' ProteinIdentifier='http://identifiers.org/uniprot/'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
P04406	20000000.0	20963.4984027	6700000000.0	19648.2598762	335.0	GapDh	K00134	Glycolysis
P61513	20000000.0	20963.4984027	1840000000.0	5395.94002571	92.0	Rpl37a	K02921	Ribosome
P23528	20000000.0	20963.4984027	4080000000.0	11964.9104918	204.0	Cfl1	K05765	Regulation of actin cytoskeleton
P62937	20000000.0	20963.4984027	3300000000.0	9677.50113307	165.0	PpiA	K03767	Chaperones and folding catalysts
P09382	20000000.0	20963.4984027	2700000000.0	7917.95547251	135.0	LgaLs1	K06830	CAM ligands
P14618	20000000.0	20963.4984027	10620000000.0	31143.9581919	531.0	Pkm2	K00873	Glycolysis
P68104	20000000.0	20963.4984027	9240000000.0	27097.0031726	462.0	Eef1a1	K03231	Translation factors
P06733	20000000.0	20963.4984027	8680000000.0	25454.7605561	434.0	Eno1	K01689	Glycolysis
P08670	20000000.0	20963.4984027	9320000000.0	27331.6092607	466.0	Vim	K07606	Cytoskeleton proteins
P60709	20000000.0	20963.4984027	7500000000.0	21994.320757	375.0	ActB		Cytoskeleton proteins
P60174	20000000.0	20963.4984027	5720000000.0	16774.3352973	286.0	Tpi1	K01803	Glycolysis
Q06830	17800000.0	18657.5135784	3542200000.0	10387.7710647	199.0	PrdX1	K13279	Peroxisome
P07355	17200000.0	18028.6086263	6020000000.0	17654.1081276	350	AnxA2		Regulation of actin cytoskeleton
P07737	16500000.0	17294.8861822	2310000000.0	6774.25079315	140.0	Pfn1	K05759	Regulation of actin cytoskeleton
P37802	15800000.0	16561.1637381	5530000000.0	16217.1458381	350			
Q9BQE3	14200000.0	14884.0838659	7369800000.0	21612.4993486	519.0	TubA1c	K07374	Cytoskeleton proteins
O60814	13200000.0	13835.9089458	1663200000.0	4877.46057107	126.0	HisT1h2bk	K11252	Chromosome-related
Q13268	11900000.0	12473.2815496	3332000000.0	9771.3435683	280.0	DhrS2	K11164	Other enzymes
P14174	11800000.0	12368.4640576	6608000000.0	19378.462875	560.0	Mif	K07253	Amino acid metabolism
P09651	11700000.0	12263.6465656	4352400000.0	12763.7442217	372.0	HnrNpa1	K12741	Spliceosome
P04075	10700000.0	11215.4716454	3894800000.0	11421.7973979	364.0	AldOa	K01623	Glycolysis
P11142	10500000.0	11005.8366614	6783000000.0	19891.6636926	646.0	HspA8	K03283	Chaperones and folding catalysts
P08238	10500000.0	11005.8366614	7602000000.0	22293.4435193	724.0	Hsp90ab1	K04079	Chaperones and folding catalysts
P04792	10000000.0	10481.7492014	2050000000.0	6011.78100691	205.0	HspB1	K04455	Chaperones and folding catalysts
P22626	9270000.0	9716.58150965	3272310000.0	9596.29810084	353.0			
P06748	8950000.0	9381.16553521	2631300000.0	7716.48749438	294.0	Npm1	K11276	Chromosome-related
P63241	8020000.0	8406.36285948	1716280000.0	5033.12171051	214.0	Eif5a	K03263	Translation factors
P61604	7380000.0	7735.5309106	752760000.0	2207.52598574	102.0	HspE1	K04078	Chaperones and folding catalysts
P78371	7270000.0	7620.23166938	3889450000.0	11406.1081158	535.0	Cct2	K09494	Chaperones and folding catalysts
P31949	7080000.0	7421.07843456	2478000000.0	7266.92357811	350			
P00558	6960000.0	7295.29744414	2902320000.0	8511.27426925	417.0	Pgk1	K00927	Glycolysis
P62244	6790000.0	7117.10770772	882700000.0	2588.58492429	130.0	Rps15a	K02957	Ribosome
P62318	6530000.0	6844.58222848	822780000.0	2412.86496432	126.0	SnrPd3	K11088	Spliceosome
P09211	5300000.0	5555.32707672	1113000000.0	3263.95720034	210.0	GstP1	K00799	Cofactor biosynthesis
P10809	5280000.0	5534.36357831	3025440000.0	8872.3330388	573.0	HspD1	K04077	Chaperones and folding catalysts
P08758	5270000.0	5523.88182911	1844500000.0	5409.13661817	350			
