Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
b3241	21.0	2.0758665977	7350.0	2.6841094036	350			
b3240	0.0	0.0	0.0	0.0	350			
b3243	141.0	13.9379614417	49350.0	18.0218774242	350			
b3242	11.0	1.08735869403	3850.0	1.40596206855	350			
b2836	162.0	16.0138280394	116478.0	42.5360129405	719.0	Aas	K05939	Lipid and steroid metabolism
b0885	123.0	12.1586472151	28782.0	10.5107533135	234.0	Aat	K00684	Other enzymes
b1338	8.0	0.790806322931	2800.0	1.02251786804	350			
b1337	0.0	0.0	0.0	0.0	350			
b1339	19.0	1.87816501696	6650.0	2.42847993659	350	AbgR	K14057	Transcription factors
b1336	0.0	0.0	0.0	0.0	350			
b0715	4.0	0.395403161466	1400.0	0.51125893402	350			
b0185	4753.0	469.837806612	1516207.0	553.695981838	319.0	AccA	K01962	Lipid and steroid metabolism
b3255	13718.0	1356.03514225	2140008.0	781.498720624	156.0	AccB	K02160	Lipid and steroid metabolism
b3256	4452.0	440.083718711	1998948.0	729.985731172	449.0	AccC	K01961	Lipid and steroid metabolism
b2316	4611.0	455.80099438	1401744.0	511.895816578	304.0	AccD	K01963	Lipid and steroid metabolism
b4015	2523.0	249.400544095	1094982.0	399.870950065	434.0	AceA	K01637	TCA cycle and anaplerotic enzymes
b4014	1253.0	123.860040329	667849.0	243.88840559	533.0	AceB	K01638	Glycolysis
b0114	32526.0	3215.22080746	28850562.0	10535.7911243	887.0	AceE	K00163	Glycolysis
b0115	28493.0	2816.55556991	17950590.0	6555.28536316	630.0	AceF	K00627	Glycolysis
b4016	6.0	0.593104742199	3444.0	1.25769697769	574.0	AceK	K00906	Other enzymes
b2296	15918.0	1573.50688105	6367200.0	2325.20563192	400.0	AckA	K00925	Other central metabolism enzymes
b1276	186.0	18.3862470082	165726.0	60.5206414995	891.0	AcnA	K01681	TCA cycle and anaplerotic enzymes
b0118	6068.0	599.826595944	5248820.0	1916.79008433	865.0	AcnB	K01682	TCA cycle and anaplerotic enzymes
b0404	133.0	13.1471551187	25669.0	9.37393255525	193.0	AcpH	K08682	Cofactor biosynthesis
b1094	214887.0	21241.7497895	75210450.0	27465.7246387	350	AcpP	K02078	Lipid and steroid metabolism
b2563	99.0	9.78622824628	12474.0	4.55531710212	126.0	AcpS	K00997	Cofactor biosynthesis
b3475	199.0	19.6713072829	38805.0	14.1710020962	195.0	AcpT	K06133	Cofactor biosynthesis
b0463	2397.0	236.945344508	951609.0	347.513287817	397.0	AcrA	K03585	Chromosome-related
b0462	908.0	89.7565176527	317800.0	116.055778022	350			
b2470	8.0	0.790806322931	2800.0	1.02251786804	350			
b3265	0.0	0.0	0.0	0.0	385.0	AcrE	K03585	Chromosome-related
b3266	0.0	0.0	0.0	0.0	350			
b0464	152.0	15.0253201357	32680.0	11.9342442598	215.0	AcrR	K03577	Transcription factors
b4069	79.0	7.80921243895	51508.0	18.8099465525	652.0	Acs	K01895	Glycolysis
b4067	0.0	0.0	0.0	0.0	350			
b2213	8.0	0.790806322931	2832.0	1.03420378653	354.0	Ada	K10778	Transcription factors
b1623	548.0	54.1702331208	182484.0	66.6404109398	333.0	Add	K01488	Purine metabolism
b3665	311.0	30.742595804	182868.0	66.7806419617	588.0	Ade	K01486	Purine metabolism
