!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	1095.9159	72.65241684885636	383570.57	61.057025419245974		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	1390.5953	92.18783065713387	486708.35	77.47456771177535					
YAL003W	14166.13	939.1264255725184	2946555.0	469.0346382263017	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	9627.4831	638.2423280714513	6180844.2	983.8710030120378	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	3131.7108	207.61297330540182	1096098.8	174.4777559279509		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	2166.152	143.60242246871672	758153.2	120.6833444079995					
YAL009W	969.94485	64.30131870757734	339480.7	54.03876978685674					
YAL010C	775.74415	51.4270185822304	271510.45	43.2192189490474		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1207.4931	80.04929214305386	754683.19	120.13098584520611	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	1467.9088	97.31323547153985	578356.07	92.06311440256015	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1960.8519	129.99230106769323	686298.16	109.24541004358531					
YAL014C	2276.6612	150.92849599683473	580548.61	92.412124417882	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	686.8819	45.53600337830163	274065.88	43.62599404252526	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	4324.9622	286.71812920128895	2746351.0	437.16602871062713	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	3679.5067	243.92843882140943	1287827.3	204.99722956247376		PSK1	K08286	Other enzymes	Psk1p
YAL018C	139.02946	9.216789611494278	48660.311	7.745781553666681					
YAL019W	624.68334	41.412625198900635	218639.17	34.80313247268382		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	959.33395	63.59788194756543	335766.88	53.44760138167251		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	2157.4423	143.02502345933243	1805779.2	287.4451669113865	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	1159.6096	76.87491352314132	405863.36	64.60560696369531		FUN26	K15014	Alcoholism	Fun26p
YAL023C	6275.0287	415.99542524288336	4762746.8	758.1372899204243	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	1141.1762	75.65289360287032	1637587.8	260.6723449373269	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	481.56459	31.924741061178693	168547.61	26.82952372525128		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	1435.9343	95.19352473229995	1945691.0	309.7164228345207	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	505.07631	33.48342205328182	176776.71	28.13943748604246		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	566.59612	37.56180332376293	198308.64	31.566904815810293					
YAL029C	2578.116	170.91307673947077	902340.6	143.63519326057175		MYO4	K10357	Messenger RNA Biogenesis	myosin 4
YAL030W	2594.7707	172.01717989820096	306182.94	48.738409598315805	118.0	SNC1	K08513	SNARE interactions in vesicular transport	SNAP receptor SNC1
YAL031C	1885.3911	124.9897187551744	659886.89	105.04124603865509					
YAL032C	1129.3158	74.86662275417274	434786.58	69.20962488599432	385.0	PRP45	K06063	Spliceosome	Prp45p
YAL033W	2423.0579	160.63368785845202	419189.02	66.72679462767128	173.0	POP5	K03537	Ribosome biogenesis in eukaryotes	Pop5p
YAL034C	2184.7895	144.8379729512132	764676.32	121.72169910672622					
YAL034W-A	687.88491	45.60249671106883	198798.74	31.64491926868652	289.0	MTW1	K11559	Chromosome-related	Mtw1p
