!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	821.69922	79.46960475459751	287594.73	67.84631746439537		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	912.83956	88.28412790456429	319493.85	75.37162163931833					
YAL003W	10036.602	970.6773167184009	2087613.2	492.4877027825312	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	6145.7234	594.3758952686863	3945554.4	930.7936080589585	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	2039.9052	197.2868612201533	713966.82	168.43152699204478		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	1669.9817	161.51017600626523	584493.59	137.8875672132245					
YAL009W	628.99554	60.8325111422214	220148.44	51.93509960885374					
YAL010C	599.89588	58.01817418971319	209963.56	49.532390067490546		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	992.67809	96.00561074020344	620423.81	146.36384601251115	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	1113.3306	107.67436622758252	438652.26	103.48221780153794	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1151.4924	111.36513663226175	403022.34	95.07678261310105					
YAL014C	1203.2078	116.36672638395449	306817.99	72.38126635118691	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	460.27971	44.51537221887684	183651.6	43.325149791319724	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	3026.6047	292.7142601612877	1921894.0	453.3929757924169	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	2243.1388	216.9423427780571	785098.58	185.21218208527677		PSK1	K08286	Other enzymes	Psk1p
YAL018C	108.58921	10.502068627148008	38006.224	8.966027781965694					
