!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	931.24617	76.8013638108789	325936.16	64.57853594659873		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	965.54938	79.6304045049104	337942.28	66.95733813902555					
YAL003W	11018.29	908.6960313230269	2291804.3	454.0808432243895	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	7714.8918	636.2594886090822	4952960.5	981.3422901323181	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	2653.6793	218.85318396176433	928787.75	184.02300959836907		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	1705.2016	140.6307082610528	596820.56	118.24953079041364					
YAL009W	772.01179	63.669049345005995	270204.13	53.5362112694843					
YAL010C	700.19475	57.74618298104507	245068.16	48.555959485829405		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1070.9445	88.3225089298996	669340.31	132.6180478712228	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	1121.7146	92.50960042775209	441955.55	87.56574407845332	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1520.5372	125.40113929829653	532188.02	105.44372609629814					
YAL014C	1699.6435	140.17232284809884	433409.09	85.87241286191642	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	558.41874	46.05368826327908	222809.08	44.14571301941028	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	3723.8661	307.11320415857256	2364655.0	468.5149322456411	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	2618.5706	215.9577132167657	916499.71	181.58834990042934		PSK1	K08286	Other enzymes	Psk1p
YAL018C	97.506385	8.041507809120574	34127.235	6.7617133128325575					
YAL019W	579.19366	47.76702920411957	202717.78	40.16497415550546		FUN30	K14439	Chromosome-related	Fun30p
