!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	660.21532	69.16910634019244	231075.36	58.77062763179306		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	927.9077	97.21456687067392	324767.7	82.5998997190089					
YAL003W	9964.1932	1043.9235779094347	2072552.2	527.1232449606634	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	6124.85	641.6852019849034	3932153.7	1000.0856036475603	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	1705.5516	178.6863715750876	596943.06	151.82370935889963		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	1810.2923	189.65979251364774	633602.31	161.14745175623187					
YAL009W	537.74137	56.337817191292636	188209.48	47.86831995351388					
YAL010C	494.73591	51.83224280391112	173157.57	44.04008747664027		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	794.18559	83.20483615642011	496365.99	126.24340720436969	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	1633.465	171.13403894956943	643585.21	163.6864559087535	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1082.8485	113.4473266188641	378996.98	96.39232147103058					
YAL014C	1186.5368	124.31049024392777	302566.88	76.95344686769465	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	375.78215	39.36975514911733	149937.08	38.13429652074703	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	2422.0126	253.74819700743384	1537978.0	391.1621401082739	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	2272.8386	238.11961045904556	795493.51	202.32210331606993		PSK1	K08286	Other enzymes	Psk1p
YAL018C	127.07882	13.313729851294838	44477.587	11.312221707834535					
YAL019W	427.72756	44.81194571836207	149704.65	38.07518136030561		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	611.63713	64.07969098108796	214073.0	54.446326813126404		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	1356.9709	142.16644424828954	1135784.6	288.870149532711	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	782.80324	82.01233584068783	273981.13	69.68308074633265		FUN26	K15014	Alcoholism	Fun26p
YAL023C	3887.81	407.3161212321816	2950847.8	750.5048450509641	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	892.17077	93.47049817586992	1280265.1	325.6166449857757	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	432.01404	45.261029497492046	151204.91	38.45675048048733		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	990.6798	103.79104264845078	1342371.1	341.41239490779304	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	276.24272	28.941258247966747	96684.952	24.590399043800197		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	301.6175	31.599710427142153	105566.12	26.84919382600197					
YAL029C	1567.0441	164.1752875299397	548465.44	139.49413794334254		MYO4	K10357	Messenger RNA Biogenesis	myosin 4
YAL030W	1522.1213	159.46883823049117	179610.31	45.68124722532475	118.0	SNC1	K08513	SNARE interactions in vesicular transport	SNAP receptor SNC1
YAL031C	953.60619	99.90693333619667	333762.17	84.88751120261898					
YAL032C	621.38352	65.10079586296649	239232.66	60.84531720830535	385.0	PRP45	K06063	Spliceosome	Prp45p
YAL033W	1617.2984	169.44030473788928	279792.62	71.16114796551123	173.0	POP5	K03537	Ribosome biogenesis in eukaryotes	Pop5p
YAL034C	1105.0938	115.77791101255778	386782.83	98.37253818971057					
YAL034W-A	439.3836	46.03311985025822	126981.86	32.295973097488535	289.0	MTW1	K11559	Chromosome-related	Mtw1p
YAL035W	3841.7708	402.49270949944963	3857137.9	981.0064354995542	1004.0	FUN12	K03243	RNA transport	translation initiation factor eIF5B
YAL036C	1453.7781	152.30869225201093	508822.34	129.4114970755757					
YAL037C-A	93.945549	9.842439992105545	32880.942	8.362785190357748					
YAL037W	178.64848	18.716554033665474	62526.968	15.90281695665449					
YAL038W	12916.388	1353.2176367903512	6458194.0	1642.5468935670172	500.0	Pyk1	K00873	Glycolysis	pyruvate kinase CDC19
YAL039C	2006.4847	210.21437912750818	539744.38	137.27606428194255	269.0	CYC3	K01764	Cofactor biosynthesis	holocytochrome c synthase CYC3
YAL040C	2703.4227	283.230828722348	1567985.2	398.7940311825656	580.0	CLN3	K06646	Cell cycle	Cln3p
YAL041W	1065.2296	111.60143857176875	909706.08	231.37039484460027	854.0	CDC24	K11236	MAPK signaling pathway	Cdc24p
YAL042W	1970.1218	206.40472912281305	689542.63	175.37505142901114					
YAL043C	951.55546	99.69208348774872	333044.41	84.70495947711697		Pta1	K06100	mRNA surveillance pathway	Pta1p
YAL044C	4917.8966	515.2357156684441	1721263.8	437.77819429075055		Gcv3		Amino acid metabolism	glycine decarboxylase subunit H
YAL044W-A	2469.1487	258.68652820726413	864202.05	219.79711241900569					
YAL046C	2062.7241	216.10644027978287	721953.43	183.61826289928004					
YAL047C	250.57222	26.251824224675815	87700.277	22.30527877473438		Spc72		Cytoskeleton proteins	
YAL048C	573.88943	60.124958947002966	200861.3	51.08612475141389		GEM1	K07870	Mitochondrial biogenesis	ERMES complex Ca(2+)-binding regulatory GTPase GEM1
YAL049C	3687.0003	386.2777916559425	1290450.1	328.2070503082203					
YAL051W	902.54996	94.55789992964179	315892.49	80.3426202666953					
YAL053W	1441.9768	151.07229959354837	504691.88	128.36097517394148					
YAL054C	1322.5516	138.56042035012405	942979.29	239.83294764566244	713.0	ACS1	K01895	Glycolysis	acetate--CoA ligase 1
YAL055W	854.37838	89.51108408235869	299032.43	76.05451136529756					
YAL056W	1269.1517	132.9658465046464	444203.09	112.97653888879307					
YAL058W	464.0942	48.621987553494726	232975.29	59.25384695278199	502.0	CNE1	K08054	Protein processing in endoplasmic reticulum	Cne1p
YAL059W	517.58891	54.22649440533173	181156.12	46.07440131972712					
YAL060W	2284.763	239.36889999634832	872779.47	221.97865335379637	382.0	BDH1	K00004	Butanoate metabolism	(R,R)-butanediol dehydrogenase
YAL061W	485.01968	50.814297709732195	202253.21	51.44013663873485	417.0	BDH2	K00004	Butanoate metabolism	putative dehydrogenase BDH2
YAL062W	7411.1176	776.4442384858197	3386880.7	861.4034159808585	457.0	GDH3	K00262	Amino acid metabolism	glutamate dehydrogenase (NADP(+)) GDH3
YAL063C-A	141.53588	14.828359836716174	49537.558	12.59915109515074					
YAL064C-A	128.52155	13.464881061766878	44982.542	11.440649603720153					
YAL064W	125.41827	13.139758184697937	43896.395	11.164404049497545					
YAL064W-B	194.58775	20.38647145032742	68105.712	17.321688645427795					
YAL065C	186.73962	19.56424251667945	65358.867	16.623068919563245					
YAL067C	202.9374	21.261243378905792	71028.09	18.064952614538758					
YAL067W-A	99.677874	10.443001332459694	34887.256	8.873061720951288					
YAR002C-A	3057.9109	320.3696700357295	1070268.8	272.2071670070145					
YAR002W	1195.6589	125.2661898253096	418480.61	106.43440348393536		NUP60	K18718	Messenger RNA Biogenesis	Nup60p
YAR003W	505.90035	53.00191323444384	177065.12	45.033915490161974		SWD1	K14961	Chromosome-related	Swd1p
YAR007C	1166.9167	122.25494148249459	724655.27	184.30543626367805	621.0	RFA1	K07466	DNA replication	Rfa1p
YAR008W	335.85013	35.186177376704094	92358.786	23.490102192334408	275.0	SEN34	K15323	Transfer RNA biogenesis	Sen34p
YAR014C	1112.6296	116.56741791397052	389420.36	99.0433552491222					
YAR015W	4260.5795	446.37024858245326	1303737.3	331.586454687247	306.0	ADE1	K01923	Purine metabolism	phosphoribosylaminoimidazolesuccinocarboxamide synthase
YAR018C	930.66576	97.50352191254213	744532.61	189.36094606554767	800.0	KIN3	K08857	Chromosome-related	Kin3p
YAR019C	722.68782	75.71419377596669	703897.94	179.02611391593726	974.0	CDC15	K06683	Cell cycle	Cdc15p
YAR023C	405.9393	42.52924426134686	142078.76	36.13564812079875					
YAR027W	102.63805	10.75313156168504	35923.318	9.136568890237752					
YAR028W	105.60011	11.063459172874115	36960.039	9.400243666505807					
YAR029W	876.92662	91.87340674149387	306924.32	78.06169780222909					
YAR031W	268.46445	28.126348371636205	93962.557	23.89799781672148					
YAR033W	117.85963	12.34785839366123	41250.87	10.491553579133246					
YAR035C-A	122.41881	12.82551226913337	42846.584	10.897400023777276					
YAR035W	3909.595	409.59848114715766	2685891.8	683.1171737094185	687.0	YAT1	K00624	Peroxisome	carnitine O-acetyltransferase YAT1
YAR042W	1346.4291	141.06200625188401	471250.18	119.85556941335265					
YAR050W	215.23924	22.550076360152023	75333.734	19.1600299963897		Flo1		Cell wall	
YAR068W	785.66102	82.31173829732406	274981.36	69.93747457212243					
