K01369	-
K01368	-
K01365	-
K01367	-
K01366	-
K01363	-
K09178	-
K09170	-
K09171	-
K09173	-
K09175	-
K09176	-
K09177	-
K08568	-
K05849	-
K05841	-
K08562	-
K05843	-
K08564	-
K08565	-
K05846	-
K05847	-
K00509	-
K00502	-
K00503	-
K00500	-
K00501	-
K00506	-
K00507	-
K00504	-
K01109	-
K01108	-
K16931	-
K04461	-
K04460	-
K01103	-
K01102	-
K04465	-
K04464	-
K04467	-
K01106	-
K05592	-
K05590	-
K05591	-
K05596	-
K02045	-
K14549	-
K14548	-
K14238	-
K14235	-
K14234	-
K14237	-
K14547	-
K14546	-
K14545	-
K14544	-
K06573	-
hsa_B8ZZJ2	-
K02044	MPN415
K12528	-
K07958	-
eco_b4155	-
K02047	-
K10568	-
hsa_Q9C0K3	-
K02046	-
K02456	-
K02105	-
K02106	-
K02455	-
K02100	-
K02453	-
K02450	-
K02451	-
K08138	-
K02108	MPN604
K02109	MPN602
K02458	-
K02459	-
K08137	-
K03850	-
K03853	-
K03854	-
K03857	-
K03859	-
K03858	-
K08132	-
K02195	-
K05601	-
K08130	-
K13014	-
K05842	-
K12358	-
K04883	-
K04882	-
K03718	-
K05845	-
K03719	-
K08567	-
K13273	-
K13279	-
K13198	-
K03275	-
K03274	-
K03277	-
K03271	-
K03270	-
K03273	-
K03272	-
mpn_MPN452	MPN452
mpn_MPN453	MPN453
K03279	-
K12275	-
K12274	-
K12273	-
K12272	-
K16196	-
K16197	-
K16195	-
K16190	-
K09283	-
K16198	-
K08520	-
K13908	-
K06737	-
K06736	-
K06734	-
K06732	-
K06731	-
K06730	-
K06229	-
K01101	-
K06221	-
K09903	MPN632
K06222	-
K09905	-
K09288	-
K11500	-
K16221	-
K16222	-
K16223	-
K11504	-
K11505	-
hsa_Q562P9	-
hsa_Q562P8	-
K11508	-
K11509	-
hsa_Q562P0	-
K00771	-
K00773	-
K00772	-
K01107	-
K00777	-
K00778	-
K09876	-
K07173	-
K07178	-
K07179	-
K10109	-
K10108	-
K10106	-
K10105	-
K10103	-
K10101	-
K10100	-
K04678	-
K04679	-
K04674	-
K01827	-
K04676	-
K01825	-
K04670	-
K01823	-
K01821	-
K14543	-
spo_SPAP8A3.08	-
K15086	-
K00999	-
K00998	-
K00995	MPN253
K14231	-
K00997	MPN298
K00991	-
K00990	-
K00993	-
K14230	-
K14233	-
hsa_Q13841	-
K15889	-
sce_YJR150C	-
K13483	-
K13480	-
K09349	-
K09348	-
K09345	-
K09344	-
K09341	-
K14686	-
K02738	-
K05108	-
K05105	-
K02732	-
K02731	-
K02730	-
K02737	-
K05100	-
K02735	-
K02734	-
K03469	-
K11262	-
K03462	-
K03466	-
K01648	-
K01649	-
K01643	-
K01640	-
K01641	-
K01646	-
K01647	-
K01644	-
sce_YBL063W	-
K02599	-
K02849	-
K02848	-
K14063	-
K02841	-
K02840	-
K02843	-
K02844	-
K02847	-
K02846	-
K09754	-
K05722	-
K03060	-
K01581	-
K01580	-
K04469	-
hsa_P49773	-
hsa_F5H3P5	-
K03644	-
K03645	-
K03648	MPN235
K03649	-
K06691	-
