!!SBtab TableType='Proteomaps' Organism='eco'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
b0878	7.0	3.27685594099	2450.0	3.72300939566	350			
b0948	12.0	5.61746732741	8424.0	12.8010739384	702.0	RlmL	K12297	Ribosome biogenesis
b3933	12.0	5.61746732741	3828.0	5.81701223126	319.0	FtsN	K03591	Chromosome-related
b4170	13.0	6.08558960469	7995.0	12.1491673952	615.0	MutL	K03572	Mismatch repair
b3623	14.0	6.55371188197	4900.0	7.44601879132	350	WaaU	K03277	Glycan metabolism
b3590	15.0	7.02183415926	5250.0	7.97787727641	350			
b0167	16.0	7.48995643654	14240.0	21.639042365	890.0	GlnD	K00990	Two-component system
b3162	16.0	7.48995643654	10320.0	15.6822273319	645.0	DeaD	K05592	Ribosome biogenesis
b2964	17.0	7.95807871382	7106.0	10.7982468431	418.0	NupG	K03289	Transport
b2383	18.0	8.42620099111	14958.0	22.7301120572	831.0	FryA	K08483	Transport
b3771	19.0	8.89432326839	11704.0	17.7853477415	616.0	IlvD	K01687	Amino acid metabolism
b3947	19.0	8.89432326839	15827.0	24.050640696	833.0	PtsA	K08483	Transport
b2289	20.0	9.36244554568	7000.0	10.6371697019	350			
b3487	20.0	9.36244554568	7000.0	10.6371697019	350			
b3617	20.0	9.36244554568	7960.0	12.0959815467	398.0	Kbl	K00639	Amino acid metabolism
b2341	21.0	9.83056782296	14994.0	22.7848175014	714.0	FadJ	K01782	Lipid and steroid metabolism
b3243	21.0	9.83056782296	7350.0	11.169028187	350			
b3965	21.0	9.83056782296	7686.0	11.6796123327	366.0	TrmA	K00557	Other enzymes
b3685	23.0	10.7668123775	8050.0	12.2327451572	350			
b2795	24.0	11.2349346548	8400.0	12.7646036423	350			
b1280	25.0	11.7030569321	8750.0	13.2964621274	350			
b1494	25.0	11.7030569321	8750.0	13.2964621274	350	PqqL	K07263	Peptidases
b1341	26.0	12.1711792094	9100.0	13.8283206124	350			
b3972	26.0	12.1711792094	8892.0	13.5122447127	342.0	MurB	K00075	Glycan metabolism
b0633	27.0	12.6393014867	9450.0	14.3601790975	350			
b3813	27.0	12.6393014867	19440.0	29.5409398578	720.0	UvrD	K03657	Nucleotide excision repair
b4261	27.0	12.6393014867	9450.0	14.3601790975	350	LptF	K07091	Transport
b0208	28.0	13.1074237639	9800.0	14.8920375826	350			
b0470	30.0	14.0436683185	19290.0	29.313000507	643.0	DnaX	K02343	DNA replication complex
b0676	30.0	14.0436683185	12180.0	18.5086752813	406.0	NagC	K02565	Transcription factors
b2291	30.0	14.0436683185	5970.0	9.07198616003	199.0	YfbR	K08722	Purine metabolism
b2502	30.0	14.0436683185	15390.0	23.3865773874	513.0	Ppx	K01514	Purine metabolism
b2708	30.0	14.0436683185	10500.0	15.9557545528	350			
b1049	31.0	14.5117905958	10850.0	16.4876130379	350	OpgH	K03669	Other enzymes
b1294	31.0	14.5117905958	16957.0	25.767783805	547.0	SapA	K02035	Transport
b3702	31.0	14.5117905958	14477.0	21.9991865392	467.0	DnaA	K02313	DNA replication control
b3804	31.0	14.5117905958	7626.0	11.5884365924	246.0	HemD	K01719	Cofactor biosynthesis
b4266	31.0	14.5117905958	7874.0	11.9652963189	254.0	IdnO	K00046	Other enzymes
b1305	32.0	14.9799128731	11200.0	17.019471523	350			
b4350	32.0	14.9799128731	33216.0	50.4748898311	1038.0	HsdR	K01153	Other enzymes
b3056	33.0	15.4480351504	13596.0	20.6604227524	412.0	Cca	K00974	RNA transport
b0346	35.0	16.3842797049	1680.0	2.55292072845	48.0	MhpR	K05818	Transcription factors
b1939	35.0	16.3842797049	11585.0	17.6045158566	331.0	FliG	K02410	Bacterial chemotaxis
b2216	35.0	16.3842797049	31150.0	47.3354051734	890.0	RcsD	K07676	Two-component system
b3655	35.0	16.3842797049	12250.0	18.6150469783	350			
b4110	35.0	16.3842797049	12250.0	18.6150469783	350			
b0760	36.0	16.8524019822	17640.0	26.8056676487	490.0	ModF	K05776	Transport
b1584	36.0	16.8524019822	6696.0	10.1752126177	186.0	SpeG	K00657	Amino acid metabolism
b2379	36.0	16.8524019822	12600.0	19.1469054634	350	AlaC	K14261	Amino acid metabolism
b2806	36.0	16.8524019822	12600.0	19.1469054634	350			
b1594	37.0	17.3205242595	12950.0	19.6787639485	350			
b0414	38.0	17.7886465368	13946.0	21.1922812375	367.0	RibD	K11752	Cofactor biosynthesis
b0967	38.0	17.7886465368	15048.0	22.8668756677	396.0	RlmI	K06969	Ribosome biogenesis
