Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
P11142	0.0051817073	5197.17593465	3.3473829	9473.53250838	646	HspA8	K03283	Chaperones and folding catalysts
P36578	0.0018927658	1898.41615826	0.808211	2287.34310082	427	Rpl4	K02930	Ribosome
P06733	0.005640101	5656.93804939	2.4478038	6927.60570457	434	Eno1	K01689	Glycolysis / Gluconeogenesis
P06733	5.1541361e-07	0.516952242803	0.00022368951	0.633070642969	434	Eno1	K01689	Glycolysis / Gluconeogenesis
P39023	0.0022232939	2229.93096363	0.89598744	2535.76193507	403	Rpl3	K02925	Ribosome
P23528	0.0039120544	3923.73281731	0.7980591	2258.61189273	204	Cfl1	K05765	Regulation of actin cytoskeleton
P68104	0.0079963884	8020.2595304	3.6943314	10455.4422545	462	Eef1a1	K03231	Translation factors
Q53HE2	0.0037805317	3791.81749062	1.0812321	3060.02861174	286	Tpi1	K01803	Glycolysis / Gluconeogenesis
P63244	0.0018248026	1830.25007186	0.63868091	1807.55071772	350			
P68400	0.0002993063	300.199800836	0.1188246	336.289198016	397	CsnK2a1	K03097	Ribosome biogenesis in eukaryotes
Q14152	0.0002457553	246.488938303	0.33963382	961.208242629	1382	Eif3a	K03254	Translation factors
Q7KZF4;B2R5U1;B3KU67;Q59FF0	0.000480213	481.646550569	0.16807455	475.67301406	350			
P61978	0.0025161231	2523.63432877	1.1674811	3304.12459052	464	HnrNpk	K12886	Spliceosome
P61978	8.9993239e-06	9.02618903256	0.0041756863	11.8177397357	464	HnrNpk	K12886	Spliceosome
P62241	0.0036848675	3695.86771012	0.76645244	2169.16090073	208	Rps8	K02995	Ribosome
Q6P2Q9	0.0002395697	240.284872808	0.55939525	1583.16190416	2335	PrpF8	K12856	Spliceosome
P23396	0.0031891422	3198.66255163	0.77496155	2193.24279773	243	Rps3	K02985	Ribosome
P11940	0.0008036536	806.052698058	0.51112369	1446.5470601	636	PabPc1	K13126	RNA degradation
Q00610	0.0008233337	825.79154786	1.3790839	3902.9882594	1675	CltC	K04646	Endocytosis
P50991	0.0013494503	1353.47873165	0.72735371	2058.5063683	539	Cct4	K09496	Chaperones and folding catalysts
P06748	0.0038089553	3820.32594186	1.1198329	3169.27393699	294	Npm1	K11276	Chromosome-related
P62847	0.0016208017	1625.64018042	0.46841169	1325.6664998	289	Rps24	K02974	Ribosome
P54136	0.0003263322	327.306379606	0.21537925	609.551517547	660	RarS	K01887	
P54136	1.2201153e-11	1.22375763576e-05	8.052761e-09	2.27903694901e-05	660	RarS	K01887	
P14866	0.001768316	1773.59484586	1.0415381	2947.68938715	589	HnrNpl	K13159	
O43143	0.0004349716	436.270094178	0.34580242	978.666189442	795	Dhx15	K12820	Spliceosome
P15880	0.0023185842	2325.50572795	0.67934517	1922.63590532	293	Rps2	K02981	Ribosome
