Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
4155	52600000.0	50.4492076826	18410000000.0	50.4492076826	350			
121506	3734300.0	3.58160601234	1307005000.0	3.58160601234	350			
12954	306000000.0	293.487786138	1.071e+11	293.487786138	350	CryAa	K09541	Chaperones and folding catalysts
Abpa	3420000.0	3.28015760978	1197000000.0	3.28015760978	350			
14077	6310000000.0	6051.98670108	2.2085e+12	6051.98670108	350	FabP3	K08752	PPAR signaling pathway
1415	77400000.0	74.2351459055	27090000000.0	74.2351459055	350			
10815	28700000.0	27.5264688306	10045000000.0	27.5264688306	350			
12955	5590000000.0	5361.42720429	1.9565e+12	5361.42720429	350	CryAb	K09542	Chaperones and folding catalysts
380684	41400000.0	39.7071710657	14490000000.0	39.7071710657	350	NefH	K04574	Cytoskeleton proteins
226180	11200000.0	10.7420366168	3920000000.0	10.7420366168	350	Ina	K07608	Cytoskeleton proteins
18039	240000000.0	230.186498932	84000000000.0	230.186498932	350	NefL	K04572	Cytoskeleton proteins
4151	41600000000.0	39898.9931482	1.456e+13	39898.9931482	350			
1414	4364600.0	4.18613330516	1527610000.0	4.18613330516	350			
Abpg	612040.0	0.587013936693	214214000.0	0.587013936693	350			
20617	17000000.0	16.3048770077	5950000000.0	16.3048770077	350	SncA	K04528	Alzheimer's disease
5354	703870.0	0.675089045847	246354500.0	0.675089045847	350			
1417	5278000.0	5.06218475568	1847300000.0	5.06218475568	350			
Bpifa2	2699300.0	2.58892673569	944755000.0	2.58892673569	350			
Try5	3674800.0	3.52453894281	1286180000.0	3.52453894281	350			
845	2610000000.0	2503.27817588	9.135e+11	2503.27817588	350			
21956	73100000.0	70.110971133	25585000000.0	70.110971133	350	TnnT2	K12045	Cytoskeleton proteins
10409	641150.0	0.614933640792	224402500.0	0.614933640792	350			
22349	61500000.0	58.9852903513	21525000000.0	58.9852903513	350	Vil1	K05761	Cytoskeleton proteins
218038	3050900.0	2.92614995663	1067815000.0	2.92614995663	350	AmpH	K12562	Fc gamma R-mediated phagocytosis
21954	4167800.0	3.99738037603	1458730000.0	3.99738037603	350	TnnI3	K12044	Cytoskeleton proteins
66473	17900000.0	17.1680763787	6265000000.0	17.1680763787	350	CtrB1	K01310	Peptidases
19752	10500000.0	10.0706593283	3675000000.0	10.0706593283	350	RnaSe1	K01168	Other enzymes
Amy2;Amy2a2	113000000.0	108.37947658	39550000000.0	108.37947658	350			
21924	959000000.0	919.786885315	3.3565e+11	919.786885315	350	TnnC1	K05865	Calcium signaling pathway
342898	3427800.0	3.28763867099	1199730000.0	3.28763867099	350			
16204	35100000.0	33.6647754688	12285000000.0	33.6647754688	350	FabP6	K08755	PPAR signaling pathway
5948	16000000.0	15.3457665955	5600000000.0	15.3457665955	350			
22003	3080000000.0	2954.06006963	1.078e+12	2954.06006963	350	Tpm1	K10373	Cytoskeleton proteins
22003	26800000000.0	25704.1590474	9.38e+12	25704.1590474	350	Tpm1	K10373	Cytoskeleton proteins
22003	22200000.0	21.2922511512	7770000000.0	21.2922511512	350	Tpm1	K10373	Cytoskeleton proteins
22003	358440.0	0.343783536155	125454000.0	0.343783536155	350	Tpm1	K10373	Cytoskeleton proteins
22072	9738200.0	9.34000901624	3408370000.0	9.34000901624	350	PrsS2	K01312	Peptidases
374897	2999600.0	2.87694759248	1049860000.0	2.87694759248	350			
12716	65500000.0	62.8217320002	22925000000.0	62.8217320002	350	CkmT1	K00933	Arginine and proline metabolism
5816	793000000.0	760.574556887	2.7755e+11	760.574556887	350			
17906	6370000000.0	6109.53332582	2.2295e+12	6109.53332582	350	Myl2	K10351	Regulation of actin cytoskeleton
12409	51400000.0	49.2982751879	17990000000.0	49.2982751879	350	Cbr2	K00079	Arachidonic acid metabolism
5334	1390000000.0	1333.16347298	4.865e+11	1333.16347298	350			
56727	1922800.0	1.84417750061	672980000.0	1.84417750061	350	MioX	K00469	Ascorbate and aldarate metabolism
109901	2652500.0	2.5440403684	928375000.0	2.5440403684	350	CelA1	K01326	Peptidases
12613	17300000.0	16.5926101313	6055000000.0	16.5926101313	350	Cel	K12298	Steroid biosynthesis
793	8227600.0	7.89117682755	2879660000.0	7.89117682755	350			
794	11400000.0	10.9338586993	3990000000.0	10.9338586993	350			
1427	6927300.0	6.64404555854	2424555000.0	6.64404555854	350			
22227	2037300.0	1.95399564281	713055000.0	1.95399564281	350	Ucp1	K08769	PPAR signaling pathway
51778	559000000.0	536.142720429	1.9565e+11	536.142720429	350			
109697	14500000.0	13.9071009771	5075000000.0	13.9071009771	350	Cpa1	K08779	Chaperones and folding catalysts
55948	7229500.0	6.93388872512	2530325000.0	6.93388872512	350	Sfn	K06644	Cell cycle
8857	4465700.0	4.28309936783	1562995000.0	4.28309936783	350			
13706	7066400.0	6.77745781688	2473240000.0	6.77745781688	350	CelA2a	K01346	Peptidases
7447	11700000.0	11.2215918229	4095000000.0	11.2215918229	350			
Klk1b26;Egfbp2	173640.0	0.166539931977	60774000.0	0.166539931977	350			
4975	2616100.0	2.5091287494	915635000.0	2.5091287494	350			
1264	29300000.0	28.1019350779	10255000000.0	28.1019350779	350			
1411	9031900.0	8.66258933209	3161165000.0	8.66258933209	350			
7356	13000000.0	12.4684353588	4550000000.0	12.4684353588	350			
16612	6745400.0	6.46958337456	2360890000.0	6.46958337456	350	Klk1	K01325	Peptidases
14120	77600000.0	74.426967988	27160000000.0	74.426967988	350	Fbp2	K03841	Glycolysis / Gluconeogenesis
17897	3810000000.0	3654.21067054	1.3335e+12	3654.21067054	350	Myl3	K12749	Cytoskeleton proteins
Try4	16700000.0	16.017143884	5845000000.0	16.017143884	350			
29818	213000000.0	204.290517802	74550000000.0	204.290517802	350	HspB7	K09546	Chaperones and folding catalysts
107753	17600000.0	16.880343255	6160000000.0	16.880343255	350	LgaLs2	K10090	Glycan bindng proteins
140781	11000000000.0	10550.2145344	3.85e+12	10550.2145344	350	Myh7	K10352	Cytoskeleton proteins
22004	12900000000.0	12372.5243176	4.515e+12	12372.5243176	350	Tpm2	K10374	Cytoskeleton proteins
22004	65500000.0	62.8217320002	22925000000.0	62.8217320002	350	Tpm2	K10374	Cytoskeleton proteins
1113	1435700.0	1.37699481882	502495000.0	1.37699481882	350			
