!!SBtab TableType='Proteomaps' Organism='hsa' ProteinIdentifier='http://identifiers.org/uniprot/'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
P60709	387118050.0	8813.30265078	1.4516927e+11	9202.850759	375.0	ActB		Cytoskeleton proteins
P68363	225406240.0	5131.69926459	1.0165821e+11	6444.51360166	451.0	TubA1b	K07374	Cytoskeleton proteins
P62805	834937750.0	19008.5662121	85998588000.0	5451.78859719	103.0	HisT2h4a	K11254	Chromosome-related
P00352	8177171.9	186.165152418	4096763100.0	259.709919353	501.0	AldH1a1	K07249	Cofactor biosynthesis
P05783	29283319.0	666.677136255	12591827000.0	798.24541836	430.0	Krt18	K07604	Cytoskeleton proteins
Q71DI3	378577890.0	8618.87354895	51486593000.0	3263.93755006	136.0	HisT2h3d	K11253	Chromosome-related
P0C0S8	322984800.0	7353.21640002	41988024000.0	2661.78591748	130.0	HisT1h2ag	K11251	Chromosome-related
P07355-2	39083194.0	889.785473143	13679118000.0	867.17306954	350			
P68104	371149560.0	8449.75686612	1.714711e+11	10870.2271685	462.0	Eef1a1	K03231	Translation factors
P62807	525217130.0	11957.3280659	66177358000.0	4195.24290023	126.0	HisT1h2bc	K11252	Chromosome-related
P14618	70105515.0	1596.05350663	37226028000.0	2359.90426923	531.0	Pkm2	K00873	Glycolysis
P14618	4934.794	0.112347727111	2620375.6	0.166115911304	531.0	Pkm2	K00873	Glycolysis
P04406	250230810.0	5696.8665271	83827321000.0	5314.14344572	335.0	GapDh	K00134	Glycolysis
P07737	267729320.0	6095.24543133	37482105000.0	2376.13799703	140.0	Pfn1	K05759	Regulation of actin cytoskeleton
P23528	152203320.0	3465.12885053	31049477000.0	1968.3484182	204.0	Cfl1	K05765	Regulation of actin cytoskeleton
P62979	392710410.0	8940.62081952	61262824000.0	3883.69126846	156.0	Rps27a	K02977	Ribosome
P06733	254659260.0	5797.68660026	1.1052212e+11	7006.43170506	434.0	Eno1	K01689	RNA degradation
P06733	21223.262	0.483178274025	9210895.7	0.583914891105	434.0	Eno1	K01689	RNA degradation
Q06830	217202300.0	4944.92469764	43223258000.0	2740.09225707	199.0	PrdX1	K13279	Peroxisome
P15121	1453466.1	33.0902592425	459295290.0	29.1165341548	316.0	Akr1b1	K00011	Carbohydrate metabolism
P62937	395362120.0	9000.99083526	65234750000.0	4135.48727324	165.0	PpiA	K03767	Chaperones and folding catalysts
P08670	74246266.0	1690.3236957	34598760000.0	2193.3514216	466.0	Vim	K07606	Cytoskeleton proteins
P68371	191306160.0	4355.36159329	85131241000.0	5396.80406088	445.0	TubB2c	K07375	Cytoskeleton proteins
P08238	430289650.0	9796.16660331	3.1152971e+11	19749.0930975	724.0	Hsp90ab1	K04079	Chaperones and folding catalysts
P52895	2040283.1	46.4499974971	659011440.0	41.7773260883	323.0	Akr1c2	K00089	Lipid and steroid metabolism
P04083	61179232.0	1392.8337559	21412731000.0	1357.43720235	350			
P00338	132841930.0	3024.33878711	47955937000.0	3040.11538543	361.0	LdhA	K00016	Glycolysis
O43707	41695717.0	949.263340117	37984798000.0	2408.00568264	911.0	ActN4	K05699	Focal adhesion
O60218	132650.29	3.01997582516	41917492.0	2.65731461671	316.0	Akr1b10	K00100	Carbohydrate metabolism
P06703	1509276.1	34.3608546615	528246640.0	33.4876313139	350			
P09382	45669687.0	1039.73651835	6165407700.0	390.849433434	135.0	LgaLs1	K06830	CAM ligands
P42330	5250527.7	119.535861726	1695920400.0	107.511061675	323.0	Akr1c3	K00089	Lipid and steroid metabolism
P07195	147117480.0	3349.34234263	49137238000.0	3115.00270011	334.0	LdhB	K00016	Glycolysis
P11142	203404350.0	4630.79439731	1.3139921e+11	8329.91251854	646.0	HspA8	K03283	Chaperones and folding catalysts
P60866	197878060.0	4504.98040773	28098685000.0	1781.28611227	142.0	Rps20	K02969	Ribosome
Q53HE2	149468450.0	3402.86557703	42747977000.0	2709.96232591	286.0	Tpi1	K01803	Glycolysis
P62826	167880260.0	3822.03707751	39116101000.0	2479.72342753	233.0	Ran	K07936	RNA transport
P63104	142099450.0	3235.09962752	34956465000.0	2216.02774786	246.0	YwhAz	K06630	Cell cycle
P11413	17866918.0	406.766245518	9201462800.0	583.316902488	515.0	G6pD	K00036	Pentose phosphate metabolism
P62263	145963860.0	3323.07851379	51087351000.0	3238.62803006	350			
P29401	50504666.0	1149.81181253	43181489000.0	2737.44435595	855.0	Tkt	K00615	Pentose phosphate metabolism
P05387	186543980.0	4246.9436737	21452558000.0	1359.96199246	115.0	RplP2	K02943	Ribosome
B4DNM7	10553854.0	240.273759992	3693848900.0	234.167604156	350			
P06748	147584800.0	3359.98155874	43389931000.0	2750.65831382	294.0	Npm1	K11276	Chromosome-related
P09211	141606350.0	3223.8734924	29737334000.0	1885.16651474	210.0	GstP1	K00799	Cofactor biosynthesis
P22626	165067240.0	3757.99460617	58268736000.0	3693.88425886	353.0			
P10599	83693301.0	1905.39911935	8787796600.0	557.09297574	105.0	Txn	K03671	Chaperones and folding catalysts
P04792	88550488.0	2015.9800108	18152850000.0	1150.78052952	205.0	HspB1	K04455	Chaperones and folding catalysts
P16403	230755760.0	5253.48882929	49150977000.0	3115.87366934	213.0	HisT1h1c	K11275	Chromosome-related
P63241	173697380.0	3954.47223292	37171239000.0	2356.43097912	214.0	Eif5a	K03263	Translation factors
P62888	138906050.0	3162.39725498	15974196000.0	1012.66708707	115.0	Rpl30	K02908	Ribosome
P09429	117183790.0	2667.85856933	25311699000.0	1604.60811268	216.0	HmgB1	K10802	Chromosome-related
P26447	209736.44	4.77495359004	73407754.0	4.65360612901	350			
P04075	176154570.0	4010.41371935	64120263000.0	4064.8355607	364.0	AldOa	K01623	Glycolysis
Q07020	117191860.0	2668.04229456	22032070000.0	1396.69953649	188.0	Rpl18	K02883	Ribosome
P62857	119934060.0	2730.47244611	14512021000.0	919.974065272	121.0	Rps28	K02979	Ribosome
P25398	170749330.0	3887.35560821	22538912000.0	1428.83024352	132.0	Rps12	K02951	Ribosome
P62750	142229020.0	3238.04947608	27592430000.0	1749.19261747	194.0	Rpl23a	K02893	Ribosome
P62280	134760700.0	3068.02236303	21292191000.0	1349.79569784	158.0	Rps11	K02949	Ribosome
P22392	86300651.0	1964.7592155	25199790000.0	1597.5137612	292.0	Nme1-nme2	K00940	Purine metabolism
P22392	0.0	0.0	0.0	0.0	292.0	Nme1-nme2	K00940	Purine metabolism
P61604	136025670.0	3096.82123576	13874618000.0	879.566583149	102.0	HspE1	K04078	Chaperones and folding catalysts
P21333	22167777.0	504.681524915	58678106000.0	3719.8358326	2647.0	FlnA	K04437	Cytoskeleton proteins
P14174	41377094.0	942.009426406	23171173000.0	1468.91175405	560.0	Mif	K07253	Amino acid metabolism
P05386	73703440.0	1677.96547623	8402192200.0	532.647996818	114.0	RplP1	K02942	Ribosome
Q0P5T0	59906182.0	1363.85093028	4193432700.0	265.838185354	70.0	TmsB4x	K05764	Regulation of actin cytoskeleton
P62829	73004769.0	1662.05921978	10220668000.0	647.928327127	140.0	Rpl23	K02894	Ribosome
P60903	240490.66	5.47511791627	84171731.0	5.33597694967	350			
P62241	138694040.0	3157.57054051	28848360000.0	1828.81095787	208.0	Rps8	K02995	Ribosome
