Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
P06733	1381300000.0	21877.7641579	5.994842e+11	20885.4194298	434	Eno1	K01689	Glycolysis / Gluconeogenesis
P06733	0.0	0.0	0.0	0.0	434	Eno1	K01689	Glycolysis / Gluconeogenesis
P08670	1127900000.0	17864.2801663	5.256014e+11	18311.4178687	466	Vim	K07606	Cytoskeleton proteins
P14618	1091500000.0	17287.757604	5.795865e+11	20192.2038118	531	Pkm2	K00873	Glycolysis / Gluconeogenesis
P14618	2188400.0	34.6610432803	1162040400.0	40.4843049214	531	Pkm2	K00873	Glycolysis / Gluconeogenesis
P04406	718100000.0	11373.6497805	2.405635e+11	8380.98751728	335	GapDh	K00134	Glycolysis / Gluconeogenesis
P08238	675850000.0	10704.4718064	4.893154e+11	17047.2505572	724	Hsp90ab1	K04079	Protein processing in endoplasmic reticulum
P62807	492190000.0	7795.56703169	62015940000.0	2160.57223566	126	HisT1h2bc	K11252	Chromosome-related
P07355	470290000.0	7448.70318238	1.646015e+11	5734.5487442	350	AnxA2		Regulation of actin cytoskeleton
Q71DI3	469530000.0	7436.66589811	63856080000.0	2224.68084054	136	HisT2h3d	K11253	Chromosome-related
P61604	449640000.0	7121.63749798	45863280000.0	1597.8299999	102	HspE1	K04078	Chaperones and folding catalysts
P08729	448580000.0	7104.84865413	2.1038402e+11	7329.56514789	469	Krt7	K07605	Cytoskeleton proteins
P62857	400190000.0	6338.42209393	48422990000.0	1687.00769127	121	Rps28	K02979	Ribosome
P05783	386470000.0	6121.11743582	1.661821e+11	5789.61523961	430	Krt18	K07604	Cytoskeleton proteins
P14174	371420000.0	5882.74753024	2.079952e+11	7246.3410902	560	Mif	K07253	Tyrosine metabolism
P29401	357030000.0	5654.83105574	3.0526065e+11	10634.9703806	855	Tkt	K00615	Pentose phosphate pathway
P26447	354770000.0	5619.03597357	1.241695e+11	4325.93901205	350			
P68363	350760000.0	5555.52346053	1.5819276e+11	5511.27476481	451	TubA1b	K07374	Cytoskeleton proteins
P62937	325090000.0	5148.94834583	53639850000.0	1868.75778445	165	PpiA	K03767	Chaperones and folding catalysts
P19338	319750000.0	5064.37058531	2.270225e+11	7909.23285802	710	Ncl	K11294	Ribosome Biogenesis
P04075	317550000.0	5029.52581506	1.155882e+11	4026.97525329	364	AldOa	K01623	Glycolysis / Gluconeogenesis
P00558	305190000.0	4833.76156038	1.2726423e+11	4433.75625573	417	Pgk1	K00927	Glycolysis / Gluconeogenesis
P30101	287030000.0	4546.13382049	1.4495015e+11	5049.91570948	505	PdiA3	K08056	Chaperones and folding catalysts
P25705	277080000.0	4388.54042776	1.5322524e+11	5338.21142348	553	Atp5a1	K02132	Oxidative phosphorylation
P27797	275280000.0	4360.03107029	1.1479176e+11	3999.22809423	417	CalR	K08057	Protein processing in endoplasmic reticulum
Q06830	251280000.0	3979.90630391	50004720000.0	1742.11355474	199	PrdX1	K13279	Peroxisome
P02545	246590000.0	3905.62358915	1.6373576e+11	5704.38724367	664	LmnA	K12641	Cytoskeleton proteins
P02545	0.0	0.0	0.0	0.0	664	LmnA	K12641	Cytoskeleton proteins
P22626	243290000.0	3853.35643378	85881370000.0	2992.01952888	353	HnrNpa2b1	K13158	
O43707	242940000.0	3847.8129476	2.2131834e+11	7710.50572877	911	ActN4	K05699	Regulation of actin cytoskeleton
P63241	238530000.0	3777.96502178	51045420000.0	1778.37048361	214	Eif5a	K03263	Translation factors
P68104	230960000.0	3658.06733505	1.0670352e+11	3717.44204407	462	Eef1a1	K03231	Translation factors
P04083	229110000.0	3628.76605098	80188500000.0	2793.68573175	350			
P06748	228530000.0	3619.57970246	67187820000.0	2340.75527141	294	Npm1	K11276	Chromosome-related
P26038	224440000.0	3554.80010685	1.2950188e+11	4511.71370446	577	Msn	K05763	Regulation of actin cytoskeleton
P31943	221370000.0	3506.17581382	99395130000.0	3462.82517426	449	HnrNph1	K12898	
Q53HE2	218230000.0	3456.44282356	62413780000.0	2174.43257637	286	Tpi1	K01803	Glycolysis / Gluconeogenesis
P06576	217320000.0	3442.0297595	1.1496228e+11	4005.16883749	529	Atp5b	K02133	Oxidative phosphorylation
Q68CQ5	215270000.0	3409.56076904	75344500000.0	2624.92570151	350	GOLPH3	K15620	
P07900	212800000.0	3370.43959516	1.557696e+11	5426.85433647	732	Hsp90aa1	K04079	Protein processing in endoplasmic reticulum
P09382	211920000.0	3356.50168706	28609200000.0	996.715412268	135	LgaLs1	K06830	CAM ligands
P63104	207220000.0	3282.06058698	50976120000.0	1775.95614214	246	YwhAz	K06630	
P55072	202570000.0	3208.4114135	1.6327142e+11	5688.21011063	806	Vcp	K13525	Protein processing in endoplasmic reticulum
P10412	202560000.0	3208.25302818	44360640000.0	1545.47955155	219	HisT1h1e	K11275	Chromosome-related
P62158	195340000.0	3093.89882763	29105660000.0	1014.01157342	149	CalM3	K02183	Phosphatidylinositol signaling system
P00441	191630000.0	3035.13787416	29511020000.0	1028.13390328	154	Sod1	K04565	Peroxisome
P07237	190630000.0	3019.29934223	96840040000.0	3373.80843899	508	P4hB	K09580	Protein processing in endoplasmic reticulum
P26641	186730000.0	2957.52906769	90937510000.0	3168.17030082	487	Eef1g	K03233	Translation factors
P07195	184240000.0	2918.09112318	61536160000.0	2143.85718873	334	LdhB	K00016	Glycolysis / Gluconeogenesis
P18859	182240000.0	2886.41405932	21686560000.0	755.537679875	119	Atp5j	K02131	Oxidative phosphorylation
Q07666	182050000.0	2883.40473825	80648150000.0	2809.69946996	443	KhdRbs1	K13198	
P60660	180850000.0	2864.39849993	43042300000.0	1499.54992763	238	Myl6	K12751	Cytoskeleton proteins
P60660	13545000.0	214.532915021	3223710000.0	112.310775614	238	Myl6	K12751	Cytoskeleton proteins
P62841	180670000.0	2861.54756418	26197150000.0	912.682045024	145	Rps15	K02958	Ribosome
P13639	176800000.0	2800.25244561	1.516944e+11	5284.87851582	858	Eef2	K03234	Translation factors
P10809	173510000.0	2748.14367555	99421230000.0	3463.7344717	573	HspD1	K04077	Chaperones and folding catalysts
P21333	169160000.0	2679.24606164	4.4776652e+11	15599.7298625	2647	FlnA	K04437	Cytoskeleton proteins
P21333	0.0	0.0	0.0	0.0	2647	FlnA	K04437	Cytoskeleton proteins
P11021	164950000.0	2612.56584221	1.078773e+11	3758.33534471	654	HspA5	K09490	Protein export
P26639	164340000.0	2602.90433773	1.2424104e+11	4328.43139285	756	TarS	K01868	
P11142	164290000.0	2602.11241113	1.0613134e+11	3697.50787518	646	HspA8	K03283	Spliceosome
P31327	154690000.0	2450.06250459	2.32035e+11	8083.86325677	1500	Cps1	K01948	Peptidases
Q8NC51	151660000.0	2402.07175283	70521900000.0	2456.9112255	465	SerBp1	K13199	
Q8NC51	23336000.0	369.607981169	10851240000.0	378.046158237	465	SerBp1	K13199	
Q8NC51	5712600.0	90.4791975157	2656359000.0	92.5448441696	465	SerBp1	K13199	
P62979	149590000.0	2369.28599173	23336040000.0	813.003884391	156	Rps27a	K02977	Ribosome
P07108	148040000.0	2344.73626724	21909920000.0	763.319314961	148	Dbi	K08762	PPAR signaling pathway
P67936	145170000.0	2299.27968059	36002160000.0	1254.27861481	248	Tpm4	K10375	Cytoskeleton proteins
P67936	15076000.0	238.781707409	3738848000.0	130.257659275	248	Tpm4	K10375	Cytoskeleton proteins
P68371	144820000.0	2293.73619442	64444900000.0	2245.19473009	445	TubB2c	K07375	Phagosome
P62273	142100000.0	2250.65538756	9520700000.0	331.691498734	67	Rps29	K02980	Ribosome
P15311	136300000.0	2158.79190235	79871800000.0	2782.65222605	586	Ezr	K08007	Regulation of actin cytoskeleton
P61978	136080000.0	2155.30742533	63141120000.0	2199.77236175	464	HnrNpk	K12886	Spliceosome
P61978	4720200.0	74.7610384262	2190172800.0	76.3033914018	464	HnrNpk	K12886	Spliceosome
P61978	0.0	0.0	0.0	0.0	464	HnrNpk	K12886	Spliceosome
B7Z5E3	136060000.0	2154.99065469	49117660000.0	1711.2092871	361	LdhA	K00016	Glycolysis / Gluconeogenesis
P12277	134010000.0	2122.52166423	51057810000.0	1778.8021386	381	Ckb	K00933	Arginine and proline metabolism
P52895	133990000.0	2122.20489359	43278770000.0	1507.78830177	323	Akr1c2	K00089	Steroid hormone biosynthesis
P09429	130110000.0	2060.75138969	28103760000.0	979.106397057	216	HmgB1	K10802	Chromosome-related
Q99497	129420000.0	2049.82280266	24460380000.0	852.174745744	189	ParK7	K05687	Peptidases
Q00839	128800000.0	2040.00291286	1.0626e+11	3701.99025865	825	HnrNpu	K12888	Spliceosome
Q00839	942950.0	14.9349436854	777933750.0	27.1024201428	825	HnrNpu	K12888	Spliceosome
P62805	128420000.0	2033.98427073	13227260000.0	460.824276949	103	HisT2h4a	K11254	Chromosome-related
Q09028	126630000.0	2005.63329857	53817750000.0	1874.9556394	425	RbbP4	K10752	Chromosome-related
P07737	126220000.0	1999.13950048	17670800000.0	615.632688335	140	Pfn1	K05759	Cytokinesis
Q01105	126190000.0	1998.66434452	36595100000.0	1274.93604098	290	Set	K11290	Chromosome-related
Q01105	29485000.0	466.99911402	8550650000.0	297.895943959	290	Set	K11290	Chromosome-related
Q16576	125400000.0	1986.15190429	58812600000.0	2048.97113011	469	RbbP7	K11659	Chromosome-related
P11413	125190000.0	1982.82581259	64472850000.0	2246.16847965	515	G6pD	K00036	Pentose phosphate pathway
P42330	124760000.0	1976.01524386	40297480000.0	1403.92319225	323	Akr1c3	K00089	Steroid hormone biosynthesis
Q02790	121770000.0	1928.65803338	55892430000.0	1947.23537918	459	FkbP4	K09571	Chaperones and folding catalysts
P09211	121220000.0	1919.94684082	25456200000.0	886.868101093	210	GstP1	K00799	Glutathione metabolism
P15880	118190000.0	1871.95608906	34629670000.0	1206.46246	293	Rps2	K02981	Ribosome
Q14697	117900000.0	1867.3629148	1.112976e+11	3877.49511585	944	GanAb	K05546	N-Glycan biosynthesis
P28066	117310000.0	1858.01818096	28271710000.0	984.957604134	241	PsmA5	K02729	Proteasome
P15531	114600000.0	1815.09575943	17419200000.0	606.86720039	152	Nme1	K00940	Purine metabolism
P14625	113810000.0	1802.5833192	91389430000.0	3183.9147337	803	Hsp90b1	K09487	Protein processing in endoplasmic reticulum
P08107	113540000.0	1798.30691558	72779140000.0	2535.55116989	641	HspA1b	K03283	Spliceosome
P52209	113470000.0	1797.19821834	54806010000.0	1909.38561204	483	Pgd	K00033	Pentose phosphate pathway
O43175	113220000.0	1793.23858536	60346260000.0	2102.4022837	533	PhgDh	K00058	Glycine, serine and threonine metabolism
P09651	112110000.0	1775.65781491	41704920000.0	1452.95696949	372	HnrNpa1	K12741	Spliceosome
P09651	0.0	0.0	0.0	0.0	372	HnrNpa1	K12741	Spliceosome
Q07955	111580000.0	1767.26339299	27671840000.0	964.058743825	248	SrsF1	K12890	Spliceosome
P20700	110590000.0	1751.58324638	64805740000.0	2257.76602846	586	LmnB1	K07611	Cytoskeleton proteins
P30041	110050000.0	1743.03043913	24651200000.0	858.822720346	224	PrdX6	K11188	Methane metabolism
O75874	109630000.0	1736.37825572	45386820000.0	1581.2306184	414	Idh1	K00031	
