!!SBtab TableType='Proteomaps' Organism='mmu'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
17196	145142.86	20.360823953	50800001.0	19.6866401961	350	Mbp		Myelin
69187	22055.714	3.09400345226	7719499.9	2.99155539436	350			
12954	1959183.7	274.836767081	384000010.0	148.812399279	196.0	Cryaa	K09541	Crystallins
11354	40285.714	5.65133090648	14100000.0	5.46420514372	350			
14077	500000.0	70.1406323155	66500000.0	25.7708965998	133.0	Fabp3	K08752	PPAR signaling pathway
12961	728571.43	102.204921574	255000000.0	98.8207313225	350	Crybb2		Crystallins
12889	8970.5714	1.25840310046	3139700.0	1.21673509856	350			
12955	1342857.1	188.377692207	234999990.0	91.0700818533	175.0	Cryab	K09542	Crystallins
380684	689.29358	0.0966949751045	751330.0	0.291164627704	1090.0	Nefh	K04574	Amyotrophic lateral sclerosis (ALS)
226180	20238.095	2.83902556032	10200000.0	3.9528292529	504.0	Ina	K07608	Cytoskeleton proteins
18039	134438.31	18.8591761417	73000002.0	28.2898571929	543.0	Nefl	K04572	Cytoskeleton proteins
17189	708571.43	99.3992962818	248000000.0	96.1080053646	350	Mb		Hemoglobin
12960	465714.29	65.330989558	163000000.0	63.1677615905	350			
20617	892857.14	125.251128734	125000000.0	48.441534962	140.0	Snca	K04528	Synaptic vesicle cycle
18823	1327.0857	0.18616526027	464480.0	0.180000993273	350			
12962	69428.571	9.73952774141	24300000.0	9.41703439662	350	Crybb3		Crystallins
19194	36857.143	5.17036663073	12900000.0	4.99916640808	350			
G3UXD0	3514285.7	492.988442271	1230000000.0	476.664704026	350			
12373	19767.714	2.77303991878	6918699.9	2.68121954478	350			
21956	78405.316	10.9987968823	23600000.0	9.14576180083	301.0	Tnnt2	K12045	Cardiac muscle contraction
70350	28418.0	3.98651297829	9946300.0	3.85451231354	350			
22349	45586457.0	6394.92583801	37700000000.0	14609.9669445	827.0	Vil1	K05761	Cytoskeleton proteins
218038	2178.4257	0.305592312101	1494400.0	0.579128238778	686.0	Amph	K12562	Fc gamma R-mediated phagocytosis
21954	1587677.7	222.721435583	334999990.0	129.823309823	211.0	Tnni3	K12044	Cardiac muscle contraction
66473	12091255.0	1696.17654238	3180000100.0	1232.35268819	263.0	Ctrb1	K01310	Pancreatic secretion
19752	1369127.5	192.062937141	204000000.0	79.056585058	149.0	RnaSe1	K01168	Other enzymes
11723	30571429.0	4288.5987217	10700000000.0	4146.59539275	350			
21924	136024.84	19.0817365764	21899999.0	8.48695653781	161.0	Tnnc1	K05865	Calcium signaling pathway
68416	27087.429	3.79985879572	9480600.2	3.67403860839	350			
16204	68828125.0	9655.29641718	8810000000.0	3414.15938412	128.0	Fabp6	K08755	PPAR signaling pathway
19660	12914286.0	1811.63237189	4520000100.0	1751.64594298	350			
22003	87676.056	12.2993080135	24900000.0	9.64955376443	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	5387323.9	755.740609669	1530000000.0	592.924387935	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	183098.59	25.6853017574	52000000.0	20.1516785442	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	6715.8451	0.942107243694	1907300.0	0.739140317064	284.0	Tpm1	K10373	Cardiac muscle contraction
22003	457746.48	64.2132550948	130000000.0	50.3791963605	284.0	Tpm1	K10373	Cardiac muscle contraction
22072	10447154.0	1465.53997492	2569999900.0	995.957920066	246.0	Prss2	K01312	Neuroactive ligand-receptor interaction
282619	33428.571	4.68940221469	11700000.0	4.53412767244	350			
12716	12272727.0	1721.63366403	5129999900.0	1988.04055609	418.0	Ckmt1	K00933	Amino acid metabolism
19293	542857.14	76.1526861132	190000000.0	73.6311331423	350	Pvalb		Blood proteins
17906	722891.57	101.408143631	120000000.0	46.5038735635	166.0	Myl2	K10351	Cardiac muscle contraction
17906	77710.843	10.9013753316	12900000.0	4.99916640808	166.0	Myl2	K10351	Cardiac muscle contraction
12409	268852.46	37.714963088	65600000.0	25.4221175481	244.0	Cbr2	K00081	Lipid and steroid metabolism
227120	76857.143	10.781617216	26900000.0	10.4246183238	350			
56727	8081.0526	1.13362027828	2303100.0	0.892525593368	285.0	Miox	K00469	Carbohydrate metabolism
109901	4285714.3	601.205421851	1140000000.0	441.786798854	266.0	CelA1	K01326	Peptidases
12613	1028380.6	144.26253109	615999980.0	238.719876542	599.0	Cel	K12298	Lipid and steroid metabolism
12307	32285.714	4.52908078944	11300000.0	4.37911476057	350			
12308	156857.14	22.0041179656	54899999.0	21.2755217678	350			
12970	19409.429	2.72277924589	6793300.2	2.63262311317	350	Crygs		Crystallins
22227	24058.306	3.37492959056	7385899.9	2.86227462585	307.0	Ucp1	K08769	PPAR signaling pathway
59006	3495.4286	0.490343144436	1223400.0	0.47410699098	350			
109697	5751790.0	806.868375092	2410000000.0	933.952794068	419.0	Cpa1	K08779	Pancreatic secretion
55948	9475806.5	1329.27811922	2350000000.0	910.700857286	248.0	Sfn	K06644	Cell cycle
215384	15257143.0	2140.2913147	5340000000.0	2069.42237358	350			
13706	3837638.4	538.348767949	1040000000.0	403.033570884	271.0	Cela2a	K01346	Pancreatic secretion
26950	12922.0	1.81271450156	4522700.0	1.75269224138	350			
16618	5400.0	0.757518829008	1409400.0	0.546187995004	261.0	Klk1b26	K01325	Endocrine and other factor-regulated calcium reabsorption
18378	16164.571	2.2675864621	5657599.8	2.1925025481	350			
12797	1971428.6	276.554497138	690000010.0	267.397276866	350			
12957	57428.571	8.05615256583	20100000.0	7.78939882189	350	Cryba1		Crystallins
22287	77714.286	10.90185832	27200000.0	10.5408780077	350			
16612	2475095.8	347.209568907	646000000.0	250.345852684	261.0	Klk1	K01325	Endocrine and other factor-regulated calcium reabsorption
14120	9144542.8	1282.80802846	3100000000.0	1201.35006706	339.0	Fbp2	K03841	Glycolysis
17897	563725.49	79.080124642	115000000.0	44.5662121651	204.0	Myl3	K12749	Cardiac muscle contraction
22074	7971428.6	1118.24208492	2790000000.0	1081.21506035	350			
29818	11859.763	1.66370255186	2004299.9	0.776730909442	169.0	HspB7	K09546	Chaperones and folding catalysts
107753	43307692.0	6075.25780201	5630000000.0	2181.80673469	130.0	LgaLs2	K10090	Glycan binding proteins
140781	6563.3075	0.920709076262	12700000.0	4.92165995214	1935.0	Myh7	K17751	Cardiac muscle contraction
22004	1250000.0	175.351580789	355000000.0	137.573959292	284.0	Tpm2	K10374	Cardiac muscle contraction
22004	753521.13	105.704897043	214000000.0	82.931907855	284.0	Tpm2	K10374	Cardiac muscle contraction
12652	368571.43	51.7036663073	129000000.0	49.9916640808	350	Chga		Signaling molecules
69117	10628571.0	1490.9893811	3719999800.0	1441.62000296	350			
21345	12628571.0	1771.55191036	4419999800.0	1712.89259875	350			
76703	4714285.7	661.325959828	1650000000.0	639.428261499	350	Cpb1	K01291	Pancreatic secretion
18040	120283.02	16.8734541592	102000000.0	39.528292529	848.0	Nefm	K04573	Cytoskeleton proteins
17888	81527.348	11.4367594795	158000000.0	61.230100192	1938.0	Myh6	K17751	Cardiac muscle contraction
14580	18684.186	2.62104124068	8034200.0	3.11351184153	430.0	GfaP	K05640	Cytoskeleton proteins
233335	8712.3639	1.22218142582	13600000.0	5.27043900387	1561.0	SynM	K10376	Cytoskeleton proteins
18946	266384.78	37.3687938169	126000000.0	48.8290672417	473.0	Pnliprp1	K14074	Lipid and steroid metabolism
20259	3664335.7	514.037646029	2620000000.0	1015.3345728	715.0	Scin	K05768	Fc gamma R-mediated phagocytosis
17901	343085.11	48.1284131069	64500001.0	24.9958324279	188.0	Myl1	K05738	Cytoskeleton proteins
17901	3914.2021	0.54908922061	735869.99	0.285173374785	188.0	Myl1	K05738	Cytoskeleton proteins
23795	11400000.0	1599.20641679	3990000000.0	1546.25379599	350			
56370	13979.714	1.9610919591	4892899.9	1.89615665257	350			
11847	9604519.8	1347.33418372	3400000000.0	1317.60975097	354.0	Arg2	K01476	Amino acid metabolism
17287	491298.53	68.9199790998	367000000.0	142.224346648	747.0	Mep1a	K01395	Protein digestion and absorption
69191	1049335.9	147.202167075	553000020.0	214.305358423	527.0	PdiA2	K09581	Chaperones and folding catalysts
66284	342857.14	48.096433187	120000000.0	46.5038735635	350			
17907	816568.05	114.549198711	138000000.0	53.4794545981	169.0	Mylpf	K12758	Focal adhesion
106393	35142.857	4.92988442271	12300000.0	4.76664704026	350			
18645	47880.0	6.71666695053	6703200.0	2.59770637726	140.0	Pfn2	K05759	Rap1 signaling pathway
53318	70571.429	9.89984930694	24700000.0	9.57204730849	350			
11770	4257575.8	597.258117487	562000010.0	217.793145065	132.0	Fabp4	K08753	PPAR signaling pathway
69060	1529032.3	214.494584706	711000020.0	275.535458615	465.0	Pnlip	K14073	Lipid and steroid metabolism
59290	1811428.6	254.109494797	634000010.0	245.695469203	350			
68738	431085.04	60.4731545747	294000000.0	113.934490231	682.0	Acss1	K01895	Glycolysis
20215	10837.429	1.52028824547	3793100.1	1.46994872887	350			
20618	117714.29	16.5131094663	41200002.0	15.9663306985	350			
17896	9148.7047	1.28339186505	1765700.0	0.684265746259	193.0	Myl4	K12750	Cardiac muscle contraction
99709	3142857.1	440.883968543	1100000000.0	426.285507666	350			
21953	272527.47	38.2304981383	49600000.0	19.2216010729	182.0	TnnI2	K12043	Cytoskeleton proteins
11636	525773.2	73.7561294051	102000000.0	39.528292529	194.0	Ak1	K00939	Purine metabolism
17075	3460317.5	485.417714925	1090000000.0	422.410184869	315.0	EpcAm	K06737	Cellular antigens
16855	30061350.0	4217.04419452	9800000100.0	3797.81637978	326.0	LgaLs4	K10091	Glycan binding proteins
67041	1428846.2	200.440351899	743000020.0	287.936491565	520.0	Oxct1	K01027	Butanoate metabolism
67931	171714.29	24.0882977564	60100002.0	23.2906907848	350			
66283	322857.14	45.2908078944	113000000.0	43.7911476057	350			
12346	597701.15	83.8462731934	156000000.0	60.4550356326	261.0	Car1	K01672	Amino acid metabolism
76722	5274463.0	739.90833989	2210000000.0	856.446338128	419.0	Ckmt2	K00933	Amino acid metabolism
103968	5222.0503	0.732555820051	2699800.0	1.04625964872	517.0	Plin1	K08768	PPAR signaling pathway
12865	6250000.0	876.757903944	500000000.0	193.766139848	80.0	Cox7a1	K02270	Oxidative phosphorylation
380683	25310.857	3.55063902886	8858799.9	3.43307092062	350			
12709	3385826.8	474.968065326	1290000000.0	499.916640808	381.0	Ckb	K00933	Amino acid metabolism
12036	470737.91	66.0357093246	185000000.0	71.6934717438	393.0	Bcat2	K00826	Amino acid metabolism
18951	1197832.0	168.033387776	442000010.0	171.289271501	369.0	Sept5	K04557	Parkinson's disease
16765	926174.5	129.924930129	138000000.0	53.4794545981	149.0	Stmn1	K04381	MAPK signaling pathway
67868	940520.45	131.937398137	253000000.0	98.0456667631	269.0	Cela3b	K01345	Pancreatic secretion
19701	7268.9055	1.01969125602	2922100.0	1.1324080745	402.0	Ren1	K01380	Renin-angiotensin system
11475	18169761.0	2548.87705112	6849999900.0	2654.59607717	377.0	Acta2	K12313	Vascular smooth muscle contraction
59011	20879.714	2.92903268505	7307899.9	2.83204710804	350			
19285	276857.14	38.8378697213	96899999.0	37.551877515	350			
11754	14379.085	2.01711622804	11000000.0	4.26285507666	765.0	Aoc3	K00276	Amino acid metabolism
236539	504690.43	70.7986117676	269000000.0	104.246183238	533.0	Phgdh	K00058	Amino acid metabolism
17756	5743.9825	0.805773129119	10500000.0	4.06908893681	1828.0	MtaP2	K10430	Cytoskeleton proteins
11472	64765.101	9.08533027224	57900000.0	22.4381189944	894.0	Actn2	K05699	Focal adhesion
20200	1168571.4	163.928673804	408999990.0	158.50069852	350			
12722	3811610.1	534.697485108	3480000000.0	1348.61233334	913.0	Clca1	K05027	Olfactory transduction
17762	13235.061	1.85663109455	9701299.7	3.75956678876	733.0	Mapt	K04380	MAPK signaling pathway
13807	166129.03	23.3047904203	72099999.0	27.9410769786	434.0	Eno2	K01689	Glycolysis
18600	1755.5721	0.246273874339	1181500.0	0.457869388461	673.0	PadI2	K01481	Other enzymes
77337	8870.2857	1.24433489563	3104600.0	1.20313271554	350			
17882	198285.71	27.8157701571	69399998.0	26.8947394358	350	Myh2	K10352	Tight junction
22223	374887.89	52.5897473041	83599999.0	32.3976981951	223.0	Uchl1	K05611	Ubiquitin labeling
54200	1739645.0	244.039600609	588000010.0	227.868984337	338.0	Sult2b1	K01015	Steroid hormone biosynthesis
67373	6200000.0	869.743840713	2170000000.0	840.945046941	350			
75600	1580000.0	221.644398117	553000000.0	214.305350672	350			
17957	2897.4286	0.406454948186	1014100.0	0.39299648484	350			
24131	351428.57	49.2988442271	123000000.0	47.6664704026	350			
17156	6356.9423	0.891759905031	4074800.0	1.57911653331	641.0	Man1a2	K01230	Glycan metabolism
14264	1303.2447	0.18282081464	490020.01	0.189898571572	376.0	FmoD	K08121	Glycan metabolism
12389	212359.55	29.7900662305	37800000.0	14.6487201725	178.0	Cav1	K06278	Endocytosis
17868	7244.8819	1.01632119503	9201000.0	3.56568450548	1270.0	Mybpc3	K12568	Hypertrophic cardiomyopathy (HCM)
69824	3771428.6	529.060773474	1320000000.0	511.542609199	350			
13346	705756.93	99.0044746625	331000000.0	128.273184579	469.0	Des	K07610	Cytoskeleton proteins
12958	16547.714	2.32133424667	5791699.9	2.24447066556	350	Cryba2		Crystallins
81600	511627.91	71.7718102353	242000000.0	93.7828116865	473.0	Chia	K01183	Other central metabolism enzymes
