!!SBtab TableType='Proteomaps' Organism='sce' ProteinIdentifier='http://http://identifiers.org/sgd/'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
YAL005C	14053.195	14053.1948735	9022151.2	21375.3829188	642.0	Ssa1	K03283	Chaperones and folding catalysts
YAL007C	210.07	210.069998109	73524.5	174.195079042	350			
YAL012W	630.722	630.721994324	248504.47	588.75960794	394.0	Cys3	K01758	Amino acid metabolism
YAL016W	378.945	378.944996589	240630.07	570.103490177	635.0	Tpd3	K03456	mRNA surveillance pathway
YAL017W	26.866	26.8659997582	9403.1	22.2779311351	350			
YAL019W	31.728	31.7279997144	11104.8	26.3096180694	350			
YAL023C	30.142	30.1419997287	22877.778	54.2022910325	759.0	Pmt2	K00728	Glycan metabolism
YAL026C	57.98	57.9799994782	78562.9	186.132113449	1355.0	Drs2	K01530	Other enzymes
YAL029C	60.386	60.3859994565	21135.1	50.0735185559	350			
YAL031C	29.937	29.9369997306	10477.95	24.824477942	350			
YAL033W	154.955	154.954998605	26807.215	63.511957726	173.0	Pop5	K03537	RNA transport
YAL035W	959.004	959.003991369	962840.02	2281.17149234	1004.0	Fun12	K03243	Translation factors
YAL036C	212.117	212.116998091	74240.95	175.892500505	350			
YAL038W	4701.883	4701.88295768	2350941.5	5569.87725746	500.0	Pyk1	K00873	Glycolysis
YAL041W	67.038	67.0379993967	57250.452	135.638420001	854.0	Cdc24	K11236	MAPK signaling pathway
YAL043C	42.986	42.9859996131	15045.1	35.6450215057	350	Pta1	K06100	mRNA surveillance pathway
YAL044C	1401.968	1401.96798738	490688.8	1162.54546853	350	Gcv3		Amino acid metabolism
YAL053W	31.882	31.8819997131	11158.7	26.4373185606	350			
YAL059W	41.451	41.4509996269	14507.85	34.3721627142	350			
YAL060W	702.11	702.109993681	268206.02	635.436743582	382.0	Bdh1	K00004	Butanoate metabolism
YAL061W	66.015	66.0149994059	27528.255	65.2202538693	417.0	Bdh2	K00004	Butanoate metabolism
YAR002C-A	275.573	275.57299752	96450.55	228.511736644	350			
YAR002W	71.9	71.8999993529	25165.0	59.6212033281	350			
YAR007C	192.159	192.158998271	119330.74	282.719742215	621.0	Rfa1	K07466	Transcription factors
YAR014C	74.714	74.7139993276	26149.9	61.9546395751	350			
YAR015W	1194.917	1194.91698925	365644.6	866.289332104	306.0	Ade1	K01923	Purine metabolism
YAR044W	68.318	68.3179993851	23911.3	56.6509230733	350			
YBL002W	2835.203	2835.20297448	371411.59	879.9525502	131.0	Htb2	K11252	Chromosome-related
YBL003C	2067.692	2067.69198139	272935.34	646.641502148	132.0	Hta2	K11251	Chromosome-related
YBL004W	52.863	52.8629995242	18502.05	43.8352666416	350			
YBL007C	340.308	340.307996937	119107.8	282.191550239	350			
YBL011W	65.912	65.9119994068	50027.208	118.525028417	759.0	Sct1	K13507	Lipid and steroid metabolism
YBL015W	104.907	104.906999056	55181.082	130.735645134	526.0	Ach1	K01067	Pyruvate metabolism
YBL016W	110.792	110.791999003	39109.576	92.6588508949	353.0	Fus3	K04371	MAPK signaling pathway
YBL017C	112.327	112.326998989	39314.45	93.1442406986	350			
YBL021C	45.34	45.3399995919	15869.0	37.5970147273	350			
YBL022C	73.333	73.33299934	83086.289	196.848977955	1133.0	Pim1	K08675	Peptidases
YBL023C	58.85	58.8499994703	51081.8	121.02357974	868.0	Mcm2	K02540	DNA replication complex
YBL024W	162.734	162.733998535	56956.9	134.942933274	350			
YBL026W	151.783	151.782998634	14571.168	34.5221764377	96.0	Lsm2	K12621	Spliceosome
YBL027W	1738.387	1738.38698435	328555.14	778.416562941	189.0	Rpl19b	K02885	Ribosome
YBL028C	184.381	184.380998341	64533.35	152.893144518	350			
YBL029C-A	80.241	80.2409992778	28084.35	66.5377604485	350			
YBL032W	276.085	276.084997515	96629.75	228.936299316	350			
YBL033C	160.175	160.174998558	55260.375	130.923507008	345.0	Rib1	K01497	Cofactor biosynthesis
YBL036C	97.487	97.4869991226	34120.45	80.8385570076	350			
YBL037W	38.892	38.89199965	39864.3	94.446951553	1025.0	Apl3	K11824	Endocytosis
YBL038W	48.871	48.8709995602	17104.85	40.5250045597	350			
YBL040C	417.325	417.324996244	146063.75	346.055892613	350			
YBL042C	235.913	235.912997877	82569.55	195.624714057	350			
YBL045C	238.472	238.471997854	108981.7	258.200679306	457.0	Cor1	K00414	Oxidative phosphorylation
YBL046W	37.101	37.1009996661	12985.35	30.7650384517	350			
YBL047C	520.697	520.696995314	182243.95	431.774432675	350			
YBL051C	57.571	57.5709994819	20149.85	47.7392530848	350			
YBL056W	226.957	226.956997957	106215.88	251.647867202	468.0	Ptc3	K01090	Other enzymes
YBL058W	128.959	128.958998839	54549.657	129.239665864	423.0	Shp1	K14012	Protein processing in endoplasmic reticulum
YBL061C	39.097	39.0969996481	13683.95	32.4201694926	350			
YBL064C	115.909	115.908998957	30252.249	71.6739713396	261.0	Prx1	K03386	Other enzymes
YBL068W	70.109	70.108999369	22855.534	54.1495902955	326.0	Prs4	K00948	Pentose phosphate metabolism
YBL071W-A	219.895	219.894998021	76963.25	182.342204532	350			
YBL072C	2328.476	2328.47597904	465695.2	1103.33034803	200.0	Rps8a	K02995	Ribosome
YBL076C	1806.448	1806.44798374	1936512.3	4588.0068979	1072.0	Ils1	K01870	tRNA loading
YBL079W	56.087	56.0869994952	84242.674	199.588698409	1502.0	Nup170	K14312	RNA transport
YBL085W	25.843	25.8429997674	9045.05	21.4296350154	350			
YBL086C	28.146	28.1459997467	9851.1	23.3393378146	350			
YBL087C	260.732	260.731997653	49278.348	116.750820814	189.0	Rpl23a	K02894	Ribosome
YBL091C	46.313	46.3129995832	19497.773	46.194344863	421.0	Map2	K01265	Peptidases
YBL099W	1625.548	1625.54798537	885923.66	2098.94038013	545.0	Atp1	K02132	Oxidative phosphorylation
YBL101C	46.568	46.5679995809	16298.8	38.6153017605	350			
YBL102W	97.999	97.998999118	34299.65	81.2631196794	350			
YBL104C	27.122	27.1219997559	9492.7	22.490212471	350			
YBL105C	62.432	62.4319994381	71859.232	170.249707215	1151.0	Pkc1	K02677	MAPK signaling pathway
YBL111C	88.787	88.7869992009	31075.45	73.6243084825	350			
YBR002C	182.436	182.435998358	52176.696	123.617619758	286.0	Rer2	K11778	Cofactor biosynthesis
YBR003W	67.038	67.0379993967	31708.974	75.1252607263	473.0	Coq1	K05355	Cofactor biosynthesis
YBR009C	1209.757	1209.75698911	124604.97	295.215507731	103.0	Hhf1	K11254	Chromosome-related
YBR011C	508.16	508.159995427	145841.92	345.530330462	287.0	Ipp1	K01507	Oxidative phosphorylation
YBR015C	35.054	35.0539996845	20927.238	49.5810495487	597.0	Mnn2	K05535	Glycan metabolism
YBR016W	41.656	41.6559996251	14579.6	34.5421536277	350			
YBR017C	81.111	81.11099927	28388.85	67.259185301	350			
YBR023C	40.069	40.0689996394	46680.385	110.595697418	1165.0	Chs3	K00698	Other central metabolism enzymes
YBR025C	959.516	959.515991364	335830.6	795.653665265	350			
YBR028C	95.44	95.439999141	33404.0	79.1411355442	350			
YBR034C	151.731	151.730998634	52802.388	125.100016338	348.0	Hmt1	K11434	Chromosome-related
YBR036C	162.222	162.22199854	56777.7	134.518370602	350			
YBR037C	36.59	36.5899996707	12806.5	30.3413050038	350			
YBR039W	825.695	825.694992569	256791.15	608.392504153	311.0	Atp3	K02136	Oxidative phosphorylation
YBR043C	52.965	52.9649995233	18537.75	43.9198474864	350			
YBR046C	80.855	80.8549992723	27005.57	63.981902641	334.0	Zta1	K00344	Other enzymes
YBR049C	238.472	238.471997854	193162.32	457.642358674	810.0	Reb1	K09424	Transcription factors
YBR052C	227.213	227.212997955	79524.55	188.410465532	350			
YBR054W	362.057	362.056996741	126719.95	300.226342328	350			
YBR058C-A	90.067	90.0669991894	31523.45	74.685715162	350			
YBR059C	90.322	90.3219991871	31612.7	74.897167274	350			
YBR067C	314.209	314.208997172	220260.51	521.84369767	701.0	Tip1		Cell wall
YBR068C	1414.71	1414.70998727	495148.5	1173.11144034	350			
YBR069C	344.914	344.913996896	120719.9	286.010955837	350			
YBR077C	93.905	93.9049991549	32866.75	77.8682767527	350			
YBR079C	898.874	898.87399191	866514.54	2052.95607296	964.0	Rpg1	K03254	Translation factors
YBR080C	161.045	161.044998551	122072.11	289.214627101	758.0	Sec18	K06027	Other enzymes
YBR081C	30.705	30.7049997237	40899.06	96.8985166774	1332.0	Spt7	K11359	Chromosome-related
YBR082C	333.758	333.757996996	49396.184	117.029999201	148.0	Ubc4	K06689	Protein processing in endoplasmic reticulum
YBR084C-A	939.814	939.813991542	177624.85	420.830808582	189.0	Rpl19a	K02885	Ribosome
YBR084W	101.581	101.580999086	99041.475	234.650185531	975.0	Mis1	K00288	Other central metabolism enzymes
YBR085C-A	454.887	454.886995906	159210.45	377.203203314	350			
YBR086C	85.512	85.5119992304	29929.2	70.9085999859	350			
YBR089C-A	253.773	253.772997716	88820.55	210.434654133	350			
YBR090C	445.983	445.982995986	156094.05	369.8197931	350			
YBR094W	44.266	44.2659996016	15493.1	36.7064281853	350			
YBR101C	185.25	185.249998333	64837.5	153.613740146	350			
YBR102C	35.822	35.8219996776	12537.7	29.7044609961	350			
YBR105C	212.373	212.372998089	74330.55	176.104781841	350			
YBR106W	818.684	818.683992632	286539.4	678.872395347	350			
YBR109C	825.439	825.438992571	121339.53	287.478990259	147.0	Cmd1	K02183	Calcium signaling pathway
YBR110W	70.62	70.6199993644	31708.38	75.1238534148	449.0	Alg1	K03842	Glycan metabolism
YBR111C	28.913	28.9129997398	6678.903	15.8237327149	231.0	Ysa1	K01515	Purine metabolism
YBR112C	107.722	107.721999031	105459.84	249.856648662	979.0	Cyc8	K06665	Cell cycle
YBR115C	1888.583	1888.582983	2628907.5	6228.43745632	1392.0	Lys2	K00143	Amino acid metabolism
YBR118W	12295.106	12295.1058893	5631158.5	13341.4045659	458.0	Tef2	K03231	Translation factors
YBR120C	113.504	113.503998978	39726.4	94.1202373094	350			
YBR121C	1105.362	1105.36199005	762699.78	1806.99696649	690.0	Grs1	K01880	tRNA loading
