Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
4155	15800000.0	26.7920318607	5530000000.0	26.7920318607	350			
121506	3233400.0	5.48287062142	1131690000.0	5.48287062142	350			
12954	273000000.0	462.925613796	95550000000.0	462.925613796	350	CryAa	K09541	Chaperones and folding catalysts
Abpa	77200000.0	130.907902509	27020000000.0	130.907902509	350			
14077	101000000.0	171.265520122	35350000000.0	171.265520122	350	FabP3	K08752	PPAR signaling pathway
1415	189000000.0	320.486963397	66150000000.0	320.486963397	350			
10815	1343100.0	2.27749227798	470085000.0	2.27749227798	350			
12955	256000000.0	434.098744072	89600000000.0	434.098744072	350	CryAb	K09542	Chaperones and folding catalysts
380684	1509000.0	2.55880861252	528150000.0	2.55880861252	350	NefH	K04574	Cytoskeleton proteins
226180	11600000.0	19.6700993408	4060000000.0	19.6700993408	350	Ina	K07608	Cytoskeleton proteins
18039	40900000.0	69.3540571584	14315000000.0	69.3540571584	350	NefL	K04572	Cytoskeleton proteins
4151	228000000.0	386.619193939	79800000000.0	386.619193939	350			
1414	334630.0	0.567431495035	117120500.0	0.567431495035	350			
Abpg	223220.0	0.378513756452	78127000.0	0.378513756452	350			
20617	18600000.0	31.539986874	6510000000.0	31.539986874	350	SncA	K04528	Alzheimer's disease
5354	2007300.0	3.40377503506	702555000.0	3.40377503506	350			
1417	54900000.0	93.0938322249	19215000000.0	93.0938322249	350			
Bpifa2	4102900.0	6.95728022287	1436015000.0	6.95728022287	350			
845	1337100.0	2.26731808867	467985000.0	2.26731808867	350			
21956	25400000.0	43.0707347634	8890000000.0	43.0707347634	350	TnnT2	K12045	Cytoskeleton proteins
10409	14500000.0	24.587624176	5075000000.0	24.587624176	350			
22349	66900000.0	113.442210853	23415000000.0	113.442210853	350	Vil1	K05761	Cytoskeleton proteins
218038	154740.0	0.262392342413	54159000.0	0.262392342413	350	AmpH	K12562	Fc gamma R-mediated phagocytosis
21954	11000000.0	18.6526804094	3850000000.0	18.6526804094	350	TnnI3	K12044	Cytoskeleton proteins
66473	29000000.0	49.1752483519	10150000000.0	49.1752483519	350	CtrB1	K01310	Peptidases
19752	672000.0	1.13950920319	235200000.0	1.13950920319	350	RnaSe1	K01168	Other enzymes
