Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
P04406	193393370.0	32767.1526971	64786779000.0	26237.7950908	335	GapDh	K00134	Glycolysis / Gluconeogenesis
P07737	108516420.0	18386.2254651	15192299000.0	6152.68167785	140	Pfn1	K05759	Cytokinesis
P62937	95624120.0	16201.8488098	15777980000.0	6389.87479509	165	PpiA	K03767	Chaperones and folding catalysts
P14618	64709231.0	10963.8569982	34360602000.0	13915.5927859	531	Pkm2	K00873	Glycolysis / Gluconeogenesis
P06576	60343069.0	10224.0865658	31921484000.0	12927.7820122	529	Atp5b	K02133	Oxidative phosphorylation
P11142	57994250.0	9826.11991974	37464286000.0	15172.5440663	646	HspA8	K03283	Spliceosome
Q06830	51384765.0	8706.25730892	10225568000.0	4141.22081716	199	PrdX1	K13279	Peroxisome
P00558	50955524.0	8633.52986541	21248454000.0	8605.34495856	417	Pgk1	K00927	Glycolysis / Gluconeogenesis
P37802	42482806.0	7197.97473513	14868982000.0	6021.74253678	350	TagLN2		
P07195	39607594.0	6710.81992398	13228936000.0	5357.54543435	334	LdhB	K00016	Glycolysis / Gluconeogenesis
P00338	39271569.0	6653.88631511	14177036000.0	5741.5134894	361	LdhA	K00016	Glycolysis / Gluconeogenesis
P68104	38640869.0	6547.02513778	17852081000.0	7229.85847503	462	Eef1a1	K03231	Translation factors
P23396	33279012.0	5638.55145506	8086799900.0	3275.04781055	243	Rps3	K02985	Ribosome
P62258	32308273.0	5474.07656617	8238609600.0	3336.52874637	255	YwhAe	K06630	
P06744	32253678.0	5464.82639021	18352343000.0	7432.45801849	569	Gpi	K01810	Glycolysis / Gluconeogenesis
P04075	31117389.0	5272.30192481	11326730000.0	4587.17697308	364	AldOa	K01623	Glycolysis / Gluconeogenesis
P10809	30974392.0	5248.07356303	17748327000.0	7187.83946692	573	HspD1	K04077	Chaperones and folding catalysts
P62304	30120106.0	5103.32961546	2771049800.0	1122.23879565	92	SnrPe	K11097	Spliceosome
H0YC77;E5RK63;E7EMC6;E5RJR0;E5RI05;E5RK69;P08133;E5RJF5;E5RFF0;E5RIU8;A6NN80	28246140.0	4785.81857528	9886149000.0	4003.76057744	350			
P63220	27034528.0	4580.5319338	2622349200.0	1062.01700452	97	Rps21	K02971	Ribosome
P62829	26578571.0	4503.2779274	3720999900.0	1506.95611691	140	Rpl23	K02894	Ribosome
P09669	24705459.0	4185.91158272	1852909400.0	750.403985342	75	Cox6c	K02268	Oxidative phosphorylation
P62906	21529396.0	3647.78278701	4671878900.0	1892.04963049	217	Rpl10a	K02865	Ribosome
P50990	21191403.0	3590.51573467	11612889000.0	4703.0676119	548	Cct8	K09500	Chaperones and folding catalysts
P25705	21041981.0	3565.19876807	11636215000.0	4712.51433572	553	Atp5a1	K02132	Oxidative phosphorylation
Q99873	20721344.0	3510.87238894	7480405200.0	3029.46591671	361	PrmT1	K11434	Chromosome-related
P13639	20140027.0	3412.37830455	17280143000.0	6998.2310924	858	Eef2	K03234	Translation factors
P46777	20016549.0	3391.45709882	5944915100.0	2407.61258136	297	Rpl5	K02932	Ribosome
F5H6T1;P61160	19773001.0	3350.19211386	6920550400.0	2802.73207148	350			
Q15233	19299431.0	3269.95389006	9090032000.0	3681.34364243	471	NonO	K13214	
P40926	19132876.0	3241.73403373	6466912100.0	2619.01451452	338	Mdh2	K00026	
O00231	18984028.0	3216.51432147	8011259800.0	3244.45506161	422	PsmD11	K03036	Proteasome
P18124	18929655.0	3207.30175956	4694554400.0	1901.23291034	248	Rpl7	K02937	Ribosome
P06748	18715065.0	3170.9432055	5502229100.0	2228.33056214	294	Npm1	K11276	Chromosome-related
O15145	18676258.0	3164.36803235	3324373900.0	1346.32779311	178	ArpC3	K05756	Regulation of actin cytoskeleton
P78371	18583757.0	3148.69534206	9942310000.0	4026.50504526	535	Cct2	K09494	Chaperones and folding catalysts
P62942	18081731.0	3063.63574255	2621851000.0	1061.81524006	145	FkbP1a	K09568	Chaperones and folding catalysts
P46778	17757717.0	3008.73718934	2841234700.0	1150.66275889	160	Rpl21	K02889	Ribosome
F8VZ69;F8VR77;F8W0A3;Q9UQ80	17627633.0	2986.69671147	6169671600.0	2498.63601366	350			
P61978	17571144.0	2977.12563006	8153010800.0	3301.86235595	464	HnrNpk	K12886	Spliceosome
P62847	17521051.0	2968.63823993	5063583700.0	2050.68493289	289	Rps24	K02974	Ribosome
P62910	17440656.0	2955.0167014	2668420400.0	1080.67523578	153	Rpl32	K02912	Ribosome
P07437	16764084.0	2840.38330918	7443253300.0	3014.41988487	444	TubB	K07375	Phagosome
P28066	16670148.0	2824.46748303	4017505700.0	1627.03707392	241	PsmA5	K02729	Proteasome
F8WDR7;F8WEW2;F8WE84;B4DXW1;F5H3P5;P61158	16455264.0	2788.05911577	5759342400.0	2332.45807372	350			
P22626	16401664.0	2778.97752531	5789787400.0	2344.7878991	353	HnrNpa2b1	K13158	
H0YB22;P62263;E5RH77	16101303.0	2728.08656275	5635456000.0	2282.28570788	350			
D6R970;D6RC37;P53999	15890121.0	2692.3054352	5561542400.0	2252.35167009	350			
P62888	15650176.0	2651.6509161	1799770200.0	728.883306858	115	Rpl30	K02908	Ribosome
P25786	15580383.0	2639.82570261	4097640700.0	1659.49069705	263	PsmA1	K02725	Proteasome
P07237	15364050.0	2603.17182743	7804937400.0	3160.89719784	508	P4hB	K09580	Protein processing in endoplasmic reticulum
Q12906	14825701.0	2511.95792549	13313479000.0	5391.78423962	898	Ilf3	K13090	
P46782	14434573.0	2445.68806887	2944652900.0	1192.5457724	204	Rps5	K02989	Ribosome
P61604	14382039.0	2436.78709362	1466968000.0	594.102784286	102	HspE1	K04078	Chaperones and folding catalysts
P62750	14253712.0	2415.04430893	2765220100.0	1119.87784367	194	Rpl23a	K02893	Ribosome
P54819	14167840.0	2400.49478774	3386113800.0	1371.3316422	239	Ak2	K00939	Purine metabolism
P60174	13758298.0	2331.10499816	3934873200.0	1593.57199607	286	Tpi1	K01803	Glycolysis / Gluconeogenesis
B1AHC8	13560606.0	2297.60951716	8258409100.0	3344.54728398	609	XrcC6	K10884	Non-homologous end-joining
P50991	13467321.0	2281.80399166	7258886000.0	2939.75354842	539	Cct4	K09496	Chaperones and folding catalysts
Q06323	13462465.0	2280.98122668	3365616200.0	1363.03038325	250	PsmE1	K06696	Proteasome
P42224	13410843.0	2272.23477401	10058132000.0	4073.41143495	750	StaT1	K11220	Transcription factors
P49368	13370281.0	2265.36224654	7286803100.0	2951.05960747	545	Cct3	K09495	Chaperones and folding catalysts
O15144	13362558.0	2264.05371813	4008767400.0	1623.49817712	300	ArpC2	K05758	Regulation of actin cytoskeleton
P23284	13307893.0	2254.79168188	2874504900.0	1164.13675318	216	PpiB	K03768	Chaperones and folding catalysts
P62899	13229054.0	2241.43378057	1719777000.0	696.487110864	130	Rpl31	K02910	Ribosome
P27635	13128262.0	2224.35632411	3019500300.0	1222.85798694	230	Rpl10	K02866	Ribosome
P48047	12985320.0	2200.13728113	2765873200.0	1120.1423406	213	Atp5o	K02137	Oxidative phosphorylation
P38646	12919422.0	2188.97200784	8798126400.0	3563.12570604	681	HspA9	K04043	Chaperones and folding catalysts
P47756	12877421.0	2181.85566678	4301058600.0	1741.87227645	334	CapZb	K10365	Cytoskeleton proteins
P20618	12791016.0	2167.21583797	3082634900.0	1248.42667122	241	PsmB1	K02732	Proteasome
P37837	12711863.0	2153.8047348	4283897800.0	1734.9223777	337	TalDo1	K00616	Pentose phosphate pathway
P18669	12685764.0	2149.38271186	3222184100.0	1304.94226547	254	PgaM1	K01834	Glycolysis / Gluconeogenesis
P49720	12531484.0	2123.2426414	2568954200.0	1040.39273039	205	PsmB3	K02735	Proteasome
Q00839	12506317.0	2118.9785297	10317712000.0	4178.53792766	825	HnrNpu	K12888	Spliceosome
P04233	12411460.0	2102.90665607	3673792200.0	1487.83761807	296	Cd74	K06505	Cellular antigens
P52272	12379502.0	2097.49192719	9037036500.0	3659.88116056	730	HnrNpm	K12887	Spliceosome
P14866	12336065.0	2090.13228083	7265942300.0	2942.61125729	589	HnrNpl	K13159	
Q5T0R7;Q5T0R6;Q5T0S3;Q5T0R8;Q5T0R1;Q5T0R9;Q5T0R3;Q5T0R2;Q01518;Q5T0R5;Q5T0R4	12309191.0	2085.57894758	4308216800.0	1744.77125349	350			
O00151	12248091.0	2075.22661219	4286831800.0	1736.11060919	350			
P26373	12107504.0	2051.40658311	2554683300.0	1034.61320322	211	Rpl13	K02873	Ribosome
E7EU23;Q5SX90;Q5SX87;Q5SX91;Q5SX86;P50395	11799678.0	1999.25080577	4129887300.0	1672.55014678	350			
P15311	11485210.0	1945.96965671	6730333100.0	2725.69656181	586	Ezr	K08007	Regulation of actin cytoskeleton
P52565	11391768.0	1930.13753029	2323920700.0	941.157379254	204	ArhGdia	K12462	Vasopressin-regulated water reabsorption
F5H0C5;F5GWA7;F5GY37;F5H2D2;J3KPX7;U3KPZ5;F5H3X6;Q99623	11340149.0	1921.39158592	3969052200.0	1607.41404243	350			
P62701	11302915.0	1915.08293034	2972666600.0	1203.89095319	263	Rps4x	K02987	Ribosome
P11021	11244129.0	1905.12266211	7353660400.0	2978.13593639	654	HspA5	K09490	Protein export
P10599	11231864.0	1903.04457056	1179345700.0	477.619528173	105	Txn	K03671	Chaperones and folding catalysts
P49721	11142190.0	1887.8508664	2239580200.0	907.000583824	201	PsmB2	K02734	Proteasome
P09429	11140289.0	1887.52877491	2406302400.0	974.520886395	216	HmgB1	K10802	Chromosome-related
P07108	11101104.0	1880.88955621	1642963400.0	665.378611135	148	Dbi	K08762	PPAR signaling pathway
Q9C037	11098824.0	1880.50324975	5549412000.0	2247.43901731	500	TriM4	K11998	Ubiquitin labeling
P35579	11081924.0	1877.63983784	21720571000.0	8796.54614645	1960	Myh9	K10352	Cytoskeleton proteins
P20700	11067434.0	1875.18475862	6485516300.0	2626.54897132	586	LmnB1	K07611	Cytoskeleton proteins
P09972	10953573.0	1855.89298676	3987100600.0	1614.72340752	364	AldOc	K01623	Glycolysis / Gluconeogenesis
O15533	10950196.0	1855.32081268	5102791300.0	2066.56349624	466	TapBp	K08058	Antigen processing and presentation
P36542	10870637.0	1841.84091985	3239449800.0	1311.93464734	298	Atp5c1	K02136	Oxidative phosphorylation
P48643	10769451.0	1824.69670693	5826273000.0	2359.56408818	541	Cct5	K09497	Chaperones and folding catalysts
P52566	10587365.0	1793.84539198	2128060400.0	861.836528655	201	ArhGdib	K12462	Vasopressin-regulated water reabsorption
P40939	10574058.0	1791.59075161	8068006300.0	3267.43664924	763	HadHa	K07515	Propanoate metabolism
P01903	10420598.0	1765.58961593	2646831900.0	1071.93217666	254	Hla-dra	K06752	Cell adhesion molecules (CAMs)
P48735	10350417.0	1753.69866256	4678388500.0	1894.68593304	452	Idh2	K00031	
E9PH29	10310158.0	1746.87747319	2639400400.0	1068.9225167	256	PrdX3	K03386	Other enzymes
P46781	10252630.0	1737.13035125	1989010200.0	805.523022856	194	Rps9	K02997	Ribosome
P25788	10175179.0	1724.00762246	2594670600.0	1050.80753484	255	PsmA3	K02727	Proteasome
P28070	10110236.0	1713.00415736	2669102300.0	1080.95139633	264	PsmB4	K02736	Proteasome
P55084	10079162.0	1707.73920695	4777522800.0	1934.83402328	474	HadHb	K07509	Fatty acid elongation in mitochondria
P62753	10075245.0	1707.07553923	2508736000.0	1016.00514983	249	Rps6	K02991	Ribosome
P28838	9866192.5	1671.65521851	5120553900.0	2073.75711609	519	Lap3	K11142	Arginine and proline metabolism
P50453	9800117.7	1660.45998953	3684844300.0	1492.3135735	376	SerPinb9	K13963	Amoebiasis
Q9HB71	9741664.2	1650.55605766	2221099400.0	899.516102406	228	CacYbp	K04507	Wnt signaling pathway
P13010	9603076.4	1627.07475836	7029451900.0	2846.83574951	732	XrcC5	K10885	Non-homologous end-joining
