!!SBtab TableType='Proteomaps' Organism='hsa' ProteinIdentifier='http://identifiers.org/uniprot/'
!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
P04406	193393370.0	32767.2571797	64786779000.0	26238.7674038	335.0	GapDh	K00134	Glycolysis
P07737	108516420.0	18386.2840921	15192299000.0	6152.90968224	140.0	Pfn1	K05759	Regulation of actin cytoskeleton
P62937	95624120.0	16201.9004717	15777980000.0	6390.11158932	165.0	PpiA	K03767	Chaperones and folding catalysts
P14618	64709231.0	10963.891958	34360602000.0	13916.1084661	531.0	Pkm2	K00873	Glycolysis
P06576	60343069.0	10224.1191667	31921484000.0	12928.2610864	529.0	Atp5b	K02133	Oxidative phosphorylation
P11142	57994250.0	9826.15125168	37464286000.0	15173.1063263	646.0	HspA8	K03283	Chaperones and folding catalysts
Q06830	51384765.0	8706.28507002	10225568000.0	4141.37428138	199.0	PrdX1	K13279	Peroxisome
P00558	50955524.0	8633.55739462	21248454000.0	8605.66385307	417.0	Pgk1	K00927	Glycolysis
P37802	42482806.0	7197.99768687	14868982000.0	6021.96568886	350			
P07195	39607594.0	6710.84132236	13228936000.0	5357.7439728	334.0	LdhB	K00016	Glycolysis
P00338	39271569.0	6653.90753195	14177036000.0	5741.72625683	361.0	LdhA	K00016	Glycolysis
P68104	38640869.0	6547.04601388	17852081000.0	7230.12639714	462.0	Eef1a1	K03231	Translation factors
P23396	33279012.0	5638.56943436	8086799900.0	3275.16917638	243.0	Rps3	K02985	Ribosome
P62258	32308273.0	5474.09402102	8238609600.0	3336.65239053	255.0	YwhAe	K06630	Cell cycle
P06744	32253678.0	5464.84381557	18352343000.0	7432.73344848	569.0	Gpi	K01810	Glycolysis
P04075	31117389.0	5272.31873628	11326730000.0	4587.34696343	364.0	AldOa	K01623	Glycolysis
P10809	30974392.0	5248.09029724	17748327000.0	7188.1058319	573.0	HspD1	K04077	Chaperones and folding catalysts
P62304	30120106.0	5103.34588813	2771049800.0	1122.28038327	92.0	SnrPe	K11097	Spliceosome
H0YC77	28246140.0	4785.83383553	9886149000.0	4003.9089477	350			
P63220	27034528.0	4580.54653946	2622349200.0	1062.05636046	97.0	Rps21	K02971	Ribosome
P62829	26578571.0	4503.29228673	3720999900.0	1507.01196128	140.0	Rpl23	K02894	Ribosome
P09669	24705459.0	4185.92493008	1852909400.0	750.431793607	75.0	Cox6c	K02268	Oxidative phosphorylation
P62906	21529396.0	3647.79441847	4671878900.0	1892.11974554	217.0	Rpl10a	K02865	Ribosome
P50990	21191403.0	3590.52718353	11612889000.0	4703.24189689	548.0	Cct8	K09500	Chaperones and folding catalysts
P25705	21041981.0	3565.21013619	11636215000.0	4712.68897079	553.0	Atp5a1	K02132	Oxidative phosphorylation
Q99873	20721344.0	3510.88358384	7480405200.0	3029.57818183	361.0	PrmT1	K11434	Chromosome-related
P13639	20140027.0	3412.38918539	17280143000.0	6998.49043093	858.0	Eef2	K03234	Translation factors
P46777	20016549.0	3391.46791295	5944915100.0	2407.70180201	297.0	Rpl5	K02932	Ribosome
F5H6T1	19773001.0	3350.20279641	6920550400.0	2802.83593435	350	F5H6T1		Cytoskeleton proteins
Q15233	19299431.0	3269.96431676	9090032000.0	3681.48006465	471.0			
P40926	19132876.0	3241.74437044	6466912100.0	2619.11156924	338.0	Mdh2	K00026	TCA cycle and anaplerotic enzymes
O00231	18984028.0	3216.52457777	8011259800.0	3244.57529373	422.0	PsmD11	K03036	Proteasome
P18124	18929655.0	3207.31198648	4694554400.0	1901.30336571	248.0	Rpl7	K02937	Ribosome
P06748	18715065.0	3170.95331649	5502229100.0	2228.41313901	294.0	Npm1	K11276	Chromosome-related
O15145	18676258.0	3164.37812237	3324373900.0	1346.37768495	178.0	ArpC3	K05756	Regulation of actin cytoskeleton
P78371	18583757.0	3148.70538211	9942310000.0	4026.65425838	535.0	Cct2	K09494	Chaperones and folding catalysts
P62942	18081731.0	3063.64551138	2621851000.0	1061.85458852	145.0	FkbP1a	K09568	Chaperones and folding catalysts
P46778	17757717.0	3008.74678311	2841234700.0	1150.70539983	160.0	Rpl21	K02889	Ribosome
F8VZ69	17627633.0	2986.70623497	6169671600.0	2498.72860743	350			
P61978	17571144.0	2977.13512304	8153010800.0	3301.98471546	464.0	HnrNpk	K12886	Spliceosome
P62847	17521051.0	2968.64770584	5063583700.0	2050.76092661	289.0	Rps24	K02974	Ribosome
P62910	17440656.0	2955.02612388	2668420400.0	1080.71528315	153.0	Rpl32	K02912	Ribosome
P07437	16764084.0	2840.39236614	7443253300.0	3014.53159242	444.0	TubB	K07375	Cytoskeleton proteins
P28066	16670148.0	2824.47648924	4017505700.0	1627.09736821	241.0	PsmA5	K02729	Proteasome
F8WDR7	16455264.0	2788.06800589	5759342400.0	2332.54450931	350			
P22626	16401664.0	2778.98638647	5789787400.0	2344.8747916	353.0			
H0YB22	16101303.0	2728.09526164	5635456000.0	2282.3702842	350			
D6R970	15890121.0	2692.31401999	5561542400.0	2252.43513712	350			
P62888	15650176.0	2651.65937126	1799770200.0	728.910317615	115.0	Rpl30	K02908	Ribosome
P25786	15580383.0	2639.83412006	4097640700.0	1659.552194	263.0	PsmA1	K02725	Proteasome
P07237	15364050.0	2603.180128	7804937400.0	3161.0143335	508.0	P4hB	K09580	Chaperones and folding catalysts
Q12906	14825701.0	2511.96593521	13313479000.0	5391.98404688	898.0			
P46782	14434573.0	2445.69586729	2944652900.0	1192.58996543	204.0	Rps5	K02989	Ribosome
P61604	14382039.0	2436.79486366	1466968000.0	594.124800384	102.0	HspE1	K04078	Chaperones and folding catalysts
P62750	14253712.0	2415.05200964	2765220100.0	1119.9193438	194.0	Rpl23a	K02893	Ribosome
P54819	14167840.0	2400.50244205	3386113800.0	1371.38246063	239.0	Ak2	K00939	Purine metabolism
P60174	13758298.0	2331.11243121	3934873200.0	1593.63105022	286.0	Tpi1	K01803	Glycolysis
B1AHC8	13560606.0	2297.6168434	8258409100.0	3344.67122529	609.0	XrcC6	K10884	Non-homologous end-joining
P50991	13467321.0	2281.81126751	7258886000.0	2939.862489	539.0	Cct4	K09496	Chaperones and folding catalysts
Q06323	13462465.0	2280.9884999	3365616200.0	1363.08089406	250.0	PsmE1	K06696	Proteasome
P42224	13410843.0	2272.24201935	10058132000.0	4073.56238632	750.0	StaT1	K11220	Transcription factors
P49368	13370281.0	2265.36946996	7286803100.0	2951.16896703	545.0	Cct3	K09495	Chaperones and folding catalysts
O15144	13362558.0	2264.06093738	4008767400.0	1623.55834027	300.0	ArpC2	K05758	Regulation of actin cytoskeleton
P23284	13307893.0	2254.7988716	2874504900.0	1164.17989344	216.0	PpiB	K03768	Chaperones and folding catalysts
P62899	13229054.0	2241.44092769	1719777000.0	696.512921092	130.0	Rpl31	K02910	Ribosome
P27635	13128262.0	2224.36341678	3019500300.0	1222.90330327	230.0	Rpl10	K02866	Ribosome
P48047	12985320.0	2200.14429657	2765873200.0	1120.18385052	213.0	Atp5o	K02137	Oxidative phosphorylation
P38646	12919422.0	2188.97898768	8798126400.0	3563.25774737	681.0	HspA9	K04043	Chaperones and folding catalysts
P47756	12877421.0	2181.86262393	4301058600.0	1741.93682627	334.0	CapZb	K10365	Cytoskeleton proteins
P20618	12791016.0	2167.22274844	3082634900.0	1248.47293507	241.0	PsmB1	K02732	Proteasome
P37837	12711863.0	2153.81160251	4283897800.0	1734.98666998	337.0	TalDo1	K00616	Pentose phosphate metabolism
P18669	12685764.0	2149.38956547	3222184100.0	1304.99062366	254.0	PgaM1	K01834	Glycolysis
P49720	12531484.0	2123.24941166	2568954200.0	1040.43128498	205.0	PsmB3	K02735	Proteasome
Q00839	12506317.0	2118.98528636	10317712000.0	4178.69277477	825.0	HnrNpu	K12888	Spliceosome
P04233	12411460.0	2102.91336148	3673792200.0	1487.89275395	296.0	Cd74	K06505	Cellular antigens
P52272	12379502.0	2097.49861534	9037036500.0	3660.01678743	730.0	HnrNpm	K12887	Spliceosome
P14866	12336065.0	2090.13894551	7265942300.0	2942.72030377	589.0			
Q5T0R7	12309191.0	2085.58559774	4308216800.0	1744.83591074	350			
O00151	12248091.0	2075.23322934	4286831800.0	1736.1749455	350			
P26373	12107504.0	2051.41312431	2554683300.0	1034.65154363	211.0	Rpl13	K02873	Ribosome
E7EU23	11799678.0	1999.25718065	4129887300.0	1672.61212768	350			
P15311	11485210.0	1945.9758617	6730333100.0	2725.79756992	586.0	Ezr	K08007	Regulation of actin cytoskeleton
