!!SBtab TableType='Proteomaps' Organism='sce' DefaultProteinLength='350' ProteinURL='identifiers.org/sgd/'
!Protein:Identifier	!Abundance:[original]	!Abundance:[ppm]	!SizeWeightedAbundance:[original]	!SizeWeightedAbundance:[ppm]	!Protein:Size	!Protein:Name	!Identifiers:kegg.orthology	!Pathway	!Protein
YAL001C	880.30181	76.47247883269338	308105.63	64.88022480479587		TFC3	K15204	Transcription machinery	Tfc3p
YAL002W	997.93956	86.69175845316886	349278.85	73.55039343993998					
YAL003W	10988.289	954.5609112856619	2285564.1	481.2892014137196	208.0	EFB1	K03232	Translation factors	translation elongation factor 1 subunit beta
YAL005C	7080.7593	615.11087394975	4545847.5	957.2548470741002	642.0	Ssa1	K03283	Chaperones and folding catalysts	Hsp70 family ATPase SSA1
YAL007C	2331.8874	202.5728083379999	816160.59	171.86535200935742		ERP2	K14825	Ribosome biogenesis	Erp2p
YAL008W	1792.8098	155.74273269021822	627483.43	132.13411906716667					
YAL009W	732.2797	63.61368705792058	256297.9	53.970663791496094					
YAL010C	661.2528	57.443526954760245	231438.48	48.7358202798185		MDM10	K17774	Mitochondrial biogenesis	Mdm10p
YAL011W	1050.7428	91.27881553669073	656714.25	138.28948264435454	625.0	SWC3	K11682	Chromosome-related	Swc3p
YAL012W	1215.7639	105.61432232918249	479010.98	100.8691079950911	394.0	CYS3	K01758	Amino acid metabolism	cystathionine gamma-lyase CYS3
YAL013W	1374.1572	119.37406716202618	480955.02	101.27847978173945					
YAL014C	1483.2593	128.85184846166067	378231.12	79.64710055369558	255.0	SYN8	K08501	SNARE interactions in vesicular transport	Syn8p
YAL015C	522.65882	45.4037639081652	208540.87	43.91409052339521	399.0	NTG1	K10773	Base excision repair	bifunctional N-glycosylase/AP lyase NTG1
YAL016W	3452.8329	299.950185105353	2192548.9	461.7022594735056	635.0	TPD3	K03456	mRNA surveillance pathway	protein phosphatase 2A structural subunit TPD3
YAL017W	2432.3159	211.29710749677267	851310.57	179.26715964359013		PSK1	K08286	Other enzymes	Psk1p
YAL018C	112.37868	9.762420263052762	39332.538	8.28256175514604					
YAL019W	538.12164	46.747030685208124	188342.57	39.6607756953776		FUN30	K14439	Chromosome-related	Fun30p
YAL020C	667.06775	57.948676024927636	233473.71	49.16439466169352		ATS1	K15462	Transfer RNA biogenesis	Ats1p
YAL021C	1514.2765	131.54633590165517	1267449.4	266.8967847186163	837.0	CCR4	K12603	RNA degradation	Ccr4p
YAL022C	764.3624	66.40073528248989	267526.84	56.33522996810107		FUN26	K15014	Alcoholism	Fun26p
YAL023C	4404.8167	382.6497322011008	3343255.9	704.0156792070309	759.0	PMT2	K00728	Glycan metabolism	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2
YAL024C	940.50598	81.7024602591372	1349626.1	284.2013785026256	1435.0	LTE1	K06681	Cell cycle	Lte1p
YAL025C	413.99942	35.964440289742605	144899.8	30.51269007375802		MAK16	K14831	Ribosome biogenesis	Mak16p
YAL026C	1185.1431	102.95427045465534	1605868.9	338.16043945393096	1355.0	DRS2	K14802	Ribosome biogenesis	aminophospholipid-translocating P4-type ATPase DRS2
YAL027W	426.83458	37.079440270731205	149392.1	31.458669002772023		SAW1	K15080	DNA repair and recombination proteins	Saw1p
YAL028W	419.24194	36.41986193624583	146734.68	30.89907518100135					
YAL029C	2154.9021	187.19796251330726	754215.73	158.82113583485386		MYO4	K10357	Messenger RNA Biogenesis	myosin 4
YAL030W	1968.345	170.99160723972366	232264.71	48.90980602665625	118.0	SNC1	K08513	SNARE interactions in vesicular transport	SNAP receptor SNC1
YAL031C	1222.3064	106.18267421381952	427807.24	90.08673390460038					
YAL032C	760.36122	66.05314977331572	292739.07	61.644367455235646	385.0	PRP45	K06063	Spliceosome	Prp45p
YAL033W	2034.5549	176.74331093810042	351978.0	74.11877467588775	173.0	POP5	K03537	Ribosome biogenesis in eukaryotes	Pop5p
YAL034C	1855.5119	161.18971117026408	649429.17	136.75540607418304					
YAL034W-A	557.61111	48.44009556943846	161149.61	33.934540319841545	289.0	MTW1	K11559	Chromosome-related	Mtw1p
YAL035W	4176.6124	362.8254534105351	4193318.8	883.020107169664	1004.0	FUN12	K03243	RNA transport	translation initiation factor eIF5B
YAL036C	1272.6958	110.56003920514235	445443.53	93.80054614465122					
YAL037C-A	78.251769	6.797789894892198	27388.119	5.767331540486622					
YAL037W	202.27381	17.571677665451173	70795.833	14.90803514457943					
YAL038W	13894.839	1207.0550909252163	6947419.5	1462.9727440333452	500.0	Pyk1	K00873	Glycolysis	pyruvate kinase CDC19
YAL039C	2400.9426	208.57168538255286	645853.56	136.0024617653943	269.0	CYC3	K01764	Cofactor biosynthesis	holocytochrome c synthase CYC3
YAL040C	3447.9829	299.5288619658055	1999830.1	421.1199466215447	580.0	CLN3	K06646	Cell cycle	Cln3p
YAL041W	1092.0751	94.86938345436494	932632.14	196.39168198055276	854.0	CDC24	K11236	MAPK signaling pathway	Cdc24p
YAL042W	2096.0072	182.08171835426867	733602.52	154.48045014615528					
YAL043C	1181.7911	102.66307969924023	413626.88	87.10066401482611		Pta1	K06100	mRNA surveillance pathway	Pta1p
YAL044C	4260.8471	370.1429850111213	1491296.5	314.0340284291633		Gcv3		Amino acid metabolism	glycine decarboxylase subunit H
YAL044W-A	2695.5155	234.16145425958732	943430.43	198.66556280093045					
YAL046C	2016.2924	175.15683385851557	705702.34	148.6052898951262					
