Systematic name	Abundance (data value)	Abundance [ppm]	Size-weighted abundance	Size-weighted abundance [ppm]	Size	Gene name	KO number	KO category
4155	18200000.0	71.9147676305	6370000000.0	71.9147676305	350			
121506	2482300.0	9.80846305985	868805000.0	9.80846305985	350			
12954	601000000.0	2374.76787615	2.1035e+11	2374.76787615	350	CryAa	K09541	Chaperones and folding catalysts
Abpa	16000000.0	63.2217737411	5600000000.0	63.2217737411	350			
14077	1040000000.0	4109.41529317	3.64e+11	4109.41529317	350	FabP3	K08752	PPAR signaling pathway
1415	276000000.0	1090.57559703	96600000000.0	1090.57559703	350			
10815	5781500.0	22.8447928053	2023525000.0	22.8447928053	350			
12955	1830000000.0	7230.99037164	6.405e+11	7230.99037164	350	CryAb	K09542	Chaperones and folding catalysts
380684	1237100.0	4.88822851844	432985000.0	4.88822851844	350	NefH	K04574	Cytoskeleton proteins
226180	6925800.0	27.366335036	2424030000.0	27.366335036	350	Ina	K07608	Cytoskeleton proteins
18039	39200000.0	154.893345666	13720000000.0	154.893345666	350	NefL	K04572	Cytoskeleton proteins
4151	149000000.0	588.752767964	52150000000.0	588.752767964	350			
1414	5037200.0	19.903794918	1763020000.0	19.903794918	350			
Abpg	74000000.0	292.400703553	25900000000.0	292.400703553	350			
20617	22300000.0	88.1153471517	7805000000.0	88.1153471517	350	SncA	K04528	Alzheimer's disease
1417	135000000.0	533.433715941	47250000000.0	533.433715941	350			
Bpifa2	84800000.0	335.075400828	29680000000.0	335.075400828	350			
Try5	1421000.0	5.61488378038	497350000.0	5.61488378038	350			
845	1495800.0	5.91044557262	523530000.0	5.91044557262	350			
21956	18100000.0	71.5196315446	6335000000.0	71.5196315446	350	TnnT2	K12045	Cytoskeleton proteins
10409	16600000.0	65.5925902564	5810000000.0	65.5925902564	350			
22349	52100000.0	205.865900744	18235000000.0	205.865900744	350	Vil1	K05761	Cytoskeleton proteins
218038	2707900.0	10.6998900696	947765000.0	10.6998900696	350	AmpH	K12562	Fc gamma R-mediated phagocytosis
21954	4553800.0	17.9937070789	1593830000.0	17.9937070789	350	TnnI3	K12044	Cytoskeleton proteins
66473	9779700.0	38.643123791	3422895000.0	38.643123791	350	CtrB1	K01310	Peptidases
19752	746000000.0	2947.71520068	2.611e+11	2947.71520068	350	RnaSe1	K01168	Other enzymes
Amy2;Amy2a2	57600000.0	227.598385468	20160000000.0	227.598385468	350			
21924	2825700.0	11.1653603788	988995000.0	11.1653603788	350	TnnC1	K05865	Calcium signaling pathway
342898	1045800.0	4.13233318615	366030000.0	4.13233318615	350			
16204	9922900.0	39.208958666	3473015000.0	39.208958666	350	FabP6	K08755	PPAR signaling pathway
5948	81600000.0	322.43104608	28560000000.0	322.43104608	350			
22003	47600000.0	188.08477688	16660000000.0	188.08477688	350	Tpm1	K10373	Cytoskeleton proteins
22003	14500000000.0	57294.7324529	5.075e+12	57294.7324529	350	Tpm1	K10373	Cytoskeleton proteins
22003	10000000.0	39.5136085882	3500000000.0	39.5136085882	350	Tpm1	K10373	Cytoskeleton proteins
22003	3091600.0	12.2160272311	1082060000.0	12.2160272311	350	Tpm1	K10373	Cytoskeleton proteins
22072	658280.0	2.60110182614	230398000.0	2.60110182614	350	PrsS2	K01312	Peptidases
374897	1200000000.0	4741.63303058	4.2e+11	4741.63303058	350			
12716	192000000.0	758.661284893	67200000000.0	758.661284893	350	CkmT1	K00933	Arginine and proline metabolism
5816	22600000.0	89.3007554093	7910000000.0	89.3007554093	350			
17906	49700000.0	196.382634683	17395000000.0	196.382634683	350	Myl2	K10351	Regulation of actin cytoskeleton
17906	1354300.0	5.3513280111	474005000.0	5.3513280111	350	Myl2	K10351	Regulation of actin cytoskeleton
12409	40800000.0	161.21552304	14280000000.0	161.21552304	350	Cbr2	K00079	Arachidonic acid metabolism
5334	7446500.0	29.4238086352	2606275000.0	29.4238086352	350			
56727	563870.0	2.22805384746	197354500.0	2.22805384746	350	MioX	K00469	Ascorbate and aldarate metabolism
109901	4194600.0	16.5743782584	1468110000.0	16.5743782584	350	CelA1	K01326	Peptidases
12613	12300000.0	48.6017385635	4305000000.0	48.6017385635	350	Cel	K12298	Steroid biosynthesis
793	3734700.0	14.7571473994	1307145000.0	14.7571473994	350			
794	4619300.0	18.2525212151	1616755000.0	18.2525212151	350			
1427	2370100.0	9.36512037149	829535000.0	9.36512037149	350			
22227	886810.0	3.50410632321	310383500.0	3.50410632321	350	Ucp1	K08769	PPAR signaling pathway
51778	426440.0	1.68501832463	149254000.0	1.68501832463	350			
109697	29100000.0	114.984600992	10185000000.0	114.984600992	350	Cpa1	K08779	Chaperones and folding catalysts
55948	522000000.0	2062.6103683	1.827e+11	2062.6103683	350	Sfn	K06644	Cell cycle
8857	21300000.0	84.1639862928	7455000000.0	84.1639862928	350			
13706	1037700.0	4.1003271632	363195000.0	4.1003271632	350	CelA2a	K01346	Peptidases
7447	859590.0	3.39655028063	300856500.0	3.39655028063	350			
Klk1b26;Egfbp2	116330.0	0.459661808706	40715500.0	0.459661808706	350			
4975	1695600.0	6.69992747221	593460000.0	6.69992747221	350			
1264	885000000.0	3496.95436005	3.0975e+11	3496.95436005	350			
1411	57800000.0	228.38865764	20230000000.0	228.38865764	350			
7356	16400000.0	64.8023180846	5740000000.0	64.8023180846	350			
16612	18800000.0	74.2855841458	6580000000.0	74.2855841458	350	Klk1	K01325	Peptidases
14120	10300000.0	40.6990168458	3605000000.0	40.6990168458	350	Fbp2	K03841	Glycolysis / Gluconeogenesis
